author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
Rachel McGrath,/gp/profile/amzn1.account.AHDETU3CIYSJJAQTWRARAE7BGIEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 23, 2020",0,1,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,3.0 out of 5 stars,"The product does what it says it'll do mostly. I use it to connect peripherals and not to charge so I can't attest to charging speed. Cord length is short but I just taped it to the top of my desktop. I had the product for roughly 2 years and like another review mentioned, I kept getting the disconnect and reconnect sound. The hub would randomly stop working and then after a few seconds would work again. I contacted Sabrent directly and they sent me a new unit even though my warranty expired. A slight caveat is they sent me the USB 2.0 version instead of the 3.0 version that I purchased. Overall, for the price it isn't horrible, thought next time, I'll probably go with a different hub from Sabrent.","Decent product, great customer service",Verified Purchase,,,19,35,2043123,Public
JustChillin,/gp/profile/amzn1.account.AHDFH6ZG5PKBBOX6I7HZ2CYPRWMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 17, 2019",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,5.0 out of 5 stars,"I was looking for something that would allow me to add additional USB 2.0 ports to my laptop and this was just what I needed.  It gives me 4 additional ports and the ability to selectively turn ports on/off is a nice bonus feature.  When a port is turned on, there is a blue led background light to let you know that port is enabled.  So far I have attached three devices to the hub and everything worked as expected.  I use this mostly for a USB mouse receiver and a separate USB mouse/keyboard receiver, but having the two additional ports open is a bonus.  I also have a Type C hub that I use for portable hard drives, and with everything connected I have never had any issues with any of the devices.  If you want to expand your USB 2.0 ports, this does the job nicely.",Gives me 4 more USB 2.0 ports for my laptop,Verified Purchase,,,276,70,2208622,Public
JUST4U,/gp/profile/amzn1.account.AECSEZG2QWRUD5K53OYXD7DFACNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 9, 2017",0,1,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,3.0 out of 5 stars,"I bought two of these, hoping to use it to enjoy my Chromcast and the LED back light for my Sony Bravia in my living room and bedroom.  I cannot tell if that's this UBS hub that's doing it or the LED light, but I cannot use the Chromcast and LED light at the same time.  I like to watch youtube videos on my large screen TV using Chromcast, but when I watch it in the dark I needed the back light to reduce my eye strain. When I turn on the light (push the button on the hub) my Chromcast will go on for about a minute, then lose its casting ability to quickly switch back to my laptop screen. I tried again and again to confirm that.  When I turn off the backlit LED light I can cast the video again on the TV, but I have to watch it in the dark. I am not sure if that has to do with the hub's capacity issue or not, but it really disappointed me. There are 4 slots on the hub but I cannot even imagine it an handle all 4 uses at the same time after failed on just 2.  I now watch TV shows in the dark with beautiful back light, but Amazon video or Youtube video in the bright room without back light. If the seller reads my review, please give me advice if that's normal or not.","4 slots, but cant use more than 1 at a time??",Verified Purchase,One person found this helpful,,330,227,136253,Public
Stormy,/gp/profile/amzn1.account.AFJFCD2NLVKD2BSMYMFKE2LPAXVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 1, 2019",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,5.0 out of 5 stars,"For some reason, most of my laptops (I have 3) only come with 1-2 USB ports, which is really frustrating considering I need to use a wireless mouse/mic/camera/SD reader etc. There are never enough ports, so I decided to buy this affordable hub as a way to simplify my work and I am so glad I did. I even bought more hubs for my desktops because I love the feature of being able to shut off certain devices with the push of a button. I think the cord could be a little bit longer, but I really can't complain, the device works great!",I think EVERYONE with a laptop should buy one of these bad boys,Verified Purchase,One person found this helpful,,68,53,299538,Public
Jennifer,/gp/profile/amzn1.account.AFQ5TOEJFLOPV7NSJ56IQSQSKVFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 29, 2020",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,5.0 out of 5 stars,"This USB hub is super. It's much smaller than I thought it would be (hadn't bothered to check dimensions) & that is great since I definitely don't need anything else taking up space on my desk. The cord is extremely short though. This is not any problem for me because I'm using it with a KVM that it sits right on top of - it's actually ideal for me. However, If I was trying to use this with another set up I might need an adapter just to get more length. I would recommend checking the cord length before ordering if that will be of any concern. I'm very happy with this purchase!","Works great, very short cord though",Verified Purchase,,,45,60,1274084,Public
Jos,/gp/profile/amzn1.account.AHZHYJCI4XWH66PMQK2YK2BS75LA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 31, 2015",0,1,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,3.0 out of 5 stars,"I bought this to go with my Surface Pro 3 as the 3 only has 1 USB port. This hub has several features going for it but two HUGE drawbacks, the cable length and power available. I love the blue LED backlighting that shows which ports are active and I love being able to activate and de-activate a port with the push of a button. However, you can't overlook the fact that the attached USB cord is WAY TO SHORT. It might be 8 inches long, maybe. That's far to short to be of much use unless you run wireless USB devices which I fortunately do. Otherwise, you're hosed. This just screams the company is to cheap to make a 2 foot or 3 foot USB cord which might cost them another 80 cents worth of wiring and coating. Minus one star for the absurdly short USB cord. Minus a second star for the fact that all of the power for this hub comes through the one attached USB cable. Being of a technical background myself, I knew this would cause issues but opted to try it anyways. Long story short, good luck power 4 USB devices at once. You'll need it. Powering a spinning hard drive along with a mouse and keyboard, you might as well forget about that. You might get away with a SSD but that's going to be cutting it close still. I mean, how did the developers not know this would be an issue? They had to but instead, opted for the cheap way out. Overall, I would pass this hub by in a heartbeat if I had to choose again.",Cool little gadget minus 2 HUGE problems.,Verified Purchase,3 people found this helpful,,830,303,78981582,Public
Sam,/gp/profile/amzn1.account.AHUTZVS5V6RXPKK2RSLHQOQLV5QA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 23, 2020",0,1,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,3.0 out of 5 stars,"It's like everything about this hub was shrunk except the USB connectors. The four sockets are very (and unnecessarily) close together. I have lots of USB devices, but no four of them can be used at once, there just isn't enough room. The 10-inch cable is also unnecessarily short, and won't reach from any of my computer's USB ports to the top of the computer. Luckily I had a USB extension cable. Surely it wouldn't break the bank to make the internal board an inch longer, and the cable another foot longer. Since it's USB 2.0, it's not really very good for larger USB drives, but it's fine for slow things like keyboard, mouse, or USB lamps.",Tight squeeze,Verified Purchase,,,39,30,6441548,Public
Jaguar Skies,/gp/profile/amzn1.account.AFAXWW33PABT5RG73Z2NUZ2B4FJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 17, 2016",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,5.0 out of 5 stars,"I purchased this 4-Port USB 2.0 Hub with Individual Power Switches & LEDs (Black) almost two years ago and it still works great. Others have mentioned in their reviews that they ran into some issues with it disconnecting their external hard drives while in use. Fortunately, I can say that although I have had this happened to me before with this device, it has only happened once or twice in the whole time I've had it. The one or two times it has disconnected or improperly ejected my drive was when I either plugged or unplugged something else into the 4-Port Hub (I believe it was during a transfer, so it seems that the connection was disrupted from the additional source added or being taken away), or when I turned pressed or depressed one of the buttons to cut power to that USB port.Because I cited either of these activities as disrupting the connection to my external drive, I just do not mess with the on/off port buttons or plug/unplug anything during a transfer just as a precaution. (Note: the drive does not disconnect every single time that things are plugged/unplugged or the button for a port is pushed, I can usually use it like normal even when my external is connected. The drive has only disconnected due to this activity those very few times mentioned).I like the ability to ""turn off"" the connection to specific ports by using the buttons so certain drives though ejected are ""unplugged.""I have a MacBook Pro so having additional USB ports was a must with only two available on my computer. I would definitely recommend this product to a friend. The price is extremely good too considering the use I've gotten out of it thus far.",0 Hub with Individual Power Switches & LEDs (Black) almost two years ago and it still works great. Others have mentioned in thei,Verified Purchase,2 people found this helpful,,253,75,806987,Public
agnes,/gp/profile/amzn1.account.AG42OZX25IXTWJSHS4EOENNHW4NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 15, 2020",0,0,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=6,5.0 out of 5 stars,"Your browser does not support HTML5 video.           I was waiting for it for almost 2 weeks，but I was very excited when I starting to use it. I connect 1 Speaker, 1 USB 128GB, 1 Mouse, and 1 Mechanical Gaming Keyboard. Automatic install and going and All of the plugin ports work together. Also, the light can show the plug is working or not. But only one point is the port is a little bit TIGHT, it makes you push your USB and pull out your USB more hard. However, My device no often plugs out, so this no problem for me, it also makes my device better-fixed to the USB HUB.I wish this review helpful to all of the others.",Small size and Large Capacity,Verified Purchase,,,168,43,406558,Public
Sarah Lewis,/gp/profile/amzn1.account.AHR4QXWPQPEV6IUB76GIFBSJAC6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 19, 2019",1,,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,5.0 out of 5 stars,"I bought this hub to extend the USB capabilities of my new Windows PC. I have a wireless mouse and keyboard, and after reading that USB 2.0 works better with 2.4Ghz keyboards (vs. USB 3.0), I chose this hub.The main reason I've given it an excellent rating is that ""it just works."" I plug it in, everything works, no configuration needed. I like that I can selectively turn on ports, even though I don't really use that feature most of the time. I like that even if I don't want to unplug it entirely, I can turn off the lights for sleeping (my office doubles as our guest room). I like that the cable is long enough to reach my laptop's port even when my laptop is on a stand.As another reviewer mentioned, there isn't great light isolation; particularly when the room is dark, the light from one button bleeds through and partially illuminates its neighbors. This doesn't bother me, but if it'll bother you, it's worth noting.",Solid option for wireless device dongles and selective ports,Verified Purchase,,,1076,75,246314,Public
Curtis S.,/gp/profile/amzn1.account.AFOIYSC5JLYVBGKCAQESOGICIYQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 27, 2019",0,,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,5.0 out of 5 stars,"If my review headline makes sense to you, this will work perfectly for that particular use case.  It also is pretty small and was easy to conceal.I've used Velcro to mount this on the underside of my Tesla Model 3's phone charging/holding area. With the update that brought the dashcam feature, one port had to be taken by the USB thumb drive used to store the video. So this allows me to still have the integrated dashcam setup, but still have the charging cable on both sides.The ability to enable/disable each port with a physical hardware switch is quite nice. I can keep other things plugged in and not worry about phantom power draw. Unless you are going to secure it somewhere or keep it out of the way, this may not always be the best choice though. I could see it may increase the likelihood of accidental ""unsafe"" device removal if the buttons are accidentally hit. So be cognizant of what you intend to use this for and where you'll put it!",Dashcam & 2 chargers again in my Tesla Model 3!,Verified Purchase,,,86,41,78404737,Public
JJ,/gp/profile/amzn1.account.AELC7IIJQZPERQDSFGETC75KSZJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 7, 2018",0,,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,5.0 out of 5 stars,"I have had this product for a month+ now and it works GREAT!  For the price, this device is one of my top 10 life purchases. (my 6+ foot Russell Westbrook [OKC Thunder] Fathead vinyl wall decal is another) This device is so convenient and easy to use. This is one of those devices that makes so much sense!I purchased this product for my Pioneer A/V Receiver, that has a usb port, so my wife and I could listen to the different genres of music we like at the press of a bottom.  For example, I like a mixture of rock, country and r&b. My wife, mainly, likes r&b. I also purchased some SanDisk Cruzer Fit flash drives which fit perfectly in this hub. Each flash drive stores the different genres of music.Things to remember:-Ports are close together, so if your flash drives are normal size or bigger, then you may, only, be able to use 2 or 3 of the ports.-When you first insert your flash drive, for the first time, be extremely carful not to force or shove it into the port; there are tiny contact pins in the ports that will bend if not inserted gently and straight. ( I speak from experience...this is my second one.) After the first insertion, I pull out and insert the flash drives normally.","For the price, this device is one of my top 10 life purchases.",Verified Purchase,,,207,221,32673,Public
Hyouten,/gp/profile/amzn1.account.AEMWJDWMBVAXFXVJYD5CS74DSZEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 26, 2016",0,,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,5.0 out of 5 stars,"My fiance's computer is about five or six years old, with about four USB ports total. Two of them were USB 3.0 and only read our 2.0 devices half the time. The other two are USB 2.0, but one of them stopped working.When I bought him a new wired keyboard and mouse, the lack of USB ports quickly because a problem. My brother suggested getting a hub, and after searching around I decided to go with this brand.I was initially worried about the quality in regards to price, but boy was I wrong. This little item turned out to be the perfect solution to his lack of functioning USB ports. Each port on this hub has an on/off switch, so you only draw power out of the port when you need it. Each switch has blue LEDs underneath so it's easy to see even in the dark. The switches are also perfect for giving the system time to recognize the devices one at a time. And most of all, this item's small size is perfect for travelling. He always has this hub in his computer backpack.I'm not sure about the longevity of this item if it's plugged in to the computer all the time with several devices tethered to it. My fiance unplugs the hub every time he's not using the keyboard and mouse to reduce strain on the computer. Though even with the frequent plug-unplug of this hub, it still works perfectly.If you want a central spot to plug in your devices, or need to maximize your only remaining port, get this hub.",Great price for something compact,Verified Purchase,2 people found this helpful,,195,43,2527167,Public
R. Suzuki,/gp/profile/amzn1.account.AFYSJGRWFRBFPJS2C5IHQHKFJVRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 12, 2020",0,,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,5.0 out of 5 stars,"This was smaller than I expected but that was a plus, very compact design that still does the job.  I usually don't like lighted buttons since they are usually just for silly decoration but these lighted buttons really do serve a purpose if the switch is in the shadows under your desk.  The buttons clearly show which port is active.It was a little difficult to insert and remove a USB from the ports, but since I'm not going to be pulling them out to switch them (the whole reason to get this) that shouldn't be an issue.  Delivered prompted and in good condition from seller.","Good product, works just as needed",Verified Purchase,,,83,92,702448,Public
ChelBell,/gp/profile/amzn1.account.AETSGOPLCQBIL2NRO52OSBYBRTGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 7, 2020",0,,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,4.0 out of 5 stars,"I received my USB hub today.  First...it took over a week to get it.  That's a little too long for someone that is having to work from home and needed it yesterday.  Secondly, the unit works fine...except the light for the first port (nearest the cable) does not light up.  I have no idea if it is on or not.  This was important to me since this is used to turn my extended drive on and off.  The only way to tell if the the port is on, is by touching the button and feeling if it is raised or not.Other than that, it seems to work okay.  Only time will tell if it can handle what I need it to handle.",Great Little USB Hub but...,Verified Purchase,,,522,139,27703,Public
"Mike S,",/gp/profile/amzn1.account.AFZINDCUYSCWXP3IJTCKCMH3G76A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 24, 2018",0,,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,5.0 out of 5 stars,"Its a very nice item.  Seems to be well made although I have only been using it for a short time.  I have a number of games that I play that require a joystick or a controller and then others that only work with the keyboard and mouse.  The issue that I always ran into was that many games just won't work, control wise, with a joystick plugged in.  Before seeing this product on Amazon I was forced to unplug the items that were causing havoc with game X, then having to plug them back in with game Y.  As any of you can attest, the back of any PC is a nightmare of tangled wires and in some cases, games like Elite save control schemes based on the port the stick is plugged into, so not using the same port every time required the game be complete set up again.  Now, its just a simple matter of turning the port on or off as needed.My only complaint is the input cord is way too short.  I already owned a 6 foot USB extension so it was not a big deal.  But the cord that it comes with is even too short to plug it into a port and attach the hub to the top of the tower using a Velcro strip.  Improving this device with even a 3 foot cord would be an improvement.",Perfect for my needs!,Verified Purchase,,,483,85,48374,Public
Jack from WV,/gp/profile/amzn1.account.AFKGCH7JPQKALNTDNMUZJFYDMSWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 3, 2020",0,,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,5.0 out of 5 stars,This thing is so much smaller than I expected. Perfect for travel. I bought this so that I could hook up additional monitors (via an HDMI/USB adapter). It’s perfect. Sooo much smaller than I expected. And the switches glow blue so I can easily see which are turned off or on. It’s small enough that I can easily hide it under the edge of my desk if I wanted. The orientation is nice (all of the USB plugs are on one edge). I can easily have both of my monitors plugged in and my mouse and keyboard while freeing up the other two USB ports on my laptop. Worth every penny.,Perfect!,Verified Purchase,,,53,51,161089,Public
Faith Black,/gp/profile/amzn1.account.AFQWRLUV6IGK7XHPRYWEG5QMVU5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 4, 2017",0,,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,1.0 out of 5 stars,"I bought this because I needed a hub that would charge multiple phones at once, & it doesn't even charge one phone. The box it came in even says that I can charge multiple devices, that I can even daisy chain the hubs to charge more things, & it doesn't even charge one phone!If I have one phone attached to this hub with a cord, & plug the hub into the wall, & I run the phone all night long, the phone doesn't charge, it just stays at the same amount of battery life or even slowly loses battery life. Having that same phone plugged in the same way, but without this hub in between, & running the phone all night long, the phone charges as it should. It doesn't matter if I have the hub plugged into my computer, or directly into a wall, the result is the same. It doesn't put out enough power to charge even one phone.",Doesn't charge one phone,Verified Purchase,4 people found this helpful,,56,28,981658,Public
dlcannon,/gp/profile/amzn1.account.AGJ463D322CYER6P3RAVMFCVGSBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 16, 2020",0,,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=7,5.0 out of 5 stars,"This is a really convenient little hub. It takes very little room, the cord is not so short that it's frustrating to actually use, and the small LED's are a pleasant shade of blue. The off/on feature of each port light is a nice touch. It seems sturdy and well made.It's always good to have a hub or two handy. Almost everything is a plug and play these days, it just makes sense to be prepared for multiple devices used simultaneously. As hubs go, this one isn't disappointing. Its almost elegant in its simplicity, actually.",I really like this hub,Verified Purchase,,,115,47,3449859,Public
Jacqueline Garretty,/gp/profile/amzn1.account.AHA3Q7F2Q5235FCFE6UDXO6OL5BA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 17, 2020",0,,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,5.0 out of 5 stars,"With having to work from home and now my son doing distance learning these hubs work perfectly for our needs. My laptop only had 2 USB ports and my son's surface only had 1 which was not enough at all. These hubs make it so we can actually work. We have our wireless mouses plugged into them, keyboard, and headsets. Being able to turn the headsets on and off with the buttons is very helpful as well. I don't have to make my son unplug everything and plug it back in. They work perfectly and I cannot say enough good things about them. You won't be dissapointed.",The first one worked so good I bought another!,Verified Purchase,,,8,37,579874,Public
Zopiac,/gp/profile/amzn1.account.AFQLN4K7TFF6MFHNOAQVKEJPCFKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 24, 2020",0,,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,1.0 out of 5 stars,"Worked fine for a few days and now will transmit neither power nor data. Cable seems fine, awful blue LEDs turn on fine, but no devices plugged in can do anything at all.Cannot be opened as the case is either plastic-welded or very tightly clipped together, so no chance of decent repair. Unit has a power jack on it but does not give any indication of what sort of power adapter to plug into it. I assume a 5V input but not having a designation on the device is just terrible.On another note, the blue LEDs are too bright, can't be dealt with easily, and are extremely annoying.",Worked for less than one week.,Verified Purchase,,,46,26,5430540,Public
Joy,/gp/profile/amzn1.account.AFZKTWJ4AMQ2BQQN6RTNAX37GKXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 14, 2020",0,,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,5.0 out of 5 stars,"My computer has two ish ports. Both located at the back of the computer. One I use for my wireless mouse and keyboard and the other takes care of EVERYTHING else. Printer, ipod, flashdrives, mp3 player...you get it. Every time I needed to use something, I have to move my computer forward at almost a 90 degree angle just to see and reach the usb port to plug in what I'm using. This makes everything so much better. No more moving my computer...except to dust. And no more search and find just to plug something in. Now my printer has a permanent slot and I still have what I need for when using other usb required devices.",It's great for my computer.,Verified Purchase,,,57,56,939812,Public
Framwinkle,/gp/profile/amzn1.account.AGAHS5I7WRKZJ76B2AWZQ7KDB5YA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 7, 2018",0,,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,5.0 out of 5 stars,"Does what it should, and gives me 4 USB 2.0 ports. The ports are a bit tight, and it's a little hard to plug things in and pull them out, but I'd rather have that than things falling out during a data transfer. I like that you can connect a device, but that it won't activate until you push the button to turn it on, because it makes it very easy to connect and disconnect devices on demand. The ports are a little close together, so some USB devices may be too fat, but it seems to work for most things.The plug you connect to your computer seems to be recognized by your computer as a fifth USB device, but I'm not sure what it's supposed to do for you. It was recognized and successfully installed in both of my computers, and I was able to use all 4 ports with no problems.I was able to plug in a wireless USB mouse, as well as a USB powered hard drive, both at the same time with no trouble.My only complaint might be that the ports are a bit close. If they could put some more space between them, or stagger then on either side of the device, it would be perfect.",Works great.,Verified Purchase,One person found this helpful,,19,21,1359670,Public
McKenzie,/gp/profile/amzn1.account.AE2DLYOJO7J76VY4K2IAUFCCOUHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 14, 2020",0,,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,5.0 out of 5 stars,"After my company started working from home, I wasn't allowed to keep the dock for my work laptop. Because of that, I no longer had enough ports for all of my devices, hence why I bought this USB hub. I currently have a mouse, keyboard, and headset connected to it and they all work perfectly. I would be skeptical of trying to use this hub for devices that are more demanding, but it's perfect for my purposes.I wish the cord was a bit longer and I wish the lights that show you which ports are active weren't as bright, but neither of those have caused me any real problems.","For my purposes, it's perfect",Verified Purchase,,,3,26,2786988,Public
blueflowers23,/gp/profile/amzn1.account.AFLE7KH3W74UE3FFWQ75JBP2VR7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 12, 2020",0,,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,1.0 out of 5 stars,"I can't use this at all. That's why I originally purchased it but it's not powerful enough. Now I just use it for my mouse and keyboard and one of the ports is broken. I have to keep everything connected in the exact same slots or I waste time trying to figure out the exact combination of ports and sequence of connecting them in order to get everything to work, which is disruptive to my workflow.",Hardly works,Verified Purchase,One person found this helpful,,37,45,78801502,Public
Deerail,/gp/profile/amzn1.account.AHT2GVVSE3DNVMBNGQSFB3VHTWVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 6, 2019",0,,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,5.0 out of 5 stars,"I purchased the Sabrent 4 port Hub with individual power switches because not all of the USB 2.0 ports on my older computer were functioning.  It was ""plug and play"" and although it took a little time on my Windows 7 computer to recognize it, once it did it functions well.  My grandaughter is home schooled and needs headphones and a mike as well as a camera for video conferencing. I only have three port that are either occupied or not functioning and this fills the bill.  I especially like the lighted buttons that indicate which port is powered and whether the usb it is plugged into is powered when the computer is turned off.  The connects seem solid and have had zero problems with how it functions.  If your computer is older like mine, checking for newer drivers wouldn't hurt.",Functions as advertised.,Verified Purchase,,,977,346,610826,Public
Got to Catch Them All,/gp/profile/amzn1.account.AHDM6WBSD4XJR7UVMOKG2LW4332Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 29, 2020",0,,https://www.amazon.com/Sabrent-4-Port-Individual-Switches-HB-UMLS/product-reviews/B00BWF5U0M/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=8,5.0 out of 5 stars,"Sometimes you just need a few extra USB ports. This worked great. The cord isn't super long, so it actually got to stay hidden behind my computer. If you want something with a longer cord to be coinvent to turn things off and on (it has buttons for this) you might want to change the cord, use an extender or get a different product. I loved being able to turn off and on specific things like the drawing tablet or the other mouse (my kids use a smaller mouse than me when they are on the computer).",Needed More Ports,Verified Purchase,,,146,289,5183,Public
