author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
Evans Family,/gp/profile/amzn1.account.AESACGFB5YCEMCYBEUQOUTUPFD7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 19, 2020",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,2.0 out of 5 stars,"We were excited when we first got this item. It worked and so what we wanted for the first day or two. After that, I would have to clean it by taking it apart regularly. Eventually it rains for 2/3 days in a row and I was not in the pool to clean it daily. Since this happend, it clogged and my pool water did not circulate. I got a nasty case of green algae that just kept getting worse. I check my chemicals daily. Adding what’s needed when necessary. At this point the chemicals had killed the algae but even with changing my pool filter daily it wasn’t getting clean. I took this skimmer off of the pool and over night, my pool was crystal clear! From now on, I’ll just stick to skimming my pool myself. This definitely wasn’t worth the week we lost in the pool along with all the chemicals I had to purchase to clean it! My 6 kids are happy to be swimming again. Also, it doesn’t stay attached to the side of the pool while people are inside of it swimming. It can’t handle the water pushing it around.",Not the best.,Size: OSVerified Purchase,,139584,185,34,Public
Logan Carmichael,/gp/profile/amzn1.account.AGPK5X7FMECJA57LDGKDQDFFJASA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 3, 2021",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,"If you own an above ground pool that did not come with a skimmer/basket slot -- this item is a MUST HAVE! My previous pool was a Summer Waves and had a skimmer pump/filter, which I later changed to a skimmer basket with outboard sand filter and pump. It worked great and I loved it. Then it came time to upgrade pools -- and my new Coleman 18'x48"" Steel Frame didn't have a skimmer pump/filter or any easy way to modify it and use my previous basket. That said...I found this item. Sadly, it was MUCH cheaper at around $20 pre-pandemic...but I needed it and was willing to pay the price just because of that. I DO NOT REGRET IT! This made the keeping it clean issues easier right away! Setup was simple and easy and it worked just fine with the parts included adapting to my 1-1/4"" outlets. I highly recommend this item! Seller shipped it fast and I couldn't be happier!",AWESOME...MUST HAVE PRODUCT for above ground pools!,Size: OSVerified Purchase,,1354263,133,125,Public
JustBill,/gp/profile/amzn1.account.AGVGHEYMUUQS7XZKIOCKLED2ZFKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2020",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,"So I just bought a new Coleman/Bestways pool.  13x27ft and it's just much bigger than the typical blow up pool we've owned in the past.  I read the reviews and figure for the price I paid why not see if it helps.  Well I must say I'm pretty impressed.  I do not feel I wasted my money.  It keeps a lot of the flotsam at bay. Does it mean you don't have to clean your pool anymore.  Nope, you must still care of your pool.  Do you have to install correctly.  Yes -- read instructions, watch videos etc.  The one part needs to float as evenly just at the top of water.  Our pool has two intake valves. and we can leave them both running or block off the one to maximize.  We do this 15/20 minutes before swimming otherwise we leave both intakes open. Overall I'm happy with this product and would recommend to any who buy these type of non-permanent pools.UPDATE: Just wanted to say we opened early this year (mostly to start cleaning) and while we should have collapsed the pool we really didn't (covid year) so the pool was a mess this spring. Got the pool full of water again and set this thing back up. I'm still very happy with my choice. Once again, if you went Bestway/Intex you aren't doing top of the line ""pooling"" but price for value I'm extremely happy with this addition to my hill billy pool.",Does what I expect it to do ... Suck!!,Size: OSVerified Purchase,,1766310,55,69,Public
Brock,/gp/profile/amzn1.account.AEZIN6SGLMCUM6B6JEIAIJGESVEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 8, 2020",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,4.0 out of 5 stars,"So first off I was happy to find this skimmer as my pool has a large tree overhanging near and leaves are an issue in my pool.  The price was also very nice and cheap enough to try for under $20.I have a intex 18’ round aluminum support frame pool with the intex krystal clear cartridge pool pump 1000gph.Right out of the box the skimmer is pretty much ready to go and will install with probably not much hassle.  I have the duo intake filter hook up and chose the intake closest to the pump.  After an easy instal and hookup with all the supplies parts I was left with a skimmer I figured would show signs of life and instant surface cleaning.  Not at all, it had suction and water flow through the hose but not enough to bring any debris into the catch basin.  Reading the instructions again, there is a restrictor cover for the other intake (instructions really don’t explain this but it’s not rocket science),  so I put that plug on the other intake.  Maybe a slight difference in suction and perhaps a little whirlpool in the strainer but not enough to start bringing debris in.So after a day of this I start reading reviews and begin to think my pump isn’t strong enough.  Maybe true but after some YouTube video browsing I come across a gentleman that figured out a tweak to the skimmer allowing it to work as described.  Some simple duct tape across the bottom vents creating more suction through the hose worked perfectly.  He also used some stick on weights to keep the skimmer ring lower in the water but I found the tape fix to be enough to actually create a vortex that was actually pulling stuff on the surface into the basket.I do recommend one of these for your pool and with just some minor tweaking it should work for keeping floating junk out of the pool. Possibly recommend the skimmer socks as I notice hair and small bits making it through the basket and getting clogged on the intake screen.",Works well with some tweaking.,Size: OSVerified Purchase,,1022711,53,22,Public
Grateful Fred,/gp/profile/amzn1.account.AHZHSRRNEBAWENEVOD7Y5GJJAF5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 28, 2019",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,"Your browser does not support HTML5 video.           I didn't have high expectations for this skimmer.  Turns out it works pretty good for my needs.  I have a 16 foot round Coleman, and run an Intex 12-inch, 2100 GPH pump.  Didn't have problems with leaves or debris...just bugs.  Anyhoot...the Coleman I have has two water return inlets.  I simply used one of those for the skimmer.  It can be easily removed from the pool when it's busy.I'm sure a ""built-in"" skimmer is much better, and never gets in the way.  But when I go outside in the morning, there are no bugs or scum on the surface of the pool using this clamp-on Intex.  It seems to work best on a slight angle.UPDATE:  This little skimmer is great at keeping bugs and tanning oil off the surface of your pool.",Works Better Than I Expected,Size: OSVerified Purchase,One person found this helpful,36774,618,176,Public
nicolerb,/gp/profile/amzn1.account.AFOB6F3GOVBVWSCDLCGIQYE6RDSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 30, 2019",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,Noticeable difference within the first half hour. I didn’t even think the top of my pool looked too dirty since we just put it up for the summer a few weeks ago but this thing sucked a ton of sunscreen and debris into it. I did close one of my intakes to create more suction to this. Doesn’t work when the water isn’t calm but that’s fine as it can do a good job in a short time before or after you swim.I have a 4’x15’ intex pool. I upgraded last year to a sand filter which is way better than the weak one that came with it so that may play a role into the effectiveness.,Works great!,Size: OSVerified Purchase,One person found this helpful,7031922,21,57,Public
Stephanie,/gp/profile/amzn1.account.AFZGAIYV6PWCMBAYU6ZK4VJNGEAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 26, 2020",1,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews,5.0 out of 5 stars,"We have an 18' Intex Easy Set Pool which has the air ring, so we used the appropriate rounded mount.  Getting it positioned was kind of a challenge (I had to relocate it once after the initial placement), but it seems to be better now.  I didn't think it was getting the job done so I stood next to it and watched for several minutes, and debris did get pulled in.  I saw some reviews/how to's that said the blue part is supposed to float above the white piece, but still under the surface of the water (I'm unsure how high it's actually supposed to be though).  We had to plug the second intake for more suction, but when the water is choppy it's not strong enough to keep the floating objects in the skimmer, so the water ends up going over it too much which pulls debris/bugs back into the pool.  Fortunately we don't have a big problem keeping our pool clean, so overall I'm happy with it.",Worth the money,Size: OSVerified Purchase,,862629,29,47,Public
Jeanne,/gp/profile/amzn1.account.AHH2HHVHZE5DLUR4M3NTBNAGGSNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 30, 2020",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,4.0 out of 5 stars,"I purchased this skimmer in May 2019. At first I didn’t think it was any good but then I had not installed the flow restriction cover on the second water intake. Once the flow restriction cover was on, wow!  Great suction bringing all the little floating bugs and leaves into the skimmer.I installed it again this year. I had six small grandchildren over yesterday. After they left, the water was cloudy with a lot of grass clippings since they were constantly in and out of the pool to also use the bouncy water slide. Within two hours of running the pump with the skimmer, the pool water was clear again. I use a sock on my skimmer which I rinse out every hour since it collects so much stuff.I don’t run the pump while the pool is in use and I do remove the skimmer when the pool is in use. True some ‘extra’ work BUT considering the time I don’t have to spend cleaning the stuff out of the pool, it is well worth the ‘extra’.The plastic clamps do occasionally loosen but I’m not positive that one of the grandkids didn’t help it along.I only have a 12’ X 30” Intex pool. Last year I had also purchased an Intex 2150 sand filter pump with saltwater system. Pump overkill for my small pool but had planned to get a larger pool for 2020.I would purchase this skimmer again. Worth the $18.",I find it to be helpful,Size: OSVerified Purchase,,9917701,7,20,Public
Mathew Anderson,/gp/profile/amzn1.account.AGMDS6DJ6WOEAFQEQ2AC3CTQKBIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 19, 2019",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,"Hooked this to an Intex 18x9 above ground pool.  Now...with the pump/filter combo that came with the pool this does not live up to its potential.  Yes, it works but the results are lackluster at best.  This is NOT the fault of the skimmer.  Heck, the combo that comes with the pool can barely keep the pool clean as it is (Intex, if you’re reading this - stop doing that.  Fire your current engineers, or marketing people, or whoever is making this 4th grade decision, and add a properly sized pump for the pools you sell and charge accordingly).  Sacrifice one intake for this and forget it. We upgraded to a much more robust pump/filter and that’s where this unit shines.  It just needs proper flow...proper power behind it.  Setup and adjustment is a breeze, it’s a little awkward due to the space it takes up but geez it really isn’t that much and is still 5-star worth every penny.",Skim-a-licious,Size: OSVerified Purchase,One person found this helpful,913370,184,43,Public
Jan Schlueter,/gp/profile/amzn1.account.AELFIP3QWTKJX4N2F7VQJRO2JOXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 23, 2020",6,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,"Your browser does not support HTML5 video.           I have owned and maintained my own above ground swimming pools for over 30 years. Through the years I have had 4 different pools at different homes. The first 2 pools I owned were expensive, high quality pools, and both of these had the typical sidewall mounted skimmer. For my third pool and now fourth pool I decided to save some money by installing the less expensive soft sided type pools. On both of my soft sided pools I have installed these Intex Deluxe Wall Mount Surface Skimmers, and I have been very pleased with the performance of this skimmer. From my own experience, I have found that this Intex wall mount skimmer actually performs better than the typical sidewall mounted type skimmer. With the sidewall skimmer, I usually saw much of the floating debris would float past the skimmer before the skimmer could pull it in. This wall mount skimmer is out in the path of the floating debris and therefore captures the debris more reliably.The instructions clearly state that your pump needs to have at least 800 gallons per hour flow rate for this skimmer to perform correctly. This is not a problem for me because I upgraded to the 14"" sand filter which is rated for 2,800 gallons per hour. I have 2 suction hoses on my pool and the skimmer works great even with no restriction on the second hose. If you have 2 suction hoses and a less powerful pump, you will likely need to plug the second hose. This will not cause a problem because the skimmer allows for quite sufficient water flow to the filter.The skimmer kit comes with the fitting and hose to easily connect to the suction fitting. On my pool, I had to remove a small screw from the side of the strainer before I could unscrew it from the pool hose fitting.The only part of this kit I am not completely satisfied with is the mounting clamp. On the plus side, this being the newer model, the clamp does fit the large oval tubing on the newer pool. On the minus side, the plastic clamp is not as rigid as I would prefer, but at this price point I do not expect significantly more. As for longevity; as I stated earlier, I had one of these installed on a previous pool and that one lasted through 4 years of my use and was still usable when I took the pool down and gave it to a friend for their backyard.",Performs Better Than A Sidewall Mounted Skimmer,Size: OSVerified Purchase,,4466846,68,14,Public
Ryan,/gp/profile/amzn1.account.AGCYF37HDRTMFS5CVGC33DCCZRDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 14, 2019",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,2.0 out of 5 stars,"Meh, it’s alright.  Have had a couple months now. Easy to install. A lot of the reviews are right... suction is lackluster without a good pump, even if you’re above the recommended gph, which mine was by far. I have the 2500gph from intex on my 15ft pool, which I believe is their biggest cartridge filter pump. Should be more than enough. Works better (not great still but better) if you close one of the returns (my pool has 2), but should you really have to do that? Even then, the suction wasn’t ideal. The clasps don’t always hold it in place that well, but it works for the most part. It’s nice the blue part floats with the variation in water height, as we get lots of rain here in Florida. Make sure you clean it out when it’s getting filled, especially if you did have to close one of the returns, because it stops the water flow being the only return. There have been times where it sounds like the pump is sucking air. Mine as well take it out while swimming or the smallest waves or splashing and it’ll move or come undone and everything inside comes out. Who wants to remove it every time you swim? And then put it back after? It’s not hard or anything but can be annoying. It doesn’t catch smaller things so a sock may be beneficial for that. All in all, like I said, it’s ok. I get so much better water flow without it and using BOTH returns that I don’t think it’s worth using. With that, I don’t believe it justifies the money, even if it isn’t too expensive. Circulation is key for water quality and I would much rather have good circulation using all of my available returns and just skim things out manually. I feel I’m better off without it.  Also, since it sticks out into the water and is actually bigger than I thought it would be, it catches my floater a lot, which is annoying. I actually think it would be best to get the side wall mounted skimmer. They don’t seem to be too hard to install and you can find them around the same price, as well as getting great reviews. I might do that next but it’s unfortunate that I feel like I wasted money on this one, and with it taking me 2 months to give it a fair shot and test everything, I’ve lost the chance to return.",It’s OK but probably not worth it,Size: OSVerified Purchase,One person found this helpful,21512222,1,4,Public
jvielma,/gp/profile/amzn1.account.AEEMY4XAOA5NTSGX4IGOTDVP6AOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 13, 2020",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,"Honestly... If you have a temp power steel pool you have to get one if these! The suction inlets being halfway up the side of the pool wall are practically useless... I have plugged one inlet & connected the skimmer to the other inlet and my pool stays wayyy cleaner than without the skimmer installed. Also, it's extremely easy to install, height/depth adjustable & sturdy enough that I can leave it in the pool while the kids swim. Best product under $20 for a power steel above ground pool!",Best Pool Product Under $20 For Power Steel Pool!!,Size: OSVerified Purchase,One person found this helpful,3894590,82,39,Public
Kris,/gp/profile/amzn1.account.AHGDYUOBX4I4L5SQWWPXMUMDP6WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 2, 2020",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,2.0 out of 5 stars,"Easy to install in my rectangle Intex pool and does a fairly good job skimming the surface, However it has a few big flaws.1. It didn't matter if we were using the pool or not, every couple days it would come unhooked from the edge pipe that it was clamped to and fall to the bottom or worse yet, float enough to get air in the pump line. All while allowing anything that it had collected to float freely in the water again.2. The hose that connects it to the pool wall is too short.3. While it can pickup a lot of the surface debris, when you go to lift the basket out, the smaller stuff ends up back in the pool.4. If you plan to actually swim in the pool, you have to remove it or it will end up getting knocked off by a kid.This year I'm upgrading to one of the units that mounts through the pool wall and sits outside the swimming area.",Works ok IF it will stay where you put it.,Size: OSVerified Purchase,One person found this helpful,9434024,114,10,Public
jmay999,/gp/profile/amzn1.account.AHYGHAROKINQNVMYK4ULAERKMI5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 29, 2020",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,2.0 out of 5 stars,"This item is supposed to pull in the leaves, bugs, and anything else that floats on the surface of the water into the basket so it can be easily removed.  However, the top part that is supposed to float just at or under the surface of the water is to buoyant.  It floats to high in the water and the opening is at least a quarter of an inch above the surface of the water, therefore nothing is able to be pulled into the basket.  Everything just floats right on by.  I think I saw a bug waving at it as it floated by the other day...maybe not.  Anyway, the skimmer does not work as designed.  I would avoid this item.",Does not work very well.,Size: OSVerified Purchase,One person found this helpful,2110110,57,22,Public
A. Voss,/gp/profile/amzn1.account.AHWT3E7HPIIXRYAMGHEYL2LZQFUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 6, 2019",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,"Your browser does not support HTML5 video.           I really like this filter. In fact, this is the third one I’ve purchased. I bought the first one 12 years ago as it came with a pop up Intex pool. It lasted four years and then broke The second one lasted two years but the reason it broke was my fault as I didn’t winterize properly and the hose broke. So, I ordered this for the third time. It’s very affordable and worth every penny. It does a great job of catching surface debris and the debris that the Intex pool cleaner stirs up from the bottom. It’s especially helpful at catching those invasive Japanese beetles that have plagued our area. I have to empty the skimmer basket in the morning and at night and that basket is always at least half full of those annoying bugs. I highly recommend this product and this company is super fast with shipping. This is a must have item for anyone with an Intex pool. You can see I have the wide framed pool. The kit comes with two different hangers to attach it based on what pool frame you have. It comes with the hose and the blue attachment for the hose that connects to the pool intake valve.",A Must Have for Pool Maintenance,Size: OSVerified Purchase,,252140,230,49,Public
Juan P Gomez,/gp/profile/amzn1.account.AFTDRSQK4XG36POJ23V5K7GF2MZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 16, 2020",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,4.0 out of 5 stars,"The Skimmer works as advertised.  It screws on well and can fit almost any Intex pool, Easy setup which makes for a good product and it does collect debris and particles in the pool.Two downsides that I was not too happy with:1.  There is a high dependency on your pump, the hose provided is long enough to be flexible for mobility but I believe it reduces the suction of the skimmer.  I don't feel like the suction is strong enough, so minimal debris sink into the basket.2.  Debris float on the rim versus sinking, so if a splash or wave happens the debris put right out.  Goes back to my first point that stronger suction is needed.Gave suction a three since the manufacturer doesn't outline this or provide recommendations.",Works as advertised,Size: OSVerified Purchase,,4341912,35,52,Public
Stephanie Symonevich,/gp/profile/amzn1.account.AGTKNLF6UQ2QE77IGE65Q2XDMIHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 5, 2018",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,1.0 out of 5 stars,"I don't usually write a review whether it be good or bad as I live a very busy lifestyle and dont have much time to spare. However with this one I had to write one to save future buyers the headache. We purchased this skimmer for our 26ft pool last week when we upgraded our pump to a 3000gph system and had to have a skimmer as our pool did not have one. I will say so far we are completely not happy with this skimmer. My husband is CONSTANTLY having to unscrew it and put it back on as it does not stay in place. The basket will continuously come floating above the pool so there is no water going into the filter and this morning when trying to fix it, the plastic piece attached to the screws broke and came flying off. We didnt want to have to put a hole in our pool to put a skimmer in but looks like we will have to as it will not stay and is now broken. I do not recommend this product at all. Save yourself the money as if you aren't constantly able to watch and fix it, you may have to replace your pump by it burning out!",Don't waste your money.,Size: OSVerified Purchase,5 people found this helpful,9698867,9,6,Public
ANDREA B.,/gp/profile/amzn1.account.AF3WBQBJZQKCGLYGYLNNTFVLPYVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 17, 2020",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,4.0 out of 5 stars,"I have a 12'x26' Coleman oval pool, and i have two of these skimmers in charge of keeping the surface clean. They do a fairly good job, but by no mean these are meant to replace a real wall skimmer like the ones found in real pools. These provide an easy way to keep the (surface only) clean, but do absolutely nothing for the rest of the pool. I have them hooked to the biggest Sand Filter/ Pump combo made by Intex, and like i said, the suction i nothing crazy but enough to do some cleaning over some period of time. Even though i have the strongest toy pump offered by Intex with 3000Gph rate, it is still not good enough to keep my pool completely clean.Anyways, for the price i paid, like $20 bucks for each skimmer, these are not a bad idea to own, specially if you don't want to venture into cutting your liner to install a side wall skimmer.",Good skimmer for smaller above ground pools.,Size: OSVerified Purchase,,32127,257,117,Public
Audrea,/gp/profile/amzn1.account.AFZ7PZ5FTBVTPUSSGYBKTSFQH7SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 8, 2020",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"This is the second skimmer I bought. The first one was left out over winter and the hose broke apart. We have an 18’ above ground pool and a pesky tree in the neighbors yard that loves to dump leaves and such in our pool in the summer. This skimmer works great! I can go out and just empty the skimmer basket and the pool is clean versus skimming with a net for 20 minutes. Now a couple of things, we have a sand filter rated for 3000 gallons, that is were the suction power comes from. So it may not work as well if you are using the paper filter pump that typically comes with above ground pools. But it is easy to install and the last one I bought lasted a few years, the only thing that went wrong with it was the hose went brittle, but again that’s our fault for leaving it out over the winter and not putting it up and out of the elements. I would and have recommended this to friends and family and will continue to do so. And for under $20 it’s a great purchase.",Works great!!,Size: OSVerified Purchase,,3438517,29,20,Public
Rose,/gp/profile/amzn1.account.AHN2YWSWNMD7VW2JLSIHMW7CXJIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 10, 2019",1,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,Installed perfectly on my 15 ft intex pool. Like it could have came with the pool. The included adapter screws right on the pool outlet where the plastic screen was. I upgraded to a higher gpm pump when I bought the pool so I cant tell you performance with the low gpm pump. I am set up under a lot of trees so it catches a lot.I also tried it with a skimmer sock and found it unnecessary. It caught pollin or dust but seemed to hinder flow and let leaves in under the float and around the basket and clog the screen at the bottom or if it gets by that to the mesh at the outlet fitting. Then you have to disassemble the whole thing to clean it.I do tap the floating part after install to let excess air out so it sits a little lower in the water.Also the assembly creates a ring that I can leave my pool vaccum and pole hooked up and I feel this sucks a lot of the junk off the bottom.,Perfect fit,Size: OSVerified Purchase,,1348892,237,123,Public
Stacey S.,/gp/profile/amzn1.account.AGSHSUE35NPNDVEGQR5JRH7QTPNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 15, 2019",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"I had my doubts. We have a very large pool, 18'x52' and the skimmer that came with it did not do much at all. It wasn't even in the pool. Which meant that I had to clean it DAILY, at least for an hour every time. Even still, after a couple weeks, in the mornings, we were developing this clear, bubbly looking algae on top that I felt was accumulating from lack of water flow. And the skimmer net I had was not the greatest at picking it out out of the water. Now, with this pool, it had literally been one thing after another since we bought it, so by the time we started seeing this clear algae film every morning, I was ready to burn it down. So I bought this skimmer as a last resort effort. First off, it's  ALOT bigger than I expected. Which is a good thing, bc by the time I got it in the pool and installed, (which was very easy) the dimensions looked suited. I've haven't had the algae problem since. The bottom of the pool stays cleaner longer. And I no longer have to skin the top for an hr everyday bc this skimmer gets practically all of it. Good job and props to the manufacturer. So if you're having cleaning issues with an Intex pool, BUY THIS.",Game. Changer...,Size: OSVerified Purchase,,318192,81,68,Public
Julie,/gp/profile/amzn1.account.AGLVHBEEZQTHHBPQRWUQBSNIX45A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 17, 2018",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,Your browser does not support HTML5 video.           Great! Works perfectly. We have a 16'x48' metal frame pool. The water was filthy from over wintering and a week where our cover had dislodged and debris got into the pool. This thing filtered out everything in less than a day.  I paid less than $20. For that price you really can't go wrong.,Works well and very inexpensive,Size: OSVerified Purchase,5 people found this helpful,728619,99,37,Public
Jennifer M,/gp/profile/amzn1.account.AEUXQV7MAJ7KD3YWXVRM6PT26PTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 12, 2017",0,,https://www.amazon.com/Intex-Deluxe-Mount-Surface-Skimmer/product-reviews/B00178IMPO/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"The one thing you don't realize is super important when you get a frame pool (or those blow up ring pools) is a skimmer. You may erroneously assume, as did I, that because they don't come with one,  that you don't need one.WRONG!Our first year with the pool we didn't have one. I had to manually skim all the time and it needed constant vacuuming. If you are OCD like me, you won't go in until every little speck has been removed from the surface and floor.I bought this when we opened the pool this summer and it was one of those, ""where have you been all my pool owning life"" moments. We don't need to vacuum much (not even 1x a week) and the surface is always spotless, which is amazing since our pool is right next to a big tree and our yard is surrounded by evergreens.Get one! You will not be sorry.",A super skimmer,Size: OSVerified Purchase,4 people found this helpful,52306,1669,157,Public
