author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,ranking,helpful_votes,total_review,visibility_status
Julia,/gp/profile/amzn1.account.AFLJUT2TLLY7ZOFX4HA72ESIIA2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 25, 2018",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,4.0 out of 5 stars,"I'm thrilled with this purchase, although I was surprised when I opened the box. I didn't understand that what it is, is essentially two inflatable pillows, connected by a panel of open-weave mesh. I was expecting a standard pool float, where the entire length of the thing is inflatable. But I like this so much better because:• you only have to blow up the 2 pillows, so it's a lot easier to blow up than a standard float• it's super easy to carry because you can just grab the mesh in your hand (or tie it to a backpack, or whatever) and the two pillows just dangle and bounce around• it dries quicker and easier than a big long slab of plastic• it stores easily, even inflated, because ... it's just two inflated pillows and a sheet of mesh• the mesh middle is what makes it so versatile - as the item description says, you can lie back on it, sit on it, use it to support your chest while you lie on your stomach ...The only reason I'm giving it 4 stars instead of 5 is that it's a wee bit short. I'm only 5'10"" and I felt like my legs were dangling a bit weirdly, and it would have been fixed by an extra couple inches on the mesh panel. If you're taller than 6-feet, I worry that you won't be comfortable trying to lie back and float on it. Of course you could still use it in all the other positions.",Terrific - as long as you're under 6 feet tall,Color: Orange – HammockVerified Purchase,5 people found this helpful,,50167,758,220,Public
SlyfloxinFL,/gp/profile/amzn1.account.AHQSFUTAQHIQRQSGNUHWUCIIN2GQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 13, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,"Just bought another one. Fast shipping, great for use in Ocean, be careful of drifting too far away from shore. I stay deep enough that my toes can always toe the bottom, of my legs are stretch.. I use it as the drifter or seat, but did lay down on my back to test it,very easy to bring the mesh below water ,and lift your leg over to get on. Very comfy because the mesh just lets your body comfortably suspend in the water.The mesh over the head and armrest and footrest makes them sturdier in the ocean than just a plain vinyl inflatable. In my opinion.I had to buy the hubby one because he used mine and fell in love.My only complaint is, that in this style of float you don’t get any other color optionsIt inflates super fast, we just have one of those hand pumps, it’s lightweight, folds up nicely. I would highly, highly recommend!!!","Love, love, love!",Color: Mosaic 3in1 Pool ChairVerified Purchase,2 people found this helpful,,675755,43,26,Public
Daisy,/gp/profile/amzn1.account.AFZ65EUE2UFI6RRC5KRPSAGUHV3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 6, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,"Love it!! I have a long torso and I'm 5'9. I'm glad i got this larger size. I love how i am in the water floating, i can exercise while in the water do stretches and twists.It's for those with ADHD who can't be still for a long time. I can move around on this, did some leg pullups, a  workouts, reached, arm stretches in water. So versatile.  If you like to move and water is your element you will love it.First i thought that it was leaking air,  since i blew it up to the max. And when i got it in the pool, it sort of deflated a bit.The next day when i looked at it it was really hot and it was firm fulled with air, then went to the pool again and deflated a bit. LOL guess what? I forgot about physics class in 7th grade 😂 hot air takes up more space than cold air! So in the cold water pool the same amount of air collapesd and in the heat it got bigger. Duuuhhh. I almost returned it as defected, but didn't want to because I enjoyed it so much I'm glad i waited a day and gave it some time. So if it happens to you, it's not defected, you will see, it will be firmer in the heat without adding more air.Easy to get on, sit in the net first and then lean while you turn to lay down. Love how i can sit on it and have a conversation or just swim with it while not on it, by having it under my arms hugging them. Huge plus is it takes up very little space.","Relaxing and fun, not defected! :)",Color: Navy Xl HammockVerified Purchase,One person found this helpful,,242379,400,58,Public
Katie,/gp/profile/amzn1.account.AG2VKAHEHXL2UL5YTSFA46PWZBOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 1, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,"After using this hammock twice, I don't know why they make any other style of pool float! It was very easy to inflate, but it stores pretty small - I even take it to the pool already inflated. It's pretty easy to get into (start seated, rotate to lie down) and so amazingly comfortable. I've mostly used it reclining, with my head and legs on the floats, but I've tried it sitting sideways too and that was also comfortable. I even tried it on the pool deck, and it wasn't bad - with the headrest, it was more comfortable than just lying on a towel.It's only been a week, so I'm not sure about durability, but the material and seaming look and feel pretty sturdy, and I think it would be easy to patch small tears.",Brilliant.,Color: Blue Navy - HammockVerified Purchase,2 people found this helpful,,813103,66,40,Public
Josh,/gp/profile/amzn1.account.AHUKCDERJG5BOA2RBQDVWIVV6BXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 9, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,4.0 out of 5 stars,"I really enjoy it. BUT you will have ti have a good sense of balance when trying to get on it, since you can easilu be destabilized from any rough motions while also on it. But other than that the material feels heavy duty and its lasted the whole time ive had for which is probably more than a month",Great but take this into account,Color: Blue LightVerified Purchase,4 people found this helpful,,127737,224,45,Public
Brian,/gp/profile/amzn1.account.AF4MMLSNKBOUEWP3TNN5PAVV6XLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 29, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,"Review for the Light Blue/White Stripe and XL Teal/Navy Stripe. Size difference is not that different, but if you are over 6' or 200lbs I would recommend the XL over the standard. Have had both for over a week and used several times. Does not seem to be losing air when not in use (we store them inflated in a shed). It has a plastic smell that I hope goes away after more use and time. I'm not sure what attracts them, but bees seem interested in landing on them and we intentionally got blue/cool colors. The mesh seems like it will be the weakest point, but time will tell. Overall, very happy with them and this is way better than an inner-tube because you are more submerged in the water, yet still able to relax and float.","So far, so good ... and comfortable!",Color: Blue LightVerified Purchase,2 people found this helpful,,6364170,37,47,Public
Gabriel,/gp/profile/amzn1.account.AHB26K3DM5ZZ3KQLWDA4I36X6C3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,3.0 out of 5 stars,"The product is fine, but it's too much for what you're getting. Just to be clear, its two inflatable tubes connected by some netting. You can get a lot more for a lot less at a dollar store. Additionally, I'm 6'2 and if I put one tube under my neck, the other is under my lower back/butt. Not the most comfortable in that position. My wife is 5'8 and it also doesn't really fit her under the knees either...so I gather this is made for very short people. We all do enjoy the ""saddle"" position using this, though. Product seems relatively durable.","A decent product, but not sure it's worth the price.",Color: Blue Navy - HammockVerified Purchase,3 people found this helpful,,1196589,22,29,Public
Beach Walker,/gp/profile/amzn1.account.AH2N634E3SSA3VQBUJIA4AUAWOVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 13, 2020",1,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,1.0 out of 5 stars,"I used this for the first time and it turned my neck and back purple like I had bruises.  Thankfully it washed off after scrubbing.  I was wearing sunscreen.  I don't know if that is what caused the color on the float to come off onto my skin.  I imagine most people using this would be wearing sunscreen.  I got this purposely for vacation, and am very disappointed that I won't have a float.  Waste of money.",Makes your skin purple,Color: Blue Navy - HammockVerified Purchase,4 people found this helpful,,757838,43,40,Public
sh7482x,/gp/profile/amzn1.account.AEKMLYNS4Q5HFYUHDP4AQEADDA2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 12, 2021",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,"We purchased two of these pool floats specifically for use on a vacation to Mexico, so I'm reviewing with that purpose in mind. Overall these were absolutely perfect for that purpose and I would highly recommend them.Pros:- once removed from the box they don't take up a lot of space and can be packed flat- the ""float"" parts are relatively small and can be blown up manually without a lot of effort for most people- if you actually want to be ""in"" the pool water, but want to sit or lay back at the same time, these are perfect. (if you are looking for something to keep you dry, these are not what you want)- you don't have to worry about falling off of these since the majority of your body is in the water already- if using for vacation/travel, they're cheap enough that it's not a huge loss if you need to leave it behind to save space in your luggage on the way backCons:- no cup holder- probably wouldn't be great for kids as the durability is fine for it's intended purpose but its unlikely the mesh would stand up to any amount of rough housing in the pool- not a ton of color options, only one size option",Excellent value for the money,Color: Blue Navy - HammockVerified Purchase,One person found this helpful,,4537302,44,13,Public
MzGiggles,/gp/profile/amzn1.account.AG6M5DYER4CITOFZKHFE6B53L22Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 3, 2021",2,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews,5.0 out of 5 stars,"This float is so amazing! We prefer it to the other donut shaped floats because it keeps your body underwater, enjoying the pool. When you're perched on top of the other donut floats, only your bottom is touching the water while the top part of the body is cooking in the sun.  It was easy to adjust seating positions too.What I also love is how convenient it is to fold flat, versus the bulky donut floats. Also, only having to blow up 2 sides is less daunting than a whole float. This was originally my float but my son and husband took it so I need to buy 2 more.",Better float than those donut shaped ones,Color: Blue LightVerified Purchase,One person found this helpful,,137043,83,87,Public
kynimom,/gp/profile/amzn1.account.AFDD6AAJFBMCGXXUW7PTI6I22NBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 20, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,I have enjoyed this pool float. It is comfortable as long as you have the mesh spread out properly. I use it when I want to read in the pool. I am getting wet while being able to keep my book dry.,"Comfortable, good support.",Color: Zero G Pool Chair Blue FernVerified Purchase,4 people found this helpful,,505404,42,55,Public
Jesus,/gp/profile/amzn1.account.AEHGEYTWWDEVEBC6C7BE7GCOC2TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 30, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"Love this it’s so perfect! You can use this in so many different ways whether lounging, sitting or swimming. I like to use it while sit/floating - you can use like a swing/sling (with floats under arms), you can straddle sit (with floats in front and back of you) or you can swim/float on your stomach (with floats under your armpits). You can use it like a floating devise while swimming forwards and backwards with arms stretched in front of your head (like a paddle board), it’s really so versatile!! You can even use it for tanning if you keep your body straight enough and it works your core a little while you balance without putting stress on your neck (especially if you adjust how much air you want in each float). It can be a little challenging to lay flat on your stomach to tan your backside but if you keep one leg straight and the other slightly bent out to your side, and then release some air from the neck float it’s manageable and doesn’t hurt your neck. I like to lay an my back and do leg lifts while floating (with one float under my neck and the other under my knees) and do small sit-ups by bringing my knees forward with the head float supporting my head. There’s no pressure On your spine since your floating by you can feel the burn in your tummy. I also like to use it for stretching my legs/IT band by putting one leg in at a time with the mesh part in the water gathered/resting by your ankle. I use the resistance of the floats to stretch by leaning forward and rotating my leg.My favorite is to just lay with one pillow under my neck and the other below my knees, with my arms straight out, eyes closed- just free floating. It feels so nice because your body stays in the water because of the sling/swing & your neck and head rest comfortably on the neck float. Perfect size for my short legs 5’4. My husband can use it too at 5’10 but I think the larger size would be more comfortable for him to fully stretch and lounge his long legs. If you need more room on the sides and don’t want your arms hanging freely in the water, get the larger one because I read it’s wider and longer. This one has just enough coverage to clear my hips and not too long for my height. LOVE, LOVE, LOVE. And I think I want to get the bigger one for my hubby as a gift because he loves it too and always tries to steal it from me. Lol.",Buy one for every member in your family! You won’t regret it.,Color: Blue LightVerified Purchase,,,3894266,8,27,Public
Epiphany,/gp/profile/amzn1.account.AFSN2VRJ3SF7TUDX3BJNQZXGRPWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 25, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"Where has this magical float been all my life?I’m a daily swimmer with a backyard pool so one of my favorite things is to simply lay on a float and soak up some sun after a long day.Standard full-length floats, let’s face it are a nightmare to get on and one slight movement means you’ll pop off the end and have to restart the water-logged flailing again. Not so with this one!The two inflatable pieces are easy to maneuver over—even in deeper water and you can comfortably float without fear of falling off or slowly sinking in to the water. They may look small but they stay buoyant. I filled mine 2 months ago and still haven’t had to refill.It’s also really nice to have the majority of your body in the water to cool off while your head is securely held in a relaxing position. Regular floaties can get hot, this one not so much.Choose from several positions to make your pool time relaxing: lay in your back, lay on your front, sit in the middle and it WILL hold you up (I’m 215lb and it keeps me fully buoyant)... relax in it like a seat and float over to the side of the pool for a sip of your favorite summer beverage... ya know... that’s my jam anyway.I also love that I can easily pack it up and take it to a friend’s pool or on vacation.",The BEST float!,Color: Blue LightVerified Purchase,,,226863,409,212,Public
Krista,/gp/profile/amzn1.account.AG6PJCUM24TVFXI2SELUUIXC2ZGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 18, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,4.0 out of 5 stars,"I bought 2 of these floats before a family houseboating trip on Lake Shasta. They take up more space in the car than a deflated floatie, but there are ties and a handle to make it compact and easy to carry. The floats have an inflatable insert for the pillow, and the rest of the float is made up of foam rods (like really skinny pool noodles) sewn into channels. They are comforable to float on, although you end up more submerged than with some other inflatable floats. (Which was fine with us, it helped us beat the heat.) Since the trip, we have been using the floats in our pool. I can see us using these for a few years, as opposed to fully inflatable floats that get holes in them and have to be repaired or thrown away. You could also use the floats to lie on the beach, but I can't see using them as a yoga mat (as one of the photos on the package shows) - that would be really bumpy and uncomfortable. The only downside I found was with the quality of the stitching. On the first use, the stitching came apart along a seam by the pillow. Once I got the floats home, I noticed that the other one had stitching coming apart along two of the channels. Both are repairable, but I don't like having to fix something so new.",Great alternative to inflatable floats,Color: Navy 3in1 Roll Up Pool FloatVerified Purchase,One person found this helpful,,4549642,28,34,Public
NK,/gp/profile/amzn1.account.AFPS4OHITXTQQKRN6PJOLR2RYSSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 12, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"We’re getting so much enjoyment out of these floating hammocks. We’ve got a giant kiddie pool (we like to call it our ”adultie” pool) to keep cool in summer, and these are the perfect thing to sit or lie back in and just float. Lying back like a hammock makes you feel weightless and is so relaxing. They’re also great to sit up in — with one of the inflated sections against your back and one against your stomach, they prop you up perfectly and offer you back support to sit upright and float while you sip a drink in the pool or chat with friends. The first one we ordered had a hole in it right out of the box, but they were quick to replace it and we’ve had no problems with either of the two we’ve now been using for over a month. Even if they don’t last long, the price is great for how much use and enjoyment we’ve already gotten. We also love the warm sunny yellow color. Looks great in the pool and adds some cheer to our back yard. Only takes a few deep breaths to inflate each of the two ends, and takes up very little space when deflated and folded up. Would be easy to pack and take along on any vacation near a pool or lake!","Perfect for relaxing in the pool, easy to inflate or pack for a trip",Color: Golden Sunshine – HammockVerified Purchase,,,722263,63,49,Public
Lynn Larkin,/gp/profile/amzn1.account.AH33X5FHMVLMU5VFVBLG3MVJPZHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 8, 2021",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,Bought 1 last year and used it constantly in the lake.  Colors stayed bright.  Even after sitting all winter in a spare bedroom it had not lost any air and we put it right back into the water this year.  Had guests fighting to use it so ordered another one this year.  Be careful not to buy the cheaper one as it's plastic and not fabric covered like the resort quality one for $33.  Worth every penny!  Had a guest weighing 250lbs and it held her up perfectly!  The outside fabric pillow area opens up on  the side with velcro so you can reach the blow-up valve on the inner vinyl bladder.  (Someone cut a hole in their pillow thinking the value was sewn inside).  Very excellent quality!  The nice fabric does not rub or stick to your skin like vinyl floats do.  Will possibly have to buy more as these are everyone's favorite float.,BEST FLOAT EVER!  BUT BE SURE YOU GET THE FABRIC COVERED ONE!,Color: Resort Hammock Antigua BlueVerified Purchase,,,3585686,10,35,Public
Cym C Mitch,/gp/profile/amzn1.account.AFSIHHVQTCHB3CQSZTKFPKUHGSNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 26, 2020",1,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"Ok after  going through  at least 6 of the pink kind, I spent the big bucks and got my self a pool ""chair"" I was a little  worried that  it would  be too small, but its not at all and it's very comfortable.  Its a bit harder to get  in then the old tried and  tru one we all have loved for years but its really  stable.  I think  the lake people  will like it too since it's  covered in  cloth  for protection. And you can hook together  a bunch of  them with an attached  strap.",Plenty of  room for us bigger  people!  Very comfortable and  sturdy  feeling,Color: Zero G Pool Chair Blue FernVerified Purchase,3 people found this helpful,,2275231,68,67,Public
Choo-Choo-Kitty,/gp/profile/amzn1.account.AENZ3JN7BFXD7E7GSG6D42MRB5GQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 6, 2019",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,I bought this for a trip to Mexico after reading all of the reviews and I don’t regret it one bit. This was so easy to blow up and take to the pool with me each day. It was so comfy to lounge around in and I received so many compliments. I think it took me about 2 min total to blow up the head rest and foot rest. It stayed inflated all week. It took a couple minutes to deflate and was easy for me to pack back up to bring home. The only thing that would make this better is a cup holder,Greatest pool float ever,Color: Pink – HammockVerified Purchase,7 people found this helpful,,2045627,143,87,Public
kingcola,/gp/profile/amzn1.account.AEAZATZRTLYJRJBSHMXR6AJXWUSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 28, 2018",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"Love this thing. Took it in the ocean, laid back on it and bounced up and down in the waves. Never toppled over and they were good sized, fairly rough waves. If you lay/sit on it with the inflated ends under your head and feet you'll stay on top of the waves. It's really incredible but I didn't get thrown off or slammed in the back of the head by the waves, just kept bobbing on top of them. I laughed like a little kid in the rocket ship outside the Piggly Wiggly.Wish i had a picture but nobody wanted to go back to the car to get a camera, sorry. I can definitely tell you this chair is a riot, I had more fun on it than I do with my boogie board. It's good, tough vinyl, fairly thick, held up perfectly. Don't know how it would do if it ran up against a rock. In a lake or pool I think it would hold up forever as long as you didn't try to intentionally pop it. I'll probably order another one. Takes up less room in the trunk than my boogie board. This thing is so fun, my favorite Amazon purchase.Update, Jan 2020:Took it to the ocean with me during 2019, the second season I had it, Good Harbor Beach in Gloucester, MA. There's a river that rolls along near the shore then out to the open water, a lot of beach-goers float along in this river out to the ocean instead of going straight into the ocean (you can do either one at GH). I jumped in the river with my floatie, laid across the netting with the ""airbags"" on my right and left sides and was merrily kicking my way to the ocean until some 17 year old life guard started yelling at me. He told me those kinds of floatie devices aren't allowed there and directed me to bring it out of the water. I asked why and first he said 'I don't know' and then he said safety issues. I was disgusted. I had to slosh out of the water and leave it onshore then go in the ocean.Yes, this is relevent to my review. I realized the problem is those gigantic floatie things shaped like a piece of pizza or watermelon or a huge swan, etc, that people have been floating away on. They drift a few days out to deep sea they realize it and have to be rescued by Captain America.  So now Good Harbor Beach is classifying this floatie the same as those monstrous floaties and banning them. It might be the same at ocean beaches across the US. And the Great Lakes.So, maybe check with the beach you plan to go to beforehand and see if they'll allow a floatie like this one. They might not. The water wasn't nearly as fun without my floatie. I'll have to drop a note to the Good Harbor Beach council and see if they'll reconsider their stance bcz this is not like those crazy big floatie things, that are kind of like an air mattress, where you lose all sense of what's going on and float off to China. It's small and you're bobbing around too much to not pay attention or be aware of where you are in the water.",Ingenius design,Color: Orange – HammockVerified Purchase,One person found this helpful,,83898,561,232,Public
Shanna Riley (Tiger's Eye Tarot),/gp/profile/amzn1.account.AFVASAN2LA7JXKRYOMK4QFMRMWVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 2, 2018",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,5.0 out of 5 stars,"I'll never get a regular lounger again. I have mobility problems and can't straighten my legs fully, so lying on a regular pool lounger is uncomfortable. With this one, I can bend my legs over the bottom inflatable part and float as long as I like. I like that you're still submerged so you stay cooler, too.I also use this for my water aerobics. Again, with the bad legs & joint problems, this very versatile inflatable allows me to do all sorts of different exercises - I can sit in it as a hammock and kick or do leg lifts, I can sit in it as a chair and do the skiing/scissor moves, or I can hold on to the inflatable while floating on my stomach and kick my legs behind me. It's become a part of my regular routine in the pool.When my nieces come over to swim (ages 4 and 12), they enjoy it, too, so it is suitable for kids.I get in the water at least 3x's a week and the rest of the time it sits out in my patio under an awning. I've had it over a month now and it's held up extremely well. The price is affordable so if it does get to a point that it needs replacing, it won't really be an issue.",Great For Pool Lounging or Pool Workouts!,Color: Pink – HammockVerified Purchase,3 people found this helpful,,297172,678,43,Public
JerryGee,/gp/profile/amzn1.account.AE53OHKUZU7NYEKX6LTYS7USFBRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 1, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"I purchased and used the inepensive Monterey Hammock previously, and we loved them so much we decided to upgrade this year to the deluxe resort quality hamoock, and I am glad we did.  The deluxe model is the same design as the basic model, but the fabric pillows are more comfortable than plastic/vinyl, and the netting is definitely thicker and stronger, and coated in a soft rubber that makes it feel softer on skin (think non-skid shelf liners for a tool box, but not as puffy). The basic model (which goes for about $15) lasted us 2 full summers. Of all the pool toy and floats we've had, the hammocks have been used more than any other. They eventually sprang a leak, but they had over 6 or 7 months of daily use across 2 summer seasons. Honestly, I didn't expect them to last even that long.  I've seen some of the tears and quality issues reported by other users, but we didn't have any problems.  We did treat them pretty gently, and mostly kept the kids from using them for anything other than relaxing. That being said, the deluxe model is definitely more comfortable and seems much studier.  Overall, I would say that both models are ridiculously comfortable to recline on, but if you are on a tight budget or buying for children, get the cheaper model.  If you are looking for a sturdier and more premium experience, the deluxe model is defintely several steps up in quality and durability. Either way, these hammocks transformed our pool experience by making it comfortable for adults to lounge in for longer periods of time.  While the kids play for hours, my wife and I can relax and enjoy ourselves too.","Ridiculously comfortable, deluxe resort model fabric/netting is softer on skin than basic model",Color: Hammock Navy & GreenVerified Purchase,,,2067807,708,22,Public
Lgina,/gp/profile/amzn1.account.AGB7FDL44BFGMJD36JUJM6NZSYDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 31, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,1.0 out of 5 stars,If you are a model thin adult under 100 pounds this float will be perfect. If you try to lay on it the mesh part between the arm/head rest and the foot rest rolls up into a bunch and ends up in a very uncomfortable area of your body. I kept letting the air out to see if that would help and it never got comfortable. It is a very pretty dark aqua color and I liked the mesh fabric over the plastic parts.,Way to narrow for an adult.,Color: Mosaic 3in1 Pool ChairVerified Purchase,2 people found this helpful,,1470325,37,87,Public
J. Roberts,/gp/profile/amzn1.account.AGFY2SMLR3MWGOKNWGIXEI6XMXQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 17, 2020",0,,https://www.amazon.com/Aqua-Monterey-Multi-Purpose-Inflatable-Portable/product-reviews/B01CETEZ78/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"I purchased one of these last summer (almost a year ago exactly) and it was my number one pool accessory. Super comfortable if you like lounging in the water (instead of on top). It was stored in an outdoor water-tight storage bin over the mild winter and this summer it had a leak after a few weeks of us. The leak was on the seam where the net fabric is stitched to the float so I could not patch it. I e-mailed their customer support and did not ask for or demand a replacement. I simply asked if they had a warranty and if what was wrong with my float would be covered. The woman requested a picture, which I sent, and then she said she'd see what they can do. Today, I received a surprise in the mail. They sent me a replacement. That's good customer service for an issue they may have been able to say ""that's normal wear and tear"" or what have you. I already like this float, and I like them even more now. I do recommend.","Nice product, Excellent customer service",Color: Orange – HammockVerified Purchase,,,255171,525,128,Public
