helpful_votes,ids,total_review,visibility_status
29,amzn1.account.AFHHMU5IJ64M24HLVF7WR5UEAGCA/,38,Public
5,amzn1.account.AFYFTDJA6XTVN4CXSXAVGLPGQBIA/,40,Public
5,amzn1.account.AHT5MRFRLIWQGGOGOLPRKQ6H7ZXA/,4,Public
16,amzn1.account.AH5YYW6PR7FDAFLIEOV4WE4RJ5QQ/,12,Public
11,amzn1.account.AGY7A7LUWN2S77DG6KQ2NI5SXK2A/,20,Public
19,amzn1.account.AH732CFDWJ64KJPQ5JFAVZOMUSIQ/,9,Public
18,amzn1.account.AESEZRV2X6MW5Q4UHPC7YH2JNHGQ/,58,Public
86,amzn1.account.AFZ2XFPVOFPXTD7BFMQOIBZFYLCQ/,45,Public
26,amzn1.account.AH3HPJGUJ2ZX5E7QRT2P5DASXSZQ/,59,Public
53,amzn1.account.AEZXKF7AJS4OC6HSGCWQ4S4T2HQA/,137,Public
294,amzn1.account.AGDYWE5AIGXIW5A6C3TILGVIGBMA/,93,Public
7,amzn1.account.AHNDENDMPCJBOE52ST265UN6PK4A/,54,Public
12,amzn1.account.AEFIV2CVI27IRZ2H6RDNHVXZELZQ/,57,Public
364,amzn1.account.AE32ZX43VECSEFIDWCBCMQBC64CA/,51,Public
34,amzn1.account.AFVRDUKOZXAVCQQTEAEPB4CJDCGQ/,60,Public
1,amzn1.account.AH374DSBUUN53JYNDJDZUAM2UKKQ/,22,Public
8,amzn1.account.AFHASQ4QEQZE35YNJNTHPOAFPGSA/,6,Public
12,amzn1.account.AH4V5ZKMIW5FWEPTXW4FVZNY4BTQ/,62,Public
5,amzn1.account.AFEQYDNA4WQXJVL5YPUPIU2AZTTA/,93,Public
,,,
34,amzn1.account.AEODBUKNAQT4TAIIMOSPZDPRUWVA/,135,Public
,,,
12,amzn1.account.AENSUPOL7M42W7T2XKJH4LUBT2XQ/,61,Public
,,,
,,,
32,amzn1.account.AHS35R2GH2QF3MDVFGARUPQKV4OA/,67,Public
