author,ids,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful
Texas Grami,amzn1.account.AGP2L6TFZ5DXHVJ5PSFPJKCHKY3A/,"Reviewed in the United States on January 1, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,A necessary product for my HVAC system. Amazon’s price is about half of what the company that services the system charges. Each one lasts six months.,Good filter!,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Mack,amzn1.account.AFKGOO3HWNWMXQWVAGT25KIWMWLA/,"Reviewed in the United States on June 3, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,It’s a great filter and Amazon has the best prices.,Heavy duty Home Filter,Style: 210 CLEAN AIRSize: Super Value Pack (4)Verified Purchase,
Cindy K,amzn1.account.AEYYKQB4EYHUK2IF6VWOPAJPJSIQ/,"Reviewed in the United States on October 14, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"I am very happy with the filters, they are worth it. The price is on the high/medium price but, they really work.They are better than my heat/evac provide and much better price.Also, odor control really does help your house, especially with pets.",Great Filters,Style: 213 HEALTHY HOME + ODOR REDUCTIONSize: Value Pack (2)Verified Purchase,
Becky,amzn1.account.AEXCBPLKR6E6NEKGUINGZAJAX3RQ/,"Reviewed in the United States on January 18, 2016",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"Great product, I too had a problem at first with it falling down in operation.  I stapled it back up because it was a new filter, Just received a new order and the manufacture fixed the problem!!! They incorporated a staple type system that looks like it will fix the issue... Thanks Aprilaire!!",Fixed the faulty issue!!,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,3 people found this helpful
terrafax,amzn1.account.AGRMEWTJS4ZY4MUN46KZ4MCZ46PQ/,"Reviewed in the United States on July 10, 2013",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"This is the filter recommended by our HVAC contractor and for good reason: it's great. We've had our new system a year and the filter is only now needing a change (standard for this filter type). We wouldn't even consider any other brand because of the high performance of Aprilaire. My respiratory allergy symptoms are much improved. Ordering the filter couldn't have been easier, the price was great, shipping was very fast, and it was easy to install. We plan to order this filter through Amazon again next year.",This filter really saves my allergies & asthma!,Verified Purchase,
DMB,amzn1.account.AEXANVGMW36EF3VT5VCJCTGMQXTQ/,"Reviewed in the United States on December 16, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,"These are great filters, the best I've ever had.  I change them every six months and the amount of dust and debris they remove is impressive.  I haven't tried one of the ""upgraded"" filters, but may in my next shipment.  We are non-smokers, and have two dogs that don't shed much, but these seem to really help!",Great Value on Filters,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
Thomas J. Coyle III,amzn1.account.AGFU2TGLL2XCGYSPUXJTB6URMZ2A/,"Reviewed in the United States on February 19, 2018",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,Since I installed the new metal frame in my Aprilaire filter box the single pack air filter is a snap to replace. Our Aprilaire air filters last about six months due to the fact that we have five cats in our household. The Aprilaire filter does the job for us as far as air filtering goes.,Easy to remove and install,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Jyo,amzn1.account.AHLMGECSKDU4RMFX5E2UW5YNBLBQ/,"Reviewed in the United States on May 15, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,3.0 out of 5 stars,Still a lot of dust and doesn’t last very long in my house. Too much dust and high allergies.,Decent for price,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Cheryl Morrison,amzn1.account.AF5TITY5AADAA2AZME6LB2UTCCAA/,"Reviewed in the United States on May 24, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,A/C filter should only need replacing once a year.,easy to install,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
Gloria Hayes,amzn1.account.AE6HQFS2UYWIXCEG4NFJST774NDA/,"Reviewed in the United States on May 7, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,Ordered this for my air-conditioned. Working perfectly,Fit my AC,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
christy,amzn1.account.AHN2LWT3LLQGEZZ7CICPQ4T4X6RQ/,"Reviewed in the United States on March 13, 2012",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,"We just moved into our house, and have never had a filter like this before, so I kind of freaked out when I heard that the previous owners paid the AC company $80 to change it once a year.  I was thrilled to find them on here for so much less, but didn't realize that it didn't come as one big cardboard-framed filter.  This 'media' is all you need, as it fits into the metal frame on the AC unit.  It was a little tricky to get on there, but fits just right.  I was so happy to get them at this price, that I ordered two!","Great price, Fast shipping",Verified Purchase,
lrj,amzn1.account.AH6GCGEAOISWGFBOZHM2E52BMOJA/,"Reviewed in the United States on June 1, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,3.0 out of 5 stars,"Fits perfect, easy to install.Will update review once I need to  replaced with a new filter and have tested out product.",So far good product,"Style: 216 ALLERGY, ASTHMA, & VIRUSSize: Single Pack (1)Verified Purchase",
Deborah H.,amzn1.account.AFIA6IICK5RUU66WF5ERQCA6SUKQ/,"Reviewed in the United States on March 19, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,Just like filters that came with air purifier,more reasonable than purchasing individually,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
gmb,amzn1.account.AE365TSAPCKWHV47GV5AVW53TVNA/,"Reviewed in the United States on November 14, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,Perfect like every time I order. Keeps my air and furnace so clean.,Perfect,Style: 210 CLEAN AIRSize: Single Pack (1)Verified Purchase,
Lisa McKenzie,amzn1.account.AENKHBVK4QN7JHO3BLMNYOUUKBXA/,"Reviewed in the United States on March 20, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,Ordered 213. So easy to order the replacement filters and install. Looking forward to healthier air as this was a step up in filtration from the 210.,Easy! And now clean air.,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Kurt Scribner,amzn1.account.AEPTM76A74LGF4MDSBRYQKRHP6TA/,"Reviewed in the United States on December 21, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,"Great filters, buying them for years ! Never let me down.",Fantastic Filter,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Frank  D,amzn1.account.AFROBU2DDTCBP2EZ24K64OCOMG4A/,"Reviewed in the United States on August 18, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,The product is great and besides it costs less than what the AC company charges !!!!,A Great value !!!!,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
JB,amzn1.account.AGS7SPMT37NKY2VJOYMEEVL3AKKQ/,"Reviewed in the United States on April 12, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,3.0 out of 5 stars,"Package was delivered in a torn , damaged box. The filter is very expensive and should have have been packed in another separate box !",Very expensive filter,Style: 210 CLEAN AIRSize: Single Pack (1)Verified Purchase,
RBK,amzn1.account.AFPNQFRWJCLKGVYHCHEJNCTYMGDQ/,"Reviewed in the United States on April 7, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,"Great air filter! Needed to replace my hvac air filter and found this at great value. A little tricky to align the filter top and bottom when sliding it in, but not a difficult install.Can’t go wrong with these!",Does exactly as expected.,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
james robins,amzn1.account.AG4UJPL6T2ILVDXJWVX2OFUSAYWA/,"Reviewed in the United States on December 5, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,it is just a little better than 210 blocks a little more dust,aprilaire oe filter,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Richard G. Evansii,amzn1.account.AGFLRRHT3WQ6R3IASN5L74R2SQYA/,"Reviewed in the United States on May 6, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,"Expensive filters, but they really catch the dust well. I change mine twice a year. I re-order every year.",Pricey but hard to find locally,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Jim,amzn1.account.AHQ57E57RD4OQMI2MM3DVOS7JBCA/,"Reviewed in the United States on October 2, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,The original Aprilaire filters are much better than the knock offs.  I'll stick with these.  And Amazon offers them at the best price.  Fast shipping too.,Stick with the OEM Aprilaire filters,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Jon,amzn1.account.AHYTTANX5NF5MOQKXNQVMUALVGPA/,"Reviewed in the United States on December 29, 2018",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,"As far as filters go, you can’t get much better than these. They last so much longer than a traditional filter and do a great job in filtering the air the whole time. Much more affordable than sourcing them locally.",Clean air all year long!,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
stuart yokota,amzn1.account.AFVGTTPMGDPRCY22PSL73KIE4XFQ/,"Reviewed in the United States on August 7, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,Perfect fit received in perfect condition .Will order regularly in the future.,Perfect for and received in perfect condition,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Phyliss,amzn1.account.AFMWYROFRT6CZEO3BIQ7EIQC5H2A/,"Reviewed in the United States on January 1, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,4.0 out of 5 stars,Recommend it for the right air conditioning unit.  Saves with both time and money.,Available for my A/C unit.,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
Chris Adams,amzn1.account.AE53OPKG6RZU5DOSNABZ7Z3IDEBQ/,"Reviewed in the United States on May 17, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,Nice filters. Glad I can buy em here.,Good product!,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
R. Beaton,amzn1.account.AESSZKUDQQPLSAJUZCXKSSRBUALQ/,"Reviewed in the United States on July 2, 2014",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,3.0 out of 5 stars,"These filters reduce airflow therefore I reduce stars. I wish I had not upgraded my filter holder to this newer style. Make note that unless you have a pretty powerful fan motor, you'll notice less airflow. The filters themselves are very well made and catch a lot of containments at the expense of air circulation.",Expect reduction in airflow....,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,6 people found this helpful
909,amzn1.account.AF5GBUKP6PVPF6ZETPLE6UBWEEMQ/,"Reviewed in the United States on March 4, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,The local A/C company had these filters and want over $60 for the same filter. Easy to install and quick delivery make it where I’ll buy my filters next time.,Exactly what I needed,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
John D. Santivasci,amzn1.account.AFCEJIS74T37BTVNXSPZNBKLU44A/,"Reviewed in the United States on December 29, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,Perfect fit and Quality. Service was outstanding and on time,My preferred vendor,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
P.C.,amzn1.account.AFTROGSET3PYF5MFX2FBJY7SQ53A/,"Reviewed in the United States on June 16, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,First time replacing this filter since I had the whole home system installed last year. The filter was excellent the past year and this replacement was very easy to install as well. Does it's job well at filtering out all allergens and keeps your HVAC system running well. Best price I've found anywhere too.,Works great!,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Amazon Customer,amzn1.account.AHITD5YVOAX2NM4G2ZO6AULXCNTA/,"Reviewed in the United States on November 17, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,Perfect for our furnace. Way cheaper than from local store.,Great price,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Smith family,amzn1.account.AFCP2JCX2CFJC7L3RMYLDSWMOLHA/,"Reviewed in the United States on July 11, 2014",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,2.0 out of 5 stars,"My home is located on the Texas gulf coast and has two each air conditioners.  One for the main portion of the house and another for the master suite.  Each of the units is equipped with a single Aprilaire filter system in the return air duct and located in our attic.  We have had two sets of filters fail in the past 12 months.  The failure mechanism seems to be the glue which holds the filter media to the top rail.  The glue gives way at some point in the filters life-cycle and the filter collapses and falls to the bottom.  The failure results in a total loss of filtration to the coil which over time will decrease the efficiency of the system as the coil becomes dirty with no upstream filter.  This product seems to be well constructed and uses what otherwise appear to be quality materials, which is what I expect for the cost.The first time we experienced this issue we reported the problem to the supplier.  They acknowledged there were a number of reported failures of this type and changes to the manufacturing process had been made to eliminate this issue.  To the suppliers credit we were even provided with a replacement filter at no charge.  As no process is without some issues we accepted the explanation and very much appreciated the replacement filter.  Good customer service is difficult to come by and the supplier did what they could to remedy the situation.Roll the clock forward several months and we are experiencing the same problem with the reportedly modified design.  What now?  Are others experiencing similar problems and what are we to do with the expensive systems that don't work?",Aprilaire 213 Replacement Filter Glue Failure,Verified Purchase,2 people found this helpful
Bill A,amzn1.account.AFTI55EGGMWEDCZGGKUGYY6YBI6Q/,"Reviewed in the United States on November 5, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,Met manufactures specifications since it was a OEM product,OEM product,Style: 210 CLEAN AIRSize: Single Pack (1)Verified Purchase,
Olga Kay,amzn1.account.AFX45V5M3KKOXBAX3T64RPAI5DUQ/,"Reviewed in the United States on August 25, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"I have been trying to find this filter locally but none of the generic brands I look at have the metal slide in frame on top and bottom of filter. Finally found it on this site and it was perfect and delivered free within 3 days at a great price. Thanks, terrific service from this store!",Super fast delivery for hard to find filter,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Cynthia Maynard,amzn1.account.AEUBCFQIL5WXO33WN3SRGNH4FCDQ/,"Reviewed in the United States on November 9, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,This was a great purchase, almost 2 filters for the price of 1 at home. Love that these are the name brand filters and not generic.,A great purchase price!,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase
cotula,amzn1.account.AFNQZXYVRNJH2WMWXGP5WJWMJZHA/,"Reviewed in the United States on October 24, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,Worked fine as intended. It is important to get the right filter from the original manufacturer.,Exactly what I needed the correct filter,Style: 210 CLEAN AIRSize: Super Value Pack (4)Verified Purchase,
Happy Customer,amzn1.account.AH3BRLS6KU6HA5BWO3AVPJGS4AGA/,"Reviewed in the United States on May 21, 2014",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"Excellent product and price. The Aprilaire filters are the identical product as the one I purchased from the A/C company who services us. However, with Amazon I saved over 50% of the price. I purchased two in April and will buy two in early fall.The replacement process is easy and the filters fit perfectly. I noticed an improvement on the quality of air flow once the new Aprilaire filter was inserted into the return air.",Identical Product.,Verified Purchase,One person found this helpful
William E. Forsythe,amzn1.account.AE7MPKK5RIMRGRGDDQBC2EGXJJXA/,"Reviewed in the United States on June 8, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"great at removing finer particles.. But, can put a strain on the blower motor of an older system. Fits right in. because of the efficient filter it can put a load on the fan. be certain the system can take added load. best check with your HVAC service before you install.",make certain your system can take the load of the finer filter,"Style: 216 ALLERGY, ASTHMA, & VIRUSSize: Value Pack (2)Verified Purchase",
Miceland,amzn1.account.AG45U742RIYISJ5KNALUJDE4AF2A/,"Reviewed in the United States on April 18, 2018",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,I bet this works great if I ever have the time to climb up there and replace the old one.I’m lazy and will probably just call the heating guy.OoopsAnother $100 out the door.LolThis is really a great product and nice price,I bet this works great if I ever have the time to climb up ...,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Amazon Customer,amzn1.account.AGOHCUNIWHZLBHIQ727LIEEBCNPQ/,"Reviewed in the United States on January 30, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,4.0 out of 5 stars,Works & fits like it's suppose to.,Just like original Filter,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
Sam,amzn1.account.AGJNQOHER3T7AMTSTFB6UG3R7EQQ/,"Reviewed in the United States on January 4, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,This is a great filter that is easy to install. I really like that it is rated to last for 12 months.  Even though the MERV rating is 13 it still seems to let plenty of air pass through so that my furnace isn’t working too hard.,Easy to Install,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Maestra Marisol,amzn1.account.AFDW6YTRK45O42J4I43EVRT6DHLQ/,"Reviewed in the United States on November 18, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,Excelente producto para mantener limpio el sistema de aire acondicionado.Y vienen 2 en el paquete!!!Con este filtro y la luz ultravioleta ya no tengo el dolor de cabeza causado por lo impuro que estaba el aire de la casa.,Indispensable para tener aire limpio.,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
Brantly Cain,amzn1.account.AGK3VIXSIK5G3ANVED2LB3KCDR7A/,"Reviewed in the United States on May 19, 2021",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,Best price foe this specific filter,Great value,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Amazon Customer,amzn1.account.AHYPULE3AJEGXLOHPXMF7E3PLR7Q/,"Reviewed in the United States on January 6, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,I have a new house so it was my first time changing the filer. My original was a 210 and on the side it says the upgrade is 213. Found this was the lowest price with the quickest delivery. Exactly what I needed,Upgrade from the 210,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Jeff,amzn1.account.AGVOHJCLTV66KWZJQG7VDWTSEHJQ/,"Reviewed in the United States on July 31, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,3.0 out of 5 stars,"These  are good at filtering,  but this filter fell apart. The filter that was glued to the rail let go and the filter fall to the bottom of my filter enclosure. so its its like not having filter at all.",The glue fell apart on this filter and it dropped,Style: 213 HEALTHY HOMESize: Value Pack (2)Verified Purchase,
Rick,amzn1.account.AEQGYI2YHNTLR2BWI5KCW2RTJWHA/,"Reviewed in the United States on March 7, 2015",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,Easier to install than the original Aprilaire media filter that required fitting plastic comb like fingers between the pleats. Overall a very good media filter although price is moving up . Hopefully competitors will offer a version with light scent like frebreeze has done with the vacuum media filters ! The filter does reduce dust and helps with allergies but a light scent would be a plus.,Easy to install great whole home media filter,Verified Purchase,One person found this helpful
rjk,amzn1.account.AFM7PGNU3A53HXR64N4Y2OMFUV3Q/,"Reviewed in the United States on April 27, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,Hard to tell the difference in the 210 but these filters systems are way better than the old filter days,Worth the money,Style: 213 HEALTHY HOMESize: Single Pack (1)Verified Purchase,
Wayne Bauknight,amzn1.account.AHGDJD6SV7IZ4543T5KPSA5ITFDQ/,"Reviewed in the United States on June 24, 2019",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"Replaced filter in the unit when we bought our house.  It had the wrong filter so we called the installer of the unit to find out the correct one.  The old one was jammed in any torn.  The proper filter, the one I purchased went inFine.",Worked fine,Style: 210 CLEAN AIRSize: Value Pack (2)Verified Purchase,
Sue H.,amzn1.account.AHCOADVUP2F2V27G5VWJXF2YFJFQ/,"Reviewed in the United States on December 12, 2020",0,,https://www.amazon.com/Aprilaire-210-Filter-Whole-Purifiers/product-reviews/B005AIN8YW/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,3.0 out of 5 stars,We only installed this 216 for 3 days.  It's too soon to tell the quality of  this 216.  But I honestly don't feel the differences that it's better than my replaced old 213 filter.  Hopefully it does what it claims!  We will wait and see!,Does filter 216 worth the money?,"Style: 216 ALLERGY, ASTHMA, & VIRUSSize: Single Pack (1)Verified Purchase",
