author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,ranking,helpful_votes,total_review,visibility_status
ordering things late at night again,/gp/profile/amzn1.account.AH5HVJYHQWMMC7WFJQRM3DZ7I3OQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 2, 2018",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,4.0 out of 5 stars,This little guy is SUPER hard to clip but it’s also one of my very favorites. I absolutely love how dainty it is and it pairs so well with some of my other necklaces. I love it + wear it all the time.,Super cute!,Style: BVerified Purchase,16 people found this helpful,,1008005,50,73,Public
KimberlyP,/gp/profile/amzn1.account.AFAOFNK6H4FCIQUHAWOXAIN5Q4LA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 15, 2021",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,My daughter bought this for me for Valentine’s Day ,) it’s really beautiful. I haven’t taken it off since. I love hidden surprises and this necklace has one near the clasp their is a diamond looking stone so when your hair is up you have a beautiful heart in the front and a small Diamond in the back ,),Beautiful gift from my daughter. Great looking!,Style: KVerified Purchase,117539,182,127,Public
asnowmomma,/gp/profile/amzn1.account.AGDANPRAVK4ZSQJFKQAFAUIWM2PQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 9, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,Bought for my 7 year old daughter. She loves it and wears it everyday. I would say it fits her neck well and it fits me (a 5’7” adult) like a choker. The back clasp has a cute little clear stone at the end. I thought it had nice details and design. I will be adding this to my gift list ideas!,Great for 7 year old girl and has pretty details,Style: SVerified Purchase,,,380251,236,68,Public
Amazon Customer,/gp/profile/amzn1.account.AHULSURLN4AHAG3ERQRIQBSX3XMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 12, 2021",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"This necklace is BEAUTIFUL!!! I love that it's dainty and can be worn when I dress up or down. It is very durable. My one year d has gotten a hold of it multiple times and it has not broken. I also like that one side says the letter and the other side is a very settle sparkely heart. Seriously, buy it. It's beautiful and will be buying them as gifts!!",Absolutely Beautiful,Style: C & CZ PaveVerified Purchase,,,2049161,13,24,Public
Jill S.,/gp/profile/amzn1.account.AHC4ZNMQ6LIW46D3QI57QOFP5JOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 20, 2021",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,3.0 out of 5 stars,These little hearts/initials are INKY-BA-DINKY! If I didn't know what letter I ordered I'm not sure that I would be able to tell what it was.  I am going to give them to the girls as a gift as it's too late to get something else and based on their ages these necklaces will most likely be lost.,Purchased as a gift,Style: HVerified Purchase,,,735782,17,48,Public
C.L.Conrad,/gp/profile/amzn1.account.AE4CI6EVXQBH3ASCR42XORA5BQLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 17, 2019",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,2.0 out of 5 stars,I am disappointed at how very small the personalized heart is, I actually had to get a magnifying glass to determine which of the 2 I ordered belonged to each of my granddaughters. The heart is so small that it is basically inconsequential. I will give it to them but with apologies.,Unhappy with purchase,Style: JVerified Purchase,,1337113,87,96,Public
Amazon Customer,/gp/profile/amzn1.account.AHOMZRGAZNROVLTGSC4EC37GPBOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 22, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,1.0 out of 5 stars,Wore it for one broke within minutes. Heart is verrrrrrrry tiny and cant even see charm also charm doesnt stay in place got my money bacl,Cheap save ur cash,Style: CVerified Purchase,One person found this helpful,,2239019,53,112,Public
jacmel,/gp/profile/amzn1.account.AF3BYREQH76KFEM6WL5DHJALIVVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 1, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,3.0 out of 5 stars,Got this for my 6 year old. It’s was super cute but didn’t hold its color well. After wearing a few times it’s now faded and irritating her skin.,Cute but Faded fast,Style: AVerified Purchase,One person found this helpful,,160376,324,149,Public
M.B.,/gp/profile/amzn1.account.AGZFJOD673BZMNQ5UNP5NXE2MHCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 18, 2019",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,4.0 out of 5 stars,"I've worn the same initial necklace for over 5 years and over time it's slowly been falling apart so I've been looking for a replacement for some time now. I love this style with the charm loose on the chain and I was really excited to receive it in the mail. The item came super quick, however, was a little smaller than I was expecting. It was more of a choker style. I feel like I have an average-sized neck but it seemed a little tight, even on the loosest hook. Because of this, the charm would sit upside down when I wore it. This might be meant more for someone younger but nonetheless, it was still super cute, I'm just bummed it can't really wear it.",Cute but Small,Style: MVerified Purchase,,,6450389,3,14,Public
Celeste H,/gp/profile/amzn1.account.AECJVVXNETJYVPWNK2D4CH2P3LIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 28, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,I gave this as a gift for a new mom. She said she likes it. ( of course she is not going to tell me she didn’t!) It looked really good in the gift box. Nicely packed for gifting.,Pretty necklace for the money.,Style: CVerified Purchase,One person found this helpful,,466295,78,120,Public
Lauren,/gp/profile/amzn1.account.AHV6QRO2MTBMXBM4BQBOU4HIAE5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 29, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,I went out on a limb and purchased this small gold necklace with my husbands initial on it. I never expected for the price I would love it so much. It’s dainty and light and I have not taken it off. I also love that it’s not a very yellow gold.. the color is perfect and so is the size. I don’t feel like “chokers” look very good on me an this one hangs down to the perfect length. I am very pleased with this necklace and would recommend it to anyone looking for a dainty necklace you never take off! (Also no issues after showering several times),Perfect dainty necklace,Style: AVerified Purchase,,,83925224,7,16,Public
Dhelis,/gp/profile/amzn1.account.AGFPVF7BFMZQ4DL5TV43PCZHF5DA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 18, 2021",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"Okay I’m not going to lie I was skeptical about this just because it said “gold-filled” like other necklaces on Amazon but then some of them turned out to not be that so I was worried. However, I took a risk and I’m glad I did because it is gold-filled and my aunt (whom I gifted this to) loved it! It’s very small and dainty but it’s so cute!",Awesome quality for a great price !,Style: L & CZ PaveVerified Purchase,,,4198096,3,21,Public
S. OGrady,/gp/profile/amzn1.account.AH6IADFUDAV243KGP2MVN2MONGCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 23, 2019",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,2.0 out of 5 stars,"Has anyone read the words that are attached to this necklace? There are so many typos! I had to find something to repackage so I could gift it. I would be embarrassed to give it as a gift in its original packaging. The necklace itself is cute but seriously, proofread!",Typos!,Style: HVerified Purchase,,,262451,245,118,Public
Soko,/gp/profile/amzn1.account.AFJ6PMMCPFRYIEHWHBF3OMAZIIDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 2, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,Very cute for girls.  I bought it formy daughter and her friends.  Can’t find 18k plated necklace for this price!  Ad says 18k plated but I did not see any confirmation on the box.  Hope it is!  Also you can adjust the length and it has tiny crystal on the end.,Great gift for little girls!,Style: JVerified Purchase,,,245221,56,112,Public
Z,/gp/profile/amzn1.account.AE3FP3YJHLBBXTS7DXZQ6WJUJT3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 6, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,4.0 out of 5 stars,"This necklace is really cute and dainty,  but unfortunately I ordered a ""D"" but recieved an ""S""...hopefully I'll get to replace it considering the state of the world right now...","Box says ""D"" but necklace has an ""S"" on it",Style: DVerified Purchase,One person found this helpful,,2161126,52,27,Public
Rachel Browning,/gp/profile/amzn1.account.AGNRPODSJ5F7ZCKPBK3TLDPZWTTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 4, 2021",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"I got this product for me and my two long distance best friends for Christmas! We all absolutely love it. It’s the perfect length (adjustable) and good quality! I wear mine almost everyday and it still looks just as good as the day I got it!10/10 would recommend! Super cute, stylish and giftable!",10/10!!!,Style: R & CZ PaveVerified Purchase,,,1356503,15,26,Public
CAMcMama,/gp/profile/amzn1.account.AFRJ5IHLBKGFRQBEWBRG6UQ2XLPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 25, 2019",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,Such cute little necklaces! I love that the chain is adjustable. All three girls of different ages were able to make the necklace the right size for them. There is even a cute little poem inside (only one typo).I would buy this again to gift to others!,Dainty and sturdy and cute!,Style: NVerified Purchase,,,2455692,189,92,Public
Nicole C.,/gp/profile/amzn1.account.AFEMJEZSCAZWHKEM3ZWN42KXFTEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 17, 2021",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,I bought two of these for twin girls in my family.  I was a little leery at first because I thought they would be really cheap quality.  They are actually nicely done and although they are dainty they seem like they will last a long time.  They would be great for adults too for layering multiple necklaces at once.  The heart is vey small though so if you are looking for bling do not buy.,Cute!,Style: RVerified Purchase,,,5734710,13,14,Public
Lori,/gp/profile/amzn1.account.AHSUDZIOTQPDWOXMD7EWAPZWYXAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 4, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"Bought this for my granddaughter for her birthday! She absolutely loved it and so did I ! Great gift presentation as it gives a little poem, however it was worded incorrectly and had misspellings but luckily, with just learning to read she didn’t notice.",Perfect for little ones!,Style: AVerified Purchase,,,726638,35,81,Public
Steph,/gp/profile/amzn1.account.AGGR742MZWC65DMBQRK7JE3R4GQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 9, 2020",1,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"This is exactly what I was looking for. Amazing value for the money. I haven’t taken it off for months, even in the ocean or shower. Hits in the perfect spot; I don’t feel it, see it or even think about it. Just bought one as a gift for my niece. As a minimalist, this is my favorite necklace ever.","Just buy it now, you need this.",Style: SVerified Purchase,,,1542682,33,48,Public
Nick Stasi,/gp/profile/amzn1.account.AHXS5F6YCMY4HEDIYPPQ3IBDR2OA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 20, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,Ordered two with both of my daughters initials for myself. They are so nice! Love that they are double sided and have a little crystal by the clasp. And since I wear two of them it’s wonderful that they have some larger links for adjusting the length. Feel and look like great quality. I’m so happy with them!,Love these!,Style: MVerified Purchase,,,2879341,10,27,Public
kt,/gp/profile/amzn1.account.AHIVRMGJO772PJ4PIRR7AGXRD3RA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 4, 2020",2,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"i absolutely love this necklace! i wear mine on the first latch and it hugs my neck perfect, i’ve had it for a month now and i taken it off anytime i go in the water and i haven’t had any issues with tarnishing or breaking yet!! for reference: the first picture is an upclose picture i took with the necklace on && the second pic was taken from a distance, i just wanted to show that the letter is visible even far away! :)",such a great necklace for so cheap!! :),Style: AVerified Purchase,,,16950001,0,11,Public
Melinda Dragomir,/gp/profile/amzn1.account.AE4S6ZWVPTQRAMYITMQEUIWIYBXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 23, 2019",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,I got this for my granddaughters birthday. She is seven and it was just what I was looking for. It is very tiny and cute. It comes in a nice little box ready to wrap. I had looked a long time to find something so tiny and sweet. I think it is too small for an adult but perfect for a little girl.,It is tiny!,Style: AVerified Purchase,,,4488047,20,56,Public
Gerhart,/gp/profile/amzn1.account.AF7TL7R3GI4BE5OWHRLTDQZHLZ7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 6, 2021",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,2.0 out of 5 stars,"I know for the price it was a decent buy, but expected to wear it longer before it turned my neck black!",Turned my neck black,Style: BVerified Purchase,One person found this helpful,,84489796,19,46,Public
Amanda Joy Salvador,/gp/profile/amzn1.account.AEENX2DMOYPFQVHJMOWIKNL5PF3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 15, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,I love it! It’s so dainty and cute! I will admit it is a bit smaller than I expected but I love it that way! I will be buying another one to wear with it so that I can wear my daughter and hubby’s initials. It is choker length and adjustable with a cute rhinestone piece at end of adjuster.,Sweet and dainty,Style: CVerified Purchase,,,6777168,5,34,Public
sheng yang,/gp/profile/amzn1.account.AGISZWMPZEALTBEOIUIKE5BUPSIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 8, 2021",1,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"I love everything about it 😍 perfect length for a choker necklace! I bought myself one and got 7 more for my sisters, daughter and niece. They all love it as well 😊 I wear it everyday, showered with it, in the pool with it, swim in the ocean and lotion got on it but it’s still gold and shining.","Doesn’t rust, love it!",Style: A & CZ PaveVerified Purchase,,,3894051,5,25,Public
cass,/gp/profile/amzn1.account.AGG3LLILZEGKCA4SAS4Q7X2Y7ISQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 28, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"Omg such a good gift for the money. It shows up in a hot link small box. The presentation is special and I wear my daughters all the time because it’s so sweet, dainty, and looks wayyyyy more special and expensive than I thought when I first purchased. Perfect sweet special little gift. Everyone will think you spent more. (I paid under $12 around Christmas)",The Best!!!!,Style: KVerified Purchase,,,6747794,1,20,Public
Shaufaan,/gp/profile/amzn1.account.AFXXKHDHZU36UMMG7YBNMMXDS3SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 26, 2021",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"It's a much lighter blue and smaller than in the picture—basically, it looks much better in the seller's photo than what you get. I've purchased similar products before, but this one didn't get much attention. I'll keep searching...",Looks better in picture ...,Style: SVerified Purchase,,,717849,9,127,Public
Justice,/gp/profile/amzn1.account.AH2YWUPBAOOGS5POWW6YWYNLS2ZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 17, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,2.0 out of 5 stars,Very sad about this. I want people to be able to see the letter .... people standing by me can’t even see it. This necklace is soooo soooo smal and it barely even fit my neck. The heart with the letter is so small you can barely read it. Wish I wouldn’t have bought it honestly. Way better necklaces I could’ve bought to show someone’s initial off.,Terribly small,Style: BVerified Purchase,,,4213029,3,24,Public
Licia,/gp/profile/amzn1.account.AGWKCASOVB7TSEXD7XTRK4TPVOYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 23, 2021",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,1.0 out of 5 stars,"I thought this product was supposed to be for adults but it's so small it could only be worn by a child.  It's also cheaper looking in person than in the picture.  I returned this item.  Unless this is for a child, don't waste your time.",Very small and cheap,Style: AVerified Purchase,,,3811889,4,43,Public
Tammie P.,/gp/profile/amzn1.account.AENPWS65SACBD3VTRQYVFP6UU7QA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2019",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"The initial engraving very delicate , pretty , precisely on the middle of the heart shaped pendant .. Gave to my grand daughter (6 yo) for Christmas .. She LOVES it . Size seems especially for young (5-10 yo) .. Small but BEAUTIFUL !!!",Good craftsmanship for inexpensive necklace ..,Style: JVerified Purchase,,,66698,163,75,Public
Connie Schrier,/gp/profile/amzn1.account.AHLDZCALKCHQ55Y4TZF62AUS5VRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 26, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,2.0 out of 5 stars,"Very disappointed.  You can hardly see it and if it was any smaller, it wouldn't be here at all!  Completely waste of my money and time ordering it!  But kept it b/c my granddaughter wanted it.  It is a Christmas gift.  I hope she is not as disappointed as I am!",It is so terribly small!  You can hardly see it!,Style: EVerified Purchase,,,318543,30,114,Public
S. Jordy,/gp/profile/amzn1.account.AH5J53RQCWVLXCK2DZVDI23H2FXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 10, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,My daughter wanted a heart necklace like mom so the hunt was on. She's only 4 so I didn't want to get crazy with the price. It's small and very cute and dainty. She really loves it. The letter is on both sides of the tiny heart.,So cute,Style: RVerified Purchase,,,84457036,30,70,Public
Na'Tasha Nettles,/gp/profile/amzn1.account.AELXXJLQXZTCDT654IFJ3CVB3PLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,1.0 out of 5 stars,I wouldnt recommend this at all.  I didnt realize how very tiny the letter charm would be.  I would suggest this for maybe a 2 year old.,Unsatisfied customer/too tiny,Style: KVerified Purchase,One person found this helpful,,4387917,4,26,Public
KC,/gp/profile/amzn1.account.AE3FESUCNK3QDD3IIZEKHTOYWWQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,4.0 out of 5 stars,This necklace is beautiful and has amazing details. My only complaint is that the chain/extender at the clasp broke off after putting it on and taking it off less than 10 times. This did not cause me to not be able to wear it but I miss the crystal detail it had on the end.,very dainty and beautiful,Style: LVerified Purchase,,,7788584,0,26,Public
Pixie Reviews,/gp/profile/amzn1.account.AEHECB4L36AQXHH53JD2PLOSCGLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 18, 2020",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,1.0 out of 5 stars,"""It"" was supposed to be a gift for a kindergartner, but you can't even see the letter, or the fact that it's in the shape of a heart, unless you are holding it. The pendent is entirely too tiny. I don't understand the 5 stars. Am I missing something?",Infant size lettering,Style: MVerified Purchase,,,3571913,20,29,Public
Melissa Kampwerth,/gp/profile/amzn1.account.AGPPQVZ4JLD2HQK55HUVYM5VEBMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 28, 2019",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,Perfect dainty necklace that I wear everyday!,Dainty necklace,Style: MVerified Purchase,2 people found this helpful,,2684673,12,33,Public
castle,/gp/profile/amzn1.account.AHYZ5O44CFYO63YXR3VSZ3MW6KWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 25, 2019",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,Great choker for an adult,"Excellent fit, prompt delivery",Style: PVerified Purchase,2 people found this helpful,,16319197,4,28,Public
Joseph L. Garner,/gp/profile/amzn1.account.AGGYATPJEL3WV4BGOCAUUIKDGEYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 9, 2021",0,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"This is my third one, I bought one for my two daughters and myself. I love it so much! It is super tiny which I LOVE!! The only thing I would change is the chain size I think 14"" would be better. Overall I highly recommend!!",Perfect,Style: JVerified Purchase,,,513529,52,45,Public
Nancy,/gp/profile/amzn1.account.AHMVWB37PHSBJH45M5ZEZHYLC3ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 20, 2021",3,,https://www.amazon.com/Initial-Necklace-14K-Handmade-Personalized-Necklace/product-reviews/B07DG1W26K/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,Packaging is simple and cute. Lightweight and can be worn on either side since the letter is flipped correctly on both sides. This necklace is great for adults and kids alike so don’t worry about it not fitting (unless you’re no neck Ed),Perfect dainty necklace,Style: NVerified Purchase,,,1215669,10,36,Public
