author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
Amazon Customer,/gp/profile/amzn1.account.AFTFFZIZFSP6A77H6BCSBF4CO5XA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 4, 2020",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,4.0 out of 5 stars,It’s fun for kids but not for long. Can get messy with the black stuff that they scratch off going everywhere! Not for under six years old I think,Messy fun,Style: RainbowVerified Purchase,,,,2171233,
Elizabeth L.,/gp/profile/amzn1.account.AHROWXLV2H2FNIRS62VKWNFFWG6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 28, 2018",1,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35&reviewerType=all_reviews,5.0 out of 5 stars,"I have no idea what I'm doing, but I'm having so much fun! And I'm 36. It's super relaxing. I got lucky I think because my pieces have a very nice spectrum of color. I've seen some others complain about that.I actually prefer my nail stick vs the one it came with. Works great!",but I'm having so much fun! And I'm 36,Style: RainbowVerified Purchase,,34,23,973528,Public
C. Myers,/gp/profile/amzn1.account.AGEBALLRU4GIYDGV6Z76X4QX3WCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 25, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,5.0 out of 5 stars,Our 6 yr old loves it. Easy to use. We put the stack in a baggie because she ripped the box open.,Easy and fun to use.,Style: RainbowVerified Purchase,,,,206908,
Amber Price,/gp/profile/amzn1.account.AFI4DEVX7PDSDHH43RYXHOVCCOXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 9, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,5.0 out of 5 stars,This is the perfect little gift for a little one who loves to draw! I would definitely buy again! The little girl I gave it to loved it!,A great purchase!,Style: RainbowVerified Purchase,,,,207704,
Amazon Customer,/gp/profile/amzn1.account.AGDTENSOYYHIY5N3WWT43TBTP6NQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 17, 2020",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,5.0 out of 5 stars,Granddaughter loves this. She’s very artistic and has enjoyed drawing on these sheets.,Awesome for drawing!,Style: RainbowVerified Purchase,,111,56,13596886,Public
Douglas A.,/gp/profile/amzn1.account.AEW5SEBJCF24FQVEQPMXPWXR6FFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 25, 2020",0,1,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,3.0 out of 5 stars,"Only comes with one scratch stick for 125 scratch boards? It should have 30 scratch sticks. I gues I could buy tooth picks, but I’m not sure they will work as well.",Only comes with one wooden scratch stick,Style: RainbowVerified Purchase,,4,19,211758,Public
Cindy Lancaster,/gp/profile/amzn1.account.AFCK7E5QBANKD6CLHX553AR4WJMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 10, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,5.0 out of 5 stars,This was a great gift for my 6 year old Great Grand. She loved it. It was very easy for her to figure out how to use it.,Good value,Style: RainbowVerified Purchase,,,,8173574,
Lily,/gp/profile/amzn1.account.AF2AANNXJ6R6KO6JTHDFBLSEGBIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 19, 2016",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,3.0 out of 5 stars,"I adore these. They make such cute notes and I use them all the time. The only down side is they're kinda cheap, so the black that you would scratch off to reveal the color underneath, bunches together on the stylus and you have to keep removing it from the stylus and from the note as it gets in the way. When it bunches, you get really rough edges too. So my line would turn into a zig zag.",Cute but not high quality,Style: RainbowVerified Purchase,,15,32,2614407,Public
Kaitlyn Armstrong,/gp/profile/amzn1.account.AFY6AMSKLENJRWUR6434T7EZ52BA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 19, 2020",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,5.0 out of 5 stars,"My husband and i write each other sweet notes using these rainbow notes, easy to use and fun ❤️",❤️,Style: RainbowVerified Purchase,,,,79019867,
Blondie,/gp/profile/amzn1.account.AGI7CSL6M4HRXWI2O6IA5QSQAELQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 18, 2019",0,1,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,2.0 out of 5 stars,Wow!! Way to small . I was expecting alot bigger wont be buying again .  Worth only 5.00 dollar not 9.00,Way to small,Style: RainbowVerified Purchase,,41,141,468959,Public
Umm,/gp/profile/amzn1.account.AHNC53LIZMHB4MWPG7QYRIP3JX3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 22, 2018",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,5.0 out of 5 stars,It was fun and easy to use. You can change thickness of lines by using something hard like a chop stick or brush instead of the toothpick style wood stylus. My daughter LOVED it.,So lovely,Style: RainbowVerified Purchase,,55,187,774230,Public
Patricia D. G.,/gp/profile/amzn1.account.AFN5YJ6P3ZKGEHL4PRZ7L4JTBCBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 7, 2020",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36&reviewerType=all_reviews,5.0 out of 5 stars,"My 8 year old LOVED these!! Well made, cool colors, and a good amount of them.",Super cool,Style: RainbowVerified Purchase,,,,4509222,
Debra Lawson,/gp/profile/amzn1.account.AFCODJF6HXH2577PATEJUWCOTZTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 2, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,5.0 out of 5 stars,So fun to use!  The kids at school will love these. I'm going to use them for sight words,I love this!❤,Style: RainbowVerified Purchase,One person found this helpful,,,1261208,
Avon EMB,/gp/profile/amzn1.account.AHIV3625CA5MNEZWBMN7W72C2WOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 13, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,5.0 out of 5 stars,Perfect item for restaurants or while in the car. About the size of a post-it so these will go quickly. Offers plenty amusement for the cost. Great stocking stuffer or”just because” item.,Perfect “on the go” amusement for kids,Style: RainbowVerified Purchase,,,,2524091,
Lesley McCrory,/gp/profile/amzn1.account.AHX4AFT3TPMNCONZMNQXR2E4QVWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,5.0 out of 5 stars,"I bought this for be daughter, because she loves to draw and doodle (23 yrs old). She loves it.",Great little gift,Style: RainbowVerified Purchase,,17,68,3870641,Public
jojo,/gp/profile/amzn1.account.AFEFCYWIBLBVRWGKCNKOWVEAGCTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 18, 2018",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,5.0 out of 5 stars,I bought this for 13 yr old birthday, needless to say she was very pleased.  She enjoys the fact that her notes stand out from others and when she uses them it must be very important so pay attention 🤗,What’s not to like?,Style: RainbowVerified Purchase,,,1660775,
Stacey,/gp/profile/amzn1.account.AEQVD6TBPRR3LEFNXAL3UB3GELCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 26, 2018",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,5.0 out of 5 stars,Love these things! Fun way to leave little notes for people. My 5year old son loves them as well! A friend of mine was visiting and loved them so much I surprised her with a box of her very own to take home 😁,Fun little note cards,Style: RainbowVerified Purchase,,,,5953749,
Adi,/gp/profile/amzn1.account.AEMPSWYWDGSBQ2BRSWJYYUUWLNUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2020",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,5.0 out of 5 stars,"Gave as present, comes in presentable packing and bought for home as well. Would certainly recommend if kids love to draw. Keeps them busy.",Good buy,Style: RainbowVerified Purchase,,,,233207,
ZippyZ,/gp/profile/amzn1.account.AHWQPKKVUQHYZDKQHLT5ABS477KQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 18, 2020",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,5.0 out of 5 stars,"Great gift for kids, my niece loved it and had so much fun with it!",Great gift!,Style: RainbowVerified Purchase,,69,87,140633,Public
Anna,/gp/profile/amzn1.account.AGT5UECT6H4ZYNJL3EO2IOTKHTHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 15, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,5.0 out of 5 stars,Great gift. We used to make these as a kid and I used it for a stocking stuffer. I know he’ll love it,What I expected.,Style: RainbowVerified Purchase,,265,49,161650,Public
Books By the Bay,/gp/profile/amzn1.account.AFQRUIKIOSZ7VHJEM426EUM5GRFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 21, 2016",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,5.0 out of 5 stars,"We LOVE scratch art. We have ordered the bigger scratch art, glittered scratch art and scratch art stickers now. We LOVE them all! This notepad one is probably the most economical. With the bigger sheets, my children burn through them and sometimes they don't even use up the entire sheet so I like that this notepad one is smaller.",We LOVE scratch art,Style: RainbowVerified Purchase,One person found this helpful,,,9154736,
Dean,/gp/profile/amzn1.account.AFE5HX6JMTAQHKULTDD2TYAUAEAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 29, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37&reviewerType=all_reviews,5.0 out of 5 stars,These are so fun to create pictures on.  My eight year old daughter loves that they are little and she can make a lot of different pictures.,Fun and addicting,Style: RainbowVerified Purchase,,,,556222,
JML,/gp/profile/amzn1.account.AEHRTYWW3I4QYJBARATOHUSYG2FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 16, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews,5.0 out of 5 stars,My kids (ages 3 and 5) have loved these. They are definitely fun to use. Wish it came with more than 1 scratch stick,Colorful fun!,Style: RainbowVerified Purchase,,,,1502532,
Amazing_yoda,/gp/profile/amzn1.account.AF7M5X2TXXWHXEHU7QKPJT2MJGCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 31, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews,5.0 out of 5 stars,My son loves this. The smaller paper is great for him and then we can just move on to another.,Cute,Style: RainbowVerified Purchase,,16,56,78838483,Public
RAMIREZ,/gp/profile/amzn1.account.AHTWGM6EXWBP274FGZK76CS7PXCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews,5.0 out of 5 stars,Bought this for my son and I even messed with them . there fun and my son loved them as well . its cute for little notes and drawings.,Colorful and well worth buying,Style: RainbowVerified Purchase,,,,1153980,
Paul,/gp/profile/amzn1.account.AFSS2L4U2L4LIMMWROGDLDZOMBOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 6, 2020",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews,5.0 out of 5 stars,My daughter loves these. They're cute and so much fun. She keeps them on her desk.,Neat,Style: RainbowVerified Purchase,,,,62593673,
Jake,/gp/profile/amzn1.account.AFGVWADWZ5Z5K7EVMQILXTRB7YTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 18, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews,5.0 out of 5 stars,I love the concept of seeing my daughter drawing and writing notes to the family so I can't wait for Christmas to see her expression,This christmas present will be a hit,Style: RainbowVerified Purchase,,,,184376,
JMS,/gp/profile/amzn1.account.AG7BSMP547QPG72PXCKZVXOKLDSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2020",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews,5.0 out of 5 stars,My kids loved these and have been using them since Christmas.  It was a cute stocking stuffer idea,Great stocking stuffer,Style: RainbowVerified Purchase,,,,1766850,
B. Cobb,/gp/profile/amzn1.account.AGDDZCXBU7NVEQCEHVUDX25GDICA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 1, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews,5.0 out of 5 stars,"Really cute, lots of individual pads with a drawing utensil.  my kids love to play with it and write messages and outline drawings.  Not cheaply made at all.",Very cute,Style: RainbowVerified Purchase,,16,48,5486788,Public
Julie Allen,/gp/profile/amzn1.account.AGTVDTIGCHP3TOR5NSCOXVW3AENA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 15, 2019",0,1,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews,3.0 out of 5 stars,This is a cool item but the color pattern on the under side is the same on each piece. Would be cooler if the patterns were different or at least a few different patterns.,Torn about this product,Style: RainbowVerified Purchase,,6,41,12732492,Public
Kayla  Kraus,/gp/profile/amzn1.account.AG7IP5RCFQTICX5ACQ4ZKR25MLQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 3, 2020",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews,5.0 out of 5 stars,So cute and fun! Love leaving little notes with these.,Fun Gift!,Style: RainbowVerified Purchase,,2,62,78506489,Public
Carolyn P,/gp/profile/amzn1.account.AEKISNE74AGHOEOLX6KIP5BHTOQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 8, 2020",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38&reviewerType=all_reviews,5.0 out of 5 stars,Hours of entertainment.  Kids beg for them! Custom coasters for every party,"Fun, easy, cheap",Style: RainbowVerified Purchase,,,,4932467,
CM04,/gp/profile/amzn1.account.AE3HYJBZWIQHSDGQ25GJI4RGDMDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 25, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews,5.0 out of 5 stars,I use these for lunchbox notes for my daughter. I think these are a super cute product and great for different uses.,Love these,Style: RainbowVerified Purchase,,24,47,39616304,Public
keylee,/gp/profile/amzn1.account.AFWWF5OMXULRSZFVEVLQAAF5TQVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 14, 2020",1,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews,5.0 out of 5 stars,great! Lovely fun way to leave notes!,awesome,Style: RainbowVerified Purchase,,13,65,39453959,Public
grandma g,/gp/profile/amzn1.account.AE7VNNTLLU3GG3CS7EUAH3JAWDJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 2, 2020",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews,5.0 out of 5 stars,"All my grandkids LOVED THEM! Just a little stocking stuffer but at the end of the day, this was the big favorite by all!",Kids n adults lived them,Style: RainbowVerified Purchase,,7,26,1373924,Public
DKBulut,/gp/profile/amzn1.account.AHQSBIQZDM6XNRZ6ZSQSK2WQRTUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 2, 2020",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews,5.0 out of 5 stars,Our 8 year old loved it.,Great stuff!!,Style: RainbowVerified Purchase,,31,52,2824799,Public
ACN,/gp/profile/amzn1.account.AF3J6F6JXXIPCAZYR4LZEDD2R4YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 12, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews,5.0 out of 5 stars,I have bought many items from Melissa and Doug through the years.  Great quality.  Very easy to return items.  Stands behind their products.,Always love their products,Style: RainbowVerified Purchase,,61,114,87483,Public
Sandra,/gp/profile/amzn1.account.AE4GEJQCWUINQ3BJD2MHUFS6PACA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 23, 2018",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews,3.0 out of 5 stars,Fun little pads to draw. Wish the color variation was more rather than the whole page is one color and a corner is another. It’s not rainbows like in image.,Fun little pads to draw,Style: RainbowVerified Purchase,One person found this helpful,744,243,225078,Public
Susan,/gp/profile/amzn1.account.AFC3VVB72IHNAUHXKX63CBZOJR7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 23, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews,4.0 out of 5 stars,"Great stocking stuffer. I had a set & had so much fun with it, that I got a set for a friend. It is a little messy as you scrape the black stuff off, but not bad.",Beautiful & fun creative notes,Style: RainbowVerified Purchase,,92,238,62593673,Public
Theresa B.,/gp/profile/amzn1.account.AEI4Y54FZZ6WOIVGDX5CFZI7EIQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews,3.0 out of 5 stars,I thought the product was going to be a little bigger than what I got. my five year old nephew didn't care for it.,not good for birthday or Christmas gift.,Style: RainbowVerified Purchase,,6,29,1516097,Public
Jennifer D,/gp/profile/amzn1.account.AHP4STNKO4UIW4ZESXKN4UCBEIMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 31, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews,5.0 out of 5 stars,These made great stocking stuffers! My kids love leaving little notes for each other,Fun for mini notes,Style: RainbowVerified Purchase,,31,91,78107689,Public
Thomas79349,/gp/profile/amzn1.account.AHCSVP5N55HPJPNBKGVWTZUAY4UQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 25, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39&reviewerType=all_reviews,5.0 out of 5 stars,"My daughter loves these. Simple to use, fun for arts and doodling. Inexpensive enough to buy again when they’re all used up.",Good art medium for kids,Style: RainbowVerified Purchase,,5,33,755308,Public
Melissa,/gp/profile/amzn1.account.AFHSCSI3GUA7XAS2OOH3O2ASXOJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 23, 2020",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews,5.0 out of 5 stars,Really nice. I write messages to my kids and out them in their lunches.,"Good quality, good price",Style: RainbowVerified Purchase,,24,191,16817882,Public
Kim Gilliam,/gp/profile/amzn1.account.AG3HN47B22T4GXV46B3KQLWDUURA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 1, 2020",0,1,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews,1.0 out of 5 stars,Coloring not that great.  Some writing would not show.  Most are blue or red.  Will not buy again.,Not that great,Style: RainbowVerified Purchase,One person found this helpful,1,10,1633368,Public
Amazon Customer,/gp/profile/amzn1.account.AF3ITTVJWRV2EGQCENQSEFA2RUVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 8, 2020",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews,5.0 out of 5 stars,Wonderful product,Wow,Style: RainbowVerified Purchase,,23,97,10829355,Public
Amazon Customer,/gp/profile/amzn1.account.AFWTEQ3AD73PFE4FSR4LFOQ4MCMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 8, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews,5.0 out of 5 stars,"Love this product! My daughter, who is very artsy and creative, picked it out. She is 7yrs old and absolutely loves it, and we have her beautiful artwork ALL over the house! Lol!",Great product for a creative kid!,Style: RainbowVerified Purchase,,0,18,529293,Public
Reagan Olson,/gp/profile/amzn1.account.AETTZP7YGF3SKMH45ZE5JX4Y66DQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 19, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews,5.0 out of 5 stars,My daughter loves stuff like this and she loves these. It's not necessarily great for a traveling gift but it's great for just at home.,Great gift!,Style: RainbowVerified Purchase,,64,86,2891621,Public
Anonymous,/gp/profile/amzn1.account.AFFDYCBUWK45FXKODJPJRSRMZCKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 31, 2019",0,0,https://www.amazon.com/Melissa-Doug-Scratch-Friendship-Notes/product-reviews/B08CNFNJZD/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40&reviewerType=all_reviews,5.0 out of 5 stars,"This fun little scratch note pad, will be used frequently.  Its nice to have something fun to write on. Lots of sheets. Great for any note taker.",Fun change from regular paper,Style: RainbowVerified Purchase,,42,21,62593673,Public
