author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,ranking,helpful_votes,total_review,visibility_status
Anna,/gp/profile/amzn1.account.AGRK4F66KJQHTXHOEU5DDZAFX53A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 7, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&pageNumber=34,5.0 out of 5 stars,Gr son loves this!,Very cute,Style: Marvel MatchingVerified Purchase,,11048446,,,
Cabeara,/gp/profile/amzn1.account.AFLMHFYXEM5VCPHJYWJD7Y7JE3WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 6, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35,3.0 out of 5 stars,Purchased as a gift,Gifted,Style: Marvel MatchingVerified Purchase,,508830,70,86,Public
Family of 3,/gp/profile/amzn1.account.AFUXXCODTPIYHODSPK2B7HPTHSAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 3, 2019",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35,4.0 out of 5 stars,Fun princess matching game. Keep all of your pieces together. My daughter loved playing it. She’s almost 3.,She loves it.,Style: Disney Princess MatchingVerified Purchase,,465637,2,58,Public
Pappy J,/gp/profile/amzn1.account.AFYT6LQDCG5KVW75V4TV2WABKUSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 23, 2019",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35,5.0 out of 5 stars,Won't know unit after Christmas on how this is received.,Christmas gift,Style: Disney Princess MatchingVerified Purchase,,334115,,,
tammie,/gp/profile/amzn1.account.AEM6H3C2ARQ6B4GL46YAUTAW3EKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 16, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35,4.0 out of 5 stars,My 4 year old granddaughter is learning how to at it. So far she loves it.,Cute cards.,Style: Mickey Mouse MatchingVerified Purchase,,3498315,0,11,Public
Virginia Lawton,/gp/profile/amzn1.account.AH2GVCTZYIONGIXOJ7XENCEIGE4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 7, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35,1.0 out of 5 stars,"Not a hit, not much fun",Matching,Style: Disney Princess MatchingVerified Purchase,,8865044,,,
Mimisboy15,/gp/profile/amzn1.account.AFCPJSKJIHR2RH3QLIAJ36FQSWCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35,5.0 out of 5 stars,My grandson was thrilled with this. He is a total TOU STORY 4 fanatic.,Too cute,Style: Toy Story 4 MatchingVerified Purchase,,552457,30,153,Public
Louie,/gp/profile/amzn1.account.AGG46OKNNT3SDA3AZAKCFM4ELBUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 27, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35,5.0 out of 5 stars,Kids love to play.,Kids love to play,Style: Toy Story 4 MatchingVerified Purchase,,62593673,4,35,Public
Farmape,/gp/profile/amzn1.account.AGFHAC26CBEHSRAHN335TNRRYJZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 21, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35,5.0 out of 5 stars,5 year old loves it,Favorite game,Style: Toy Story 4 MatchingVerified Purchase,,578280,20,22,Public
jillian hauser,/gp/profile/amzn1.account.AEXLW2J7QINUCILLRF64KI4MZYJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 14, 2019",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35,5.0 out of 5 stars,really liked this for my grandson!!,toy,Style: Marvel MatchingVerified Purchase,,78969105,101,65,Public
DL,/gp/profile/amzn1.account.AFUGG3LMSKZ6IIRWRIZRGII5JE6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 27, 2019",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&pageNumber=35,5.0 out of 5 stars,Great grandboy enjoys playing.,Perfect for a four-year-old.,Style: Marvel MatchingVerified Purchase,,4631468,,,
Jennifer M.,/gp/profile/amzn1.account.AHRMHUC3Q4DNQ5ETLXGBWCVVZ33Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 7, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36,5.0 out of 5 stars,My 3 year old loves this game. We play it everyday.,Fun Toddler Game,Style: Disney Classic MatchingVerified Purchase,,5288976,,,
bubblekisses,/gp/profile/amzn1.account.AFKZ52LCP5BRUM2ACNRG6I7UWY3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 17, 2016",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36,5.0 out of 5 stars,Perfect game for my three year old. We don't use all of the cards included because he's just learning how to do these kinds of games. He loves matching the cards together. Great learning game for small kids.,Great memory game!,Style: Disney Classic MatchingVerified Purchase,2 people found this helpful,1596866,17,36,Public
bubblekisses,/gp/profile/amzn1.account.AFKZ52LCP5BRUM2ACNRG6I7UWY3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 17, 2016",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36,5.0 out of 5 stars,Perfect game for my three year old. We don't use all of the cards included because he's just learning how to do these kinds of games. He loves matching the cards together. Great learning game for small kids.,Great learning tool for younger kids!,Style: Marvel MatchingVerified Purchase,2 people found this helpful,62593673,,,
615,/gp/profile/amzn1.account.AFPCFFH27SBYYXMENVRQWO542K2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 25, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36,5.0 out of 5 stars,"Super high quality matching game cards! Colors are vibrant, good variety of cards. Excellent value for the price!",Great value,Style: Disney Princess MatchingVerified Purchase,,1797028,,,
Amazon Customer,/gp/profile/amzn1.account.AFXNPMAASAZRSLYA6Y63PYVX3Y6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 5, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36,4.0 out of 5 stars,"Perfect cards for little hands. ""J"" loves to play these !!!!",Marvel Card Game,Style: Marvel MatchingVerified Purchase,,156052,12,99,Public
Karen,/gp/profile/amzn1.account.AEIHZO7GFQALJEZVIXGH5D3JSFOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 8, 2018",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36,5.0 out of 5 stars,"My granddaughter loves Minnie Mouse so she loves to play this matching game. It's cute, fun and a good memory game.","If you love Minnie, this is for you!",Style: Minnie Mouse MatchingVerified Purchase,,920629,29,114,Public
Faith H,/gp/profile/amzn1.account.AEIMIVRLV5UBIVT2J472RXZOEL4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 19, 2019",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36,5.0 out of 5 stars,"Really cute, love all the pictures and how many there are. Not missing any pieces. This is a great memory game, my son and I have played it together several times now and love it.","Great purchase, no regrets!",Style: Disney Classic MatchingVerified Purchase,,5729688,12,13,Public
Richelle,/gp/profile/amzn1.account.AE2QAHJANBVR7CI5YDWR2KOSK2IA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 1, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36,5.0 out of 5 stars,Cute little game,Nice,Style: Disney Classic MatchingVerified Purchase,,764525,86,67,Public
Andrew Snyder,/gp/profile/amzn1.account.AGJCQCYXDRH6QJD4KNRD3YJD2NYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 26, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36,4.0 out of 5 stars,Simple! Helpful!,Good fun that works,Style: Minnie Mouse MatchingVerified Purchase,,9838074,,,
Patricia Szkoda Baerwolf,/gp/profile/amzn1.account.AHAZOQ4MGTO4AY3QUIVAI4M5BVAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 27, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&pageNumber=36,4.0 out of 5 stars,Good gift,Attractive,Style: Disney Princess MatchingVerified Purchase,,1010634,,,
LJ,/gp/profile/amzn1.account.AFLCU6LG75NOFPS6ILNJGMVKMYVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 8, 2019",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37,5.0 out of 5 stars,My grandchildren love playing the game of match. Great promotion of memorization. Great product!,Excellent/Fun,Style: Disney Classic MatchingVerified Purchase,,78967740,0,7,Public
ShaLayne Elizabeth,/gp/profile/amzn1.account.AHIGKJN37P5UD7SKTHUHGFQJEETA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 1, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37,5.0 out of 5 stars,I keep losing memory match against my 3 year old! ,)He loves it!,Great memory match for any superhero fan,Style: Marvel MatchingVerified Purchase,6702127,59,76,Public
Christea Hill,/gp/profile/amzn1.account.AHZWNYKBM5GZXOY4QNUIH6LU2SFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 2, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37,5.0 out of 5 stars,Fun game to play with kids.,Fun!,Style: Minnie Mouse MatchingVerified Purchase,,1735322,,,
Ana Ramirez,/gp/profile/amzn1.account.AHKO3EYHLTQ6WURRBM4JQ53N6UVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 1, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37,5.0 out of 5 stars,My 4 yr old daughter loved it,very cute,Style: Toy Story 4 MatchingVerified Purchase,,25746283,22,83,Public
R. Hinchey,/gp/profile/amzn1.account.AHCDANFOEFQLCXDL2ENIPVA3KLWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 8, 2016",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37,5.0 out of 5 stars,"I bought this for my 2 year old granddaughter, who is still a little to young for it, although she loves just looking at the cards and putting them in piles. By the time she is 3, she will be able to grasp matching them up to the correct card.",Great for 3 year olds and up.,Style: Minnie Mouse MatchingVerified Purchase,,1342361,28,52,Public
justsomeone,/gp/profile/amzn1.account.AEGBNMQ6FBAIRWEZCP62QIEJ4UEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 12, 2013",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37,4.0 out of 5 stars,"This is a pretty standard matching or memory game with disney characters. As the father of a two year old, I did not recognize all the characters, but my daughter loved the minnie and daisy cards.The cards in this game are not unique, so there are some cards with many matches and some with only a few.  There are also two minnie mouse hair bow cards which differ only in color and two poses of minnie mouse standing in a dress which are pretty similar, but my two year old can tell them apart with a little bit of prompting.",Fun memory game with disney characters,Style: Minnie Mouse MatchingVerified Purchase,12 people found this helpful,319641,1,11,Public
Nichole Allinger,/gp/profile/amzn1.account.AEVNPT47LU4ARTVI23ECQHIOBBMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 25, 2019",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37,5.0 out of 5 stars,Great activity for the kids,Kids loved it,Style: Toy Story 4 MatchingVerified Purchase,,78990023,3,31,Public
Mary A Reising,/gp/profile/amzn1.account.AGRTUWZJVJRLDMNAM7WCCSQGZTCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 7, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37,4.0 out of 5 stars,bought as a gift,child's toy,Style: Disney Princess MatchingVerified Purchase,,79008691,,,
Corin,/gp/profile/amzn1.account.AHVDSDM53TUH476P2TWSE2XV6OGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 16, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37,5.0 out of 5 stars,Awesome memory game even my husband loved it to play...it’s good for my 3 year old Sohn to memorize and learn to share and do it in a Play full way with the super hero’s he love and be into right now,Awesome memory game,Style: Marvel MatchingVerified Purchase,,2000813,,,
Tammy C,/gp/profile/amzn1.account.AF5K6CNZJDXFUW32HZTK2PBJPQUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 14, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_37?ie=UTF8&pageNumber=37,5.0 out of 5 stars,My niece loves it.,Giftable,Style: Disney Princess MatchingVerified Purchase,,10582986,32,610,Public
Sheena,/gp/profile/amzn1.account.AGTUNEKD2WJRDKGXCLFCSMM4HD4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 1, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38,4.0 out of 5 stars,Nice gift,Nice gift,Style: Minnie Mouse MatchingVerified Purchase,,26084709,,,
Samantha,/gp/profile/amzn1.account.AGPQBZ4ZC4SQEHWFRYYHXWKU2BMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 5, 2019",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38,5.0 out of 5 stars,"Christmas gift for my god daughter, has held up well and came perfect! She loves it!",Gift,Style: Disney Classic MatchingVerified Purchase,,62593673,6,54,Public
Shelby,/gp/profile/amzn1.account.AHWTMDT32UKY4XZE6IH42NS6UP3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 12, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38,5.0 out of 5 stars,Nephew loved it,Great game,Style: Marvel MatchingVerified Purchase,,1679431,70,61,Public
Victoria Moson,/gp/profile/amzn1.account.AGX2V4FCH4YSAZQ2HAYZ4GYWKAPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 26, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38,5.0 out of 5 stars,The kids love playing,Kids enjoy playing together,Style: Minnie Mouse MatchingVerified Purchase,,78779801,0,20,Public
Atmmom,/gp/profile/amzn1.account.AGDDCVAUGVLNFWBUY5EOTRRHK5FA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 17, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38,5.0 out of 5 stars,4 year old Grandson loved it!,Great gift idea!,Style: Mickey Mouse MatchingVerified Purchase,,1926387,16,89,Public
Jessica Marie Nuncio,/gp/profile/amzn1.account.AHHHNAYSS5TTHGEHQTMVUX23LVHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 19, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38,5.0 out of 5 stars,I love these cards my four year old has a very good memory I test her out ever night with this game and she’s always finding them on the second time thank you for asking them in a toy story theme,My Junie loves the memory game,Style: Toy Story 4 MatchingVerified Purchase,,2523309,175,180,Public
Lady DKB 1974,/gp/profile/amzn1.account.AFCWVNATZPUMYHAIEQG6OP4JFFDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 28, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38,5.0 out of 5 stars,Nice,Nice,Style: Disney Classic MatchingVerified Purchase,,330604,,,
Juliann Metz-Gray,/gp/profile/amzn1.account.AH3ANMBRISUOT6PP2FFLGEQJINWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 7, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38,5.0 out of 5 stars,Awesome,Awesome,Style: Disney Classic MatchingVerified Purchase,,1604022,57,60,Public
Peteto,/gp/profile/amzn1.account.AFKICXB4GUCE474Y5HRBQRDPU4CQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 10, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38,5.0 out of 5 stars,Boys love this matching game.,Good quality,Style: Marvel MatchingVerified Purchase,,13216164,,,
Brianna,/gp/profile/amzn1.account.AGJYTHYSEKHMCFXYTS2DN74DITCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 7, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_38?ie=UTF8&pageNumber=38,5.0 out of 5 stars,Reasonable price and great game for 2+,Buy it for the mini mouse fans!,Style: Minnie Mouse MatchingVerified Purchase,,62593673,,,
Lauren Harmon,/gp/profile/amzn1.account.AFHM6GDZOPQJETOSTJ626XOCCO2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 28, 2019",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39,5.0 out of 5 stars,My 3 year old LOVES this game!,My Princess is obsessed!,Style: Disney Princess MatchingVerified Purchase,,3193844,,,
Barbara,/gp/profile/amzn1.account.AEJFFBJXB2IDYQLGFQI52EUA36DA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 12, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39,5.0 out of 5 stars,sturdy cardboard and appealing pictures of a variety of characters.,Toy Story,Style: Toy Story 4 MatchingVerified Purchase,,22607596,33,25,Public
Marie,/gp/profile/amzn1.account.AGSY6BPOZ4GHWJH3TG2JAR4BRG5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 23, 2019",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39,5.0 out of 5 stars,The kids liked it was worth the money,good,Style: Disney Princess MatchingVerified Purchase,,129521,,,
Cilji Chacko,/gp/profile/amzn1.account.AGHKWFAN2P5T6Q3ND2W6RLD4DQHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 30, 2016",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39,1.0 out of 5 stars,The cards inside the box were also torn on the backside of the cards so that when my kids play with the cards facing down they can easily identify some of the cards since they are torn on different places on the back of the cards.  The whole purpose of the game is lost once the cards get destroyed which is how I received them.,Waste of Money...,Style: Marvel MatchingVerified Purchase,One person found this helpful,78857003,4,34,Public
Ashley Pointer,/gp/profile/amzn1.account.AHUES3R5CCBX3Y75QWFNISOZMCPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 12, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39,5.0 out of 5 stars,We LOVE it!! My kids love matching games but for it to be marvel is even better !! Great game and gift .,Awesome and fun,Style: Marvel MatchingVerified Purchase,,79024621,,,
S. B.,/gp/profile/amzn1.account.AFAF4KFDUOXV2CUECNJZUPIG5PCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 3, 2015",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39,4.0 out of 5 stars,"The game was cute; however, I was expecting the pieces to be pre-punched and in a plastic sorting tray similar to the ""memory"" games we bought for our own children.  At least these came in a nice box so they can be put away when the child finishes with them.",At least these came in a nice box so they can be put away when the ...,Style: Marvel MatchingVerified Purchase,One person found this helpful,78611541,,,
GARY FRANCIS,/gp/profile/amzn1.account.AHHFGT6JG7VDEZYXMUHXETV5WG7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 7, 2020",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39,5.0 out of 5 stars,Gift,Good,Style: Minnie Mouse MatchingVerified Purchase,,189415,6,20,Public
MBC,/gp/profile/amzn1.account.AFPN3GQF22R2PNWMGCJJESN3VFOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 18, 2019",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39,5.0 out of 5 stars,Recognizable characters,Great,Style: Disney Classic MatchingVerified Purchase,,6887325,,,
Diana Perez,/gp/profile/amzn1.account.AHWBASEXJTVX4DEITAZ2HTEQB2TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 3, 2019",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39,5.0 out of 5 stars,Great game for kids,Marvel memory card game,Style: Marvel MatchingVerified Purchase,,1313848,,,
Amazon Customer,/gp/profile/amzn1.account.AFMRYNXS4KQ6354VBVDU25VPUGBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 10, 2019",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_39?ie=UTF8&pageNumber=39,5.0 out of 5 stars,"Good product, small tiles for small hands",Good matching game,Style: Disney Classic MatchingVerified Purchase,,4464528,,,
Valerie,/gp/profile/amzn1.account.AG2YULHNTFXY72TIXQLISBT45AIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 25, 2019",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40,3.0 out of 5 stars,Cute game but I was sad that the box no longer has the plastic tray. I don’t like that the pieces are just in the box.,Poor packaging,Style: Disney Classic MatchingVerified Purchase,,2510065,3,59,Public
Mary,/gp/profile/amzn1.account.AGZWHHQFFISXWN6V7FUJRGO4TZFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 1, 2019",0,0,https://www.amazon.com/Wonder-Forge-Disney-Frozen-Matching/product-reviews/B088J44FHP/ref=cm_cr_arp_d_paging_btm_40?ie=UTF8&pageNumber=40,5.0 out of 5 stars,"Cute, fun spin on matching game. My kids enjoy finding the matching Disney characters!",Super cute,Style: Disney Classic MatchingVerified Purchase,,78777642,,,
