author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,
Cindy,/gp/profile/amzn1.account.AH6RCKQFXJWX75Q2UOMW2CQXYOTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 8, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,Everyone loved these! The flavor is good and they are the right portion for a quick snack at lunchtime or watching tv at night. Plenty of bags and choices to last for quite some time.,Great value,Flavor Name: Classic MixVerified Purchase,,
Nicole,/gp/profile/amzn1.account.AGXFE5ZPJML2ZARXDKH4B4NBTVPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 7, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,"What can I say? They’re snack whats not to like! I really enjoyed the individual sized packs, I love chips and they are one of my weaknesses and are the reason I can’t diet, so these portion sized bags of various chips is really helping!",Tasty,Flavor Name: Bold MixVerified Purchase,,
Jared McKnight,/gp/profile/amzn1.account.AFWAICSWOHOHB56QGLGNSQEAYRHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 15, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Great variety pack of snacks. I have always loved these and the flavors are great.,Good product,Flavor Name: Classic MixVerified Purchase,One person found this helpful,
Nana Lyn,/gp/profile/amzn1.account.AE5LIZL23J6Y3QQQGWTCNMVRH3WA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 19, 2018",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,1.0 out of 5 stars,"Very disappointed.  Planned to use these single serving bags for trick or treaters this fall, but found the contents to be stale.",Product was stale,Flavor Name: Classic MixVerified Purchase,3 people found this helpful,
Little Bird,/gp/profile/amzn1.account.AGK63SICYUGYAG3IPB4YCDDGYDUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 14, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Excellent selection for a great price! We enjoy having different choices with this product and always fresh. Well packaged and arrived before expected delivery date.,Great Value!,Flavor Name: Classic MixVerified Purchase,One person found this helpful,
Sam,/gp/profile/amzn1.account.AEST2AICI74LG6OMNADZ5KUXX64A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 28, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,2.0 out of 5 stars,Loose in the box. Out of 48 probably 10 were open and ants were all over it. My house was infested with ants after bringing it in the house. Terrible packaging.,Packaging problem,Flavor Name: Classic MixVerified Purchase,,
Bill Monson,/gp/profile/amzn1.account.AHRONEFD5JS25FQ6Y7TVNP23BQFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 17, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,"Packaging is misleading they give you the impression your getting a full package worth of product, when they are only giving you half of it. Highly Recommend for friends & family - Yummy!",To Be or Not To Be - That is the Question,Flavor Name: Classic MixVerified Purchase,,
naa134,/gp/profile/amzn1.account.AHJNX6OQD3YTQKXAZRKM4QMWQO5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 21, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,"These chips are great! Good flavor and freshness, and great price. They expire over 60 days from now, so plenty of time to eat them.",Great chips at good price!,Flavor Name: Classic MixVerified Purchase,One person found this helpful,
Aliyah,/gp/profile/amzn1.account.AE2QCCFHDO6YUODNDKRFWGRVWECA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 14, 2021",1,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,2.0 out of 5 stars,"The chips doesn’t come in a bag or anything like how the mix bags usually are and I didn’t receive 35 bags, there were only 34!! Also, it is Jan 14th and all bags expire February.",Mmm,Flavor Name: Classic MixVerified Purchase,,
William Hollingshed,/gp/profile/amzn1.account.AH42JI5WM7BSXT6MPYKJRSXOUZEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 14, 2018",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,2.0 out of 5 stars,I had some bags left this week but looked at the date and some expired the middle of July. I get a regular shipment every other month. I might need to change if dates are so short. I don't even get a month with these chips.,Not what I expected,Flavor Name: Bold MixVerified Purchase,3 people found this helpful,
eric,/gp/profile/amzn1.account.AHRL24BVLBSJPJHUF4XRJFMR5XDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 30, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,"While shopping for some chips to serve with chopped BBQ Pork Sandwiches, I saw the Lay’s Salt and Vinegar for the first time and thought how they might go well with BBQ pork. It was a perfect blend of flavors ! Nearly all BBQ Sauces contain vinegar but can sometimes be too sweet. These Salt and Vinegar Chips add just enough tangy taste to mellow out sauce that might be too sweet for some tastebuds, and I’ve tried them with a wide variety of sandwich or soup combinations with great results.",This Lays Flavor could rule the Chip World !,Flavor Name: Classic MixVerified Purchase,,
Sunflower,/gp/profile/amzn1.account.AHQ2T7KCSLRM62FLW5RIEPU63BTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 24, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,1.0 out of 5 stars,Do yourself a favor and listen to all of the other reviews. All bags were dated to expire in 3 days. They were stale and gross,Stale!,Flavor Name: Classic MixVerified Purchase,One person found this helpful,
Emily Doehne,/gp/profile/amzn1.account.AHF2SXYA5B66EOIHOSDNEBPMOXBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 19, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,1.0 out of 5 stars,Be careful if you want smashed chips. Also doesn’t taste right! Hard and taste old! I bought these for my kids and I made sure I tasted them first and they are terrible!,Old and smashed chips!,Flavor Name: Classic MixVerified Purchase,,
love my coffee,/gp/profile/amzn1.account.AGQUO67AUD6C4HSSNYTRYZPRBISA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 14, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,1.0 out of 5 stars,Expired!! Don’t buy!!! Very stale and past date ! Very disappointed!!! Never buy from them again! What a waste of money!! Awful 😣,Stale,Flavor Name: Big Bag Flavor MixVerified Purchase,,
Grammy2,/gp/profile/amzn1.account.AEM2AWWITXQFB4HEHFQYWFPK52LQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 27, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,1.0 out of 5 stars,Just received this shipment today. Noticed the popcorn bags are practically empty and the expiration dates are just a few days away on everything. Opened a bag of Cheetos and it was already partially open and the contents were totally stale. I absolutely won’t reorder this product and won’t recommend it!,Stale and not worth the money!,Flavor Name: Classic MixVerified Purchase,,
Jimmy Estrada,/gp/profile/amzn1.account.AFRALFTLLZX4IFPN4TTUKCGDTEZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 6, 2018",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,Wife bought me these for my lunches and man was I excited for them. Reminds me of middle school lunch when your mom packed your lunch and you open your brown paper lunch bag to find a bologna sandwich and a bag of chips. Some expires in 1 month while others expire in 2 months but I'll eat them before then,Wife bought me these for my lunches and man was ...,Flavor Name: Classic MixVerified Purchase,One person found this helpful,
Bema P.,/gp/profile/amzn1.account.AFNBTRCKTIBKLGGSK2UEIOVO6JBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 3, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,2.0 out of 5 stars,Not happy with this product due to the variety. Out of the entire box we received only one harvest cheddar bag. More than half the box was just regular lays chip. Will continue to buy mixed bags from our local grocery store and not purchase these again.,Not an even selection of each chip type.,Flavor Name: Classic MixVerified Purchase,,
MissJene,/gp/profile/amzn1.account.AGIY5XRDTLGD3AOR5FFHDXA2NYCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 28, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,4.0 out of 5 stars,"Always buy these chips. However, they arrived very crumbled due to being pressed tight to fit into shipping carton with other items.",Great when not crumpled,Flavor Name: Big Bag Dipping MixVerified Purchase,,
connie jo longamore,/gp/profile/amzn1.account.AGSJ2VSAXVU4RBOCE3SOFVHPJ6AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 11, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,1.0 out of 5 stars,Your browser does not support HTML5 video.           Was suppose to receive 35 bags.  Only received 31 and no sun chips.,shorted,Flavor Name: Classic MixVerified Purchase,2 people found this helpful,
Gmalisam,/gp/profile/amzn1.account.AE7SZKHPJP2QSPUP2E2QTQQZQTVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 7, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,5 pop corn6 regular lays8 nacho cheese Doritos4 Cool Ranch Doritos8 crunchy Cheetos4 Sun chips cheddarNothing was crushed. All in good condition.Great Product,Fresh product,Flavor Name: Classic MixVerified Purchase,One person found this helpful,
BeeBee🐝 A,/gp/profile/amzn1.account.AFRF3QR32GNSSWX5I57IQT5OU3YA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 29, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,"Love all of these, just wish bags were a little bit larger & the regular lays chips were kettle!  So nice to have a choice when I love them all. …..& who can eat a sandwich without chips!! Not me! All were fresh & tasty & I have to admit occasionally I had more than one bag!!",Love my chips!!!!,Flavor Name: Classic MixVerified Purchase,,
Barbara,/gp/profile/amzn1.account.AF3YCROHIFGNFM23HXZ426DU6TTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 13, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,1.0 out of 5 stars,"Received chips today and are expired. Not happy! I see a lot buyers aren't happy. Maybe if Jeff Bezos, ceo of amazon wasn't pushing amazon employees so hard so he could make another million they could actually put a little time into checking expiration dates!!! Way to go Jeff! I hope one of those hard working employees delivers your karma!",EXPIRED!!!,Flavor Name: Classic MixVerified Purchase,3 people found this helpful,
Gil’s,/gp/profile/amzn1.account.AETLWYZ5VJKQAO3P32EUPA53KICQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 25, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,1.0 out of 5 stars,Every bag was outdated and the shelf life on these items is usually year or more ahead.  I did not notice until I tasted a chip and gagged on the taste.,Outdated food sent,Flavor Name: Classic MixVerified Purchase,,
Matt DeLuca,/gp/profile/amzn1.account.AEHSVY4G5MLL4ENPXOAQRIUYTJHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 4, 2021",1,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,1.0 out of 5 stars,The product arrived as advertised… Except that the expiration date for the chips all was one day away from when I received the package.I asked for a second one to be delivered. This time the expiration date for the chips was three weeks away from when I received the package.I would not recommend buying this product unless you think that you will go through the entire box within a week of receipt.,"Almost expired, twice.",Flavor Name: Classic MixVerified Purchase,,
PJ Franklyn,/gp/profile/amzn1.account.AFXHDZAZVQ27XU76HRA63IGG6NQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 23, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,4.0 out of 5 stars,"Did not receive the product in the picture. The one received consists of hot chips. I couldn'tenjoy them, but my grandkids did.",Grandkids loved Hot chips.,Flavor Name: Classic MixVerified Purchase,,
Jody,/gp/profile/amzn1.account.AG3SNSCE33K2ZCMVB3FMCZAZWNYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 19, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,3.0 out of 5 stars,This is about what you would expect. Unfortunately even though the bags were full most of the snacks inside were broken or crushed.,I thought I was getting a larger portion for the price.,Flavor Name: Big Bag Dipping MixVerified Purchase,,
Lostinbooks,/gp/profile/amzn1.account.AGVRIG3ZQSNL3AHF6QC3ALFINFOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 7, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,1.0 out of 5 stars,Some of the packages were open along the back seam. One had been taped closed. This disgusting and unhygienic.ait appears that the seller is selling defective product.,Some packages were OPEN!,Flavor Name: Classic MixVerified Purchase,,
Ace,/gp/profile/amzn1.account.AGVXGM2PFTX36Y5EY4EQJIQ34UYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 9, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,1.0 out of 5 stars,The dates on the bags are July 14 and July 28th.  They were delivered on July 9th.  That gives me 5 days for some chips and up to 19 days for the others.  Very disappointed.  Amazon needs to prohibit this practice.,5 days - 19 days to expiration,Flavor Name: Classic MixVerified Purchase,,
nanamoore,/gp/profile/amzn1.account.AGMXWJMZQ2F2ZTYW4LUR2YAP2J3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 17, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,1.0 out of 5 stars,Some of the bags of Cheetos were old and not CRUNCHY. I couldn’t even bite them. I haven’t come across any other flavors that were bad yet. Disappointed because Cheetos are my favorite.,Would hate to give to a grandchild,Flavor Name: Classic MixVerified Purchase,,
Reas Khan,/gp/profile/amzn1.account.AEF3HXVUW3T3KRFOI5MXMGQDTTXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 10, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,1.0 out of 5 stars,I don’t know do they ever check the expiration date. I bought two different cartons and both are expiring within this month. So I have to have at least 5 of them each day to finish before they expire.,Please check your Expiration Date!!??,Flavor Name: Classic MixVerified Purchase,,
Christina,/gp/profile/amzn1.account.AHWGH73OAAOSW4YZRZ5K4ITXQ4VA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 15, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&pageNumber=15&reviewerType=all_reviews,4.0 out of 5 stars,"Good enough for the price, but most have a very close expiration date (less than 2 months from receipt) and there were not Sunchips in the box as pictured. This met the goal of being my contribution to the 'snack drawer' at work, but I would not buy this again for home given the short expiration dates",did not include sunchips,Flavor Name: Classic MixVerified Purchase,,
Jackie J,/gp/profile/amzn1.account.AGENRKEFN4FOAGWTXKKHNRP3HAJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,3.0 out of 5 stars,"I think this is the perfect mix. I have the product on subscribe and save, and the last couple of month the ratios of bags have been off (only one bag of smart pop, which is my kiddos favorite) and the expiration date is right upon us!  They have not been the freshest chips.",Could be better!,Flavor Name: Classic MixVerified Purchase,,
Pamela,/gp/profile/amzn1.account.AEQXBRAYBJX4CUJU45BSCCYIDDVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 5, 2020",7,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,2.0 out of 5 stars,I don't like the fact that they are almost expired. I would not recommend anyone purchasing this product from this seller unless you have immediate plans to use or distribute to others within days of their arrival.I liked the fact of the variety that was offered. Something for everyone.,Should have listened to the reviews.,Flavor Name: Classic MixVerified Purchase,,
hi$_paNiC,/gp/profile/amzn1.account.AHUI4WCPAER36TJ6FV26PSNPH27A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 27, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,3.0 out of 5 stars,"Some of the chips were opened inside the closed box lead to ants in my house, otherwise nice purchase.","Opened chips in closed product, strange",Flavor Name: Classic MixVerified Purchase,,
Kirsten,/gp/profile/amzn1.account.AFCHYGXLUDN7COOXYFFHLMRCF3WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 25, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,1.0 out of 5 stars,These expired 10 days after they arrived. They already tasted stale. Very disappointed. Definitely recommend checking the expiration date if you order.,"Expired in 10 days, stale chips",Flavor Name: Classic MixVerified Purchase,,
TAS,/gp/profile/amzn1.account.AFIPFNAWEZEDLDTJA4NY4RB2ZZRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 2, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,1.0 out of 5 stars,Do not buy.  I am done purchasing this item from Amazon.  I am continually sent stale chips.  The chips are either verrryyy close to the expiration date or expired.  Do not buy.,Stale!!,Flavor Name: Classic MixVerified Purchase,,
Bobbie,/gp/profile/amzn1.account.AHEXEINHVAIDRE7EPPC7BOBWRNFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 21, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,"I love the small bags, I eat only one and quit satisfied, good for my diet.  Great taste also",Good value,Flavor Name: Classic MixVerified Purchase,,
kr,/gp/profile/amzn1.account.AFFQBMH44BFUPR2436ZTU4W6XLMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 28, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,3.0 out of 5 stars,Very miniscule portions. The popcorn was 1/2 a handful. If you dumped everything in box out it was equivalent to a standard size family bag with about $5.00,Tiny portions,Flavor Name: Classic MixVerified Purchase,,
Rena,/gp/profile/amzn1.account.AGDWZJG7FWWDBSWGADIQ7LB24DVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 11, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,1.0 out of 5 stars,"Unfortunately, I didn't read the reviews on these chips until after I received the order and noticed that the chips would expire in approximately 3 weeks.  I tried to send them back, but couldn't.  As we began consuming the chips, several of the bags were stale!  I will not order this again!",Don't buy!,Flavor Name: Classic MixVerified Purchase,,
Wyattmom,/gp/profile/amzn1.account.AGV6U5MQHDLRQX55NYLHDVTDLS5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 7, 2021",1,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,1.0 out of 5 stars,I just got this box delivered May 28th and box clearly states use by June 1st 2021. Our family likes chips but less than 3 days to eat the entire box?,Almost expired,Flavor Name: Classic MixVerified Purchase,,
susan clem,/gp/profile/amzn1.account.AGSEJDBCAEOZ77BXWXLU3Y635MIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 3, 2021",1,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&pageNumber=16&reviewerType=all_reviews,5.0 out of 5 stars,Your browser does not support HTML5 video.           Little easier than going to the store and my grandkids are going to love it,They are good on their word about next day delivery,Flavor Name: Big Bag Flavor MixVerified Purchase,One person found this helpful,
Disgusting Consumer,/gp/profile/amzn1.account.AHFHJK6NI3UGD5VT4TGCKVUWNEEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 10, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,3.0 out of 5 stars,"The potions size of the Tostitos Scoops is poor only in that they got a bit crushed in transit. Super salty snacks otherwise, exactly what you expect for flavor. Super fresh.",Tostitos get crushed a bit,Flavor Name: Big Bag Flavor MixVerified Purchase,,
DataComa,/gp/profile/amzn1.account.AHHGMS2RXXDWG3JMSETZ4JJS5LGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2019",2,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,5.0 out of 5 stars,Great value! The items I received actually expired 2 days after receiving them. Amazon was so understanding on the phone they offered a replacement or full refund! I still will order again in the future!,Some items expired in less than 48 hours of delivery!,Flavor Name: Classic MixVerified Purchase,,
Honey,/gp/profile/amzn1.account.AFTVZCHRZOUKX6IIPG52CQKKKBFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 22, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,3.0 out of 5 stars,The Doritos were all stale but the rest of the box was just fine.  Other then that it was a hit with the kids!,Box 9fchips,Flavor Name: Classic MixVerified Purchase,,
Jennifer,/gp/profile/amzn1.account.AGRFEZ7GNEVXYZN245SG3GRDPPTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 28, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&pageNumber=17&reviewerType=all_reviews,1.0 out of 5 stars,Am canceling my subscription because twice I have received open chip bags and crushed chip bags. No a good thing.. It was nice while it lasted but all good things come to an end.,The good the bad and the ugly.,Flavor Name: Classic MixVerified Purchase,,
