author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,,helpful_votes,total_review,visibility_status,ranking
Kayraye,/gp/profile/amzn1.account.AE2DWZ4K7VBY7ZFXVDAMH3FRRAXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 4, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,4.0 out of 5 stars,Great granddaughter love this game.  Pretty  good for a four year old.,Four Stars,Verified Purchase,2 people found this helpful,,,,6,24,Public,30009046
Juliah Thomas,/gp/profile/amzn1.account.AH5AFWTFV6TB23OGBRNIGU2JST3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 10, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,That my 5yr old granddaughter loves this game she even loaded it on her grandpa tablet and taught him how to play it and she is good she will play this game every day if her mom would let her.,love it love it,Verified Purchase,One person found this helpful,,,,6,13,Public,82512723
Nancy Contreras,/gp/profile/amzn1.account.AEBCGUNRIJDYJGLFTV2XC3FUIK5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 2, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"Subway surfer is one of the finest games I've played. It is cool because it switches so many places like New York,Rio and Rome it so cool because you are not in the same place every time like temple you just stay in one place. Also I lobe subway surfer because the characters switch it just an amazing game. :))))",best game ever,Verified Purchase,4 people found this helpful,,,,5,3,Public,21415858
JANETMARTINEZ,/gp/profile/amzn1.account.AGKI2SS7QCSJW3GEJAQA5RHIDGXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 2, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,excellent,Five Stars,Verified Purchase,3 people found this helpful,,,,38,181,Public,5267367
gamergirl,/gp/profile/amzn1.account.AHYU72553Y6KCYHEGWEADFJ3EPSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 13, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,This game is the best thing ever the only thing I say is bad is the ads they put on.,PURE AWESOMENESS,Verified Purchase,2 people found this helpful,,,,167,19,Public,10646754
Dawn,/gp/profile/amzn1.account.AFJS2YKSNQC4RNVDTATCNYL3SHZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 7, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,Awesome,Awesome,Verified Purchase,2 people found this helpful,,,,151,252,Public,2110356
sage maryyanek20,/gp/profile/amzn1.account.AGS6L3S7QWFCFTMUPWYRAQA2YUWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 20, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,this game is awesome. this game is woo fun. I would totally recommend it to anyone:) this game is worth it get this game now. it works perfectly on my kindle fire I love it,),awsome game,Verified Purchase,One person found this helpful,,,172,16,Public,13520200
D. numanga,/gp/profile/amzn1.account.AHR3FXE7PF7RGM4ZMDHYV7EMB6TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 14, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,4.0 out of 5 stars,This game is very fun and very addictive.  It's definitely good to have when you're trying to kill time or just relax.  I like that you don't run out of lives like most games these days.  The only con that I would have would be I wish the city would change more often.,fun and addictive,Verified Purchase,6 people found this helpful,,,,97,50,Public,39409579
Michael,/gp/profile/amzn1.account.AHW26POJZM7445H2V7MAVKEI25LQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 4, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,great item.  exactly as described,Five Stars,Verified Purchase,3 people found this helpful,,,,199,248,Public,6968484
none,/gp/profile/amzn1.account.AEBJAZ326Y6XITHYXIPSIJSAOBZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 19, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,Subway surfers is great! You won't regret getting it!  Just buy the thing! I'm not a little kid btw. You should purchase the game.seriously. stop staring at the screen and click get app. Honestly.I'm not kidding. Do it. NOW. STOP IT. GO NOW. CLICKY CLICKY. COME ON,great game!,Verified Purchase,4 people found this helpful,,,,376,5,Public,1461094
RBurchett,/gp/profile/amzn1.account.AGHOAL6IP5OXEHINWDHIFGIYIRPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 19, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,4.0 out of 5 stars,daughter likes it..,Four Stars,Verified Purchase,2 people found this helpful,,,,30,119,Public,14140764
Fatenia K. Oliver,/gp/profile/amzn1.account.AH7IFESW3HB6R3XHSR6I6MJTKROA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 31, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,I know he loves it because he plays this game quite a bit.  He likes to win the points he gets.,My grandson loves this game.,Verified Purchase,,,,,2,19,Public,61829320
Alexys Curiel,/gp/profile/amzn1.account.AHT6OFERKG72L4QNRXKEZCQ4V7NA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 5, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,I like subway surfer it's a fun game to play when you have nothing to do. The time I usually play it is when I have time when I'm on the bus going to school or play it at school.I rally enjoy playing it I'm addicted to the game I had spring break for a whole week and I played it until I was tired. Play it have fun and really enjoy it,yeah,Verified Purchase,2 people found this helpful,,,,2,2,Public,77919521
Fire Girl,/gp/profile/amzn1.account.AG6AHHGXY66IXE7SSCMXFLUBQ42A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 21, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,Best game ever!! You have to get it! Better than temple run and easier. Great for kids and adults! GET IT!!!!,AWESOME,Verified Purchase,One person found this helpful,,,,14,26,Public,4421221
Carrie,/gp/profile/amzn1.account.AGBYSGEKW6K4UG4KTTK6YT35JBLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 10, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,grandson loves it,Five Stars,Verified Purchase,2 people found this helpful,,,,11,32,Public,20964099
Diana,/gp/profile/amzn1.account.AFUMMA4USPPTEV74JV4WIVQGCGXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 1, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,This game is awesome. This game got me up all day. best game of the YrEntertaining game. Outstanding game I love this game I play all day,awesome,Verified Purchase,,,,,1,22,Public,12250124
NOT very good!!!!!!!,/gp/profile/amzn1.account.AEATSWJCA3OI5X4NRPDT3Q46OETA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 29, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,This game is so awesome it is also addictive. There are different place s you can be in.  Get it its free.!!!!!!!!¡!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! You can earn a lot of free stuff. There isMissions and challenges that you have to complete. It keeps you occupied . Once again get the game!!!!!!,GREAT game!!!!!!!!!!!,Verified Purchase,3 people found this helpful,,,,3,3,Public,69884095
Kindle Customer,/gp/profile/amzn1.account.AH45AAJMP2L2LWJ2LYI4O4QZKYAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 18, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,I love this game so much I just want to die over it. It is so awesome and I love the new thrall and features this game Is.  Assonance so you Guys should haveistmas tm to.,i love it,Verified Purchase,3 people found this helpful,,,,30,12,Public,27726536
purple_n_orange,/gp/profile/amzn1.account.AGC5ZXONNMLMMWFKYK5YIMBB3LXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 20, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,My 4 and 6 year olds love this game. It constantly updates and changed for the holidays (Santa chasing you and snow right now). It's a fun endless runner that the kids will enjoy.,Kids love it and it's well supported.,Verified Purchase,2 people found this helpful,,,,21,9,Public,53029372
Michael Cross,/gp/profile/amzn1.account.AE6BESMLSCYS23MUQKG7JHT6R5FQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 29, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,4.0 out of 5 stars,"It was a very fun game , I really think people will like it and should be willing to only spend there time to download and play this game .",fun,Verified Purchase,,,,,13,20,Public,57398662
lily monica,/gp/profile/amzn1.account.AFV6CAES3DFMXYT7WDFXURW777BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 14, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,3.0 out of 5 stars,hard to play,Three Stars,Verified Purchase,One person found this helpful,,,,170,274,Public,108728
zachary wills,/gp/profile/amzn1.account.AFA57KAHCNUUD5IWACAV55P4YVYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 25, 2018",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,I Love this 🎮,Five Stars,Verified Purchase,,,,,0,1,Public,57916029
Amazon Customer,/gp/profile/amzn1.account.AG5QQUKWX224N5ALQXSXT4C57O2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 20, 2016",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,Subway surfers is fun you run from a guard while dodging obstacles you earn coins and get new people and ride hover boards this game is super fun,Subway surfers is fun you run from a guard while dodging obstacles you ...,Verified Purchase,,,,,0,3,Public,33238635
leiver,/gp/profile/amzn1.account.AET2YG4GNJ2LPLNOWMB6Q6V4Y7WA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 7, 2016",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,3.0 out of 5 stars,I love the game I even beat the whole world's high score,Three Stars,Verified Purchase,One person found this helpful,,,,1,3,Public,61927744
isabella buckwey,/gp/profile/amzn1.account.AFZE5XGVAJBG6MXTKJZOX2SOAWKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 2, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,4.0 out of 5 stars,"This is an awesome game. But it does have some glitches. It goes faster as you go along the game. Assuming that you can do it, or trying to make you loose. But overall a very fun adventure game.",subway surfers,Verified Purchase,,,,,19,9,Public,82520786
Mar,/gp/profile/amzn1.account.AEYHQ2NCB5FCGBASG3VTOZCCRH2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 12, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,This is awesome mostly every body around the world  you can dodge and jump and crash you can even play online with your friends buy new character's new stuff and more so get this game or buy it you really should buy now,this is fun,Verified Purchase,3 people found this helpful,,,,3,3,Public,61650057
dawn jeffery,/gp/profile/amzn1.account.AFFJAPPSYCYM4MBDUAGEY6C2LA5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 7, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,Great game when I start playing can't put it down,Five Stars,Verified Purchase,One person found this helpful,,,,4,31,Public,82622261
red as a Apple,/gp/profile/amzn1.account.AHQBYYDOOAI44CECI3TDIEPSLDMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 4, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,This app is sick it is really good it is just like temple run but only it has its own style you can unlock characters and win prizes and get keys so you can buy new outfits GET THIS APP!!! (Free is awesome),cool  everything is cool,Verified Purchase,2 people found this helpful,,,,79,6,Public,52915324
CoffeeMan,/gp/profile/amzn1.account.AHBJZTQCSD2ESPAMNW72Q4M76W3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 13, 2016",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,This is a fun game,cool,Verified Purchase,One person found this helpful,,,,186,20,Public,82820911
Keith O. Morris,/gp/profile/amzn1.account.AFQSEKKYNT33YWU43GF64G2NQXAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 2, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,Got this for my 6 year old grandson and he loves it.,Five Stars,Verified Purchase,One person found this helpful,,,,52,10,Public,82855911
Angelia Coleman,/gp/profile/amzn1.account.AF62SDD5WHYJ6MJICOWHZBPZCWUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 10, 2017",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,Very good this is like Lays Chips you cannot just put it down.😧,Five Stars,Verified Purchase,One person found this helpful,,,,8,10,Public,9140257
Brenda Bryce,/gp/profile/amzn1.account.AEW7IZQ2KQVDHFXLFQGRSLHIYX4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 15, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,This game is awesome for people who like games that you can play with your friends and unlock thingsI recommend these people get it,Awesome app for kids and adults,Verified Purchase,One person found this helpful,,,,1,2,Public,65282690
Dottie's Mom,/gp/profile/amzn1.account.AHNEQHVV6MOTJE6DLCJHBLHTCZXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 8, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,I play daily. You need to be on wifi to get the daily challenge and prizes. Love how the game updates the locations and for the holidays. You can spend to get coins but you don't have to.  You can earn enough coins for lots of upgrades.,The best game!!!!!,Verified Purchase,18 people found this helpful,,,,96,79,Public,1450284
Amazon Customer,/gp/profile/amzn1.account.AGG54P4JD5W7W2D3ZDAU25DRFBRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 20, 2018",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Very good game.,Five Stars,Verified Purchase,,,,,0,1,Public,57999451
Ganny,/gp/profile/amzn1.account.AHCHYVKAXNIHZ5JA27332AZLN6LQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 19, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,"I love this game, have it on my iPhone. I play it to get stress release. Play at least once a day.",Subway Surfers (Kindle Table Edition),Verified Purchase,One person found this helpful,,,,6,17,Public,51918231
priscilla barcenas,/gp/profile/amzn1.account.AFRSBMLX56WDMF2GQ4TI4GK7GUNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 21, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,I gave this a five star rating because it is a very entertaining game and very addicting to play and fun to earn all these different kinds of missions!!!,one of the best games I've played!!,Verified Purchase,One person found this helpful,,,,9,13,Public,45902895
m card,/gp/profile/amzn1.account.AGKNDKDME7M65ZWFI2X6OYYBRK2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 11, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,4.0 out of 5 stars,It always takes a long time to load and it will just exit out of the game even when you're in the middle of a game.  I like this game because it gives you opportunities to compete against your friends and has different characters to choose from.,could use a little bit of updating,Verified Purchase,2 people found this helpful,,,,2,1,Public,69315421
map,/gp/profile/amzn1.account.AG5LJRSTQSM5DXKCWJWXAVBUGTCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 10, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Great.,Five Stars,Verified Purchase,One person found this helpful,,,,27,112,Public,4114268
TA,/gp/profile/amzn1.account.AGPD6M7MDFEQ6T5Y2DAI6AUXK3OQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,I love Subway Surfers. Every day you can get new words and complete new challenges. The mystery box always has something good in it!From Tim Anderson's grandson,Subway Surfers,Verified Purchase,,,,,25,10,Public,40458436
Carolyn Norris,/gp/profile/amzn1.account.AH66VCWGX6EJ2HVXE2BTZUVUSMYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 1, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,4.0 out of 5 stars,My grandson likes it.,Four Stars,Verified Purchase,2 people found this helpful,,,,13,34,Public,13337259
Michael F. Kobran,/gp/profile/amzn1.account.AFT7BY2UIHGIMY4G5MC3XHF3ZLJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 19, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,4.0 out of 5 stars,My 3-year old grandson loves it and so do I.  Focuses on quick decision-making and looking ahead.  Constant requests to buy keys is a pain.,Good for kids and adults,Verified Purchase,,,,,1,17,Public,20027292
Jessica Wilson,/gp/profile/amzn1.account.AH3IV7M75R2EHKJ2LCCMGMJS6JUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 29, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,It is a very fun and addicting game.,Five Stars,Verified Purchase,One person found this helpful,,,,18,28,Public,20623056
Sabrina Ludwick,/gp/profile/amzn1.account.AHRNBCHZ3ZQNJVMKF43ZQOCLGD6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 4, 2017",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Get this highly recommend,Get this highly recommend,Verified Purchase,,,,,21,3,Public,56912029
Shawntell,/gp/profile/amzn1.account.AGL4NJY33QOA3Z4FS4GUIYILOBRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 3, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,"I got this game a couple of weeks ago and I Love it!!!so far I got jake,the robot toy guy,and two of the girls(i forgot there name).but otherwise if I love this game I'll guarantee you'll like it.",the missions are interesting,Verified Purchase,,,,,0,4,Public,64394309
Debbie & Stan,/gp/profile/amzn1.account.AGELMLQ2SOE42STV7ZVCTMHU4G7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 27, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,"This game is extremely addictive but it is also excellent for hand and eye coordination whether you're a 4 year old like my granddaughter or a senior citizen. It's very challenging, full of color and has surprises all the time. Looking forward to playing it.",Great game for hand & eye coordination,Verified Purchase,8 people found this helpful,,,,41,39,Public,1158035
Barbara Gonzalez,/gp/profile/amzn1.account.AGTUWKE4EGXCUZPGKXJQIV7D2N7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 21, 2015",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,4.0 out of 5 stars,Very entertaining.,Four Stars,Verified Purchase,,,,,61,95,Public,386391
Akeem,/gp/profile/amzn1.account.AH3IQ5D43WMYOB7SUBHZAV6CJGWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 6, 2013",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,This is amazing a perfect way to pass time play with friends and try to beat high scores. The characters are very awesome and unlocking them is a lot of fun.I recommend this to anyone,Kool game,Verified Purchase,One person found this helpful,,,,5,14,Public,12146658
CHERENE BROTHERS,/gp/profile/amzn1.account.AFHM7EMPWJAPIEK7NFQFVYNAEDTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 10, 2014",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,So awesome! I love to bear my friends high scores!,AWESOME!!! :) :) :) :),Verified Purchase,One person found this helpful,,,,4,16,Public,25710048
Brenda Nelson,/gp/profile/amzn1.account.AE4KP4K2WC3E7GNE5D5X7PUKB2ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 13, 2016",0,,https://www.amazon.com/Kiloo-Subway-Surfers/product-reviews/B009UX2YAC/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,This game is really cool,Anonymous,Verified Purchase,One person found this helpful,,,,1,4,Public,31485890
