author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
Vic Simmons,/gp/profile/amzn1.account.AEOSCMSMJLMAEGNDS3FV3EDD6JSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 1, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"This is a great game! As you progress, you can unlock better vehicles, and other locations to try your hand at. The game starts out very easy, and gets progressively harder fast, so its great for those who love a challenge. I especially like driving on the Moon . The lack of gravity really makes it fun.  I am crazy about this game!",addicting and challenging,Verified Purchase,One person found this helpful,,36,17,19479427,Public
garymichaelpotthoff,/gp/profile/amzn1.account.AHPHV352SZKWN4LVGJXRQ3IPBDXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 19, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"This game is great!!! It makes me laugh, Have fun, and get mad at myself for trying to go too fast while I am smiling and laughing !!!! If you like to have fun, then you definitely want this game !!!!!  G.M.P.",lots of fun !!!!!,Verified Purchase,2 people found this helpful,,55,42,16766716,Public
NanainPA,/gp/profile/amzn1.account.AEQCNXNER36224SZHUBCLXA5EA7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 19, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,4.0 out of 5 stars,I got this app for my grandchildren and they like it even though it is a little hard to control at times. Sometimes thecar tips over and they lose control but it isn't so discouraging that they give up quickly. It is a cute game for kids.,cute game,Verified Purchase,One person found this helpful,,312,171,428968,Public
Brandy,/gp/profile/amzn1.account.AHAQ5HX4B5RDNZZXGVHPKHD3FUZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 24, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,Great game! Very addicting from the start. I would give it a ten if I could. Keeps me awake many a night cause I can't put it down!,Awesomely Fun!!!,Verified Purchase,2 people found this helpful,,180,90,2567342,Public
Claudine Bull Bear,/gp/profile/amzn1.account.AECDBHL5ZDQRFRAWBIL4K6JXBI3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,4.0 out of 5 stars,This game is kinda like racing!!It's for everyone who likes racing games .You should try it.  :)Why I rated 4 stars is because you have to pay for some stuff butlike I said it's still pretty cool.,why 4 stars?,Verified Purchase,2 people found this helpful,,71,54,2871584,Public
Lindsey,/gp/profile/amzn1.account.AGWSIN3JN5FC6BD5YCIGWY5W3DLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 25, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"My two year old and my husband love this silly game. It's good for all ages and works smoothly, once you get the hang of the controls.","Fun, even good for toddlers.",Verified Purchase,2 people found this helpful,,164,122,1553597,Public
robroy1990,/gp/profile/amzn1.account.AENFA5B4E6OGPHDSEELWQNWGRXQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 6, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,On the kindle it is a lot harder to see and hold but on the iPhone's and other touch screen phone's  it is easier because the phone is easier to hold and play because it is smaller and the kindle is bigger so it is a little bit harder to play.,it is fun but,Verified Purchase,3 people found this helpful,,23,24,15848915,Public
pener,/gp/profile/amzn1.account.AHRVSIG4XAO6BYHI576LFSP23YJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 31, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,I love this app.One of my faves.If u don't get it then u r missing out on so much.GET IT!!!!!Please get it.One of the best apps out there.Its free and you don't spend a lot of coins for stupid stuff.Involves lot of tricks and awesomeness!!!!Get it:),One Of My Faves,Verified Purchase,One person found this helpful,,203,29,82492806,Public
S. G. Myers,/gp/profile/amzn1.account.AG446IYVRB4ZERKWBH3I5FSYFHHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 7, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,Love,Five Stars,Verified Purchase,7 people found this helpful,,52,98,83181978,Public
Eugene P,/gp/profile/amzn1.account.AFAPS32FKUUXGAETA2SCS6KQBZLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 27, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,Used to play this on my phone.  Now I get to play it on my flat screen!,Five Stars,Verified Purchase,One person found this helpful,,26,100,1293574,Public
Ryan Castles,/gp/profile/amzn1.account.AHENBXYFXM57G2E2ZFEFCIBSAIPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 24, 2019",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"It's a game.... I had it, or have it... IDK.  I played it, it was fun, moved on.",It's a game....,Verified Purchase,4 people found this helpful,,30,62,83096246,Public
Kat Peters,/gp/profile/amzn1.account.AHY65WPGIVSILARVRNYXQNJXBRFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 24, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,2.0 out of 5 stars,I let my 3 year old grandson purchase this game because he loves cars and it looked very cartoonish. When the car tips over the guy breaks his neck and you hear the sounds of bones cracking. He did enjoy the game but his mother and I found it very disturbing.,Not what it seems,Verified Purchase,2 people found this helpful,,18,25,5140187,Public
Shannon Snow,/gp/profile/amzn1.account.AFJXHFK7QCTNCDM45ACDWS3MCBYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 16, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,It would be a charm if I could give it 10 stars because the game is awesome and I think the game makers would  agree with me too!!!!!! =],wish I could give it 10 stars,Verified Purchase,2 people found this helpful,,193,30,20550437,Public
triniemperor,/gp/profile/amzn1.account.AE42Y3XY6NPQ55Q4AEU5EVZP7NYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 8, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"Took me a while to get the hang of the 2 controls (gas and break) but once I did, this easily became my favorite game.  Upgrading your vehicles is the key to passing the levels. This game runs super smooth on the galaxy note 3.",Tons of fun,Verified Purchase,,,34,38,83795316,Public
Amazon Customer,/gp/profile/amzn1.account.AHLEEEH7DLBXSS6XALPTG275ADFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 8, 2017",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,3.0 out of 5 stars,Like,Three Stars,Verified Purchase,2 people found this helpful,,19,6,34566340,Public
Delecia Cann,/gp/profile/amzn1.account.AHBMNFLR2AN6ZYJC5WO7B5YBLSBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 12, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,4.0 out of 5 stars,"I like the game, but wish I did not have to start at the beginning every time.  The game is fun and enough of a challenge to keep you interested.",Great game,Verified Purchase,2 people found this helpful,,5,38,23919931,Public
Darren S.,/gp/profile/amzn1.account.AGKR6UNI6C5636LRRZYACUPNJRNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 11, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,Fun addictive game to waste time with.,Five Stars,Verified Purchase,28 people found this helpful,,33,14,6350066,Public
Doyle Underwood,/gp/profile/amzn1.account.AHUHJSTYFGQ5GOIN6KN6XTRR6BCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 21, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,fun,Five Stars,Verified Purchase,One person found this helpful,,29,75,3862352,Public
Kid at Heart,/gp/profile/amzn1.account.AHT562UZ46A5BSGGRPR3EBCLVXOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 2, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,The entire family loves to play this game from time to time! I think we all picked a different vehicle and worked to see who could upgrade the most the fastest! We love the updates as well.,Great game!,Verified Purchase,,,26,48,13103656,Public
kalyan,/gp/profile/amzn1.account.AFXWTZJRCAMOHN5NH6IUZEVJEQ5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 19, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,loved it so much,Five Stars,Verified Purchase,One person found this helpful,,283,21,83394388,Public
Andrew C.,/gp/profile/amzn1.account.AHNW4HUGVKVQ2VNPTRLY2IN2TTAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 27, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,Free game. Fun to play. Later levels get frustrating in a good way.,"Free game, fun to play.",Verified Purchase,,,126,111,1503989,Public
james shepherd,/gp/profile/amzn1.account.AFPTNRPAYQRMUZHQVSPU4TWMNCLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 4, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,Great game. It's harder than it looks at first.,Great for all ages,Verified Purchase,One person found this helpful,,9,24,4868895,Public
HANSEL TAVERAS,/gp/profile/amzn1.account.AEMXNWYM5EHJHH4SKV7BXQQQFK4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 21, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,4.0 out of 5 stars,"With this game I have fun,  but there is in some point that you will get bored to do the same thing over and over,  but overall is a nice game app",Had fun playing,Verified Purchase,One person found this helpful,,46,89,8692341,Public
Amanda D.,/gp/profile/amzn1.account.AGXMWNZYWFWE4LS4W5X4JIADMIXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 27, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"This game is so fun, my children love it. It is easy to control but some of the levels can be difficult. We all take turns trying to beat each other's score. I think this game is fun for kids of all ages. It isn't violent or bloody. Perfect to keep my 5 year old busy while we are going on road trips. You have to earn points to upgrade your vehicle but that is to be expected. Overall a great FREE game!",super fun,Verified Purchase,3 people found this helpful,,8,7,36813334,Public
Dannecker,/gp/profile/amzn1.account.AGFKAFFOMHPNGMFTSPTLU5WLSSDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 12, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"This game is one of the best games eva!!! The controls are very easy to use. The graphics are great. Its a great game for any age!!!! The only thing that I would change is that u don't have to pick up gas to play. But other that,  this game is great!!!! I would recommend it to everyone!",Luv it!!!!!!!,Verified Purchase,3 people found this helpful,,37,17,27208186,Public
Spear,/gp/profile/amzn1.account.AEQQWEEKSYG5N6JMBJYTGTYRTPLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 2, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,This is one of the best games I have found on here in quite awhile. It also is easy enough to keep my 3 year old entertained. The controls are easy to work and it is great for passing time if you have time to burn.,Kindle Fire HD,Verified Purchase,2 people found this helpful,,70,29,6473220,Public
Just want to Share,/gp/profile/amzn1.account.AH7EJWWISR5T237U2AOQ56PLUXZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 22, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,I haven't gotten very far with the levels but each level has been lots of fun. You don't have to spend any money to get coins to get better vehicles just keep on playing the level and you get coins for your effort. What's so enjoyable is that your driver can get injured and it's not a real person getting hurt. The sound effects of a broken neck are especially neat to hear. I like the fact that the scenery and characters look more like cartoons than real people. G rated level violence :-),really fun app,Verified Purchase,31 people found this helpful,,160,32,1079952,Public
Thomas Ferrol,/gp/profile/amzn1.account.AHCYAAL3IAJ6YNAY2WVRGIS2EWNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 23, 2019",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,Awesome!!!,5 Star Product!!!,Verified Purchase,One person found this helpful,,31,20,22157771,Public
Bek,/gp/profile/amzn1.account.AHZ7MBMU3XNX3WMHCIH6K5EEGMPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 15, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,2.0 out of 5 stars,"It is fun but it is too easy to flip the car and kill the driver (literally looks like his neck snaps!) and anytime you do, you have to start over at the beginning of the course. This game kept crashing and we finally had to remove it.",It is fun but it is too easy to flip the car ...,Verified Purchase,2 people found this helpful,,158,25,10334778,Public
j.r.,/gp/profile/amzn1.account.AHNH5GTLONTM2BQ6X2JFQPRV43PA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 10, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,2.0 out of 5 stars,"this is fun when the game works, have problems when there isn't internet connection. it use to work fine, but doesn't seem to run much anymore and is on the list for delete",wish it,Verified Purchase,2 people found this helpful,,172,222,83847020,Public
"Toddles ""OmniFox"" D.",/gp/profile/amzn1.account.AE6IXVS6TNQG6XRVREVALX2PGE5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 28, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"Surprisingly entertaining for such a simple game. Mediocre graphics, but who cares it's challenging in later rounds and fun to see how the physics differ between worlds, wheels and upgrades. Climb on!",Simple fun!,Verified Purchase,One person found this helpful,,48,46,1049878,Public
TK,/gp/profile/amzn1.account.AHAFT5WKAOYIRUVEDCQMFSA7I7RA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 15, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,4.0 out of 5 stars,Both my 8 year old and 5 year olds like this game. They enjoy making the car flip upside down when it goes over a hill too quickly.,Both my 8 year old and 5 year olds like this game,Verified Purchase,2 people found this helpful,,714,568,36627,Public
katcee,/gp/profile/amzn1.account.AGXBQ4EQMFICJGQMT5ICBTTNLJMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 9, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,i thought this was gonna be a quick delete but i am really enjoying it.  you can buy extras for your car using coins earned.  not your own money like so mamy other apps.  get this and see how far you can get before a crash ...lots of fun!,fun not cheezy,Verified Purchase,One person found this helpful,,97,171,720140,Public
happy emm,/gp/profile/amzn1.account.AFUQGWTTG3Y3IUVO6R3NJABULCGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 6, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"I really enjoy this game.  I find it relaxing.  I like to play it before bedtime, because making the vehicles go up and down over the hills has a sedating effect - like being rocked to sleep on waves.  It is also fun to earn the coins to buy the vehicles and levels.",love this game,Verified Purchase,2 people found this helpful,,9,22,8277976,Public
LegoDad,/gp/profile/amzn1.account.AEGUEW7SQK2NWHA42J3K4RDNM25A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 16, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"I'm not much of a game person on my phone, but there's something about this game that just makes it addictive, and the most played game I have.It's fun to keep trying to beat my previous best with the different vehicles, and it's nice that the developer updates it often with new vehicles or locations.For some mindless addictive fun, this one is a great pick.",Insanely addictive,Verified Purchase,12 people found this helpful,,20597,5711,1659,Public
me,/gp/profile/amzn1.account.AG2HB6Y5F7K53NWHYLXJLNGVLNUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 18, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,I think this is a cool game and I really like it. if you want a challenge you should play this game. it is really fun when I started playing the next thing I knew my dad was playing it and now we both love it. I would very much recommend getting this game.,cool game,Verified Purchase,2 people found this helpful,,412,30,28049101,Public
Cautioncaveman,/gp/profile/amzn1.account.AEV4EKI5K5MWN5DVU6UHJMZ5ZSSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 5, 2019",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,Hill climb,Hill climb,Verified Purchase,One person found this helpful,,4,20,5906452,Public
Ivy N. Thomson,/gp/profile/amzn1.account.AEFAVQM65BEPH56RTP7Q2UXHSSBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 19, 2014",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,3.0 out of 5 stars,"Its boring. Loved the demo, but quite boring. Also hard for my 4 year olds to understand why the car keeps flipping over. They lost interest quickly. Its a cute game and can't beat the price though!",cute but kinda boring.,Verified Purchase,2 people found this helpful,,394,154,209911,Public
MIHOMY,/gp/profile/amzn1.account.AHTDZ7POH2BAO4PIRUAVOXXCSTJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 27, 2016",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,I love that my kids get to earn coins and have to analyze what is best to purchase. The game can be played with the remote control and that is super cool.,Hill Climb Racing,Verified Purchase,3 people found this helpful,,28,15,5459402,Public
James Bradley,/gp/profile/amzn1.account.AGSPSAGLSAPDXHSQJCQU2STZESZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 5, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,4.0 out of 5 stars,When paired with the big screen version this game lacks a little clearer presentation. But the major set back to me is the ads are so huge that I have to navigate stopping them to continue playing :(,i have a fire stick so . . .,Verified Purchase,One person found this helpful,,17,33,23511617,Public
CNGAmazon,/gp/profile/amzn1.account.AGRFOM5NRLYIZVGC2ZSLX3UNGF5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 21, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,I get stuck playing this game for at least a half hour before my wife reminds we to bathe the kids. I download this game over and over jus to play it fromthe start.,Awesomely Addictive,Verified Purchase,One person found this helpful,,61,59,1222849,Public
Mel,/gp/profile/amzn1.account.AFTKMV2D3MYL5ZKX2YPEBJANFUOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 19, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,My children love this game.,Five Stars,Verified Purchase,2 people found this helpful,,32,22,2475806,Public
CWBRI,/gp/profile/amzn1.account.AGCZ5DPTYX3GGJFQI3CNDO6TQC6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 27, 2018",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,My grandson loves this game.,fun game.,Verified Purchase,One person found this helpful,,237,79,356854,Public
Plum0214,/gp/profile/amzn1.account.AGK5T2V7ZRCEO7CSIJ7HAYQZ4A6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 15, 2013",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,This is a very fun game for the whole family. It is easy to learn and play. You gain coins the farther you make in the game then you can unlock additional features like New vehicles and courses.,very fun game,Verified Purchase,3 people found this helpful,,76,93,27680503,Public
Elizabeth J Pierro,/gp/profile/amzn1.account.AEY66EEWVZUOFYFQ4GEY5JDTWB4Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 14, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,"When you just want to goof off, this little guy will give you a bunch of chuckles as you try to get him over the hills snd bumps without tipping him over. Sounds easy, but he has a bad suspension job!!! LOL!",Such a giggle,Verified Purchase,14 people found this helpful,,2191,662,8926,Public
DaLaina Gobeli,/gp/profile/amzn1.account.AH4TA3YIAZQTBE57T2M2PD375V5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 26, 2015",0,,https://www.amazon.com/Fingersoft-Hill-Climb-Racing/product-reviews/B00CSR2J9I/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,"This is a fun and addicting game. It's easy to learn and it's fun from the very beginning. Even if you don't know what your doing. You get the hang of it fairly quickly then ""SNAP"", it's gotcha! Download and enjoy one of the most fun games I have had the privilege to play! Enjoy bumpy time!i",Awesome little guy,Verified Purchase,2 people found this helpful,,35,12,56210553,Public
