author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
Brooke Martin,/gp/profile/amzn1.account.AHFXCG6MR4GC67ASPJQUKDK2LPDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 7, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,This is the best sonic game I have ever played really big fan I have only had it for two days and I'm already addicted definitely Recommend that you play this game,Awesome game,Verified Purchase,4 people found this helpful,,217,132,306323,Public
rebecca beebe,/gp/profile/amzn1.account.AHBY4VXXQYJLHAP3NYX7KZKUI6YQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 12, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,It is like sonic dash just way way better I never want to stop,Amazing game,Verified Purchase,65 people found this helpful,,271,5,6056919,Public
patricia j burow,/gp/profile/amzn1.account.AGK5P4DPNKAGDS5LRHULEVZGQFSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 22, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,4.0 out of 5 stars,This is a good game the only this isn't 5 stars is because it crashes at times,Opinions,Verified Purchase,35 people found this helpful,,48,4,15185191,Public
Jay,/gp/profile/amzn1.account.AGR4RKYLHK7K4TP6DDWWPH55TWUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 6, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,4.0 out of 5 stars,"This is a very balanced well created game.My only and I mean only problem is that it can get very Laggy.No bugs, Glitches, Nice and clean.Very. Very funny especially when a lot of people pick the same character.",The 2nd Best Sonic Mobile game,Verified Purchase,54 people found this helpful,,90,7,11086892,Public
Angela Sawicki,/gp/profile/amzn1.account.AH4B5JHP67JNBJ5CBCQOVK2SBFJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 6, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,Kids love sonic,Kids love sonic,Verified Purchase,One person found this helpful,,977,196,83844372,Public
Bernard,/gp/profile/amzn1.account.AFMS7VE2V6GB4B53X7NPQJYXBMXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 16, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,Fun n creative,Fun,Verified Purchase,5 people found this helpful,,31,66,2406626,Public
Markbowlin,/gp/profile/amzn1.account.AFBYNZUFJWHRZZIVDTL46UEG45RA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 30, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,There's is no update button,Five Stars,Verified Purchase,26 people found this helpful,,62,17,2717301,Public
Bridget Lueken,/gp/profile/amzn1.account.AE64SKTAVNJLLL5RBU2GC3IJAL6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 13, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,4.0 out of 5 stars,"Good game, but where is the OC creator?",Missing a few things,Verified Purchase,8 people found this helpful,,8,1,55631070,Public
Amazon Customer,/gp/profile/amzn1.account.AEFOL5BUCATH2M2UGC4YWCG25BIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 28, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,4.0 out of 5 stars,I think this game is really fun. It's the best in the Sonic Dash series!,Pretty Good Game,Verified Purchase,54 people found this helpful,,54,2,30732622,Public
@k47,/gp/profile/amzn1.account.AGELBBMDDIPNESBPYUCMH5XBPQSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 31, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&pageNumber=25&reviewerType=all_reviews,5.0 out of 5 stars,Love it really intense and fun,Ya boiiii,Verified Purchase,97 people found this helpful,,98,2,17798781,Public
smondal,/gp/profile/amzn1.account.AH3JIAR4YRZXEZJOTZP5UXH5XKGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 18, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,Well the sonic the hedgehog movie got me interested in sonic I yousted to like Haitian sonic fought suggested Haitian sonic won the war so one day I found sonic sources and I liked it so much I loved it to much my name is shreyasm and also if you play roblox friend me my roblox name is tab_gam,Friend me on roblox,Verified Purchase,19 people found this helpful,,19,6,5884882,Public
Justin Woods,/gp/profile/amzn1.account.AG2IZBOXGA5PSLRMRF4XL4SLYMAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 22, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,4.0 out of 5 stars,"It takes a while to load at the beginning, but other than that it's great game. I highly recommend it😁",Good game,Verified Purchase,21 people found this helpful,,262,16,3565808,Public
JulieAnn Jeffords,/gp/profile/amzn1.account.AFKJ4LB6UMXB3DTJRCMIZWDODJJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 19, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,I love sonic forces the appAnd I love sonic.,5,Verified Purchase,44 people found this helpful,,44,1,33967301,Public
Kameron A.,/gp/profile/amzn1.account.AFXALS7NSE2KVRKPMKTIO5EPISYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 30, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,4.0 out of 5 stars,Kids love it,Kids fun,Verified Purchase,5 people found this helpful,,162,154,83805720,Public
D.B.,/gp/profile/amzn1.account.AHN36C4Z73GOMFB7JJUXWPRWVLMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 18, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,"I've spent a good amount of time on this game, and I can't stop playing! I 100% reccomend it.",Love it.,Verified Purchase,29 people found this helpful,,149,20,6650318,Public
EDWARD A MASSEY,/gp/profile/amzn1.account.AHFJK4MO2LXCAGSX4KKBRLMOLA7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 21, 2021",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,3.0 out of 5 stars,Saddle I can't update the game so Sega pleas fix it.,It's an ok game,Verified Purchase,16 people found this helpful,,26,7,6904704,Public
Partyof9,/gp/profile/amzn1.account.AFYZHMZW7Q7J6PZARYSMXJE674WQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 3, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,2.0 out of 5 stars,Okay game,Two Stars,Verified Purchase,5 people found this helpful,,75,51,10499361,Public
Boymom of 2,/gp/profile/amzn1.account.AHII5H7RJXGD2NNQIZZ6E4I3FLBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 20, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,4.0 out of 5 stars,Really should have him,Really fun but should maybe have sonic .exe,Verified Purchase,24 people found this helpful,,93,24,2210351,Public
Anthony Moody,/gp/profile/amzn1.account.AGTLZYBXTSKYCPOEOR5SAWQE3WVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 10, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,5.0 out of 5 stars,My son LOVES this game!!!  Glad he found it for his tablet.  My phone can exhale now.,Glad he found it for his tablet,Verified Purchase,122 people found this helpful,,127,21,2058891,Public
Carlos Ramos,/gp/profile/amzn1.account.AGFTATDKMYE3OOBMPIHKIYP3Y3FQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 15, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&pageNumber=26&reviewerType=all_reviews,4.0 out of 5 stars,Le gusta a mi hijo,Le gusta a mi hijo,Verified Purchase,14 people found this helpful,,167,647,83842007,Public
Kindle Customer,/gp/profile/amzn1.account.AHKU25LUOHUMJSUG7RVZXS4YEEMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 19, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,Fun game, the characters are good,Fun,Verified Purchase,17 people found this helpful,607,514,83820542,Public
alissa,/gp/profile/amzn1.account.AFFCW3NGTNW542R3JTDY2ILI3YIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 10, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,My son loves this game,Fun,Verified Purchase,23 people found this helpful,,89,29,816345,Public
Kev,/gp/profile/amzn1.account.AEHFRPMUVJTJKOMUNGSYNUWXOBBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 23, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,It was a good game I recommend everyone should play this,EPIC GAME!!,Verified Purchase,23 people found this helpful,,32,9,10855115,Public
Kindle Customer,/gp/profile/amzn1.account.AHWIPG5Z6MMENZKCUTBIARU2XSEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 9, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,Good But It Won't Update Please Fix This,Good Game But Has Bugs And Ads,Verified Purchase,18 people found this helpful,,28,7,6053188,Public
brian  hall,/gp/profile/amzn1.account.AHMC42LJ4EYG7G2HHJ25OILIPSCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 27, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,"I love this game but it needs a punch up so please make it so when Sonic,Silver, and Shadow get 100 rings it should make them super.. Please Please Please add it Please.",Please add this,Verified Purchase,5 people found this helpful,,159,9,2812891,Public
preston oneil,/gp/profile/amzn1.account.AGT3WVDNUQLZGNP3MD6NUL3SWVKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 14, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,grandson loved the game,great game,Verified Purchase,10 people found this helpful,,120,32,82553605,Public
Elijah Perry,/gp/profile/amzn1.account.AH3QFLP6WWOZ6EUETSGV3HU2GHFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 11, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,"Fun and addictive running game. If you're a fan of the Sonic franchise, you might enjoy this.",Wonderful game,Verified Purchase,52 people found this helpful,,52,3,16147164,Public
william r mccoury,/gp/profile/amzn1.account.AEIKYLUFNFWWZGEJCWB57G3TRLAQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 24, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,"When I got the game It didn't let me in ples don,t get",BAD 👎!!,Verified Purchase,3 people found this helpful,,94,8,82845008,Public
Krisette,/gp/profile/amzn1.account.AFQI7VBIATAQTERJRBLXMDOHSXDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 13, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,This game is AWSOME you should get this game and I love how you get need to earn your new people!!😎☺,The best sonic game ever!🙌,Verified Purchase,86 people found this helpful,,90,5,14236275,Public
Martha Estevez,/gp/profile/amzn1.account.AHZOJD65KCVSULYGCXYRNHA7XKXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 11, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_27?ie=UTF8&pageNumber=27&reviewerType=all_reviews,5.0 out of 5 stars,Ok for starters U LOVE racing and especially multiplayer versions but please add a simulated mode were you can be your character and not race plzzzzz I'm begging you ok that's all I need to say plz just add a simulated mode plzzzzz,BEST GAME EVER,Verified Purchase,99 people found this helpful,,99,4,9544116,Public
lisa,/gp/profile/amzn1.account.AEZM3ORJAFCBWKKFGFU2KDAMWUSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 25, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,3.0 out of 5 stars,Why do you lose so much trophies,Pls fix the trophy 🏆,Verified Purchase,6 people found this helpful,,142,10,83508490,Public
Mark,/gp/profile/amzn1.account.AGBKHM5AKA6QHMFN2KF76GPVNJLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 27, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,3.0 out of 5 stars,"On the surface, this game is fine. The PvP concept works well enough.However, it loads slowly, lags a lot and only works online. There's no extra modes or anything like that.There's also no ability to pause, and the game itself is very pay to win.Also, I feel like both Sonic Jump and Sonic Dash have gotten sidelined in favor of this game.Especially Dash, which has stopped being supported by Sega and Amazon and isn't available anymore.By itself, this game is all right. But compared to Sonic Dash, it falls pretty flat.",No substitute for Sonic Dash,Verified Purchase,30 people found this helpful,,314,35,83838075,Public
User 123,/gp/profile/amzn1.account.AFN7Q5V4JWHDUJPZWQ2V4VLEIBLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 15, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,Download and play this game. You won't regret it!,Great game!!!,Verified Purchase,19 people found this helpful,,19,1,49787811,Public
Kasie Prather,/gp/profile/amzn1.account.AHOMQ7OCECVQCOACAP4IHW7FY42Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 18, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,1.0 out of 5 stars,Ok,Ok,Verified Purchase,13 people found this helpful,,1090,222,83817903,Public
Kindle Customer,/gp/profile/amzn1.account.AEDAIUXJI3UIYHYWZS7I6GXGVQXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 13, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,Maybe for the next update you can add an infinite boss fight,Great game,Verified Purchase,23 people found this helpful,,93,19,6138121,Public
Katherine A Church,/gp/profile/amzn1.account.AGTPU32X5CD744YIFJXDZ4CWVXFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,"I tried to write a long review but the power went off so it's all gone. I don't want to do that again so I'll just leave it at this, where is infinite!?!!",Sonic dash's worthy successor,Verified Purchase,6 people found this helpful,,30,2,45655006,Public
Sarahm P.,/gp/profile/amzn1.account.AEKOFIFMFJLNNDUGJ4SZZOU7LFNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 30, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,Its great...but. ADD IN INFINITE AND SANIC,Great,Verified Purchase,13 people found this helpful,,14,4,29312835,Public
The main Man,/gp/profile/amzn1.account.AHKDYO3LMD6CZQU4RYBE7C6ROKOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 6, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,This game is so addicting love it!!!also it's a good challenge for your thumbs that's good😊😊!,AMAZING,Verified Purchase,22 people found this helpful,,22,1,42758131,Public
Ashton Cook,/gp/profile/amzn1.account.AFAE2PKXWQQSVAPNLKJKQLJJJJ4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 10, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,4.0 out of 5 stars,Lots of fun. For the most part works well. Only downside is it runs a little slow at times but otherwise great,Great game,Verified Purchase,One person found this helpful,,5,5,38593507,Public
Ashley J. Nye,/gp/profile/amzn1.account.AEHEFHBESULQZ7TLS22J3DTA2TGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 20, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_28?ie=UTF8&pageNumber=28&reviewerType=all_reviews,5.0 out of 5 stars,The game is so much fun,Fun,Verified Purchase,41 people found this helpful,,124,30,3854105,Public
Joel & Diana,/gp/profile/amzn1.account.AFTOL47P4CFSBGU7VCEAFEBN266Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 28, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,4.0 out of 5 stars,I kinda wish there was a story mode thogh,Good,Verified Purchase,5 people found this helpful,,447,22,938007,Public
Kindle Customer,/gp/profile/amzn1.account.AH7OBJA6DUIACTEG4ZUTLJ6DE2MA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 25, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,I luv did gaem it's not only for the RDC it's the best!!!,Sonic is Amazing,Verified Purchase,11 people found this helpful,,16,4,5525774,Public
Ruth Alvarez,/gp/profile/amzn1.account.AGF7IBXPAOSBTQOZGRKGH3LWZ2QA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 8, 2019",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,I liked everyhin about this game. It brought back memories of how much I love Sonic as a kid growing up.,You have to get this game....,Verified Purchase,22 people found this helpful,,480,44,915279,Public
Ariel,/gp/profile/amzn1.account.AHCDAYOOLFR4V66FHQOMFE5DBUPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 7, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,1.0 out of 5 stars,Can't play anymore without the manual update. Fix this please.,Update bugged,Verified Purchase,27 people found this helpful,,27,3,10080096,Public
M. Aslan,/gp/profile/amzn1.account.AHIJ64LY7YKITWNTS2JPCGXRTOSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 10, 2018",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,4.0 out of 5 stars,Fun game,Fun,Verified Purchase,23 people found this helpful,,115,68,601849,Public
Scott Brumfield,/gp/profile/amzn1.account.AHV6NLG3Y4RG4QWTIQFKNHWKESOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 24, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,"I always earn characters when I run, but it takes long to achieve them.",SONIC RULES!!!,Verified Purchase,19 people found this helpful,,469,44,83683265,Public
Cole,/gp/profile/amzn1.account.AG7KSB2I3M2AIEXOGH7PRDARAKSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 27, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,So so so so fun to play,Sonic,Verified Purchase,50 people found this helpful,,57,2,8002052,Public
Christopher P.,/gp/profile/amzn1.account.AG2UOLGO2NC7ML42EMUVZHYMEXLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 10, 2017",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,The controls and the graphics are amazing,Cooleo,Verified Purchase,81 people found this helpful,,85,25,2019326,Public
chocolate,/gp/profile/amzn1.account.AE334Y4XHYG37Y4DBZ3L5MS6IGTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 8, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,4.0 out of 5 stars,"This game is awesome, but there are ads after every race and it crashes a lot. I don't think it is my kindle, because I have played other games that require just as much wifi, and I have never had problems with those before. Sega, you should upgrade your servers so that they work better, because I think that the game has become to popular for you!","Fun game, but it crashes",Verified Purchase,16 people found this helpful,,107,7,3168453,Public
Kimberly H.,/gp/profile/amzn1.account.AFJJBCSA3AK3L3D5VAXIAMFEADKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 4, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_29?ie=UTF8&pageNumber=29&reviewerType=all_reviews,5.0 out of 5 stars,It is amazing!,Haily,Verified Purchase,16 people found this helpful,,16,1,82668805,Public
Cole Mattox,/gp/profile/amzn1.account.AFJ3V2FMELMSHYCWDN6VARCI6QFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 15, 2020",0,,https://www.amazon.com/Sega-of-America-Sonic-Forces/product-reviews/B0778R8ZD4/ref=cm_cr_arp_d_paging_btm_30?ie=UTF8&pageNumber=30&reviewerType=all_reviews,5.0 out of 5 stars,I love this game!,I love it!,Verified Purchase,8 people found this helpful,,8,1,51479926,Public
