author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,helpful_votes,total_review,visibility_status,ranking
h,/gp/profile/amzn1.account.AGJGIRZMNG3A4E4XJWRJOZUCETFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 11, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,add more blocks like limestone and Pps add more than one moving thing like a fan.  sincerely:h:)loooooooooooovvvvvvveeeeee ttttttthhhhhiiiiisssssssssss ggggggggggggggaaaaaaaaaaaammmmeeeeee.,Dear Mojang:,Verified Purchase,2 people found this helpful,,,11,6,Public,59348326
ThyrsoidGuide6,/gp/profile/amzn1.account.AEXMWGKJVGVW6SZAOIVKBAE3TKNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 21, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,Probably one of the best apps for a Kindle Fire. Longtime fans of the game may not be impressed but If you like minecraft for the computer or xbox360 you should definately get this game. 7 bucks is a bit much for a game but this is definetely a miniature world in your pocket. There is survival for the ones who want the real deal and there is creative for the curious minds. Overall a start of a new era for mobile apps and block story should be ashamed.,Good for an app,Verified Purchase,10 people found this helpful,,,11,4,Public,16148302
c hotnich,/gp/profile/amzn1.account.AEYHE4RVLIEL6FFBOUJ374RJLPAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 19, 2012",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,the app is great.  minecraft. is great on kindle fire but better on apple devices.  pocket edition goes from 5.00 to 7.00.  the Pc edition though goes for about 24.99 but its worth it,great,Verified Purchase,2 people found this helpful,,,176,10,Public,61251392
kindlegirl,/gp/profile/amzn1.account.AFOLWQD5KGV5ITWJZFQR2Z4ZVJZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 3, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"Mine craft pocket edition is so good. You can chat with friends, build anything, find gold and diamonds, and do anything you want. This is a good game for long road trips or if your bored. So awesome it can be for like 2 year olds also.",so amazing!,Verified Purchase,3 people found this helpful,,,7,3,Public,62157259
cooper Brooke lister,/gp/profile/amzn1.account.AEYDMI25HCY3ZONNY73FBGTRFGYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 14, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,This is so awesome I built a lovely world the same as stampy but with out Redstone you will love this app if you don't know who stampy is he played this on xbox and xbox 360 with all his friends and I love him and chrisandthemike chrisandthemike is a pc guy and he plays with his friends and family,build like no ones looking,Verified Purchase,2 people found this helpful,,,2,1,Public,73568899
Shannon Geary,/gp/profile/amzn1.account.AFNXPEP4EUSLYW3NYNRIUGLCJAZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 18, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,3.0 out of 5 stars,This game is very fun but I prefer xbox and when I build something worth while it shuts me off and I can't get it back its not kindle because it does it on my sister's kindle also the new update wasn't any good only made my server connections worst please fix this,okay,Verified Purchase,,,,165,2,Public,53261537
Michy Amba,/gp/profile/amzn1.account.AGMKQBKKVLZGKVH3SHHLU4HMOASQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 11, 2017",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,Awesome game but could use improvementBut still no prob😃,Mine craft is sweeet!😁,Verified Purchase,3 people found this helpful,,,3,2,Public,65618473
HAS92,/gp/profile/amzn1.account.AHR4E644CRQJB2ZACYRO7H7S3RTA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 22, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,3.0 out of 5 stars,At first i wanted to give it a 5 but really its a 3. Yes it is really fun. But i think that this needs to have an update already and have more things like maps and etc... STOP WORKING ON REALMS AND FOCUS ON FINISHING UPDATING.,Please update and add more stuff.,Verified Purchase,One person found this helpful,,,13,6,Public,25554660
club,/gp/profile/amzn1.account.AE5N4URXI5QP2ZBIJVM3H3SU2SPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 20, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,I have a kindle fire hd  when I got the game it was cool you can make what ever you want it is really cool if you don't have this game now then you should get it.P.s it is really cool thanks,best game ever coolest thing ever,Verified Purchase,3 people found this helpful,,,28,5,Public,58067825
Almost as good as the real thing,/gp/profile/amzn1.account.AFDFDVKVLRTWY3BK7GG3GF3HUMXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 13, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,It is an awesome app as specially for my kindle fire.  It runs perfectly and its almostas good as the original thing.  It's very fun and good for long trips.  It'sworth more then $7.  You should get it.,Almost as good as the real thing,Verified Purchase,,,,5,4,Public,68027443
Amanda,/gp/profile/amzn1.account.AEHJD56IMKYR6CPRYOFDVPD2PKIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 28, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,This game is awesome do what you want and if you want you can join a friend😎😲,This is AWESOME!!😷😈😯😂😀😊,Verified Purchase,9 people found this helpful,,,237,28,Public,462639
OZbatman,/gp/profile/amzn1.account.AEQBKDKETIJ2PQBT6RKLMKZG4CBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 11, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,This app is the best type of minecraft it isn't caught up with the Pc version yet but it's getting there. It is like a touch screen version of minecraft. I would recommend this app to anyone  who likes minecraft it is amazing. You should get this app!! =) =) =),Amazing,Verified Purchase,2 people found this helpful,,,3,3,Public,75261242
Cool for your own computer and other things to come to the game,/gp/profile/amzn1.account.AFQG46LJHOQME5C5NBQ2VW56HKKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 28, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,4.0 out of 5 stars,"This is a really entertaining game that you can play anywhere I go would say this the greatest app I have on my kindle, and I have ALOT!",One of best games in the app store,Verified Purchase,,,,0,2,Public,67121648
djh,/gp/profile/amzn1.account.AEV5O6LBFETD4XOQ5FAL3FGCI72A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 13, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,It is so good to jest try and survive it is my second favorite game,aswem,Verified Purchase,One person found this helpful,,,8,11,Public,57557394
Devonte Powell,/gp/profile/amzn1.account.AF5OASNB5LKR7PUP73NQ46TBLZGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 26, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,This game is the absolute best can wait for next update,I LOVE YOU MOJANG,Verified Purchase,3 people found this helpful,,,3,3,Public,48675805
Adam,/gp/profile/amzn1.account.AHNLWBMYIOFR2O5D7O4KEHUJXO3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 9, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"I love minecraft but i wish there were mods in pe.still it is awesome,the updates come on an apple device first.ive got a kindle and updates take 4eva.",best app eva,Verified Purchase,One person found this helpful,,,1,1,Public,74433148
JW,/gp/profile/amzn1.account.AGYF2INFUWBJWTUTHJKRHDOD7UVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 24, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,This game is the best game ever. It is awesome.,this is awesome,Verified Purchase,,,,124,15,Public,3859178
Freddy Gonzalez,/gp/profile/amzn1.account.AFAZSRO2B2G3LSHDVGXD25OIKGBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 6, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,4.0 out of 5 stars,"I think this game is very good, but in my opinion i think they need to add more things. I think they should make maps bigger and they should add more gadgets.",Great game but needs more,Verified Purchase,,,,1,5,Public,60236804
Amazon Customer,/gp/profile/amzn1.account.AEAWY3YAIITD32J6PBLHX42YCWSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 1, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,It was Awsome and i loved it. In each update i got it fixed the bugs but when 7.4 come..... it was horable when i tryed to get in a world it would nver load fully and fiany it would go black it crashex my minecraft 2 times. Plz fix this it was the best game intell that bug,AWESOME intill,Verified Purchase,9 people found this helpful,,,121,17,Public,9698028
jodi seager,/gp/profile/amzn1.account.AGGY6ARF6F2NPYOKSIHI2OP46WYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 6, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,4.0 out of 5 stars,Much better than the android version for the phone... there is no neither but still good game. Would choose again mm,steve would be proud of this,Verified Purchase,One person found this helpful,,,10,6,Public,59832704
Dragons Rose,/gp/profile/amzn1.account.AGXJKLC4VLQOEI4NE5FXMTS7PK5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 19, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,4.0 out of 5 stars,Can't figure out survival craft and there are no directions to help you. Other than that it is a good game.,good,Verified Purchase,,,,61,12,Public,62360326
Seriously Disappointed,/gp/profile/amzn1.account.AG4YXWFPJPURC36T7RFNKWOCGZJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 12, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,This game is a blast .You can change the difficulties to easy and when you do there are no monsters and you automatically heal. You get new upgrades all the time . They just added spawning eggs to creative mode and buckets of water and lava. You have so many blocks to choose from to make a house . You now  have armour. And ex. Totally worth spending money on.,cool upgrades,Verified Purchase,10 people found this helpful,,,59,8,Public,13013803
Gary W. Provencher,/gp/profile/amzn1.account.AEAJUVVOLU7HT2M3BSC6FT6KN5BQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 24, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,I love this app! It actually feels like you're on the computor. The only downside is that you cannot change the skin. Other than that it is the BEST APP EVER!!!,SO AWESOME!!!!,Verified Purchase,10 people found this helpful,,,66,41,Public,11665272
Ward Boys,/gp/profile/amzn1.account.AFGPWDBXOVCHVRX4UAVJMR37MEHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 8, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,This game is great but the only problem is it needs to updatePlease update this game and lower the price 7 $ that's outrageous,awsome,Verified Purchase,2 people found this helpful,,,2,2,Public,74502584
mike dunn,/gp/profile/amzn1.account.AELDMOSNJ72IAKHCCOPQEGR3DBJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 11, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,4.0 out of 5 stars,"i love this app, its awesome, but it does need some more updates, i really think it should have flint and steel. but, its still by far the best app ive ever gotten! thank you mojang!!!!!!!",anmazing,Verified Purchase,,,,108,7,Public,47564816
Eddie De La Rosa,/gp/profile/amzn1.account.AHHRABSZJVWUHHZC6L67SNDS2UDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 15, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,4.0 out of 5 stars,Pretty sweet version. Seems to work well on the Kindle Fire HDX. No complaints here. Thought I'd take a break from mining to let you good folks know what I thought about Pocket Edition.,Minecraft!,Verified Purchase,One person found this helpful,,,3,9,Public,23251462
Suzanne K. Frens,/gp/profile/amzn1.account.AGDGCKZCQ2XPCSOSX6JUTJIS2HIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 8, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,I love this game because it easy to get mods and I got a lot of mods I got Minecraft on the kindle,Minecraft Is Awesome!!!!!,Verified Purchase,One person found this helpful,,,1,1,Public,71613935
Marshall S.,/gp/profile/amzn1.account.AE5SGDM6GLFQDVLC7KH4HHRIMZTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 2, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,My kids love this game more than candy and ice cream combined. Two kindles on the same home network can play in the same world with zero set up. It just works. They could sell this for $50 and it would be worth it.,My kids love this game more than candy and ice cream combined,Verified Purchase,4 people found this helpful,,,56,45,Public,5388069
CJ Marabella,/gp/profile/amzn1.account.AG3AASPYUYPFRUMX26ZEI6HL2ZDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 16, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,It has become my favorite game in the world from PE to PC!I 💜 Minecraft,Addicted!,Verified Purchase,,,,8,6,Public,59309633
hi,/gp/profile/amzn1.account.AEIA4EKV62VTI5NQ3BQZAI33EIOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 15, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,I Love the this game. I cant stress enough that it needs caves. I get bored just strip mining. But overall I love this game.,Nice Game But Needs Updates,Verified Purchase,38 people found this helpful,,,80,7,Public,4460937
Adela,/gp/profile/amzn1.account.AESMPNDHJNV4E3FCHKQJETT42CKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 1, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"First of all, the computer version of minecraft is great, and this version is close behind. This version only needs a few more:BlocksMobsServer like multiplayer",worth the seven dollars,Verified Purchase,,,,71,16,Public,2630623
zakeer siraj,/gp/profile/amzn1.account.AFSSHYSV5Q5RZTQ3HMKGNWQC2E3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 18, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,Minecraft is an awesome game to play especially when u play with friends. I love to play minecraft but the only things that should be added are nether portals lava and buckets as well as abandoned mine shafts,perfection at its best,Verified Purchase,2 people found this helpful,,,210,6,Public,61809140
Elizabeth,/gp/profile/amzn1.account.AGUDZAIEXWN3UXKGPVLCOECTJV2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 23, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,It is so fun 😁😁😀😉😻,Best game ever,Verified Purchase,One person found this helpful,,,12,9,Public,42088656
Louise,/gp/profile/amzn1.account.AFW3OQT3QQRM65EQY755VGCA6CLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 4, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,It's so awesome that u will poop your pants! U can craft so many items it's crazy! Me like minecraft! :),:) :) :) :),Verified Purchase,2 people found this helpful,,,141,9,Public,59662293
Carlton S,/gp/profile/amzn1.account.AFTPLMJTTVVV7DOD7XMV4VJ2BDMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 19, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,fun time killer,Five Stars,Verified Purchase,One person found this helpful,,,5,29,Public,43065074
hank01,/gp/profile/amzn1.account.AHXEYL6Q2Z2TAR7KO3AFRB3LQR3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 11, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"Anyone who loves minecraft will love this game! It's Definitely worth the  $6.99 (Because $7.00 is an outrageous amount of money). The only problem is that on my Kindle Fire, 6.1 and 7.1 updates didn't come until like a week after they did on Apple devices. But otherwise, this is a great game!",Amazing,Verified Purchase,9 people found this helpful,,,44,20,Public,10799355
It's good but...,/gp/profile/amzn1.account.AHUGAKEAUQIBSW3DI56UMFMSYLDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 28, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,4.0 out of 5 stars,The game is good I got it on pc when it came out and the price is fair but the game isn't totally traditional with the updates,Good Game,Verified Purchase,One person found this helpful,,,8,5,Public,68198843
colade778,/gp/profile/amzn1.account.AETCDMRO42MYCIOLKHGDO2SUREZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"The app is cool since the updates. I only have a couple complaints... There is no Nether, or The End. I mean, what is mine craft without Enderman, or Ghasts and Magma Cubes or Zombie pigmen and Blazes!!!! And what about slimes!? There is no ENDERDRAGON!!",Ok,Verified Purchase,2 people found this helpful,,,10,4,Public,64936908
P. Cronk,/gp/profile/amzn1.account.AEBXYAVCC5HG6HROCZBVWNZ2VPJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 24, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,This app is AWESOME!,AWESOME,Verified Purchase,,,,11,23,Public,4540940
Kaitlin,/gp/profile/amzn1.account.AETTMTQN6M33IUIRQFVMSF2Z7CIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 25, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,It's the best game you will ever play totally waste your money for thisgame I think it might be the top game on earth notch is awesome,Awesome,Verified Purchase,,,,18,15,Public,11326167
Jayce Haulik,/gp/profile/amzn1.account.AGBQWRWEJS6OD7BBRMM4SD62GHDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 2, 2014",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,"Knowing that spines, villages, endermen, wolves, and silverfish, superflat, and ,infinite worlds are coming in 9.0. I can give it five stars for its nice game play, ease of use, easy customization, and good quality.",Brilliant,Verified Purchase,One person found this helpful,,,35,6,Public,54610387
Noah Bennett,/gp/profile/amzn1.account.AF2PHGGZQPKYTUILSTU6HP3SXV3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 3, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,more Redstone,Redstone,Verified Purchase,One person found this helpful,,,45,10,Public,17230599
Pyro fang,/gp/profile/amzn1.account.AG6C4Y7C2DDLKWEIHHJLPHHZRBUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 9, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,This Game is amazing so much to do than xbox 360Get it so much servers,Minecraft Is AWESOME,Verified Purchase,,,,0,3,Public,63628780
PMinRI,/gp/profile/amzn1.account.AETAXMIRWOGJ6PGNVN6CNXCIOV7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 9, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,You can make Smyth my and get servers you can even make your dream I want the next update to have kitties and everything that is in computer in pet.,THIS GAME IS AWESOME,Verified Purchase,One person found this helpful,,,23,9,Public,14147772
Ladyflower,/gp/profile/amzn1.account.AF3TXF6LX66NNWCU6UQQKAWOBTBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 6, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,I always play it because when I started playing the game I was like mine controlled. I never stopped playing it.,Best game ever,Verified Purchase,10 people found this helpful,,,2244,462,Public,27186
Amazon Customer,/gp/profile/amzn1.account.AHGHEKYFFUNYYGKEVKUZKNVOHV7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 9, 2013",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Needs more mobs and spawners and put hard core in there its funer last a couple servers that reaches across the country or world more people will by it oh yay and some cool mods thank,UPDATES ARE AWESOME THANKS MOJANG!,Verified Purchase,One person found this helpful,,,1,3,Public,65456691
Mustache101,/gp/profile/amzn1.account.AGLVDJWH4PNYR7TMCSSHK4HBMONQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 26, 2015",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,This game is great and is not like survival craft or anything else. Updates are always coming out and they always are great!,Best game ever!!!,Verified Purchase,,,,0,1,Public,69439665
TheOtherChick,/gp/profile/amzn1.account.AF74LWOKC3IEXEQXJ2R4G36CHLYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 28, 2016",0,,https://www.amazon.com/Mojang-Minecraft/product-reviews/B00992CF6W/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,I love mine craft. It needs the horses and stained glass! That would make it 10x better,Great,Verified Purchase,,,,1,2,Public,62063532
