author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,,ranking,helpful_votes,total_review,visibility_status
Laren,/gp/profile/amzn1.account.AGONE6JUSSPRZ6PA2D57KIWUFBCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 24, 2014",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,It is the best thing I have ever played u can earn new animals like a flea a dog and a duck but there's more than what I just named and jump fast  peaceful of w a year cars trains .,awesome,Verified Purchase,One person found this helpful,,,7349000,323,51,Public
Brendalis,/gp/profile/amzn1.account.AF75KMQ3UVAV3VJ5JT3KOHGKJWXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 10, 2019",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,Great game,Great game,Verified Purchase,5 people found this helpful,,,181101,284,39,Public
john murray,/gp/profile/amzn1.account.AHJIZBJQLYGGVJV6M3NWAVCNS26Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 9, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,4.0 out of 5 stars,Fun game.  Quite addicting,Frogger with wings lol,Verified Purchase,2 people found this helpful,,,2648848,28,20,Public
Tonjolique Jackson,/gp/profile/amzn1.account.AHWZ2T6YWC4NVKKTHN3TP5FCUWIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 3, 2018",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,4.0 out of 5 stars,It is weird but cool at the same time,Nice,Verified Purchase,,,,2538378,159,12,Public
Awesome kittens,/gp/profile/amzn1.account.AHKBSM7KNNSYVMLPHLCUWNCXX3IQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 23, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,I've been playing this game alot it was better than I thought it would be. I love the animals!!!!!😀😁😂🐕🐩🐈🐀🐢🐇🐓🐏🐐🐺🐂🐄🐴🐖🐍🐍🐧🐘🐒🐨🐆🐻🐫🐊🐳🐟🐠🐙🐌🐬🐛🐜🐝🐞🐲🐉,Coolest game ever!!!,Verified Purchase,One person found this helpful,,,31697058,34,9,Public
techuser,/gp/profile/amzn1.account.AHNBHL4XVCREAXDU4IGOOHYYWLGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 19, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,3.0 out of 5 stars,ok,Three Stars,Verified Purchase,,,,61523728,7,63,Public
mikethefireman,/gp/profile/amzn1.account.AH2PI37T4FFZII6A3F5NIVEGSC6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 14, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"This game is really fun, it's not got to have wifi, so my kids can play it in the car. It is a fun game for all ages.",I loved this game!,Verified Purchase,One person found this helpful,,,15707651,53,6,Public
DJMaradiaga,/gp/profile/amzn1.account.AFXNJU66YMZ5VHYY4RCY6MXW6TJA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 29, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,3.0 out of 5 stars,"Addicting, fun and secret charaters to keep you playing. The only thing is i dont think you can save your charaters from your wins. Will stay at 3 until confirmed or otherwise",great but ...,Verified Purchase,One person found this helpful,,,21698327,14,49,Public
Kindle Customer,/gp/profile/amzn1.account.AHYE7DVTTMWXFO2TR46PZZ362LWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 15, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,4.0 out of 5 stars,Really fun but kind random it could use more pizaz I mean your just tapping.,tap tap tap,Verified Purchase,,,,5641021,46,62,Public
Super bad,/gp/profile/amzn1.account.AHFHWGX2HQUQOONXH6OR4L7KP6SA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 14, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,It is fun but they should add more characters they should also  add limited time characters. some ideas are lions cheetahs and other African animals. They should add super heroes and supervillillans to the game. They should add video game and t.v characters. They gave me the festive chicken for free. This game is good for long car trips.,fun,Verified Purchase,2 people found this helpful,,,64306112,8,8,Public
Busy grandma,/gp/profile/amzn1.account.AGNL476B2QCHRM3U6EW7IEHVXNIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 29, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,Bought this game for my 80 year old father. It keeps his mind and reflexes going. He always tells me its all in the timing. Its good to hear his occasion's laughter.,Its good to hear his occasion's laughter,Verified Purchase,One person found this helpful,,,43735,466,225,Public
Cathy Shipman,/gp/profile/amzn1.account.AHQJZJRA3VUDTDOJYDT3A64OGCTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 19, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,Great game! My son bought it and loves it! Thank you!,Five Stars,Verified Purchase,,,,13564309,38,88,Public
Egirl,/gp/profile/amzn1.account.AHUFGIQ42536VCWDQAV7ZCMF6A4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 20, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,This game is awesome you can get millions of caricatures and more so don't listen two people who give it less then 5 stars,I love this app,Verified Purchase,One person found this helpful,,,82633002,30,9,Public
Maliyah Dukes,/gp/profile/amzn1.account.AGIWGFVS4MYINWYGK5UZJGRK5SMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 30, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"Crossy road is a great app. The characters in the game are so cute and the sound effects they make are adorable. I also like that they reward you with coins every 5-6 hours. And being able to add new characters to your collection just makes the game all the more fun. And It's is just very addicting. I would definitely recommend this app for children, actually for all ages!",5 star app,Verified Purchase,2 people found this helpful,,,24363164,2,4,Public
Luke & Cassi Hersey,/gp/profile/amzn1.account.AFQFMYA2XQEUFONF3IBTSM2OKFQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 14, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,If your are looking to play a game on your phone for 1 min while you are waiting for something then this is a cute and satisfying option.  My phone is kinda old so it runs on just about anything.,"Fun, Cute and Entertaining",Verified Purchase,,,,3298254,232,78,Public
purple10,/gp/profile/amzn1.account.AHWTZNTU64ELJ5TBNJLUDOGROWMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 1, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,3.0 out of 5 stars,This game is cool but there's something wrong with it. I just don't like it to make you waste your 100 coins by getting the same characters you already have. There.,hmp,Verified Purchase,,,,26635557,95,22,Public
Amanda lamb,/gp/profile/amzn1.account.AE7DBDIX5LUM55YKWK5OS3K4EFIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 6, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,3.0 out of 5 stars,Good,Three Stars,Verified Purchase,,,,4518093,354,223,Public
Person,/gp/profile/amzn1.account.AHXU6X2UGX67SAZDEGOUA47LIP3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 22, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,Lol you can get lots of things and diffrent packs.,Lol,Verified Purchase,One person found this helpful,,,3943450,48,29,Public
bluesundown,/gp/profile/amzn1.account.AE3VMF3AVG4TQVBQAQZ5DBFRFHSQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 28, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,Lots of fun!  Brings me back to the Frogger of years ago. Cute vintage graphics and works very well. Love it!,Vintage fun!,Verified Purchase,2 people found this helpful,,,268547,331,422,Public
Gretchen Miller,/gp/profile/amzn1.account.AFFPGMAAL3YVTF2ETQYWMKUXCKEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 18, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"I first got this game because everybody else at my school said it was pretty fun. I got it to try it out and found out that it was one of the best decisions in my life! You get to pick your own character, but you have to collect the coins during run and the different gifts you get. In my opinion, it takes to long to collect the coins, but it's worth it. The different obstacles are cool, too, for instance, there are trains and different types of cars, and sometimes the occasional cop car. You start off with a chicken because of the one joke, &#34;Why did the chicken cross the road?&#34;, but sooner or later you get different animals, people, and creatures that are just downright fun!","ADDICTING, YET FUN!",Verified Purchase,8 people found this helpful,,,25521468,8,4,Public
Dissatisfied,/gp/profile/amzn1.account.AGU7V7DI5ZCFHHTMXMDZKER6NV5Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 14, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,This game is so fun and addiction too. I would recommend this game and the whole game is very fun. You can win money and new characters too. This game is very cool and I hope that this helped what you were looking for. AMAZING GAME!!!!!,Amazing,Verified Purchase,One person found this helpful,,,52909025,9,8,Public
samarah,/gp/profile/amzn1.account.AGFLNKI5CZZKXHGE3MJYX3H5VLHA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 24, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,4.0 out of 5 stars,I would have given this app 5 stars but this app occasionally closes and it happened for a whole day where I couldn't play on it at all.,great,Verified Purchase,,,,15040998,64,31,Public
Samantha R.,/gp/profile/amzn1.account.AFT22URWKJRIGCMRTS24CQPLUMEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 18, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,4.0 out of 5 stars,"Beautiful graphics. Fluid gameplay. Nicely executed. Bought it because my first grade kid asked for it. Glad I took a look before I let her play by herself. The app bombards you with options to buy additional content and if you don't watch out you might be suckered into doing so even as an adult. Addictive, but frustrating as well (I don't think you can ever complete a level, it's randomly generated). Incorporates loads of little trick to keep you playing so I've put the kid on a gaming curfew. I dislike most of these types of games, but in its genre (ie skill/strategy, simple, up-sell heavy) it's a good one. Avoid however if you are prone to game-addiction.","Frogger-rip-off. Fun, but disable in-app purchases before you let your kid play this title!",Verified Purchase,One person found this helpful,,,231547,852,157,Public
Tim Gilchrist,/gp/profile/amzn1.account.AE7RGHTD6QSOZVMAUTTXORFBKQIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 7, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"This game isn't that bad, however... it can get a little annoying sometimes. But stillllllll... it's one of my favorite games.",U R MISSING OUT ON THE BEST GAME EVER!!!,Verified Purchase,One person found this helpful,,,21537214,17,8,Public
Eldon Callender Jr.,/gp/profile/amzn1.account.AEGC4UXUC6Z36QMT5MITIJLS3RWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 14, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,It is a very addictive game its fun and you don't have yo spend any money if you don't want to 💐💐😉😊💐💐 ☕ Cheer Up  🍵🍂 ✨ )) ✨  🍂🍂┃  (( * ┣┓ 🍂🍂┃*💗 ┣┛ 🍂🍂┗━━┛  🍂 🎂  For YOU  🍰💐💐😌😚💐💐,Great Game,Verified Purchase,,,,7708674,16,15,Public
yuckypants,/gp/profile/amzn1.account.AHYEDK3YUJ272WRGEYYPKMJYYGBQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 7, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,So stupidly addicting. Can't decide if I like Flat Eric or Daddy more.,Can't decide if I like Flat Eric or Daddy more,Verified Purchase,,,,54789,203,304,Public
KCcoolMC,/gp/profile/amzn1.account.AFNEMPCMKJNHZXRY6RQJ5CGPKK2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 4, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"This game has very nice graphics and I like the use of the different characters of the game. And since he is my favorite youtuber thank for including the ""Pew Die Pug"". I would deffingatly recommend this game it is also kind of a sequel to this game I played called "" Frogger"" very fun.  FIVE STARS",I LOVE THIS APP,Verified Purchase,One person found this helpful,,,44763158,1,2,Public
B.kernag,/gp/profile/amzn1.account.AHLP5HREUFUSJADCRHH7A5LMP4KA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 11, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,4.0 out of 5 stars,This game is amazing but I do not like it when you can not get that many C coins and they do not have characters and speacial events for every holiday.,Awesome game,Verified Purchase,One person found this helpful,,,57753506,5,2,Public
Evan,/gp/profile/amzn1.account.AGXXCE5BAVTGU6HE4B5SO3DKRHXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 3, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,4.0 out of 5 stars,"It is a great game that uses skill and technique. It isn't a very hard game. The stupid thing is if u wait to long a bird swoops in and that run is over. Kind of stupid considering if drop something and go to pick it up but by the time you pick it up and play, you have to restart. Overall it is a great game.",Great,Verified Purchase,,,,42539119,39,7,Public
justmuse,/gp/profile/amzn1.account.AHDR3LEX6SEAML3Q4KFOR43WRWNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 14, 2018",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,Great tap tap game.  I gathered MANY characters ...,Crossy Roads,Verified Purchase,5 people found this helpful,,,7146,611,795,Public
I Shop Too Much,/gp/profile/amzn1.account.AGAYNKYXAY6JU7QYCEAHCGSCY2YA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 27, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,My nephews love this game.  LOL and I'm a little addicted too.,Works great on my Fire TV,Verified Purchase,,,,7567083,62,104,Public
Davida Kilgore,/gp/profile/amzn1.account.AH4MC2VRUEUE2G4H3IO2V3AEYPCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 5, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"Looks like a blocky frogger game.  Has lots of character unlocks, levels and perks.  Doesn't hassle you for cash.  Kids love it.  Fun app!",Fun app  No hassles,Verified Purchase,2 people found this helpful,,,874226,305,138,Public
John A father of 2,/gp/profile/amzn1.account.AHLTOLU2KY2LI6DYPISHL5A3N5VA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 22, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,My favorite character is Disco Zoo .  🙌!!! I 💜 this app!,I like this app,Verified Purchase,One person found this helpful,,,1068952,201,51,Public
Taylor Ross,/gp/profile/amzn1.account.AEGVTWTQZK66YUXJ2FJ6RW234QKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 17, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,This is a great app to pass time and great for playing when your board.In my opinion the only problem I have with this app is its a very sensitive game so if you tap it slightly on accident it will move.But overall this app is amazing and I would definitely recommend it to everyone!,5 star's,Verified Purchase,,,,42188526,71,9,Public
Samantha Teter,/gp/profile/amzn1.account.AFRMJDJZGQFCZYBBMLFPRAJ3OCRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 6, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,"THIS IS A MUST GET APP!! For the kindle fire it takes a little longer to load BUT that shouldn't stop from getting this quick, fun, think fast app!! I enjoy this game so much plz get it an  if u do I hope you will enjoy this game as much as I do!! :D",SO FUN!!!!,Verified Purchase,2 people found this helpful,,,13566530,16,14,Public
MD Jenkins,/gp/profile/amzn1.account.AHJHGN27TKQ2LH46LW4OL23FI6GA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 28, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,good,Five Stars,Verified Purchase,,,,83425791,125,198,Public
Gregory L Mitchell,/gp/profile/amzn1.account.AHKP5NXEEKTGDFU4XHE63IPEBZOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 22, 2018",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,Funny even for an old man like myself,Five Stars,Verified Purchase,17 people found this helpful,,,1287739,42,57,Public
Phil Burns,/gp/profile/amzn1.account.AFZPUJOM2KHDJNJ3G6POWH5MRUZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 23, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,"AMAZING! I especially love how they incorporate the cuboid figures into the game without making it look funky or weird. They keep the graphics simple but lovable. I love the constant moving along, the animations and the graphics are just amazing. All good things I have to say about this app. It does next t take up much storage space at all and keeps your device regularly going and does not add any bugs and the games has no lag whatsoever. Keep it up, Hipster Whale Studios!",Amazongginaain,Verified Purchase,6 people found this helpful,,,18932924,75,14,Public
Pedro Almazan,/gp/profile/amzn1.account.AEG4MHPEDOT5QSVXQJ4HD3V73L7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 20, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,This game is so fun and addicting. I play all the time!,Get this game it's great!,Verified Purchase,,,,1829869,13,37,Public
lizzet,/gp/profile/amzn1.account.AE7DWT3S5LFXA5CFWCRDGTCTDNZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 5, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,This game is so fun I mean how will not want to get this game this game is fun you guys should get it I was playing like for ever I am telling you guy get this game. So if I were I Wil get this game. 😁😁😁💖💖💖😊😊😀😀😎😎😘🙌🙋🙌🙋🙊🙉🙈,fun game,Verified Purchase,,,,61474585,55,10,Public
Lisa Duffy,/gp/profile/amzn1.account.AHIAMJJMETVDJF4HKQQADFJNYU7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 31, 2018",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,3.0 out of 5 stars,It's not bad but they should stop charging so many characters..,It is a good game,Verified Purchase,,,,13255175,4,8,Public
peppery,/gp/profile/amzn1.account.AHFIDFNHQD7YBHUQ6RRBAATAAEYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 11, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews,5.0 out of 5 stars,I love crossy rode because my sister and brother were like do you have this do you have that an  I tried it out and I loved  it we all do a little constitutions to see you got the farthest an  I think that kids will love the game and I hope that they pass it on to others like my sister and brother did to me,awesome,Verified Purchase,One person found this helpful,,,70578013,1,1,Public
Jodi Cochran,/gp/profile/amzn1.account.AHCMQOHUSVUB34W2VQFN3F7NR4GA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 13, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,"You don't get more classic than Frogger, but this game takes every good feature from said classic, and improves it.  I love that I can chose from dozens of characters, and how they use said characters to create a funny-yet-entertaining charm.  8/10.",Frogger done right,Verified Purchase,One person found this helpful,,,55959418,4,7,Public
Elf,/gp/profile/amzn1.account.AEUPO4OGCTT5ACLIWMKCF22V5EFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 26, 2015",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,4.0 out of 5 stars,"Let's face it...the graphics are retro-1983.  But the game itself, while a Frogger rip-off, is quite fun.",okay,Verified Purchase,,,,4007692,91,52,Public
Kindle Customer,/gp/profile/amzn1.account.AH7GUO5CEKVGLALZG7FWDTUS3C4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 9, 2017",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,Update too is awesome,This game is awesome!!,Verified Purchase,One person found this helpful,,,11390257,37,29,Public
Abhi B,/gp/profile/amzn1.account.AHILSMZH5LZHYQ3KRBZLQ6YSIIAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 12, 2016",0,,https://www.amazon.com/Hipster-Whale-Crossy-Road/product-reviews/B00QW8TYWO/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&pageNumber=14&reviewerType=all_reviews,5.0 out of 5 stars,What an addicting masterpiece!!!  Takes elements from frogger and revitalizes it.  A truly modern masterpiece in gaming,An instant classic,Verified Purchase,One person found this helpful,,,6341335,23,35,Public
