author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,ranking,helpful_votes,total_review,visibility_status
MooseinaCanoe,/gp/profile/amzn1.account.AE6QS3J4BN3DQHRBO5H4K7IFM3ZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 28, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,4.0 out of 5 stars,I particularly like the Popcorn and Sunchips I do like doritos but there were a few too many bags in this bundle but it still was not bad. They were all fresh and they are good portions. it is really good for taking along for lunches so it was not a bad deal at all.,Good variety just too many Doritos,Flavor Name: Classic MixVerified Purchase,,,71217,66,194,Public
Gail J.,/gp/profile/amzn1.account.AEO7N522Y3RDY6KYI7GNXZCF3V2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 30, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&pageNumber=6&reviewerType=all_reviews,3.0 out of 5 stars,"Date for freshness on the bags were four weeks  past due. Technically, they are best by dates, so they were not “expired,” but I did not think we would get chips beyond a best by date.We actually ordered a second box before we noticed the dates. That second box was about three weeks before the best by date. Ugh.",Best by dates an issue,Flavor Name: Classic MixVerified Purchase,,,1145363,13,40,Public
Erika Unger,/gp/profile/amzn1.account.AEMNW6475KNTTTWNWB6LIMHMOKKA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,2.0 out of 5 stars,When I got these the expiration date was just a couple months away and you could definitely tell that they would soon be expired and stale. I was hoping that the quality was going to be ok but unfortunately all the other negative reviews are true.,Close to expiration date,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,5812321,10,34,Public
Amy Kelly,/gp/profile/amzn1.account.AHZS4LMF5GAUBJ726D6W43M4YXLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 5, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"When I opened it I was like, these bags are kinda small, but when you open them it's all chip with just a little air. So perfectly happy.",Good,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,1680090,6,39,Public
Rafael Fernandez,/gp/profile/amzn1.account.AEADUKXB3V4DNLMTKYLRVCAHWXRQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 4, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,Perfect for the party person or for a trip with the kids so they can keep you going amd you won’t have to make a food stop on the road.,Best snack box for kids on the go.,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,1600482,10,39,Public
Christy,/gp/profile/amzn1.account.AGYJGAIETQB6GHOJ2D5GCTQAESMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 15, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,"Bought a bunch of snacks I couldn’t find in local stores right now for my hubby to take to work (essential worker, working long hour), daughter (medical field pulling double shifts) and my teenage boy. They are happy, so I’m happy! Nothing to complain about. Will buy again.",Great buy!,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,83805371,48,25,Public
GGRAM47,/gp/profile/amzn1.account.AGZLEKART5TAP5Q72T3Q2AFQ66MQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 28, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,Each with original taste.Yum!! Have good experation date. Perfect as a side w/ sandwich or a quick snack..Every bag is TASTYsandtransactuib5g,Great Snack Size!!!!!& Fresh !!,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,611285,22,52,Public
Shan,/gp/profile/amzn1.account.AFKZNIDKOUCAW66DAR5GEHBCAOMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 22, 2018",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,I've ordered this twice this year and it always comes nicely packaged and fresh tasting.  It come  straight from the factory in a box so how could it not. Will order again so good,Tastes  Good Like Always,Flavor Name: Bold MixVerified Purchase,4 people found this helpful,,708832,111,209,Public
Amazon Customer,/gp/profile/amzn1.account.AFR3FXEBPE44UTQZMGOH5DSBX7LA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 2, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,3.0 out of 5 stars,Didn't get alot of the cool ranch Doritos I just got these today mostly got regular Doritos which I like too but it's supposed to come with a certain amount of all the chips They expire in June the Doritos tasted old but it's fine can't get refunded on a gift card,They just throw chips in don't count bags or flavors,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,5092244,8,30,Public
Ja'Nel,/gp/profile/amzn1.account.AGAVGQJCPU4XXSBVREQH4JUTFYOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 17, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,2.0 out of 5 stars,So they really took a box and put 35 different flat chips a box and sold them for $14.00...and BJs have 50 chips for $15 in order and not flat....won't buy again...🤬😡Presentation is Everything and the way and quality of this is a waste of money...Wish I could return,All Flat bags of Chips .Presentation is Everything,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,3119478,5,29,Public
Kraft Lady,/gp/profile/amzn1.account.AG25K3LOMXEE2WOS4TLKM6OCYBCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 4, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,5.0 out of 5 stars,These snacks are a perfect size for a snack. They are very fresh and well priced compared to local store prices.,Great price for a perfect snack,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,243918,64,170,Public
Connie Martelle,/gp/profile/amzn1.account.AFJXO5L4XDYRS7B3N4KPLL7LLP7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 13, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,4.0 out of 5 stars,"Good price. Packaging size great for lunches and on the go, but issues in the sealing of the pouches where many pouches had small opening causing product to be stale. This wasn't discovered until weeks after purchasing at time of use.  Manufacturing issue, not reseller issue. First time I came across that issue. Reached out to Amazon who promptly issued refund and assured me they would work with the manufacturer to assure the packaging issue would be corrected in future.",Sealing issue - great cust svc,Flavor Name: Classic MixVerified Purchase,,,83619114,39,73,Public
Fire and Ice,/gp/profile/amzn1.account.AHCO7EQ57QYX3ZZZ6XXKLBGW3IVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 4, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"This box has the best chips for me. I didn't eat the popcorn, not much of a popcorn or cheetos fan, gave to my son and his family, but the rest was tasty, fresh and crispy. Gone, will have to order more later.","Nice variety, fresh and gone!",Flavor Name: Classic MixVerified Purchase,One person found this helpful,,15685,450,149,Public
Frances Hampton,/gp/profile/amzn1.account.AHIDV7NGPGY75GCL2XRQW4LTRVOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 30, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,I have gotten this variety pack several times. It is a good selection of Frito-Lay chips. Every time I have ordered the chips arrived in good condition and were fresh tasting. The bags are a perfect size for snacking or adding to a fun lunch. I’m happy with them!,Tasty Treats,Flavor Name: Classic MixVerified Purchase,2 people found this helpful,,3386,2461,823,Public
lml,/gp/profile/amzn1.account.AFMXYXXCQMTKNOZAXU6WTBKDWG7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 18, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,This was a great buy but be warned they have a close expiration date. Delivered in June- expire in July.,Good variety,Flavor Name: Classic MixVerified Purchase,3 people found this helpful,,1407127,18,92,Public
Stephen J,/gp/profile/amzn1.account.AHM6XWPURUMNKOGMMVGNJGSJGCFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 29, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,1.0 out of 5 stars,"While the listing now has a warning about 60-90 days, I got products that mostly expired on 19 May when I placed the order on 3 May, AKA fresh for two weeks after arrival. For 35 bags, which some people might expect to pack in a lunch over 35 workdays, AKA seven weeks.  Unacceptably old/perishable.",eat immediately or discard mostly,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,1463307,64,56,Public
Brian,/gp/profile/amzn1.account.AGKH4FFKDBI7E7LU3RYXC573FHSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 3, 2020",1,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,1.0 out of 5 stars,I should have read the reviews. Expiration date is in a couple weeks. The bags were torn up and most of them without air. I just had a bag and it was really stale. Very disappointing.,Very bad inventory!!!,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,84342335,124,42,Public
chelsea2012,/gp/profile/amzn1.account.AGWYRL2LG4FC4CPU5M57J2ENOT6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 16, 2021",1,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,Cheaper than getting from the store and you get alot more. Came just a few days after ordering them.,Great price,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,877919,13,59,Public
Amanda Rodriguez,/gp/profile/amzn1.account.AGV6GOY4UBVIXKYJTLTXLDOG676A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 3, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"Not bad for the price. Shipping was perfect so they didnt crush the chips! Good flavor and variety for the price. They are the smaller size, but that's fine! The bigger bags are mainly air anyway! This is 80% chips! All-around good buy.","Great snack quantity for price, good quarantine quick fix snack!",Flavor Name: Bold MixVerified Purchase,One person found this helpful,,2256046,11,31,Public
TriplePurple,/gp/profile/amzn1.account.AHXFBSJMN6O3OAVJDHIRRIX4SMBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 21, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"I love that I get all my favorite snacks where I can have a variety of choices without having to eat a whole bag of something before I can have a different one.  Handy for portion control and on-the-go.  Plenty of them in the order.  The only thing I don't like is that the Sun Chips are a little bit too sweet for me, but they're not bad.  These are well-packed so that the chips are all in tact too!",All my favorites!  Very fresh.  Perfect variety of your favorites.,Flavor Name: Classic MixVerified Purchase,,,28034,611,495,Public
Jessica B.,/gp/profile/amzn1.account.AGR2FO3XM2HNITXRCYCLBN4DSHAA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 9, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,1.0 out of 5 stars,I got an entire box of Fritos. There was no variety in my box. Just tons of Fritos. Unfortunately I just now got to this box and the return window closed a few days ago. Any Fritos recipes?,No variety,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,2766252,14,16,Public
Nikki S.,/gp/profile/amzn1.account.AETLSI2JRTJKMYUAARGFMULE4F4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 8, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"First of all, with kids, snacks are highly essential.And, you don't want to waste food.These darling snack packs are the PERFECT way to go.They last, there is a great selection and you can't beat the price.Totaly Winner!",Quintessential Snack Pack!,Flavor Name: Classic MixVerified Purchase,,,5055108,20,32,Public
Ocean :)  ,/gp/profile/amzn1.account.AGCNVGKR4GT374U6JRJXZHHL4FUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 25, 2021",0,0,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,,5.0 out of 5 stars,"This is Happiness in a box. :)  :)  I have just sent this to my brother's family, since I loved it so much. :)  :)",Happiness. :)  :),Flavor Name: Classic MixVerified Purchase,One person found this helpful,3374859,5,31,Public
k whipple,/gp/profile/amzn1.account.AEAVKUQKJJJELB2O2N4XRKWNY4CA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 22, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,Got this just before the giant snow and ice storm shut down Texas so I had at least this to eat,Big box o chips,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,120879,126,66,Public
Nana11858,/gp/profile/amzn1.account.AHNQWDY4GDPVJLZDYO5RCY76UA3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 25, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,I got these for part of a high school grad’s gift. The box is FULL of all kinds of goodies. I ended up just putting 1/2 of them in her package and save the rest for my grandsons! Lol,Good deal,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,983443,27,66,Public
Jesse E.,/gp/profile/amzn1.account.AF4COTOKWLFWS2NBQAPXZKWWVAUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 17, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"We pack the kids' lunches every morning and they pick their favorites.  This is one of three assortments we have on subscribe and save every month.  Extras get donated to our youngest's classroom snack box.  Top quality snacks, a perfect sized portion, and always fresh!",Great school lunch items!,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,852527,136,76,Public
Kimberley,/gp/profile/amzn1.account.AFFKF7GVKAG3KRXABDTLHKXHD7LA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 13, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"Delivered with product intact, not crushed.Fresh and delivered on time.",Great buy,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,83749278,5,65,Public
Cris,/gp/profile/amzn1.account.AGXVB6HHTHRS4GSHJNGKXZHKVHPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 5, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,1.0 out of 5 stars,I bought a few different chips from a few sellers. At least the ones from UTZ gave me a week before they expired. These were expired before they even showed up at my door. Disappointed,WOW! SOLD EXPIRED CHIPS!,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,1485035,159,142,Public
Jocie,/gp/profile/amzn1.account.AFFXJH3P2RLQE7XUUJWPNQADFVDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 24, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,Its hard to pick a chips combination bag since there could be some flavors that my kids won't eat. Finally I found one that my kids enjoy ALL of the chips. Very inexpensive. Great buy that I just had to subscribe!!,Such a great purchase!!!!!!!,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,186488,134,94,Public
Florida Guy,/gp/profile/amzn1.account.AG2Y4NVHZWT3GTTAGLXBFX4QF36Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 23, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,They were fresh and crisp. I don't know what else to say. This was more expensive on here than just going to the store by a lot however.,They're fresh and yummy,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,3907,570,340,Public
curt,/gp/profile/amzn1.account.AEFU7E3GFWIAU5WPLM2M7OAI5QQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 10, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,1.0 out of 5 stars,"Nice deal with 4 bags of dipping snacks. Doritos bag was mostly pieces and only had 6 unbroken Doritos. Everything tasted fine but Doritos looked liked a 'seconds' bag of broken and deformed Doritos. FYI, Box wasn't damaged.",Crushed Doritos,Flavor Name: Big Bag Flavor MixVerified Purchase,,,913071,57,165,Public
Medhu,/gp/profile/amzn1.account.AEX4NCWG7CKREHRX4MKYBECCOZFQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 22, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,1.0 out of 5 stars,"I think they get all the worst and unsold Lays chips and sell as this variety mix. I never heard of Lays chips with vinegar and salt flavor ,one of the worst flavor and Doritos Spicy Sweet chili which is an ok flavor,  50% of the mix has these flavors. Only 2 packs of Cheetos with cheddar cheese flavor. Will never order this again.",Collection of worst chip packs,Flavor Name: Bold MixVerified Purchase,2 people found this helpful,,4543884,10,37,Public
Anna,/gp/profile/amzn1.account.AEWJNCVJFAAUTAQD3K6CJTHQLG3A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 23, 2019",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,2.0 out of 5 stars,Was thinking they would come a little more organized not a big deal. What was a big deal to me was the fact over half the bags are expiring a week after I received them. Can’t really complain as I got a really good deal on them but just was disappointed more than anything. Looked like all the returns they get they box up and resale as this!,"About to expire, resale of returned items",Flavor Name: Classic MixVerified Purchase,,,505827,34,53,Public
Brittanie,/gp/profile/amzn1.account.AHTJDQDOC6H24FD4UWWXCKJVJ6EA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 2, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,This is perfect for my friends who's father is disabled and eats these with his lunch. Perfect portion size and very convenient,awesome,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,111570,89,87,Public
Kenneth Spurgeon,/gp/profile/amzn1.account.AG7ZKDXSGWZULDIGJ67AIY66SONA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 4, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,These are great for school lunches Or for quick snacks around the house.,Variety is a definite plus.,Flavor Name: Big Bag Flavor MixVerified Purchase,One person found this helpful,,2476230,2,88,Public
Bridgette45,/gp/profile/amzn1.account.AGMBOHEVJYDYS5KUJE2EREJZ5XTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 14, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"These chips arrived faster than I expected and they were very fresh and had a lot to choose from, we really enjoyed these and I will definitely be buying more!!",Great Snacks!!,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,490997,124,106,Public
Mallory Johnston,/gp/profile/amzn1.account.AEUPT2TEIYVVCTSGQT5EENKVHZDQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 16, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,4.0 out of 5 stars,"I love this classic mix and I love chips. The chips usually arrive with only a month or so left before the expiration date, so keep that in mind if wanting to store them.  Some of the Doritos have arrived and still technically “in date” but already taste stale.",Mostly good.  Sometimes stale but in date.,Flavor Name: Classic MixVerified Purchase,,,314504,71,98,Public
Kat,/gp/profile/amzn1.account.AFQZVNWO6VVE5GR2KP6IS24Z7QYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 10, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"I always like the variety packs of chips. The portion size is always small, so I wasn't expecting much with the size of the bags. It was packaged well.",Good product,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,1371661,7,77,Public
Jennifer,/gp/profile/amzn1.account.AH7W6AGCJNHBZVCZOKOIZOZACHTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 23, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,Easy to order did not arrive smushed or is crumbs freshness flavor all on point,Perfect value for money,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,2115953,8,56,Public
K. Haberman,/gp/profile/amzn1.account.AFWIMJGRAYAZNU56PX2JKTB5EP7Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 9, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,2.0 out of 5 stars,"The products arrived quickly but the box was pretty banged up (not Amazon’s fault). The big disappointment is that the snacks only had about 10 days left before their expiry and most of them were already stale. Even though it was a good price, I would think twice before buying again.",Short dated and stale,Flavor Name: Classic MixVerified Purchase,,,29501,291,93,Public
Toni,/gp/profile/amzn1.account.AGDSTY4CEFIHWY3YOBIIV3PSLMPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 24, 2021",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"Love all the flavors,  portions are perfect, all selections crisp and fresh.","Perfectly portioned , crisp and fresh , tasty side to sandwiches.",Flavor Name: Classic MixVerified Purchase,One person found this helpful,,796530,11,64,Public
Nancy,/gp/profile/amzn1.account.AHU55AHMPBA2T3FB2JCOT4VZRIVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 12, 2020",0,,https://www.amazon.com/Frito-Lay-Classic-Variety-Pack-Count/product-reviews/B073QMN75M/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,4.0 out of 5 stars,"Although the product is great and the price is good, the bags are a bit smaller than normal snack backs you purchase in the stores.  With that said, I have these on a monthly subscription and will continue.  They are a great snack for the kids and the size is perfect for them.",Great product... small bags,Flavor Name: Classic MixVerified Purchase,One person found this helpful,,2529143,18,12,Public
