author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,visibility_status,ranking
MelH,amzn1.account.AE7K5YKEO3PJC6KMXFS6C4TVDCWQ,"Reviewed in the United States on September 7, 2020",2,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,1.0 out of 5 stars,"Everything that I have read about Balega socks gives me no indication that they are made in Turkey. I’m seeing multiple reviews that are questioning the authenticity of these socks. Too expensive to not have the true socks. Ordered directly from and shipped by Amazon. Is this not even a guarantee for their customers any longer? A company that is as structured as Amazon should not be selling items that aren’t authentic. Please look in to it and pull these socks if they’re not the real deal, and improve your quality control! I’m returning these socks and ordering directly from the manufacturer.",What a disappointment Amazon,Size: SmallColor: Electric Pink/Sherbet PinkVerified Purchase,3 people found this helpful,5,5,Public,13465879
MB,amzn1.account.AHQC6MF5RK3ISNO5FK3FV43HPBXQ,"Reviewed in the United States on January 21, 2021",1,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,2.0 out of 5 stars,"The top sock is the $14 (PER PAIR) Balega sock (after 6 months of use).The bottom sock is a Fitrell (similar amazon brand).I honestly can’t tell the difference at all from the original quality. The bottom sock is exactly like how the Balega was tbt —- for 1/8 of the cost. I got 6 pairs for the price of one.All of my Balegas, while comfortable, are so pilled, discoloured, and losing their shape. Not worth the price when you can find cheaper alternatives with equal quality.",Does not hold up well,Size: SmallColor: WhiteVerified Purchase,One person found this helpful,63,49,Public,1051810
Susan,amzn1.account.AGX2A27XMFFEUHKHF5V4UFEQVF6Q,"Reviewed in the United States on November 18, 2021",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,4.0 out of 5 stars,"Love the socks. I ordered 6 - 3 hidden comfort and 3 Ultralight. They are super comfortable, fit great and look terrific too. MY problem was with the packaging. Each pair of socks was wrapped individually in a cardboard display pack and individually wrapped in a plastic bag. On each pair of socks was a plastic sticky with the name of the person who inspected the socks with a link to info about them. While I love the idea that these socks are made in USA, they are hand inspected AND there is a personal connection, it is hard to see that much packaging go into my recycle and plastic go into my garbage. Wish there was a better way.",Great product but TOO MUCH PACKAGING  when purchasing multiple items,Size: LargeColor: Mid Grey / CarbonVerified Purchase,,57,43,Public,2029405
E Train,amzn1.account.AFZHL456ZY7SMNO6HZYWSR35SZWQ,"Reviewed in the United States on July 21, 2018",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,1.0 out of 5 stars,"Terrible, terrible knock off. I didn’t notice when I bought the gray/carbon version of this sock if it was sold by amazon or not. But I’m living out of the country and it took a long time to get them down here through a family member. Now it’s too late to ask for a return. But these $13 a pair socks can’t be balegas. They are falling apart after the 2nd use! The fabric is rough and details are not correct. Looks like a cheap knockoff and man I’m a bummed. Be careful when you purchase!","Terrible, terrible knock off",Size: MediumColor: Mid Grey / CarbonVerified Purchase,7 people found this helpful,53,16,Public,1839770
Kenny,amzn1.account.AGHKHWBUB2Z7567NQ5Z5GNPNKPEQ,"Reviewed in the United States on August 12, 2020",4,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,1.0 out of 5 stars,"I took a chance on the good Reviews,  0 Stars  NOT USABLE  The inside is Full of Over Stich. 2  Seven in Long Strips of Extra Stich on Each Side on the top of the Sox. it's about 3/4"" to 1"" Long  plus some 2"" long Heavy thread that Are sure to rub the Skin off your Foot. it has a tag that looks real,  WAY OVERE PRICED FOR  SOC YOU NEED TO HAND TRIM FOR A HOUR TO BE ABLE TO USE, WOULD NOT BUY AGAIN OR EVER!",WTF  This will cause blisters  NO quality Control. CRAP,Size: MediumColor: Mid Grey / CarbonVerified Purchase,2 people found this helpful,16,67,Public,2014381
seanryan11,amzn1.account.AFGOIAJUEFXGUUDU6ZA52V7KLTEA,"Reviewed in the United States on September 24, 2021",1,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,1.0 out of 5 stars,"I have bought these before and had a great experience, but this pair for in the thin mess part near the ankle of the sock in less than 10 wearings which is frustrating when you pay as much as you do for these. My older pairs are over a year old and are still working , so maybe it was just a flaw in this one sock. Hard to say. Either way no returns after the first month, so I guess I’m stuck with it.",Love them but they tore in less than 2 months and only 6 or so times of wearing them,Size: LargeColor: WhiteVerified Purchase,One person found this helpful,31,47,Public,1631995
TA,amzn1.account.AEFWVIOGEBZNHAEREUUTHKH7X4KA,"Reviewed in the United States on June 2, 2020",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,5.0 out of 5 stars,"I was a little worried about some of the claims of not getting an official balega sock.  I ordered one pair to try.  I can tell you my package states balega, says made from US yarn and made in South Africa.  All things noted on the official balega web site.  And they had an inspection stick on them with a picture of one of the official inspectors per their official web site.  So, I would first have to say these are balega socks.  I wear a size 8 so I also was a bit confused on ordering a small vs a medium and saw various reviews on that.  I ordered a medium and they do feel like I have too much sock in my shoe.  They did not shrink which I thought they might.  I’m ordering my second pair but a small.  They really feel great though.  Walked 6 miles the first day no problems – they didn’t slide down, stayed in place, no blisters or rubbing that was uncomfortable.  Great socks!",My first pair of balega and they are great!,Size: MediumColor: WhiteVerified Purchase,,76,28,Public,773504
Happiness,amzn1.account.AHRDI534J3XFBCNX3BKA6XBN527A,"Reviewed in the United States on May 26, 2020",2,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,3.0 out of 5 stars,"Unfortunately I have to return these socks. I have been buying them for years, but now the length has changed and they are too long in length in my normal size. I wear a size 10 M women’s shoe and have always bought the size large. These are way too big. Ironically, the thinner version of the Balega sock, that I also wear, fits perfectly in the size large. It is shown in the second photo (I run in the thinner version socks). The first photo shows my size large Hidden Comfort that I’ve worn for several years on the left. On the right is the new one I just received in the mail that is way too big. I’m very disappointed because these socks are extremely comfortable and I like sizing to be consistent when ordering. I hope they go back to the original sizing in the Hidden Comfort style.",Too long in length; sizing has changed,Size: LargeColor: BlackVerified Purchase,,61,33,Public,1140203
NorCalDave,amzn1.account.AHJXSTIJP5IYPGKQR2BIRJHUDLEQ,"Reviewed in the United States on October 4, 2020",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,5.0 out of 5 stars,"I walk, with some very short jogs thrown in. Older dude and these socks have just totally shifted the feeling on my walks. I bought expensive shoes and they work, but these socks are amazing. Soft, comfort is beyond belief and it just feels like a totally different experience inside the shoe. I would have never thought a sock could make this much difference!  We will see how they hold up and I have read reviews and don't really give a darn where they came from. They work far beyond what I expected.  I already ordered more.  If you are running, walking or working out in your gym, I sure would buy a pair of these and see what you are missing.",The Are AMAZING!,Size: LargeColor: WhiteVerified Purchase,One person found this helpful,23,9,Public,12264618
A. Barrett,amzn1.account.AEZCQOXY3TCJAWF7WQK4VVR3MMMA,"Reviewed in the United States on May 25, 2021",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,2.0 out of 5 stars,I could tell right out of the package that these socks were going to be huge on my 6 1/2 - 7 shoe-size foot and I was right. They were so wide and long that they rolled around my foot and the heel was way up the back of my foot. I've gotten this brand before and didn't have a problem so I'm not sure if they changed their sizing or why these are so big but I am returning them and sadly they don't make socks in XS. Manufacturers need to start making clothing/shoes that fit women. This may have fit men's feet but isn't even close to a small size for a woman.,"Way too big for a women's ""small""",Size: SmallColor: Charge Purple/LilacVerified Purchase,,687,184,Public,189559
Missy M,amzn1.account.AHXBLVRGVQGUY7MPCDU7EEEIQLWA,"Reviewed in the United States on May 26, 2021",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,5.0 out of 5 stars,"I first bought a pair of these in a sporting goods store and loved them.  They were a medium.  The ones I bought here fit but a little big in the toe.  And the back comes up higher.  It's close to being great.  They are padded on the bottom which makes them very comfortable.  I love the different colors.  I wear an 8 1/2 shoe and since I had a medium from the store, I bought the mediums here.  Close enough in size.  UPDATE:  as I said, I wear an 8 1/2 shoe.  I bought one pair in a small and they fit perfect.  I wasn't sure which size to order since I was in the middle size chart.",They run a little big!  UPDATE,Size: MediumColor: Neon BlueVerified Purchase,,971,361,Public,17058
KennethPresler,amzn1.account.AHWZM5J5GMSNW4BLROEY4TUX26OA,"Reviewed in the United States on July 28, 2016",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,2.0 out of 5 stars,"Balega Hidden Comfort Socks ReviewI have not found these socks to be good for long and fast walking so I cant think they would be good for running. They slipped in my running shoes and i was very close to getting a blister. I have no problems on the elliptical or with weights but no go for walking. They are very padded and they feel good my feet, they fit as expected but just not conducive for actual running for me.Pro’s• Soft• Good fitCon’s• Feet still slip when walking• Not as breathable as my other running socks so feet get hotConclusionFor just normal stuff these are good. I think if you were just walking normal everyday it would be fine but for someone like me who walks very fast and for a long time they slipped in my shoes and got my feet hot.",Balega Hidden Comfort Socks Review,Size: MediumColor: WhiteVerified Purchase,5 people found this helpful,608,548,Public,329710
Shannon Squyres,amzn1.account.AFELS5S7P5L4W7W6DP3DGVBWO7FQ,"Reviewed in the United States on July 27, 2020",2,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6,5.0 out of 5 stars,"The Balega no-show socks have several features that make them superior to other socks of their type.  First, the fit is snug but not tight. I wear a size 10 shoe and a Large fit my feet perfectly. They are plush on the bottom making them quite comfy for anything from running in my sneakers to just keeping my feet warm wearing slippers. The tight weave means they won't stretch out after wearing them. The fabric has a moisture-wicking feature that keeps your feet cool, dry and comfortable even during exercise. I love the raised tab in the back that keeps the sock from slipping down your heal. All in all this is a high-quality sock that might become your favorite too.",My new favorite socks!,Size: LargeColor: CharcoalVerified Purchase,,79,55,Public,535320
Hailey Adler,amzn1.account.AEV76ZAIUNXTKZMCUW2TK6TWQYGA,"Reviewed in the United States on April 20, 2019",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6,1.0 out of 5 stars,"I purchased three pairs of these socks for walking/running, and they are the worst socks I've ever had. They were okay when I first put them on - nothing impressive, and were even less impressive in use.  They did not hug my feet at all, especially in the arch.  I do have high arches and it seems these socks, unlike even the bulk packs at Costco, could not conform.To make matters worse, after washing, they lost most of what there was of their fit and shape.  (I washed in warm water and used low dryer temperature.)  I called Balega TWICE. Each time there was nobody to take the call and my only option was to leave a message. Balega never returned the call.  Never.So, poor quality product and even poorer customer support.  Balega obviously does not stand behind their products.",Do Not Wash Up Well. Balega Has No Customer Support!,Size: SmallColor: Mid Grey / CarbonVerified Purchase,3 people found this helpful,16,11,Public,41117233
Michael Allred,amzn1.account.AGNCZGT53625QEV36UDBFWRKUHIQ,"Reviewed in the United States on September 27, 2020",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6,2.0 out of 5 stars,These socks are not from the same place. I ordered two pair. The black pair I ordered fit perfectly and the white pair were tight around the top of my foot. I have about 10 pair of these socks and 90% of the time they are perfect. One was from Africa and the other was from Turkey. I tossed out both tags when I tried on the black pair. Not sure which factory was at fault.,Can't be the real deal. Overpaid for product.,Size: X-LargeColor: BlackVerified Purchase,2 people found this helpful,5,14,Public,7326690
B,amzn1.account.AE23RNHDH7VPOJYJ2BIWGESZD2CQ,"Reviewed in the United States on July 26, 2018",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6,5.0 out of 5 stars,"I must say I haven’t ever thought of spending so much on one pair of socks. However, these socks are absolutely worth the price. I have narrow heels that tend to slip in all shoes, rubbing them raw. In addition, I have sensitive forefeet that can blister easily as well when socks are too thin. These are the only socks that protect my feet from friction! They have extra padding on the bottom and the heel tab stays in place!I originally was using them for my running shoes, but have since used them for gym and my steel toes as well. Comfort has increased across the board. The quality has been sound, and surpasses other brands I’ve used. I’m going to slowly replace all my socks with these, they’re worth it! For sizing, I wear a size 8-8.5 in women’s and I wear a size small. I also tried medium, and they were too big!","Best socks for gym, runs, and steel toes!",Size: MediumColor: BlackVerified Purchase,One person found this helpful,116,131,Public,167502
John Loiacono IV,amzn1.account.AGHS4HTETCT5KF5BPMZHI7LIDODA,"Reviewed in the United States on October 5, 2019",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6,1.0 out of 5 stars,"I really wanted to like these socks. I bought a different style from this same company, and they’ve been great. Unfortunately, these socks slip down under my heel almost immediately when walking. Poorly designed. Try these instead: Balega Silver Antimicrobial No-Show Compression-Fit Running Socks for Men and Women (1-Pair), Black/Carbon, Large https://www.amazon.com/dp/B071NGC3DD/ref=cm_sw_r_cp_tai_ZTkMDb9QSY514",Slips off of ankle - Poor Design,Size: LargeColor: WhiteVerified Purchase,4 people found this helpful,96,17,Public,5784438
FridaysMama,amzn1.account.AFTJ6YTHK3OJL3JA7BTTPA44SPOQ,"Reviewed in the United States on January 11, 2020",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6,5.0 out of 5 stars,"I absolutely hate wearing socks. I can’t stand the feeling of them on my feet. And if there’s a seam, forget it - it will annoy me all day.  I know this sounds weird but I’ve had this issue with socks since I was little. Unfortunately, not wearing socks can cause some pretty stinky odors and blisters. Therefore, when I need to wear socks, I only wear Balega’s Hidden Comfort. I was introduced to them at a running shoe store a decade ago. They are literally the most comfortable sock you will ever wear. They are pure bliss for your feet. I’ve introduced family members to these socks and they are equally in love with them. Yes, they are pricy, but for me, they are worth every single penny. Also, they are very well made and last me many years. For reference, I usually wear a US women’s size 8.5 in shoes and the medium size of these socks fits me best.",The best socks in the world!,Size: MediumColor: WhiteVerified Purchase,,402,141,Public,152433
C. Veraday,amzn1.account.AE7Y3PDJ3KSPHXILKX3UMIQN3K4A,"Reviewed in the United States on June 5, 2020",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6,4.0 out of 5 stars,"These socks totally have the feeling and comfort you'd expect from a $13-$15 price point, but the sizing chart is inaccurate. I wear US size 13 shoes. I originally ordered the XL as it recommends. They were entirely too big. I exchanged them for a large and everything fit like it was supposed to. In addition, I ordered their ""silver"" and ""blister resist"" models to similar effect. Most of you will probably do well to order a size down.","Great socks but they do not fit ""true to size""",Size: LargeColor: Legion Blue/TealVerified Purchase,One person found this helpful,27,29,Public,3812724
Amazon Customer,amzn1.account.AGG2SYH6Z433WS4T5QFDC4NTKOSA,"Reviewed in the United States on November 12, 2020",4,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6,1.0 out of 5 stars,"Not sure whether these are counterfeit or a bad product from Balega. But the socks show noticeable wear after one 7 mile run. I enjoy my Balega socks, but something is a miss with this pair.",Counterfeit or a bad batch?,Size: X-LargeColor: Legion Blue/TealVerified Purchase,3 people found this helpful,121,145,Public,312873
Ant.Lazrovich,amzn1.account.AHP27ERUJ3WH6PE4CTVOVXHZ7A6Q,"Reviewed in the United States on September 14, 2018",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6,5.0 out of 5 stars,"I absolute love these socks. The quality in which they're made is undeniable. At first I was a bit apprehensive to pay for one pair at the same price if usually spend on a pack of socks, but I am so glad I did.What initially pushed me towards this brand, are the tabs on the back of the no-shows. I'm 6'4"", and I felt like I was constantly having to stop and dig my socks out of my shoes because they were on the verge of being too small.  These tabs on all of Balega's no-show socks completely eliminate that irritation. Also, they offer a wider range of sizes that leaves no body out.You can learn much about a company from the way in which they package their product. Each pair of Balega socks are individually packaged in uniquely designed containers according to their type. The package opens into a pamphlet of sorts that contains a surprising amount of content from every design detail of the product to sports/inspiration stories. There is even a sticker from the final quality inspector that shows their name and face! These are socks people!!! This level of attention and customer care instantly made a lifetime buyer out of me.I can't forget to at least mention that the quality you pay for IS truly there. Each type that I've bought, including the Hidden Comfort, and excluding the Second Skin, are made with a layer of padding on the sole that ease shock when walking or jogging. Aside from that, each style is specifically designed and constructed to suit a purpose. The Hidden Comfort is the everyday style, IMO. I hope this review helps.",The Bugatti of Socks,Size: X-LargeColor: CharcoalVerified Purchase,,49,21,Public,1943990
Tox Rox,amzn1.account.AEAUIZLC7BAUQGLPHISYEL32IRLQ,"Reviewed in the United States on August 17, 2021",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6,5.0 out of 5 stars,"These socks are so cushy, yet engineered with the very best fiber blend as to make them super comfortable, blister-proof socks for running, hiking, or water sports.  They perform wonderfully when wet, I discovered when having to walk the dog thru puddles in the Florida thunderstorm season.  Caution:  a bit too hot for me during the Florida summer, unless WET :-)  Will be great for the rest of the year.Overall, an excellent sock but I meant to order the Dry Comfort instead of the Hidden Comfort.  I need to shop more slowly.","100% blister-proof, guaranteed",Size: X-LargeColor: Cherry/DenimVerified Purchase,,16,44,Public,1634118
kerry,amzn1.account.AFRFCP44ROLCM6VMSIQNFPGCJRYA,"Reviewed in the United States on September 14, 2020",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7,1.0 out of 5 stars,I wore these socks for 3 days after I got them & they are already starting to develop a hole in toe.Same thing is happening with the other pair too. I will not buy them again or recommend them.They’re comfortable on the feet but I’m dissatisfied with their quality & durability.,Poor quality socks,Size: LargeColor: Light Aqua/Mid GreyVerified Purchase,3 people found this helpful,17,20,Public,3921797
Joe,amzn1.account.AHECMYUWUWYVG4EVIGA4QI6LUO4A,"Reviewed in the United States on July 1, 2021",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7,4.0 out of 5 stars,"I had thought that I was buying a PACK of socks, not a single pair, but figured I would give them a try.I have been wearing them all day, both with and without shoes, and they are one of the most comfortable pairs of socks I have worn.I came to leave a review and read some others and now feel a bit apprehensive about my buy as many people have stated they are not true Balega socks. If this is true, I am disgusted at the fact that Amazon is allowing this to happen.Unfortunately, this is my first experience with this brand, and if they are fake, all they have done is made me wish to finds the REAL Balegas as these really are comfortable!In the end, this is leaving me a bit torn, as they seem to be nice quality socks, though at a bit of a high price for one pair.","Confused, but comfortable",Size: LargeColor: WhiteVerified Purchase,,20,14,Public,1759584
Friðvin Samúelsson,amzn1.account.AFYNW4WET72D453HIE6PLBQAIVVA,"Reviewed in the United States on March 20, 2021",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7,3.0 out of 5 stars,Love the socks. I’m a repeat customer. But... there’s too much information on the top of these socks. I don’t mind if it was just Balega on the top. Would rather that be on the sides if at all but I would not have deducted 2 stars because I don’t need the constant reminder that they’re Hidden Comfort and then other logo ink.5 stars for socks. 1 star for design appearance. 3 average.I should probably have paid closer attention when ordering. But not giving back a star for that.,Ditch the topside messaging!,Size: X-LargeColor: WhiteVerified Purchase,,343,67,Public,304802
Joan Price,amzn1.account.AGYH3UOCIIV55GD4N4E4CCWQK3IQ,"Reviewed in the United States on September 10, 2016",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7,3.0 out of 5 stars,"I was prepared to like these more, because I wear other styles of Balega socks -- primarily Balega quarter socks -- all the time. I appreciate that Balega has a small women's size, which usually fits my size 6 feet perfectly. But these socks seem roomier than the dozen or so other Balega socks I have, and the ankle part and heel slip around. Maybe that's because there's nothing to hug the ankle. My fault for ordering this style.The other thing that lowers the rating is the blatant advertising on the top of the sock. Under athletic shoes, it's hidden, but if I'm wearing another type of shoe (and I wear socks with every shoe, choosing comfort over fashion), I can't wear these socks. I should have examined the photo more carefully, but even in the photo, it doesn't show the extent of the advertising message.",Not my favorite Balega style,Size: SmallColor: BlackVerified Purchase,3 people found this helpful,715,207,Public,124080
Dom Forziati,amzn1.account.AHF2IP3T6GCWOXOXHYMYWWVRUWDA,"Reviewed in the United States on October 4, 2020",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7,5.0 out of 5 stars,"While I have never been someone to get the cheapest possible option, I never tried premium exercise attire before this - now I cannot help but notice how little comfort every other pair of socks provides. Wearing these socks with vans feels as comfortable as wearing standard socks with quality running shoes.Even after several months of regular use (always a first choice when they're clean!), they still feel great. Once races start up again this will be the only pair of socks I will wear.",You Don't Know What You're Missing,Size: LargeColor: Mid Grey / CarbonVerified Purchase,One person found this helpful,2,11,Public,7862355
Megan C,amzn1.account.AF6DUMEDUGDRR4CE6NJNO5AY3TIA,"Reviewed in the United States on May 1, 2020",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7,3.0 out of 5 stars,"I have 2 pairs of Balega socks in another style which I love. I thought I'd try this style, because it had a lot of great reviews, fun colors, and a cheaper price. I noticed right away that even though all three pairs are size medium, and I used the size chart, this style was noticeably larger. I wore them to go for a run and found them to wear warmer. My feet were hot afterwards, that I actually had to take my socks off for a bit. Otherwise, they do have good cushion.**After reading other reviews, it seems these socks may be conterfeit.",There are better Balega socks out there,Size: MediumColor: Electric Pink/Sherbet PinkVerified Purchase,,63,84,Public,763333
Tangled mess,amzn1.account.AFJQNE7F3BMYQX2SUUKZ2F7G74RQ,"Reviewed in the United States on January 8, 2020",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7,5.0 out of 5 stars,My workout friend recommended these socks and insisted I try them. I was actually looking for a no-show sock so this was bulkier than I would like but I put them on and gave them a try and they are absolutely very comfortable. They show more material above the shoe than I would like. She purchased her originals at Nordstrom for significantly more. I am a size 7 women’s and I purchased a small. I wish they had an extra small since I would prefer them to be more snug.,Comfy,Size: SmallColor: WhiteVerified Purchase,One person found this helpful,832,255,Public,19851
CydeOut,amzn1.account.AFCBZ7IIUGQRTOFRCWALG4G7T4TA,"Reviewed in the United States on September 22, 2021",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7,3.0 out of 5 stars,"These are the best socks by far for those who love a tighter, form fitting sock. I love them, except for one thing - the white socks can’t keep their color. As soon as you wear them, they start graying and washing them won’t get it out. It’s a bummer because I can’t find better form fitting socks. The other colors don’t have this staining problem, only the white can’t stay white. Also, no matter the color of sock, the material is prone to pilling. For me, the fit outweighs negatives.","Terrific fit, but white color doesn’t last",Size: MediumColor: WhiteVerified Purchase,,331,58,Public,732319
Lynn,amzn1.account.AHDLKPEWJPPMEVBVN6DFYT5UERTA,"Reviewed in the United States on March 29, 2021",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7,4.0 out of 5 stars,We have purchased over 2 dozen Hidden Comfort socks o we the years from our local running store or at a running expo. They are the only sock my husband will wear. Not sure if there had been a change but when comparing the sock purchased from Amazon with the socks we already own the sock from Amazon is thinner.,Thinner than previous Balegas,Size: LargeColor: WhiteVerified Purchase,One person found this helpful,30,46,Public,1814165
C B,amzn1.account.AGZVRB4QQ7RDXVQ2ZHPTZ6DEKSMA,"Reviewed in the United States on July 7, 2017",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7,5.0 out of 5 stars,"This is my first pair of Balega socks, but it won't be my last. I was drawn to the thick texture of the sock and the padded heel tab that helps prevent slipping. These socks are very comfortable! They feel good on my feet, and they allow my feet to breathe. The socks stretch well without feeling tight. The heel tabs really do help keep the socks in place, although they did slip down once. Overall, I'm pleased with this pair of socks. The price fluctuates a lot, so watch for a deal. At the time I bought my pair, it cost 3 times as much as my regular socks. I'm not sure they are 3 times better, but are at least twice as nice. They are comfy and they wear well.","Very comfortable, will glady buy more",Size: MediumColor: CharcoalVerified Purchase,4 people found this helpful,"9,989","3,847",Public,424
Jonathan S. Fairbanks,amzn1.account.AGDQ2WIKOW4DKJ6FHJWKWAO5EQDA,"Reviewed in the United States on August 11, 2021",0,,https://www.amazon.com/Balega-Hidden-Comfort-No-Show-Running/product-reviews/B0016CJIZO/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8,1.0 out of 5 stars,Balega socks are made in South Africa and North Carolina. These socks are made in Turkey! Go to or order from REI.,These are not real Balega socks!,Size: MediumColor: Midgrey/Legion BlueVerified Purchase,3 people found this helpful,3,18,Public,7622260
