author,ids,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,
Benjamin C.,amzn1.account.AEBC453QY3X2W74ZLA4Y2GXS7F3Q/,"Reviewed in the United States on January 21, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,3.0 out of 5 stars,"I bought two of these. The first one was solid and worked without any issues. All parts attached and did not have any issues. However, the second one has quality issues. Parts began to break off shortly after using it. The hose attachment doesn't screw on all the way to the container. A few times the hose blew off while I was using it, and I didn't excessively pump it at the time.Based on these experiences, seems like the product can be hit or miss.","First one worked great, second one has issues",Size: 1 PackVerified Purchase,,
Rdogg48,amzn1.account.AFMQZM7F3SOIZQXQH5DN6I7YIYFA/,"Reviewed in the United States on August 25, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"Have only used it twice so far; but loving it! We make up our own weedkiller - dish soap, vinegar, epsom salts. For years I have been using a sprayer bottle to apply it - holy slow going! With this I applied far more, in a fraction of the time. I only hope it will prove as durable and reliable as it was easy to use. Literally had it filled up, applied just under a gallon around the yard, and cleaned up in less time, than it usually takes me to do one sprayer bottle (a quart sprayer bottle)! Definitely recommend!",So far loving it,Size: 1 PackVerified Purchase,,
Mary L. Dillard,amzn1.account.AH3XE6ZGKBM3DHYDFLHVHG5P3TXQ/,"Reviewed in the United States on April 13, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,1.0 out of 5 stars,"I have read reviews and followed other people's advice on Amazon, but can't release the tabs so I can pump. I hate giving a product one star, but I haven't been able to use the sprayer. I have already recycled the box, so I can't return the sprayers.Just wanted to thank Amazon for their easy return system that allowed me to return these sprayers. I now have a different produce that works.",Turning counterclockwise doesn't release  tabs  so I can pump up pressure,Size: 2 Value PackVerified Purchase,One person found this helpful,
blevotina,amzn1.account.AF6S42PE6JDTLR7L5PTCKJUCAWSQ/,"Reviewed in the United States on September 16, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,1.0 out of 5 stars,"The item just fell apart upon delivery.  The pump does not work, no matter how many times you push that handle. so it's like an exercise machine. You can develop your muscles but not pump the air into the sprayer.  I'm not sure if the manufacture. making this device has EVER had a quality control. This is an item that won't worth a penny. It can bring to the customer everything - frustration, disappointment, etc  but not  what he/she expects to see after the package arrives. Unbelievable  garbage!",Dead on arrival (DOA),Size: 1 PackVerified Purchase,,
F. Gibbons,amzn1.account.AGH235FFAU54CJSXXL53DVUQV5HQ/,"Reviewed in the United States on May 8, 2016",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,2.0 out of 5 stars,"This is very cheap construction and the pumping mechanism didn't work as described in the directions.  You turn the pumping mechanism one way to screw it into the container, then you're supposed to be able to push it down and turn it in the opposite direction to start pumping.  But it didn't push down and just unscrewed the pump instead.  I was able to make it work after a lot of fiddling around but it was inconsistent and never worked as described in the instructions.  Also when the pressure was released it squirted in my face.  I don't know why this one gets so many great reviews. Maybe others just got a better unit.I found a similar 1 gal Roundup sprayer at Home Depot for the same price which is much more solid construction. Fortunately, Amazon gave me a refund.The Roundup Sprayer is this model. http://www.amazon.com/Roundup-190259-1-Gallon-Controlling-Cleaning/dp/B002YNSAJY/ref=sr_1_2?ie=UTF8&qid=1462767536&sr=8-2&keywords=1+gal+garden+sprayer  It is mostly plastic like the Chapin sprayer, so I don't think it is super durable either, but for the same price, I think it is much more solid with a better pumping mechanism and handle.  It also has a holder for the wand which the Chapin did not have.","Poor quality construction, didn't work like instructions said it should",Size: 1 PackVerified Purchase,One person found this helpful,
Craig in Florida,amzn1.account.AF4I6ZWA7JNOHGMLIILU5YT7P7XQ/,"Reviewed in the United States on April 16, 2018",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,The Chapin 20000 1-gallon Lawn and Garden sprayer is an excellent buy for the money.  It's light enough to carry around with relative ease and the adjustable spray nozzle gives you a variety of spray patterns with just a simple twist. You can get the sprayer to shoot up to 8-10' depending upon the way you set the adjustable nozzle.  I've only used the sprayer with a mixture of equal parts of liquid soap and olive oil as that combination works well in keeping spider mites and white flies in check.  Follow the manufacturer's advice if you are going to put anything that is more caustic.,... Chapin 20000 1-gallon Lawn and Garden sprayer is an excellent buy for the money,Size: 1 PackVerified Purchase,2 people found this helpful,
SirLancelot,amzn1.account.AG3UM6GNHYEXVVZDWLEZMDEH2CCA/,"Reviewed in the United States on November 27, 2017",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"I purchased this to spray weed killer around the foundation of my home and to spray moss/algae killer on my roof.  For $12, it does the job and does it well.  It holds plenty of liquid, is lightweight, easy to pump up, and the spray nozzle is adjustable for a wide spray or narrow stream.  There's really no technology to critique in this, but the construction concerned me with the low price point.  Once I got this delivered however those fears were eliminated.  I'm not rough with my tools, but recognize that someone who IS careless could easily damage this since it's all plastic.  That said, if your motto is ""swing the hammer harder!"" instead of slowing down and simply using a bit of care, there's no reason this shouldn't last for years to come.  This is a low-cost tool investment.",Great sprayer!,Size: 1 PackVerified Purchase,One person found this helpful,
R. S. Britton,amzn1.account.AGDYFYO7SUCCCOAC4QNQ4DO4YN2Q/,"Reviewed in the United States on November 26, 2014",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"This is my first experience with a bulk sprayer and, so far so good. I started spraying my walls and foundation last year with the Chapin 20000 sprayer to hold back the influx of tiny, little six-legged critters into the house and so far, I am impressed. This sprayer is really sturdy - one heavy-duty, single-piece molded polythene with a screw-on top-&-pump handle. It is easy to fill - it has a wide mouth with markings on the inside of the container for English and metric volumes. It is easy to carry - it is rugged, compact, and lightweight. The pump handle makes a convenient carry point and I have not felt the need for a shoulder strap. It is easy to spray - just pump it up, adjust the spray pattern at the nozzle, and press the lever to spray. One gallon will make it around the house about once without doing the windows; one-and-a-half gallons for everything and the patio is about right for us. Especially helpful: I came across a wasp's nest while spraying the walls last month and easily changed the spray from a fan to a high-pressure stream and hit the nest from about ten feet away ... and then I ran like a felon.Downsides: No release valve. You need to release any residual pressure by bleeding it with the wand and untwisting the top very slowly and carefully or you *will* get a faceful of whatever you are spraying. You have been warned. Also, lean the sprayer in something or against something when not in use; it does not stand well on its own. Nor is there a holster for the wand; again, lean it on something. When not in use, I store everything back in the carton it was shipped in and that keeps everything tidy at hand. For twelve bucks, this is a great deal. Recommended.Update, 31 Aug 2019:  Five years later and this baby is still going strong. Even more impressed, even more recommended, now (added 1 star to upe my review's rating to 5 stars.)","For twelve bucks and this quality, this is a great deal.",Size: 1 PackVerified Purchase,2 people found this helpful,
Marthaman,amzn1.account.AHHL5MBCHRSA7JA7XO6UMNRTDH7Q/,"Reviewed in the United States on July 30, 2017",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"I've waited a few months before submitting this review so that I could judge the utility and durability of this sprayer. On both counts, this gets 5 stars. In addition, this is a very low priced sprayer. One word of advice for users : when finished spraying, hold the top pointed away from you as you unscrew it. Here's why. There is always a bit of pressure left in the sprayer. If you don't point it away, a mist of sprayer contents will go to your face and body. The results could range from amusing to dangerous depending on the sprayer contents. I have to remind myself of this everytime I use this sprayer",Excellent value and function, one small piece of advice when using,Size: 1 PackVerified Purchase,3 people found this helpful
Mr. Bob R.,amzn1.account.AFJ6FJUH52HUGLWJGPTXUSMLKNNQ/,"Reviewed in the United States on June 3, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,3.0 out of 5 stars,"I bought the 2-pack of one gallon sprayers for $21 and received a good product for the money.  However, the design usability could use improvement:  1) Because the 'feet' are narrower than the overall tank, it tends to be top-heavy and tips easily.  2) The plunger for the pump unit fits very tightly when pushed down and seated.  So, when you go to unseat it to pump in more air, it may not release and will instead start unscrewing the pump itself.  (This problem lessens with use, but it's a real pain with a new unit.)  3) The sprayer hose is extremely stiff and does not loosen up over time.  Mine still has the same bends as the day I received it and it makes the spray wand rather clumsy to use.","Good Product for the Price, But ...",Size: 2 Value PackVerified Purchase,,
Richard,amzn1.account.AGHYW3DFUBHNBPVZV236FBEVWXEA/,"Reviewed in the United States on May 27, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,2.0 out of 5 stars,Defective. The pump handle is like permanently welded in the lock position. My husband and I spent 30 minutes doing exactly what the instructions said to do (push down on handle and turn 1/4 turn counter-clockwise) to release the handle to be able to pump it. The handle wouldn’t budge and the action always began unscrewing the entire pump assembly. We eventually gave up. The manufacturers web site to order parts was worthless and no one answered the phone for customer service. We are sending it back and ordering a different brand.,Received a defective pump sprayer,Size: 1 PackVerified Purchase,,
Joseph 35,amzn1.account.AGFTPJP5GXEIKF6Y2I7IHTUADRDA/,"Reviewed in the United States on April 22, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"One gallon covers way more than I expected.One gallon isn't very much weight, lite to carry around.Pumped it up 6 times; very easy confident feel. Audible pump sound.Didn't need more to be honest.Easy to store size.",Long run time :),Size: 1 PackVerified Purchase,One person found this helpful,
Dan,amzn1.account.AG7ATDATVSJCDLFVTOSGBFVPHO3Q/,"Reviewed in the United States on April 2, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,1.0 out of 5 stars,"I bought the 2 pack. 1st sprayer works but it leaks out the gasket where the hose attaches to the bottle. I have to release all the air pressure before I leave the sprayer or it will leak all over my floor. I went to use the 2nd sprayer to see if that one would leak too, which it did.. then the hose popped out of where it attaches to the bottle. It squirted water everywhere. The hose wont reattach to he bottle, so the 2nd one is broken before I even got to use it.. so now I just have one working sprayer that leaks everywhere if I don't release the bottles pressure.","Not Worth, Don't Buy",Size: 2 Value PackVerified Purchase,One person found this helpful,
JAM,amzn1.account.AEHXVBOC52K2RRMSZQCB3NJILPZQ/,"Reviewed in the United States on April 1, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"This is by far the best little sprayer I’ve ever purchased.  I’ve tried and discarded many sprayers over the years.  I was concerned that it was too inexpensive, but it’s very well made.  I’m delighted with my purchase.  It shipped rapidly also.",I make homemade weed killer—,Size: 1 PackVerified Purchase,One person found this helpful,
Fairsailing,amzn1.account.AHHLQGLIAKMFV6RRZEO5EVKXHRHA/,"Reviewed in the United States on September 14, 2014",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"Very simple, very effective.  Have sprayed about 15 gallons of herbicide.  My rating factors in price, which at under $10 is a bargain.  There is no pressure relief valve, no constant on spray setting, all of which are available on more expensive models.  But it does a fine job without bells and whistles.  At just a gallon, it only spays for about 10 minutes at constant use with a moderate density spray setting.  Need to pump again about 1/2 through the gallon.  So for large projects like mine, which included measuring and adding herbicide concentrate with water for about 15 gallons, it was 10 minutes of spraying, 5 minutes of reloading repeated for about 15 cycles (point top of bottle away from you, unscrew cap, measure 1 oz, herbicide, add 1 gallon water, screw cap back on, shake, pump, spray).  So it does get a bit tedious, and a 2 gallon sprayer would cut the refill cycles by half, but also increase carrying weight.  I did add my own strap by drilling through the two indents on the neck, put there for this purpose.  But with the one gallon spaying being so light and requiring such frequent refills, I would probably skip the strap if I was to do it again.  It's just not that heavy and the strap got in the way a bit during refills.  Spray pattern selections are wide, and the stream setting can reach at least 10 feet at full pressure.  Tabs that hold the handle down under pressure (with a twist to latch at full compression) appear to be plastic, so probably won't last long, but have lasted for 15 gallons at least.  I would have been happy to get just one large project done at this price, but it appears I will be able to many more.  Nice.",But it does a fine job without bells and whistles,Size: 1 PackVerified Purchase,2 people found this helpful,
Paul R.,amzn1.account.AE244WO5IN545IK7F2HSJT4JAGXQ/,"Reviewed in the United States on June 30, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,1.0 out of 5 stars,"UPDATE;I bought one of these about a year ago for deer repellent and it was pretty good. The hose was flexible, the spray wand was metal, the trigger grip was comfortable and the pump handle was easy to lock down.I just bought a new one for a different spay and it’s trash. The hose is very ridged making it hard to aim, the wand is plastic, the trigger is small and uncomfortable and it is difficult to unlock or lock the pump handle.The only thing they have in common is the model number","First one was good this one’s junk, DO NOT BUY",Size: 1 PackVerified Purchase,,
David,amzn1.account.AH2A3ZWRTDK6XMNQBGNONJLBXXQA/,"Reviewed in the United States on April 6, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,1.0 out of 5 stars,"This is not my first garden sprayer but it's they only one I have to continually pump while spraying. It looses pressure  immediately,  leaking from the hose connection.  Everything seems to be assembled correctly and tightened firmly but still leaks.",Junk,Size: 1 PackVerified Purchase,One person found this helpful,
Nick,amzn1.account.AH7IEURDN6OEAZPXUAQN6CRJHWRA/,"Reviewed in the United States on December 9, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"For its price, this does the job. I thought about removing a star but realized this is my error and not the product’s. When you take off the pump nozzle to refill or clean it, you have to be sure you let all of the air out otherwise some nasty stuff could come your way. The next model up which I thought of buying but didn’t has a pressure release piece on it. That model didn’t cost much more and if I were to buy another, it would be that one.",Does the job well and is affordable.,Size: 1 PackVerified Purchase,,
Jean,amzn1.account.AGSJ5YJMCW42XW5ACGJDFT6OJ3MQ/,"Reviewed in the United States on April 28, 2021",3,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,1.0 out of 5 stars,"This item came with most pieces (see photo with parts) already assembled. However, the instructions are 2 pages long. I received one that is not a pump action sprayer. You don’t get a choice when ordering. I’ve written on the bottle but cannot get it to spray at all. This is a product that should be simple. It’s not. I’m out the money and can’t make it work. Buyer beware. Choose a simpler sprayer.",Ridiculous. Buyer Beware! Not easy to assemble.,Size: 1 PackVerified Purchase,,
ottomanna,amzn1.account.AEVGBIPRZ4BBUU26TX5WHDOKXEZQ/,"Reviewed in the United States on May 27, 2017",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"This Chapin surpasses my expectation of a 14 dollar sprayer. No, it does not have a metal wand or a reinforced hose, but I am not starting a lawn service or a pest control business. If you dump paint into it and think you are going to spray your house with it... not gonna work. But if you are like me, an ordinary homeowner that was using the little squeeze trigger bottles to apply insecticides or lawn products, you will be wondering why you waited so long to purchase this little guy. What I like about this product--lightweight, easy to carry because the plunger locks into the pump for easy handling, the top of the sprayer is shaped to allow easy addition of what you are spraying, the sprayer wand fits into two notches on the plunger handle for storage, easy to disassemble. Two things to remember. 1. After each use- pour in clean water and spray it to clean out sprayer hose. 2. This unit does not have a pressure relief valve so when you are done spraying and there is still pressure in the tank, tip the tank upside down until the air in the tank expels what is left in the wand and then keep letting the air out until there is no more air pressure coming out of the wand. If youdon't and you unscrew the pump with the pressure still in the tank, you may get a blast in the face of whatever you are spraying.  I highly recommend this for the homeowner who is looking for an easier way to apply liquids and does not want to spend money for a  sprayer that is more than he/she will ever need.",But if you are like me an ordinary homeowner that was using the little ...,Size: 1 PackVerified Purchase,13 people found this helpful,
GET,amzn1.account.AED56NXHEPOXOPIKYLVCP3OMSRPA/,"Reviewed in the United States on May 6, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"I’ve purchased several sprayers as I use one for spraying weeds (one gallon vinegar to one cup salt to one hard squirt of detergent makes an environmentally friendly herbicide) and another as a deodorizer for the dig area. All other sprayers bit the dust within weeks. Any and all of the Chapins have lasted much, much longer. Just don’t leave them outside in the winter. They don’t like that.",I prefer the Chapin over the other three or four I’ve tried.,Size: 1 PackVerified Purchase,,
M. Stellato,amzn1.account.AH4I3BJ2JOCSGOO3V6UEMMCLH76A/,"Reviewed in the United States on June 9, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,1.0 out of 5 stars,This is truly junk.  The sprayer hose continues to burst off the container & is certainly not working as expected.  Do NOT buy.  If I could give this product a negative rating I would.  Going to explore returning it.,Junk.  Does not work.  Do not buy.,Size: 1 PackVerified Purchase,One person found this helpful,
Laura C,amzn1.account.AF2Y22YDOVNM6JQM2YWVFJPNUPOA/,"Reviewed in the United States on June 2, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,3.0 out of 5 stars,"Quality lacking a little on this product. The one I got had a lot of sharp edges around the seams of the mold used to make it. Even had plastic shavings inside the sprayer that if I didn't notice before filling could have damaged the pump. Speaking of the pump while pumping this thing up it sounds like a dolphin in distress, horrible noise...had every dog in the neighborhood barking. No real latching mechanism for pump handle so as you are walking with it it can turn causing the sprayer bottle to drop.",It works for what I need,Size: 1 PackVerified Purchase,,
rxbartolo,amzn1.account.AHV3UKALKDU3D4TO6BIKBAGWDHDA/,"Reviewed in the United States on March 5, 2016",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,1.0 out of 5 stars,Both of my sprayers stopped working after a couple of months and of course beyond Amazon's warranty period. Forget about contacting Chapin and they neither pick up the phone nor answer emails. I did read through their FAQs and tried a couple of their suggestion but at present neither tank holds pressure and are worthless. I suggest that you spend a bit more money to get a product that actually lasts more than a few months.,Serious reliability issues with this product,Size: 1 PackVerified Purchase,9 people found this helpful,
Richard,amzn1.account.AHEB2Q4QENBXRRNRLIHTDKN5XUZQ/,"Reviewed in the United States on April 6, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,1.0 out of 5 stars,How can you screw up a sprayer like this? The pump locks on the seal so that is difficlt to unlock. Hard toexplain but just dont buy this brand. Have used a lot of these w my nursery experience and this is the only one i couldnt use.,Worst design yet,Size: 1 PackVerified Purchase,One person found this helpful,
Mayou,amzn1.account.AHL6NX6NMCXET2J6RZZPLKE2II3A/,"Reviewed in the United States on May 24, 2021",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,2.0 out of 5 stars,"I bought this to spray weeds with vinegar; Dawn detergent. It was ok as I went through 2 gals of vinegar. When I was done I thoroughly cleaned it it with water. Fast forward 2 weeks later I loaded it up with vinegar and I couldn’t get it to work at all. I once more took it completely apart and rinsed again. Nothing. I guess I’ll sum it up by saying,”you get what you pay for.”",I wouldn’t buy this again.,Size: 1 PackVerified Purchase,,
Paul L.,amzn1.account.AGQW56UURMG42VFKROTLJ5PDJREQ/,"Reviewed in the United States on June 27, 2016",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,4.0 out of 5 stars,"I bought this to help disperse insecticide around the outside the house. The overall quality is very nice, the plastic is thick and the mechanism to pressurize the tank looks fairly strong given you use it correctly. Using the tank is fairly self explanatory, it has multiple lines to make more precise measurements. A few pumps is all it takes to pressurize the tank and, it lasts for a while. It is fairly effortless to pump, doesn't take too much effort. The included wand and head works well for spraying the outside of the house and the adjacent lawn.The entire package comes with everything you need to start aside from the water and what you need to spray.I only have one complaint (1 star), like many others mention, it lacks a pressure release valve, so you have to be very careful when you want to release the pressure if you don't want it to spray in your face. I suggest holding down the trigger till there is almost no pressure before trying to release pressure via the access port.For a cheap solution, I definitely recommend this product, I save so much money by not having to hire a exterminator and I can apply insecticide at my leisure. If they included a small pressure release valve, it would be perfect.",Good price and works well,Size: 1 PackVerified Purchase,,
Richard Harry Phallistiff,amzn1.account.AGSF4W3OG6RDFTJLVHBZW3MCMYWA/,"Reviewed in the United States on February 6, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,Alright so let me start off by saying that I did not use this for spraying pesticides or fertilizer. I used it for filmmaking.So I made some blood for a death scene with microcrystalline cellulose. And then watered it down a bit to ooze blood from a wood.Some surgical tubing glued to the sprayer nozzle and pump it up. Instant bleed out.So let’s just say that for what I used it for it’s perfect. Adequate pressure and cleaned out nicely. Probably works great for the things that it was made to spray.,Great for movie magic blood work.,Size: 1 PackVerified Purchase,,
Crystal Delgado,amzn1.account.AETY3SHTYTVYS44N6SM4YLHU3EPA/,"Reviewed in the United States on April 28, 2016",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"I used this sprayer with Lawn Star Grass Paint to green up a lawn.  I am a fit female but this sprayer was the perfect size to hold a good amount of liquid but wasn't so heavy that it bothered me.  It did get stained  by the dye, but that isn't necessarily a problem for me or a fault of the sprayer.So a tip when using this- I did get some some splatter on my shirt because I did not release the pressure prior to opening the sprayer-again DUH!I do have a tip for application- make sure to clean the sprayer intake on the inside of the sprayer in between batches.  I had to use the entire bottle and filled the sprayer four to five times.  Towards the end the sprayer was not spraying an even, fine, and plentiful mist like it had before.  I pulled out the little tube and the inside was clogged.  I cleaned this by rubbing my finger and with a little water and everything went back to normal.We were quite happy with this sprayer and recommend it.",Great little sprayer,Size: 1 PackVerified Purchase,2 people found this helpful,
Sang H. Lee,amzn1.account.AEPSNXLJGLL6KUBHSTG4NIBLVOYA/,"Reviewed in the United States on September 17, 2020",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"I needed a sprayer to use for killing moss on my lawn.  The recommended mixture i used per the internet was 1 gallon of water to 2 oz. of dish soap.  I gave it a shot and this thing sprayed like a dream.  Pumping the sprayer reminded me of my college days where we spent countless pumps at the keg.  Imagine pumping, pumping and pumping and no foam!  It was that delightful.  at any rate, if you're looking for a no frills sprayer, this is it.  Sprays well.",Like Pumping A Keg In College!,Size: 1 PackVerified Purchase,,
Tina S.,amzn1.account.AHLPVAKSXI2MHFHMXHDZYS4ZFWPA/,"Reviewed in the United States on February 19, 2018",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"I'm an avid container gardener in CA, and have frequent issues with powdery mildew.  I have spent countless hours and money purchasing the spray bottle neem oils, well no more!  This baby solves the difficulty in hand fatigue and time spraying each leaf on large plants, I love it!1.  Mix your solution in the gallon tank.  (HINT:  This is a significant cost saving as you can buy the solutions as a concentrate!).2.  Screw on the top and pump it easily to provide bottle pressure.3.  Hold down the sprayer and get a continuous stream to quickly and easily cover your entire plant.Strongly suggest this for anyone with large plants.Happy Gardening!","Continuous flow based on pressure, no hose required, 1 gallon tank",Size: 1 PackVerified Purchase,2 people found this helpful,
David A. Jones,amzn1.account.AGOHQ5FCIHDNMMAPAFFVQIBTLTZQ/,"Reviewed in the United States on July 27, 2016",0,,https://www.amazon.com/Chapin-International-20000-1-Gallon-Translucent/product-reviews/B000E28UQU/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"I live in what is slowly turning into a jungle.  This sprayer has helped me to keep some of it down by the driveway and around the out-buildings.  A gallon doesn't last as long as I would like, but at my age, anything bigger would be too much to handle.  The variant spray pattern works well from a fine mist to a squirting stream.  It has helped me kill a bunch of weeds this year.  One thing; it does NOT have any kind of release valve.  I got a ""face full"" the 1st time I released the pressure when finished.  Since then, I just hold the trigger open until it is bled dry of pressure.  I generally spray until empty, anyway.  If you store it with juice still in it, you might want to wrap a rag around the top as you unscrew the pump to release pressure.  It also does not come with a carry strap.  It was not pictured with one, so this was no surprise.  Over the years, I have kept straps from computer bags, etc., so I have plenty.  There are connections to put a strap on the tank.",Nice light-duty sprayer,Size: 1 PackVerified Purchase,One person found this helpful,
