author,ids,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,
dunks,amzn1.account.AF3KJYZUS67R3ABRH3KDDNA2IG3A/,"Reviewed in the United States on July 23, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,3.0 out of 5 stars,"Definitely a far more efficient way to remove weeds and unwanted grass than using a machete or some similar implement. In a half hour this weeder allowed me to remove grass that normally would have taken several hours. However, I did have a couple of problems. First, for a six-footer like me with back problems, the handle definitely needs to be taller or designed in such a way that it can be lengthened as needed. Second, I got the clear impression that this thing would break if I tried to remove a particularly well-entrenched root of grass. The fact that here in South Florida we have sandy soil and I waited until the ground was wet did not seem to make any difference. Do not force it or it will break. I have only had this unit for a short while so I will come back if there is anything new to report.",Use with care,Style: WeederVerified Purchase,One person found this helpful,
Jake,amzn1.account.AHE7CQPKNO5PICYXNNZKXARWLPMQ/,"Reviewed in the United States on August 17, 2019",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,4.0 out of 5 stars,"I did my research on weed pullers.  This one came out the hands down winner according to several other people.  It is long enough and has a foot operated device for pushing the device down over the center of the weed then levering the weed, roots and all, out of the ground.  I saw a review of the three and four prong models and you definitely want the four prong AKA Deluxe model.  This weed puller does not scissor the root like some other ones do so you will have better success and getting the whole root out so the weed does not grow back; one review said his success rate for pulling the whole root was about 60% and was about double the rate of all of the other models he tried.  It does work however it seems our lawn is just laid down on a field of rocks so trying to get the weed puller down with out hitting a rock is nearly impossible.  If your lawn is not laid down on a bunch of rocks, you may have better luck.",It would prolly work better if we didn't have so many rocks,Style: WeederVerified Purchase,One person found this helpful,
DQdawg,amzn1.account.AFUDMRB44SAURLLT5MAZDZIYECAQ/,"Reviewed in the United States on May 2, 2019",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews,3.0 out of 5 stars,"I'm a senior and needed a tool that will keep me from bending over and pulling weeds out of my mulched planting beds.  This is a well made tool and heavy duty.  In Florida our soil is sandy and very loose and in watered beds,  weeds are prolific.  This tool picks weeds but it also picks up the soil and the mulch leaving a gaping hole for new weeds to replant.  The claws leave a hole about the size of a tennis ball so I have to drop the mulch back into the hole and reach to grab the pulled weed by hand, defeating my desire to not have to bend over.","Nicely made but not for my mulch beds, had to return.",Style: WeederVerified Purchase,3 people found this helpful,
Haiying Fu,amzn1.account.AFF25ZV3RD6QMPODSVFTQMQUFUVQ/,"Reviewed in the United States on March 5, 2021",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,1.0 out of 5 stars,"there's big flaw in the design. the controller parts are plastic, holding metal claws. and the plastic parts broke. this design is flawed. it doesn't have enough strength if uses plastic parts.","it broke. I wanted to like it, but the plastic broke",Style: WeederVerified Purchase,3 people found this helpful,
Luis A. Larrea,amzn1.account.AE376YWMZIVF3KRAFE2S2IQZE2QQ/,"Reviewed in the United States on April 26, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"I bought this in December and was hesitant due to some of the reviews stating it would break after a few hours of use. But after spending a few years pulling out weeds with classic dandelion weeder tools, I had to try something new. I brought this out during a somewhat dry spell and it didn't work well. So I used my other tools that worked better with dry soil. Then after a decent rain, I  remembered to grab it and started to pull some out.At first, the weeds would snap because I would pull it out to fast. Pulling it out slower helped. After this adjustment, I would get the entire root about 75% of the time. This number is amazing for me. I've wasted so many hours deweeding and never reach these numbers.After this success, I tried it on other weeds and found that it worked great on everything. I plan on buying another for the wife to help out. I deweeded my entire property of dandelions in an hour. If you have weeds, you must have this pull in your arsenal. Just make sure to take your time with it and use it on the right soil and be careful with tree roots.",Works! Gets the entire root,Style: WeederVerified Purchase,,
James A. Hinson,amzn1.account.AG6GHNIZYADEW6LOYO76N6LMSHQA/,"Reviewed in the United States on April 16, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"I started using this thing just to test it out right after the truck delivered it.... an hour and a half  later I had a mound of dandelions and goose grass piled up ready to throw out. I have an old version of the fiskars weed puller with 1 claw and I never really had much luck with it since it’s hard to hit the sweet spit with one claw. This new one works MUCH better. It’s night and day difference with 4 claws engulfing the base of the clump of weeds. You just center it over the center mass of a clump of dandelions or a clump if crab grass and step on it to sink the jaws around the center of the plant then Lever back on the handle to pull up the weed then jack the ejector like a pump shotgun. It’s actually fun to use.  Great puller, hope it holds up.",It works very well,Style: WeederVerified Purchase,One person found this helpful,
Erick D.,amzn1.account.AFJWINXLEMGJIYABU7QBJEPELSGA/,"Reviewed in the United States on September 23, 2016",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"This review is for the Fiskars Deluxe Stand-up Weeder. I was tired of bending down to pull out weeds by hand so I decided to invest in this cool looking tool. It worked great and was very easy to use. Even my kids like using it. You have to be careful to center the device on the weed so it will grab the entire weed and not the grass. If using it in the law this means that you may still have to bend over and poke at the weed to figure out where the center is but this wasn’t a big deal for me. I tried to use it in an area where there are rocks and it did not work very well. The instructions actually said NOT to do this but I did it anyway just because I was pretty lazy at the time… After a few tries on rocks I heard a snap and I broke something inside. It would not clamp down anymore and now my tool was broken and useless. That’s what usually happens to me when I don’t follow instructions.Anyway I had it in my garage for a few weeks and I was going to buy another one when I came across a review that says that it had a lifetime warranty and Fiskars would replace a broken product for free. I always have my doubts on these lifetime warranty things as they would probably charge me for shipping and maybe even ask me to ship it to them and spend lots of money anyway. I gave it a shot anyway and went to their website to fill out the form. All they asked for was the model number and some details about the purchase. They also asked for a photo of the broken item. I uploaded it and pressed submit. After a few days I got an email saying that a replacement was being shipped. I receive the replacement weeder in another few days and it was brand new. I didn’t even have to return the old one. The replacement process was so easy. Now I use this new one regularly (but not on rocks anymore) and it works great.I would highly recommend this weeder for its functionality, ease of use and the lifetime warranty. It is a great buy.",Great weeder and fun to use... even better lifetime warranty...,Style: WeederVerified Purchase,6 people found this helpful,
Jason,amzn1.account.AGO4D5HI6LTHGZJWXXZHM7TV3VJQ/,"Reviewed in the United States on January 30, 2021",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,1.0 out of 5 stars,The weight distribution is awkward causing difficulty to use compared to similar tools from other brands.The blades on the tool we received do not touch together like pliers.As a result only ginormous weeds can be pulled out rendering it useless to pull out medium size and small weeds.WOMP !WOMP !WOMP !,Poor design. Buyers regret.,Style: WeederVerified Purchase,2 people found this helpful,
Tommy O,amzn1.account.AERPSNRZFDFYBIUIGR5BDEB4L5LA/,"Reviewed in the United States on April 18, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"I rarely rave about products, but I have to say this one impressed me. First, let me start by saying it was just delivered a couple of hours ago. With that said, if this tool only works for the rest of the week, I got my money's worth! My mulch beds have been a fight for me to keep up with pulling weeds forever. Every year I find myself on my hands and knees pulling weeds. I am a retired firefighter with a bad back and that isn't an option anymore so I needed to find a better way. I ordered this with much skepticism, but to my great pleasure, it worked beyond my expectations! I intended to just give it a try, but ended up doing about 25 feet of my mulch bed which was inundated with weeds, in about 15 minutes!!!! This same area usually takes me about an hour and a half to two hours to complete. The weeds, large ones, pulled out of my mulch bed like a hot knife through butter. I did follow some tips I had seen and ran my sprinkler earlier so the ground was moist. Excellent job. I'm actually looking forward to finishing the rest of my yard. Worked great for me.",Absolutely Amazing!,Style: WeederVerified Purchase,,
Sharon,amzn1.account.AFRUGE4PARFP43RK3SHA6AUM5G5A/,"Reviewed in the United States on August 2, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"at first I wasn't sure about ordering it. I decided to try it. I am mature and my back was aching from pulling weeds.I tried it once or twice and thought....easier to bend over.  I tried it again when I had more patience to learn. Wow.I look forward to using it now.  It is so simple and easy to use.Now, I love this thing. Works very well.  I would not wait until the ground is hard from lack of rain. Easier to pullweeds at the start of spring and summer. I keep it outside so I simply grab it, weed as long as i want, and in afew days my backyard to weed free.  So happy with it.",weed puller,Style: WeederVerified Purchase,One person found this helpful,
Ronald Merritt,amzn1.account.AGLHFPFVZVHSUBHRR66WC73CYITQ/,"Reviewed in the United States on May 26, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,4.0 out of 5 stars,"This tool was very easy to use.  I watched a YouTube video demonstrating several stand-up weeders before I decided to try this Fiskar's model.  It works very well and requires little effort.  I could not do weeding from my hands and knees any longer, so I needed something like this.  It requires very little strength and little effort - The only time you might need ""help"" is when you have to lift one foot to press down on the lever to press it into the ground - just a balance issue.  But the lever action does all the actual work of pulling the weeds - the prongs really grab on and hold while you lever it..  No twisting needed, as with other models I've seen.  And, it actually works better on larger weeds than smaller ones!  I cleared out my badly overgrown garden beds in no time!  The only thing I would change would be to perhaps make it out of sturdier materials - I worry that the mostly-plastic body will wear out before too long.  So far, so good.  I would recommend this to any older or less-able-bodied person who wants to keep gardening!",Works just as demonstrated in YouTube videos!  No back strain - no struggles!!,Style: WeederVerified Purchase,,
nadler369,amzn1.account.AFURZXAJJPI6KN5Z3UANYCDD3R5A/,"Reviewed in the United States on January 3, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"This takes a little figuring out to really work.If the lawn wasn't recently watered (within 4-6 hours), this pulls up the week and a whole pile of grass and dirt. If the lawn is moist, it yanks the weeds right out.I have a problem with lawn violets. You can't pull these out by hand and most herbicides that won't kill the lawn don't harm them. The Claw weeder makes short work of them.The pump-action to discharge and reset the weed from the claws makes you feel like a T-800, terminating the weeds.",Weed Terminator,Style: WeederVerified Purchase,2 people found this helpful,
CF,amzn1.account.AE6DDNKFSEVBITPJ3WD3YHUNDEEA/,"Reviewed in the United States on January 10, 2021",1,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews,5.0 out of 5 stars,"This is one of the most useful yard tools I own. Having an acre yard overrun by dandelions, I was able to fill a couple wagon loads in an afternoon.Extremely easy to use. Stab, step, tilt, pull, and release. Doesnt leave giant divots like a shovel and gets the entire root.Recommend using a day or two after a decent rain","Stab, step, tilt, release... it's that easy!",Style: WeederVerified Purchase,2 people found this helpful,
Lee Harris,amzn1.account.AEEFXU7GZDM3WB4E5ZKB73IGKFPQ/,"Reviewed in the United States on June 16, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,4.0 out of 5 stars,"Used properly, does a great job. Won't work very well in hard or rocky soil, but otherwise it's good.  A couple tips: 1. Be sure to keep the base flat to the ground while levering the handle back toward you, so that the underground tongs squeeze together and really grab the root as far down as possible. (2) I found it useful to return the handle back to the vertical position and push down on the 'ejector' slide handle while withdrawing the tool from the ground.  This leaves the plug of earth in place, but you can then extract the weed and its root with minimal disturbance to the soil.  Doesn't always work, but very nice when it does.The tool seems sturdy enough that absent abuse should last a while.",Really useful tool...,Style: WeederVerified Purchase,One person found this helpful,
Says Me,amzn1.account.AFPK33MBDOC3C5TJB66UDHSHO3HQ/,"Reviewed in the United States on March 16, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"I love this product. It’s awesome. I’ve been gentle/careful with it based on reviews. But still using it frequently for hard yard work 2+ hours per session.  Getting to the one year mark and still going strong. If it did break I would replace it right away. I’m very impressed with the speed and ease with which I can weed my yard. 1/3 acre, lots of weeds. There are lots of rocks in this NW glacial till. I just work around them. It’s wet in Seattle so the soil doesn’t get too compacted",Must have for weeding,Style: WeederVerified Purchase,2 people found this helpful,
Mason,amzn1.account.AFE4AO3BNETVSO4DCXC4QLIQMRDQ/,"Reviewed in the United States on August 5, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"This may sound a little old man of me, but this is my new favorite tool. I had been debating whether to buy this thing or not for pulling dandelions in my front yard. Over the years they kept coming and I kept digging them up with a small garden trowel, now in retrospect that was not very smart. This tool is amazing for needs. I walked around my yard and filled two paper grocery bags with dandelions in about 1/8th the time and I don't have to bend down. The tool works great: 1) Find the weed 2)Stick the little prongs in the ground 3)step on the back of the tool 4) pull the tool out at an angle 5) use the release lever and put in the bag. It works great, my only regret is waiting so long to buy it (it sat in my cart for six months because of the price). If you are debating buying this tool, do it! In my experience you won't regret it (unless you break it somehow).",My new favorite tool,Style: WeederVerified Purchase,,
Shane Mirkovich,amzn1.account.AGLL34VTGJCEBWMZ3X3NCJFL5BAA/,"Reviewed in the United States on June 16, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"Yup, I pulled all my weeds and dandelions, and I know my neighbors are envious.  My yard looks perfect, and it took almost no work.  This thing is man's gift to himself.NOTE: Be very gentle with it.  Its all plastic, and looks easy to break.  Just be very careful, understand how it works, and dont bend it too hard.NOTE: The weeds are heavy.  Dirt and all gets pulled up with it, and it will fill up your garbage can very quick.  Took me two weeks to weed my yard because my garbage can got full first day I used it. Had to wait a week for the garbage man to come so I could finish.",YES!  Best yard in the neighborhood,Style: WeederVerified Purchase,One person found this helpful,
Scouthouse,amzn1.account.AEGKPGM5GWLY3CZXVJSKNKYPEAHA/,"Reviewed in the United States on April 12, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"I rarely write reviews on Amazon. But after using this Fiskars weeder for a few weekends, I figured it was worthy of a review. Over the years, I've tried a variety of different pullers/weeders with mediocre-at-best results. This weeder popped up on a my radar a year or so ago but I was put off by the price (at first). I usually spot spray or hand pull weeds. Well, I finally got tired of that and decided it was time to try the Fiskars weeder after I watched a few review videos on YouTube.What's Great About It:• First and foremost, it's actually fun to use - I found myself hunting down weeds in my neighbors' yards after my yard was done• It's easy to use . . . very, very simple• When you get 'locked on' to your target weed, there's a oh-so-satisfying 'snap' when you break away the weed from the root. This goes deep . . . where you can really target the weed AND the root• 'Eject' the pulled weed is fantastic . . . similar to pumping a shotgun. I am now a certified weed hunterIt's worth it, honestly. What you'll save in time (and potentially money if you're spot spraying) makes me wish I purchased this sooner.",This Thing Is Phenomenal,Style: WeederVerified Purchase,,
Klat,amzn1.account.AHMIZUA67JYZDNXESP32LFFUW7QA/,"Reviewed in the United States on March 22, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,2.0 out of 5 stars,"To begin, this tool works really well and does a good job of gripping weed roots and removing them. Using the tool is easy enough to where my 5 and 7 year old can use it under supervision. The problem with this tool is that the fulcrum needs to be made out of metal, not cheap plastic. This is our second tool we have used and it has broken in a similar place while using the product as intended.  I should also mention that our grass/sod isn’t especially hard and isn’t the cause of the breakage. If they change this product and make the fulcrum metal, I would very happily buy the product again because the idea behind it is solid but the manufacturing is not.",Tool works well but is fragile,Style: WeederVerified Purchase,One person found this helpful,
ERICK H.,amzn1.account.AGQC2O7QNE2MIZ34RBY4YDX7CXAQ/,"Reviewed in the United States on July 6, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,2.0 out of 5 stars,"I had 92% of the backyard done.  Literally had a 5x5 patch left and the thing snaps yesterday.  I bought this on June 26th, and only had it for 9 days.  I probably spent about 10 hours weeding the backyard, and then it just broke.  I'm so sad because it was working so well.  I didn't have to be on my hands and getting my knees tore up.  I guess I'm just more disappointed that I spent almost $50 for an item that broke in 9 days.",I was SOOO close to having the backyard done!,Style: WeederVerified Purchase,2 people found this helpful,
🥇Customer,amzn1.account.AGGY6C2RSLNRJKDSIBZBJVNHPH3A/,"Reviewed in the United States on May 1, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"I was skeptical when I purchased this thing, but surprisingly to me, it works pretty well.  It’s exactly like the little video shows.  I had to weed out a large flower bed last month.  This device works best on large, single root weeds.  And yes, it pulls out the whole root.  It’s very easy to pick up this device, ratchet it like a shotgun, and drop the weed into a bin.  You don’t even have to get your hands dirty, though you probably will because this thing doesn’t work so well on smaller weeds with widespread roots.  In my experience, those need hand-weeding.When it pulls out a weed, it also pulls out a clump of dirt surrounding the root.  There will be little divots everywhere this was used unless you fill them in with a bit of dirt.  It seems sturdy enough, though I can see the plastic parts at the foot piece are probably the Achilles Heel of the device.  It’s easy to rinse off with the hose.",Works great on larger weeds,Style: WeederVerified Purchase,,
L Lewis,amzn1.account.AG76FVT55LGGLIFTEKMAZVRUQ76Q/,"Reviewed in the United States on March 10, 2021",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"After purchasing a house with a neglected yard, I struggled to rid it of dandelions, various other weeds, and my chief nemesis--the grass bur.  For those who aren't familiar with grass bur, it's the COVID-19 of the weed world. It's seed balls are armed with vicious spikes that draw blood and create much misery for humans and pets. All last year, I fought the invaders. Hand tools hurt me (with an arthritic back) more than them. Weed 'killer' left them laughing. Today, Fiskar's 4-Claw Weeder arrived and--like Superman--it saved the day, ejecting all of the villains with ease. If the weed has a central root, out it comes cleanly and easily. My back thanks you, my little dog thanks you, and my long-suffering neighbors thank you!",I'll never be without this again!,Style: WeederVerified Purchase,One person found this helpful,
Natural Expressions,amzn1.account.AEVBNWFCRZXKLDGHULHZVWZP4XPA/,"Reviewed in the United States on August 30, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"I am so in love with this tool. This will forever be the perfect housewarming gift I will give all of our friends in the future. I purchased it for myself because we bought a new home that had many weeds in the yard. I was crawling around, using hand tools that kept bending and breaking weeds off at the head, leaving the root. This tool is amazing! No bending, fun to use, gets the whole weed, and makes my husband want to get involved in yard work. What? Yeah! It is important to place the spikes at the center of the base of the weed. It will not work in gravel. When the weed is removed it leaves a 1.5-2"" hole in the dirt. This is good, it is helping getting water down into the soil so the grass can grow better to fill in where the weed was. I highly recommend this product x2, so you have one to give to someone.",Best lawn and garden item ever!,Style: WeederVerified Purchase,,
DJ,amzn1.account.AF6XHMUF2IROEUOEFU72ODW3TIPA/,"Reviewed in the United States on July 31, 2020",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,4.0 out of 5 stars,"This is the best weed puller I have ever used.  Mine was a champion for 8 years and then stopped and broke.  Yes, it was dry dirt but it had done years of dry dirt work prior.  And 8 years for the price is not bad.  It is hands down my mosrt essential garden tool.  I don't use chemicals so I have lots of plants and lots of weeds.  Do not expect the company to stand behind their lifetime warrenty -- they won't even respond to requests for replacement. (That's the only reason for 4 not 5 stars) It's ok though.  Well worth the money and useable year round.","Fabulous, can't live without",Style: WeederVerified Purchase,One person found this helpful,
xxcjtxx,amzn1.account.AG376EUHBYYK5YNVKZ2I34FWPUYA/,"Reviewed in the United States on June 15, 2018",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,1.0 out of 5 stars,"I have to imagine that the unit I received was defective, because I can't see this being a usable tool in any situation. Here's the story:My backyard is all dirt, which I read before ordering, could pose problems for this tool. The claws couldn't penetrate the dirt to grip the weeds, so it failed, understandably.Several reviewers claimed that you needed to go out after a rain or simply wet the area that weeds were being pulled from, to get it to break the surface and pull the weeds, which also failed miserably. The wet dirt turned into mud, which completely removed the friction that would allow for the claw mechanism to grip the weed to remove it. It would simply slide right up the weed, removing the stems, and keeping the root intact.So both tests failed very badly. I can only imagine that this would only be ""successful"" on grass, after a rain, but I'm still not convinced. The gripping/claw mechanism didn't close tightly enough to grab anything but a massive stalk, rendering it useless for the average weed. The ejection slider didn't lock into place, which resulted in it sliding down and preventing the tool from working properly. This wouldn't be an issue if you could hold it up comfortably, but when you're over 6 feet tall, it's too low to hold up, without bending your back, which nullifies the reason for purchasing this tool in the first place.I love Fiskar and have many of their tools, but this one was an absolute train-wreck and set me back on my project 2 days, waiting for a more effective tool to arrive.",A Complete And Utter Disaster From Start To Finish.,Style: WeederVerified Purchase,One person found this helpful,
Amazon Customer,amzn1.account.AFWUNM4VSCY5B5ZHI4R3WKDVAWXA/,"Reviewed in the United States on April 6, 2021",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"I saw my neighbor using this and spoke with him about it.  I immediately ordered it on my phone.  Worked great right out of the box.  I use all the time and absolutely love it.  It is very sturdy, made of good quality materials and has lasted through thousands of weed pulls.  If you are looking for a non-chemical way of dealing with dandelions and other broad leaf weeds, this is your tool.  In full disclosure, it does not work well with certain weeds like Onions but it's really not designed for those.  I demo'd this at my buddy's house and on the first dandelion, I pulled out a root about 8 inches long and my buddy's mouth about dropped.  Amazing product and highly recommend.",Weeds Be Gone,Style: WeederVerified Purchase,,
gfc,amzn1.account.AF26M37N4HZD6XFFWUTTAQPLIKIA/,"Reviewed in the United States on May 9, 2018",1,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,4.0 out of 5 stars,"Not the weeder of my dreams, but it's way better than getting on my hands and knees. I bought this because I have neck and back problems, so I was really hoping for a fairly effortless tool, which may have been too much to ask, I realize. I found that in my compacted soil, I had to stomp on it and pull back hard, but it does work as advertised.Things  I like:LightweightSeems mostly sturdy (see below)Effective for most weeds, including dandelionsPretty easy to use, after a bit of practiceFairly quickThings I don't like:I have a hard time balancing to use the part you have to step on in harder soil.To use that part best, you have to step on it straight down, which means getting in around the base of edging, the beneath/around bushes, etc., is a challenge.It's got a significant amount of plastic, which I am sure keeps it lightweight, for which I am grateful, but the part that gets the roughest use - the part you step on to get the claws into the ground, and which you also use as leverage for pulling the weeds out - is made of plastic, and I think it could easily crack after a lot of use or an accidental encounter with a rock, but I can't know if these will actually happen. Just a guess.Not the manufacturer's fault, but it came packed in an enormous box (really, Amazon??). Stupid.","Not my dream weeder, but...",Style: WeederVerified Purchase,One person found this helpful,
Craig A. Wassel,amzn1.account.AGU7N3VQY3FQWX2DBXSQVXWMQQJA/,"Reviewed in the United States on March 27, 2021",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"I can't tell you how many dandelions and weeds I have pulled with this tool.  I love it.  I think it is important to have realistic expectations, though.  Expect this to be part of your weed control approach and not your only approach.  Sometimes it gets the whole root - and sometimes it does not.  That's not the fault of the tool.  Also don't expect to use it when the ground is dry and hard.  I used this tool like crazy during the very wet Spring of 2020, but then after that we went into extreme drought.  I didn't use it for the rest of the year because it will not work in dry, hard conditions, and trying to force it to work probably just would have broken it.","Boy, do I love this thing",Style: WeederVerified Purchase,,
MamaLama,amzn1.account.AHSGIA25WZPWPX7SL4NSR4WVJZYA/,"Reviewed in the United States on April 29, 2018",0,,https://www.amazon.com/Fiskars-Deluxe-Stand-up-Weeder-4-claw/product-reviews/B0030MIHAU/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"We love this weed puller. We use it to pull mostly dandelions and sticker (thistle) plants. I just have one suggestion for the manufacturer. Consider making the claw/teeth that go into the ground deeper/longer. These weeds have evolved to grow very long strong tap roots. If you don’t pull out the weed while it is young and small, it snaps off at about 1.5-2 inches below ground, leaving the base inch or two of tap root still growing. The entire weed will regenerate from that root snippet within a few weeks. Therefore I think a longer claw would go deeper and pull more out. We do repeat pull some of the same weeds over and over again in our yard. We have very hard clay type soil though and when its dry, it is very difficult to pull anything out of. I would still pull weeds using this tool instead of exposing my yard, family & pets to horrible systemic chemicals that have been linked to Parkinson's.",We love this weed puller,Style: WeederVerified Purchase,2 people found this helpful,
