author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
KJ,/gp/profile/amzn1.account.AEIUTYRV233G72PZTWI3MO3SNPPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 13, 2018",0,0,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,1.0 out of 5 stars,"Purchased 2 of these plugs and they were a pita to setup and pair with my Echo.  One works the other only worked once and subsequent attempts to redo the setup/pair have been  a waste of time.  I switched to Meross plugs and they work like a dream.Update.  Amazon customer service contacted me several times with suggestions for getting this product to work.  I must have gone through their reset routines 15 times and the thing wouldn't connect even though the ""smart plug"" was only 3 feet from the router and the Echo.  I finally told them I was done.  Magically, I received an email informing me that they were sending me a replacement and that I needed to return the defective one ASAP.  If the replacement  works I'll use it somewhere where it's not critical when it fails. I need more smart plugs but I definitely won't be purchasing any more of theseUpdate:  less than 3 months and both the Amazon plugs have stopped working. I've reset several times and they're still unresponsive.  Replaced with a Meross smart plugs.  Problem solved.",Unreliable,Configuration: Smart PlugVerified Purchase,14 people found this helpful,567,177,13048,Public
Michelle B.,/gp/profile/amzn1.account.AFE2WMHMHD3YGFD3OAMYWGJKNRQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 15, 2018",0,0,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,1.0 out of 5 stars,"Purchased 2.  Did everything on package, emailed customer service, did everything they suggested. Called customer service, same steps, no luck. Exchanged for 2 more. Same scenario. Purchasing another brand.",Does not work,Configuration: Smart PlugVerified Purchase,30 people found this helpful,79,69,251024,Public
Kindle Customer,/gp/profile/amzn1.account.AENJ2SLG4HQYPDH2LZDIOU7XNF2Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 26, 2018",0,0,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,1.0 out of 5 stars,"These were possibly the worst smart plug choice I could have given to my parents. I thought simple setup with the alexa app would be easier than account linking with Kasa (what I primarily use) or WeMo (what my brother uses).I could not have been more wrong.My parents each have Fire HDX tablets, how was I to know that the most recent Alexa app in the Amazon app store for those tables would be from 2014?  The operating system was updated in September 2018 but the Alexa app is from November 2014.  That's four years old!!!  That ancient app has no devices tab, and cannot install Amazon smart plugs.So, tried Mom's phone. The Alexa app required my mother to put in a captcha which took multiple tries and finally the help of my son. Then the app failed completely with bluetooth detecting the plugs. It always failed the first wifi attempt as well, which I learned to recognize by watching for the wifi icon to turn off and back on (which is required to switch networks). Sometimes it failed wifi detection multiple times. ""May take up to 1 minute.""  Ha ha! How about up to 3 minutes each time?It took 5 or more tries to get the first outlet to reach the point where I could select the wifi network to attach. And it took multiple tries at that point before it would successfully connect to the network instead of failing as soon as I tapped continue after entering my password. Hint to amazon: your multi-digit failure codes need some explanation, assuming there is anything I can do to possibly make the next attempt succeed.Hint to anyone else struggling at that point: I suspect timeout entering a complex WiFi key. Enter the key elsewhere, e.g. a text message and copy it into the paste buffer so you can just paste it into Alexa app when prompted.Finally after over 2 hours, I have 2 plugs controllable from Echo and the Alexa app.I suspect bugs in the Alexa app, perhaps compounded by my Mom's LG phone. I have done literally dozens of Kasa devices and even more generic chinese ""smart life"" aka Jinvoo aka Tuya devices with WiFi setup on my phone and with my Fire tablet. Nothing has caused the pain and frustration of these Amazon smart plugs.Notes to Amazon: Update the Alexa app in your App Store for your own tablets. Please! Also improve your error messages, and how come password saving didn't work even when the box was checked?",What a steaming pile,Configuration: Smart PlugVerified Purchase,12 people found this helpful,189,124,396578,Public
PandaCat,/gp/profile/amzn1.account.AFGO4GE3MIUENVXQGLZJM2TP7NEQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 15, 2018",0,1,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,5.0 out of 5 stars,"There are many cheaper smart plugs out there but I decided to get this one because I didn't want another random 3rd party app for smart home type of management.  I just wanted one that would directly talk to Alexa.  Got mine over the weekend right after it was launched.This plug was relative easy to set up - it failed multiple times after trying to look for the WiFi (it kept disabled both of my 2.4G and 5G wifi networks even though I asked it to connect to the 2.4G only).  After that, the wizard took me to take the QR code picture on the plug and easily made the connection there.On the Alexa app, you can rename the plug, add it to a group, turn it on/off with Alex by voice commend or using the phone app, or schedule a time to turn it on/off.  It is very easy to use and perfect for turning on/off my big light remotely when I'm reading at night.After this one, I wish Amazon will make its branded similar smart light bulb and a multi-outlet version of this plug.",Simple and no need for a hub or 3rd party app,Configuration: Smart PlugVerified Purchase,47 people found this helpful,613,133,115310,Public
E. MILLER,/gp/profile/amzn1.account.AHMUHEQBRR7Y7LZP2DMP667VYKCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 25, 2020",0,0,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=4,1.0 out of 5 stars,I had high hopes for this because my neighbor has 4 of them and they’ve worked fine for him. Now I’m going to ask him if he’s ever had issues with his. Problems from the very beginning then started to work flawlessly for 2 weeks straight. Now isn’t working at all. I have an Echo Show 8 and it’s constantly saying “plug is unresponsive” or the app will say “device is disabled”. More like Amazon and their products are DISABLED!! Plug CONSTANTLY turns off by itself from losing connection. App is slow to respond too. You’d be better off turning the light switch on & off manually which renders a smart plug useless!! I’ve had to unplug it a billion times and reset it and I’ve only had it 20 days!!Setup is a joke too! Seriously Amazon!? The barcode NEVER works so I had to set it up using WiFi which takes FOREVER!! Status turns red sporadically too so get used to that. Ridiculous piece of Chinese crap!!! I’m returning this piece of junk and buying a cheap $8.99 one to see if it works better than this piece of sh*t. $24.99 is INSANE!!!!!!!!! How is this even “HIGHLY RECOMMENDED on Amazon and low priced”!? What B.S.!! Just a big headache! 🤕🤕🤕🤕,Overpriced Headache!!!! 🤕🤕😤😤,Configuration: Smart PlugVerified Purchase,8 people found this helpful,309,100,79009603,Public
Shelby,/gp/profile/amzn1.account.AEJ2Y3BIE6AJK5HUIJ6ZTXTJGWRA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 9, 2018",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,5.0 out of 5 stars,"I had another plug from a different manufacturer and it was pretty great but on one TV, it would not turn on my tv it would just turn it off. With THIS plug, I set it up which was fairly simple. Guess what happened? It actually turned on and off my tv and it has been doing it with 100% accuracy since I set it up a few weeks ago.FEEDBACK FOR THIS DEVICE TO AMAZON: Sell this as a multipack.",Great Plug!,Configuration: Smart PlugVerified Purchase,12 people found this helpful,25,53,1265434,Public
Ben,/gp/profile/amzn1.account.AF5ZPJ45BBL4CP55YXHX73CFILQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 27, 2018",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,3.0 out of 5 stars,"The setup was easy and it does exactly what it says it does but nothing more.  You cannot integrate this with any other smart home hubs or services (like SmartThings, IFTTT, Stringify, etc).  You can do some very basic automation using Alexa routines but those are missing some fundamental building blocks for triggers and times (no sunrise/sunset for example).  But you can say ""Alexa, turn on <name of plug>"" and it will turn on.  Neat.I got this as a $5 add on with an Echo Dot.  I would not pay any more than that for it.  Look elsewhere for other smart plugs that are useful in many more ways.",Works fine with Alexa but that is it,Configuration: Smart PlugVerified Purchase,15 people found this helpful,405,18,1541916,Public
Curious George,/gp/profile/amzn1.account.AFIT3VZQGQRTN5F2NH7TSHJM7GVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 2, 2018",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,4.0 out of 5 stars,"This smart plug makes it very easy to add Alexa controlled functionality to any device attached to it.  It literally takes less than 2 minute to add the plug to your network on which Alexa is on by using your Alexa app.  You can also name it to your liking and Alexa recognizes that plug according to that name.  For example, if you plug in your nightlight into the smart plug and custom name it, ""My Light Stand"", then Alexa will recognized that plug as ""My Light Stand"".  The app also lets you categorize what kind of device is plugged into the smart plug, such as lights.  The reason for giving 4 stars is that even if you connect the plug and categorize it as ""light"", you cannot dim it by voice control - you have to do it yourself using the remote control to that device.  It may be nicer if one can associate what product is connected to the smart plug and amazon can extend the function of that plugged in product, like dimming or switching to different colors, rather than just turning on and off the device.",Simple to add to your Smart Home network,Configuration: Smart PlugVerified Purchase,14 people found this helpful,166,108,232277,Public
Marion McPherson,/gp/profile/amzn1.account.AEAN6O3XTE32IR36VRH4TGSVPAGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 10, 2018",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,3.0 out of 5 stars,"UPDATE:  Amazon replaced the plug - it arrived the next day, and this one set up perfectly first time in less than a minute.  Wish I had just insisted on a replacement from the start - instead of wasted time and aggravation with the first one.  Can only think it is defective.  So, updated to 3* based on good customer service, and the fact that WHEN it works, it works great.UPDATE:  After 2 different Amazon support calls, finally got this to work.  It worked for 2 weeks, then just stopped. I tried fixes, uninstalled, reinstalled, factory reset etc - and nothing.  I am still in the return window, so it will go back.  (note:  in between my own efforts and the Amazon support calls, wasted about 2 hours on this junk)Disliked that it doesn't work for me.  Excited to receive it.  Made sure my Android had LATEST version of Alexa (check), plugged device into working outlet (check). Made sure Bluetooth on phone was turned on (check).  Selected icon to add new device (check).  Selected PLUG (check), scanned code on accompanying literature as prompted (check). Depressed button until LED light flashed both red and blue (check).  App status indicated connecting to plug, but nothing happened.  Tried again, again, again. Phone and plug within 6 inches of each other and within 3 feet of the router. Total of 11times. 4 times the App actually asked for my Wifi password, and I got excited, thinking we were in business, but no, another 'failed to connect' and ""Unable to complete setup' and 'Provisioning failed' and 'Connection failure'  My Wifi worked throughout, as did other connected devices.  Dud plug maybe, but into the bin it goes - can't be bothered with a return at this stage.  (I have numerous devices, NEST products etc that I connected without any problems - so may have to try a different brand  - this one just doesn't work.",Should be 'doesn't work with Alexa....doesn't work at all',Configuration: Smart PlugVerified Purchase,13 people found this helpful,21,18,2838587,Public
J. Nitta,/gp/profile/amzn1.account.AGT67GMZSU7LIO3KRKZQRLDF5BBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 25, 2018",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,1.0 out of 5 stars,"I ordered 2 of these plugs. Our success rate is 50%. After at home trouble shooting, I spoke with the Alexa device service department to attempt to fix one of them. Within a few minutes the tech found that one of our plugs had failed to update. I walked through the troubleshooting steps AGAIN with the tech to try to get the device to update. I had already done this at least twice on my own before calling. It failed to update and the tech was not able to connect and get it to update on their end. I then asked for a replacement or refund, and was placed on hold over and over again. Since it was a faulty update on their end, and no damage or user error, I was surprised that my call had to be escalated to a higher level manager rather then being solved right away. I was on the phone for about a hour for a $25 plug. The week after I purchased these, I picked up a 2 pack of WEMO plugs at Costco. Besides having to install another app on my phone, the WEMO plugs work like a breeze. Save some time and money and get a 3rd party plug. These plugs aren't working properly yet. I tried to avoid 3rd party and thought the Amazon plug would work better with my current smart home system, it doesn't. Avoid these plugs.",Failed updates lead to non functional plug,Configuration: Smart PlugVerified Purchase,15 people found this helpful,27,3,48640527,Public
Brandon M.,/gp/profile/amzn1.account.AG2LKTYC6RWFMGAESDGBBWZXFYDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 25, 2020",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,1.0 out of 5 stars,"I bought two plugs in July. Today at the end of November both plugs stopped working and neither are able to be reset and work properly. After a reset they connect with the Alexa app but then they are both unresponsive when you try to use them. The indicator lights on them are completely off after a reset and reinstall. I have attempted to reset them multiple times with the same results. I have also reset my router several times as well. Completely useless! Fifty bucks down the drain. Don't waste your money on these horrible useless plugs that are meant to make your life easier but only cause frustration and sadness when they fail over and over again only to finally give up and stop working altogether. I don't know of any other alternative that will work any better. It looks like I'm down to one plug now until it fails. Not kidding, it went out as I was writing this review. FANTASTIC! Really! No BS! I'd rather use my hands again and turn on the lights rather than deal with this waste of technology. Too bad they don't last longer than six months or in the case of the new failed plug two weeks. At least I can get my money back for that one. I foresee millions of these stupid plugs overfilling landfills in the future because they are complete trash. Buyer beware. You were warned. Don't buy these. They are completely worthless. You'll love them until the second time you have to completely reset and go through the entire set up process all over again for the second time and then you'll learn to hate them until they finally die and leave you in the dark. Not buying these may be the best financial decision you make today.",Constantly resetting the plug an now won't work,Configuration: Smart PlugVerified Purchase,7 people found this helpful,14,5,26276459,Public
Jessica Nagel,/gp/profile/amzn1.account.AHPCI27FBJGKXVPWSISK33NXCYLQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 23, 2018",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,5.0 out of 5 stars,"Your browser does not support HTML5 video.           I love these plugs!  They were so easy to install and they work seamlessly with the Amazon Alexa app.  Are these plugs more expensive than other ""smart plugs"" on the market?  Yes, very much so.  However, you don't have to install these plugs via a different app and then connect to Alexa.  Using these plugs is one smooth installation.  They are so much fun and allows my ""Alexa"" environment to become more useful for me.  I especially like using these plugs for plugs and lights that are near the floor so I don't have to bend down to turn them on.  I can see these plugs being useful for people who have limited mobility.",Totally Fun and Easy to Install,Configuration: Smart PlugVerified Purchase,47 people found this helpful,529,113,233214,Public
Ronald Epstein,/gp/profile/amzn1.account.AFLBDKWRQHZVKVWRF5TOJJAI4WJQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 10, 2019",2,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,5.0 out of 5 stars,"I have had a smart home long before most people knew what one was.  I started with the original Alexa device while it was still in beta, and slowly built my home into an automated one using bulbs, plugs, and sensors.The first set of smart plugs I bought were Wemo.  They worked great for a long time.  However, as of late they no longer are able to turn my appliances on/off on a set schedule.Enter the Amazon Smart Plug.  Pretty cheap plug -- certainly cheaper than the competition.  I wanted to replace my defective Wemo with this Amazon Smart Plug in hopes of turning my coffee maker on at a set time every morning.Installation was pretty straight-forward.  I simply opened the Alexa app and it discovered the plug right away.  You can also just go to DEVICES on the app and add the plug.The plug works perfectly!  My coffee maker turns on at a set time.  The only issue I have is that the Amazon Smart Plug is much more difficult to set up for scheduled routines.If this is the purpose you want to use the plug for, I think I can assist..1. From the Amazon app, select the Menu (3 lines) in the upper left corner of the app2. Go to ROUTINES3. Select the + on the upper right of the app4. Select ""When This Happens"" and then SCHEDULE5. Select AT TIME and enter a time you want your device to turn on6. If you want the device to turn on at the same time every day be sure to use the REPEAT BUTTON.7. Select DONE -> NEXT8. Under ADD ACTION go to SMART HOME -> ALL DEVICES -> and select your newly named plug. Click NEXT9. SAVEYou can also repeat the above to turn the device off at a specific timeOnce you get the hang of it, it's not a difficult process to set up.  However, I have to say, Amazon hasn't made this scheduling process very easy.  It's certainly not intuitive.  I am a tech geek and I had to go on the Internet and find instructions on how to set this up.Of course, you can tell Alexa to turn on or off your device as it is now integrated with Echo systems.The plug is very well built.  It works extremely well.  I am surprised that Amazon priced it so affordably.  If you can put up with the more difficult process of setting up a routine, I would recommend this over the Wemo.  The Amazon Smart Plug certainly seems to be more reliable.",The smart choice for smart plugs.  Better than Wemo!,Configuration: Smart PlugVerified Purchase,41 people found this helpful,18176,848,637,Public
B. Wags,/gp/profile/amzn1.account.AHXEMFRPBIQQEO5BD3HF7ANKWUWQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 2, 2018",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,5.0 out of 5 stars,"It is so nice to walk into the doorway of a dark house and say, “Alexa, turn light on”, and like magic, the light comes right on. No more fumbling in the dark for the light switch. And I am looking forward to controlling the Christmas tree lights & decorations this season.You cannot use this as a timer like I thought. You cannot set the light to come in & off at a specific time, at least not anywhere on the Alexa app that I could find.  Bit you can control your switch from anywhere you are, as long as you have your smart phone and installed the Alexa app.The range of feet that my Echo Dot picks up my voice is really good. I am in another room about 20 feet away and giving commands just a little louder then normal conversation, and if picks my voice up fine and executes the command.Very happy with this Amazon smart plug. I just ordered another.",Works great with my Echo Dot,Configuration: Smart PlugVerified Purchase,12 people found this helpful,79,73,342998,Public
Joseph R. Shivak,/gp/profile/amzn1.account.AEMDQSYAJBM2TV5QDQ2JQO242JCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 19, 2018",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5,4.0 out of 5 stars,"Alexa will only turn this on if i say it's name is First Plug.. i can name it ANYTHING in the app and it'll shut it off by that name but will only turn it on if i say Alexa First Plug On..  i've removed it from my account a few times and it just seems a bit buggy to accept a new name to turn on.. perhaps a software update is coming.Update 10/23/18 I just got a call asking for some more information..To further specify if I name it something i type such as Window, Decorations, etc the Alexa service will only turn it on if I call it first plug.. Now If I choose a preselected activation name such as Den (Alexa, den on..) it'll turn on..  So typed names doesn't seem to work to turn on.. but the typed name off works...So when i get home tonight i'll try it again.  And I notice I did name it Window still but I had to make a group called Den and then it'll turn on that group just not the word Window last i tried.Update: 6:30pm..  Unit's name: Window  Added it to Group: Den (cause it was a prewritten group name by Amazon)Alexa Window On...  I'm sorry I don't know that..Alexa Window On... Ok...  (Turns on)Alexa Window Off...  I'm sorry I don't know that..Alexa Den off... I'm sorry I don't know that..Alexa Den off... Ok.. (turns off)Very weird..6:49pm..  Alexa Window On ...  This time zone is east Africa time....  (huh?)Update 11/9/18:The unit appears to be working now.. i can say Window On and they come on and turn off on command.",Alexa Does not like typed names for the unit.  so far.. (now updated working),Configuration: Smart PlugVerified Purchase,10 people found this helpful,199,113,218714,Public
Caracy,/gp/profile/amzn1.account.AGJAIEP5MXHE3J6SKLYNIWHKPKWA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 9, 2019",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6,1.0 out of 5 stars,"I love these plugs. When they work. You can get two in most outlets, over/under kinda thing, if you have to. They work with alexa without a third party app. Simple enough idea. Hey alexa, turn on the light. Turn off the fan. etc. Great. BUT... I've ordered three of these and two of them needed to be returned for replacement. They won't set up. I asked alexa to find the new device. She didn't. I went to the web page and clicked ""discover"" new device. It didn't. I used the app on my Kindle Fire tablet. It couldn't read the QR code and couldn't set it up by looking for it. This has happened on two of the three I've bought. I contacted support both times assuming they would think of something I didn't. But both times it was necessary to send me a replacement. Both times I got the replacement to work and when they work they're great. Some observations: Initially, just plug it in and activate whatever system you're going to use for set up. It will blink a blue light. If the app fails to read the QR code, then hit the button to make it blink blue and red. I tried three different outlets with the two different light color options and it wasn't ""discovered"". Be advised that there is a ""reset"" mode on these plugs. Press and hold the button for 12 seconds. I didn't know that. It didn't help in my case but good to know.Be aware that in some places a smart plug is a ""device"" and in other instances a ""device"" is only an Echo, Dot, and other Amazon things, not a smart plug.Be aware that they, for some reason, call the QR code a bar code. Bar codes are what they scan at the grocery store. The square one is a QR code so don't waste your time looking for a bar code.It would be nice if all ways to set it up, (vocally through alexa, the web page on a laptop, an app on a phone or tablet, etc), were all set up the same way and used the same terminology. It makes these more difficult to set up when icons are in different places, on different pages or called different things.I like these plugs when they work. I now have three that control different lights etc that are inconvenient to reach. I just ask alexa! They're expensive at 25 bucks each but it is possible to catch them on sale. That's the only time I get one.Jan 2020 update....after a month this last (third) plug stopped responding. I tried re-discovering it myself. Setting it up again, etc. I contacted tech support and they walked me through several different processes to get it set up anew. Different blinking light colors, by voice, by QR code, etc . Tech support finally conceded defeat and they are sending me yet another one. I don't think I will be buying this brand again. I love not needing a third party app/account etc just to use alexa but apparently amazon does not have their act together when it comes to these smart plugs.April 24 2020 update.... another one stopped working. Since its already ""in the system"" it can't be discovered or set up. There is no ""re-discover"" option for when these things quit. The serial number is on the plug and its box but not the paper with the QR code so keep them together or write on the paper which plug it goes to. You can disable it but not delete it. I thought if I deleted it and then added it anew that would work. Due to quarantine most help is unavailable now. ****Was able to to phone customer support the next day. After 45 minutes we got it working again. They had to un-register it so that it was a ""new"" device. Then the system (in my case a fire tablet) was able to set it up again. These really should be easier to trouble shoot on the user end. A rediscover option or something. Having alexa tell you ""the light is not responding"" doesn't help. What do I do now???****Bottom line... DON'T BUY THESE. the lack of reliability/quality far out weighs any benefits.May30th 2020... AGAIN third plug is unresponsive. Nothing I do can get it to reset. Unplugging re-plugging. Flashing colored lights. QR codes or discovery. Will have to call CS when calling is available. These plugs suck.!!June 4th 2020... CS is sending me another one. You can delete the device from its app page but apparently that's not enough to make it new again. Deleting it did allow me to get further into the setup process but in the end, still unresponsive. I won't buy another one but I will continue to bother CS when they go bad!","Amazon Smart Plug. The Good, the Bad, the Ugly.  Great when (if?) they work, BUT they just quit.",Configuration: Smart PlugVerified Purchase,6 people found this helpful,154,60,248508,Public
ThaSwampDonkey,/gp/profile/amzn1.account.AF4AIWBS5GMXQQDFCU7A5SXZPBUQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 8, 2020",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6,1.0 out of 5 stars,"Apparently there is a disconnect between Amazon promotions and Amazon Customer Service. The promotion for a 24 dollar credit from Amazon doesn't exist according to Amazon unless you have a screenshot of the promotion. Once you buy the smart plug, the promotion dissapears. Do yourself a favor and take a screenshot if you're buying this due to the promo. Otherwise, you will end up like the rest of us, calling asking about a promo and they have no idea what you are talking about. As for the item itself, it works okay. A little issue getting it connected.",Good luck getting your promo credit.,Configuration: Smart PlugVerified Purchase,7 people found this helpful,255,66,325966,Public
Illusionz,/gp/profile/amzn1.account.AG5IOQFB5OF2WSJKLTSYAYSMFSKQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 27, 2018",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6,1.0 out of 5 stars,"I own a TP link wall plug that works all the time without disconnecting. I purchased a bunch of echo’s on Black Friday with amazon plugs and regret it, because they don’t work on my eero network. My home network has multiple access points around my home for range quality and that’s probably why amazon plug is disconnecting. It should be better, to be honest. If they are competing with TP link’s quality, they really should fix this problem. If I would have known, I would have bought more TP link plugs for the same deal. Don’t bother with these unless you have a single connection in your home.","Doesnt work with mesh networks, on 5g or extenders",Configuration: Smart PlugVerified Purchase,11 people found this helpful,228,106,203659,Public
Steve Lowder,/gp/profile/amzn1.account.AGTWKLUHF4ISKTFPC2J7KVYWFNZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 5, 2020",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6,1.0 out of 5 stars,"Read the other negative reviews. Amazon offered a $24.00 credit with the purchase of this device when activated, which honestly I was going to use to buy a second because its way over priced., but you wont get it.It was fairly easy to hook up though I wished I didn't have to download the app to my phone. Dont understand why I couldn't just work from the amazon alexa site.",You wont get your credit,Configuration: Smart PlugVerified Purchase,7 people found this helpful,54,85,78736280,Public
aquiles,/gp/profile/amzn1.account.AHICKFYWXA6QHRPYDNZUJYPKAYDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 6, 2018",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6,1.0 out of 5 stars,"is annoying the smart plug get unresponsive on regular basisSometimes they work but most of the time ""Devive Unresponsive"" some threat mentioned that it need to have FIX IP addresses, it did not solve the issue.cost them $5.00 each - but if Amazon is planning to use as an introduction of Smart House I will not use themI will prefer to keep using my Z wave in wall Dimmer switch or  zwave smart plugs and have the Zwave hub with all the hiccup between Alexa and the Zwave hub.I guess the product is not quite there.","Two Words ""Device Unresponsive""",Configuration: Smart PlugVerified Purchase,11 people found this helpful,29,41,1890872,Public
R Teale,/gp/profile/amzn1.account.AE7WTUUR7V747AZXXBNOV5YVOMOQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 20, 2020",0,,https://www.amazon.com/Amazon-Smart-Plug-works-Alexa/product-reviews/B01MZEEFNX/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6,5.0 out of 5 stars,"The best part of these Smart Plugs is using them to prank my family. I can be anywhere and with the Alex APP, I can turn on or off anything plugged into these things. Here's a couple examples of cool things you can do. In a bedroom, hide a super bright spotlight pointed at the bed (kid, parents, husband/wife, etc) and then simply ask Alexa to to turn it on. Boom! In the kitchen, get a blender or something, put all the highest settings on and have it set to on, and then wait until mom is cooking Thanksgiving dinner and super stressed about the turkey, and then ask Alexa to make the magic happen. Got a weirdo relative coming to your house that believes in ghosts? Have them think your place is haunted by turning lights on and off while you're not even home! The fun is endless with these things.Thank Amazon! God bless and surf's up!",Great for pranks!,Configuration: Smart PlugVerified Purchase,5 people found this helpful,13,30,78107689,Public
