author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,helpful_votes,total_review,ranking,visibility_status
Maggie Hundshamer,/gp/profile/amzn1.account.AHIJOXWNQNC3MNKM4WYC6NQKDXQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 12, 2020",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=9,4.0 out of 5 stars,Overall this product is good quality but when searching for a “heavy” shower curtain this one should probably not come up in the results. You know what I mean when I say heavy folks. When rinsing the bubbles out of your hair you don’t want your shower curtain tickling your leg like the ghost of Christmas past and scaring the heck out of you as it blows up because there is no weight to it.  If your ever bought a heavy shower curtain at the store you know it’s solid in your hand when you pick it up. This one was way lighter and flimsy. It will do what a shower curtain is supposed to do and keep my husband from flooding our bathroom floor but it’s not exactly what I was looking for.,Could be heavier,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",,,,78832103,
Mimi,/gp/profile/amzn1.account.AEFKCSDFZXZCVWFJ44PKRGKVHVLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 3, 2019",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=9,5.0 out of 5 stars,"The cost of (big box store) clear shower liners has been inching up in recent months so I was pleased to find this one on Amazon for a lower price.  There was zero smell, which if you've ever had that knock-you-over smell from a shower curtain or liner, you can appreciate the absence of it.  The weight of it is good - not so heavy that it wants to push in on you and not flimsy so it blows around.  Weighted magnets hold it even in a shower stall.  I bought 2 so I'd have a backup, or new for bathroom #2.  The LiBa isn't getting slimy with biofilm so it's staying clear.  Grommets aren't discoloring or rusting either.  It's simple enough to wipe clear with Lysol or Chlorox wipes because I don't use the sprays (we have a septic system.)  As long as I can get these, I'll buy again but I might not need to get new ones as often as in the past when old PVC type (?) got kind of crunchy and difficult to clean.","A good non-toxic, non-stink clear shower liner","Size: 72"" W x 72"" HColor: ClearVerified Purchase",112 people found this helpful,103,39,313267,Public
Michael Matney,/gp/profile/amzn1.account.AEP5DFXFDGHRVU5E2R7BEVDD47SQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 26, 2020",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=9,5.0 out of 5 stars,"I was really surprised at the quality of this shower curtain when I got it. And I'd been just grabbing them at Target before I found this one. It seems thicker and didn't have that ""plastic"" smell when I took it out of the packaging. The water seems to just roll off it like a freshly waxed car! I've had it a couple months now and haven't even had to clean it yet! It still looks like it did the day I hung it up. It also doesn't want to ""hug"" you in the shower like some I've bought before, and it's thicker than others that I'd paid the same price for. I would recommend this to anyone who wants a good quality shower curtain that seems like it'll last a lot longer than others of the same price.",Great shower curtain,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",36 people found this helpful,1012,62,100009,Public
M. Arias,/gp/profile/amzn1.account.AFXGYR3C7IHPPV4P3XWP5DLFBJPQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 9, 2020",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=9,4.0 out of 5 stars,"This is not heavy duty.  It is light and looks filmsy.  My previous curtain was heavy duty so I know.I have had it only a month and no mildew yet but it could still be early.  It did not have any chemical smell which was great. The magnets could have been heavier.Overall, I am satisfied with this but I will post an update later on.  Durability is key. Just note it is not heavy duty.",Not heavy duty,"Size: 72"" W x 72"" HColor: WhiteVerified Purchase",One person found this helpful,,,74007,
The Artful Shopper,/gp/profile/amzn1.account.AHVLWEOTI3256TDNBXKKTG5O5UGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 22, 2019",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=9,3.0 out of 5 stars,"exactly how thick and/or sturdy this shower curtain was.  Last one ordered (not from LiBa) was advertised as such but was so flimsy I had to replace it immediately, thus this purchase.  This one is better, but the one before it was sturdy.  I don't know about you, but I prefer a reasonably price shower curtain that is sturdy and doesn't need to be changed often because of mold; I have better things to do with my time and I've had one before.  Unfortunately I am unable to identify the vendor.  I would prefer one heavier than this item.  Ordered clear.",I had to guess,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",3 people found this helpful,152,23,1964669,Public
JAS,/gp/profile/amzn1.account.AH2I2T3GW3XUV6GMGRQJURIIFDPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 26, 2019",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=9,5.0 out of 5 stars,"Product was purchased for a guest bathroom, so it hasn’t received very much use, and has not been washed yet. I like that it is very lightweight as I am using it as a liner behind a cotton shower curtain.  It replaced a plastic liner, and is much nicer than that one.  Besides being lighter in weight, it allows some light to get through, so the shower area is not as dark as with a plastic liner.  There are 2 magnetic weights at the bottom, which keeps the ends in place, but there is some movement of the middle section into the shower when the water is on.  Since I am using it for a tiled shower, the magnets only act as weights.  Overall, I am very pleased with this product.",Good lightweight shower curtain,"Size: 72"" W x 72"" HColor: White FabricVerified Purchase",98 people found this helpful,,,1208791,
txdoc,/gp/profile/amzn1.account.AHGGGBXEXMK7JABWORIZIGXRLRNQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 4, 2020",0,,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=9,5.0 out of 5 stars,"It was time to replace my shower liner so I tried this one.  It is a nice weight plastic that hangs well in the tub.  The magnets give enough weight that it does not try to bellow outward nor does it try to cling to you as you move around.  I like a clear liner because my bathroom does not have an abundance of light so an opaque liner would make it too dark in the shower.  I have a light almost lace-like curtain that hangs on the outside of the tub just for appearance but the liner is the one which keeps the water in the tub and not on the floor.  So far, after a few weeks of use it remains perfectly clear but I guess it will take more time to tell if that becomes a problem.  Basically, at this point, I would say this liner was a perfect purchase.",Great shower liner!,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",41 people found this helpful,,,9705,
r3vi3ws4u,/gp/profile/amzn1.account.AE47FC2QR3UROVBYX7HMVEZU4W2A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 31, 2020",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=10,3.0 out of 5 stars,We are not dirty.  Clean the tub every week and use clean shower every few days.  Liner has that stinky shower curtain smell but the new shower curtain that I put in with the liner does not smell.  It's a waffle pattern curtain and not anywhere near the water resistance levels of the liner.  My kid gets both very wet at bath time.  So it's weird that one stinks and the other doesn't.  The liner I replaced this with was very stiff and annoying but never smelled or had any kind of mold.  Not thrilled with this liner although I do really like the look and feel.  It hangs very nicely and the magnets are big and do their job.,It Stinks,"Size: 72"" W x 72"" HColor: White FabricVerified Purchase",,,,2173482,
Error 505,/gp/profile/amzn1.account.AGKY475UQ7OMNCZNK46L54J3327A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 24, 2020",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=10,1.0 out of 5 stars,"How this got 4 stars is beyond me.  The magnets at so weak they barely hold on to each other, and never hold to the tub.  I tested them, and they could barely hold a paperclip.  When it said ""powerful magnets"" I assumed something better than dime sized ferromagnets. It's always sucking in on me while I'm showering.I had to add stronger magnets to get it to work.Zero stars if I could.","Weak magnets, super thin plastic, and it stinks.","Size: 72"" W x 72"" HColor: FrostedVerified Purchase",One person found this helpful,34,58,4426500,Public
Amazon Customer,/gp/profile/amzn1.account.AHWCBN33IVFWE247N2AVWHJTTLVA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 18, 2019",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=10,5.0 out of 5 stars,"I absolutely love these curtains in that they have no smell. There's no off-gassing. They are lovely! My only complaint is that they really aren't great to clean. I can lay the curtain out on the lawn and scrub it and hose it off as much as I want, but it is quick to get water stains and mildew again, and it's never quite as clean looking. It arrives crystal clear, and when you wash it, it becomes scratchy and more opaque. I think it must get some micro pitting because, like I said, it gets dirty and moldy much faster the second go-round. I ended up throwing away my first set of curtains and ordering two more. I would say that they last about a year with one cleaning. Still really awesome. But, not as reusable as some people lead you to believe in these reviews. I will continue to buy new ones every year, because they are absolutely awesome for the health purposes of no off-gassing or toxic smells.","Awesome, but not reusable forever.","Size: 72"" W x 72"" HColor: ClearVerified Purchase",51 people found this helpful,,,107164,
Ex-ChiefJim,/gp/profile/amzn1.account.AE7AC57KD77GVG5S2KC65OTQ423A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 10, 2020",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=10,4.0 out of 5 stars,The fact that this shower liner didn't have any odor at all was amazing!  In the past the cheap PVC liners had VOC off-gassing that caused us headaches for a few days and we had to leave the bathroom window open and the fan running until it dissipated.The liner unfolded and laid perfectly in the shower and after a few hot showers this week the fold lines are disappearing.The magnets aren't too strong but are strong enough and hold the liner in place against our cast iron tub.  I think that some of the complaints of the magnets not working may be due to the fact those people have fiberglass tubs.,A little pricey compared to others but well worth it.,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",,,,89732,
Jeff B.,/gp/profile/amzn1.account.AH4TKHLYUW4UC7KKPLWPOGPD525A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 8, 2019",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=10,5.0 out of 5 stars,"I received the shower liner and it looked nice until I started to hang it and noticed a tear in the middle. I wrote their support group and later received an email from them asking for the order number and my name and address. I also included screenshots of the order. I later received an email from them wanting photos of the tear. I felt Insulted as though they didn't trust that I had a tear in it. I didn't respond and just threw it in the trash. I didn't even return it to Amazon. It was only a $8 purchase for goodness sakes. I just purchased a different brand for about the same money from Walmart. Maybe I should have just sent a photo, but really? I could have just returned it to Amazon but honestly didn't want to deal with it. It looked like it would have been a decent liner for the price, but I'll never know now. I gave them a 3 for that reason.Update. I raised the rating to a five due to their emails and refunding the purchase price",Good shower curtain. Great price and support,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",52 people found this helpful,268,134,22509,Public
MC,/gp/profile/amzn1.account.AHTRCCMXIUFXG7X6DV3YTD7TFNQA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 24, 2020",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=10,5.0 out of 5 stars,I have wasted so much money on shower curtains that was very hesitant to waste more money but I must say I am impressed with the quality and the fact that for over 3 months of overuse (since we take more showers due to COVID-19) there is still no mildew or any signs of any smell. I also liked that is a bigger size than the normal ones which worked for me because it allows extra Space. Talking about the quality the material is thick enough that I decided to remove the decorative one altogether and left the plastic by it self. Overall I am very happy with my purchase and while I know 3 months of use is not a lot I will keep you updated if anything Changes,Stop wasting your money with other cheaply made ones,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",38 people found this helpful,77,43,1211379,Public
Nick W,/gp/profile/amzn1.account.AEQFYZRZLLDFGYLNRSRQYQBJOFGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 10, 2020",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=10,5.0 out of 5 stars,"It's a shower liner.  What is one supposed to say about it?  Yes, the weight of the material is good, actually better than expected.  It appears to be manufactured well and it does what I need it to.  I can't really rate the ability to clean it as I have always found cleaning shower liners a pain so I usually either replace them or buy new ones depending on how long I have had the liner for and how it looks.  I replace the one in the guest bathroom a little more often and move that one, as it hasn't been used to much, to my bathroom.  It doesn't matter as much on how mine looks as no one really sees my bathroom or if they do they don't see into my shower unless they are weirdly nosey.",Works,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",39 people found this helpful,,,544622,
jwstar,/gp/profile/amzn1.account.AGTMEMUEFMAOKFKNK2AUQTYPFNEA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 20, 2019",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=10,5.0 out of 5 stars,"I have ordered this product before, and have come back to it. I chose the more heavy duty gauge of plastic this time, which doesn't have any folded over seams for any mildew to form. I love the curtain in its design. Heavy/ thick material, transparent, grommets at the top, magnets at the bottom for weight and cling to tub. All around great curtain. I also was pleased by the promise of less chemicals released from material into the air. I have pets and do care about this detail. If you need a great, transparent, water proof yet washable curtain, buy this curtain! Definitely recommend, and will buy again!",Fantastic curtain!,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",,60,49,908088,Public
LA.2.NYC,/gp/profile/amzn1.account.AGFSRFER5MLNTU7VYLT6SYA3LSHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 7, 2019",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=10,5.0 out of 5 stars,"As advertised, this shower curtain has prevented mold and mildew better than any other shower curtain I have previously owned (I've tried at least half a dozen other brands in the past year alone). Since my bathroom doesn't have a fan and humidity build-up is a big problem, most shower curtains don't last more than a couple months at most until they begin to get disgusting. I've now had this for 4 months, and there continues to be absolutely no scum build-up on it. I'm extremely happy with this item, and would definitely purchase this same brand again.",Prevents Mildew,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",49 people found this helpful,,,96225,
Jay,/gp/profile/amzn1.account.AF7636WYNF6L44L2QHSJCCTWHCMA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 19, 2019",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=10,5.0 out of 5 stars,"Love everything about this! Been on for a week and a half now, definitely water resistant although it gets wet of course but doesn’t go through. Magnetic things inside works excellent to keep it in place. Nice bright white and wrinkle free! Still looks beautiful after 1.5 weeks, meaning it doesn’t get dirty or stale looking too fast",Best liner for the price!,"Size: 72"" W x 72"" HColor: White FabricVerified Purchase",54 people found this helpful,,,87954,
Evan Brown,/gp/profile/amzn1.account.AF43OA6X54AWYXJSJOLARBIWGMCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 26, 2019",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=11,4.0 out of 5 stars,"This curtain is great for the price. Easy to hook on and is definite water resistant. The only con I have found is that the magnetic strength is not that strong so it doesn't always stick to the inside of the bath tub.PLEASE NOTE, this is fully see-through and does not provide any privacy...I learned the hard way when my in-laws were over this past weekend and I forgot to shut the bathroom door...that being said, it does have ""clear"" in the product title so I think that one is on me. At the end of the day, this isn't a hard fix, I just throw my bathing suit on now and all is fine.",Good Curtain for the Price,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",,,,56650,
Kat,/gp/profile/amzn1.account.AHXMTRXZDVJTADJCLJUCK5I7CSTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 29, 2020",0,1,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=11,5.0 out of 5 stars,"Plexiglass separators between workstations are very expensive, awkward and typically aren't large enough to provide Covid-19 aerosol coverage. We use the clear shower curtains to hang from the ceiling around workstations. It still provides an open office feeling and the ability to see and talk with everyone. But plastic is heavy and easy to clean. Use the drop ceiling hooks - we bought ""LEE House 50 Piece Ceiling Hook Clips Ceiling Hanger Hooks Ues for Office, Decoration, Hanging"" for easy install. This does NOT create an airtight environment- but it stops a lot of upper air movement. From the ceiling, shower curtain hangs about 6 inches below the normal desk height.",Easy & Affordable Covid-19 workstation protection,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",114 people found this helpful,,,233673,
spunky monkey,/gp/profile/amzn1.account.AFUJ7DARNABDPSL2CU33JTHQASLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 16, 2020",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=11,1.0 out of 5 stars,"Material is some kind of stiff plastic. The folds from shipping do not let the liner hang flat - it billows into the tub when showering.  The magnets are very weak.  Everything they described in the description is just the opposite of what the product is like.  I bought this because of all the rave reviews and because of the advertising!  Amazon paired every shower curtain that I looked at with this one liner.  It’s very odd.  I fell for it hook like and sinker. They are making a killing charging $11 for such poor quality.  I feel like I’ve been taken,  There is a notice on the package saying do not return to retailer but to email them and they will “guarantee you’re completely satisfied”. I wouldn’t be satisfied with anything less than my money back but for $11, I am not about to give them my credit card number.",Cheap stiff plastic material,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",,,,3692219,
P. Hudson,/gp/profile/amzn1.account.AHVJ2TBNT6A2T645AN6B2SURJNYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 20, 2020",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=11,1.0 out of 5 stars,"Originally I liked this shower curtain very much.  It looked nice and seemed water resistant but as time went on it seemed to absorb more and more water.  I was using it as a liner so I thought it was okay.  The magnets were a pain because I have a fiberglass tub/shower and they kept sticking to each other.  This past weekend I washed it and today after my husband's shower, he realized that the floor outside of the tub was soaking wet.  The ""liner"" had soaked through to the outer curtain and the outer curtain had wicked the water through and had dripped to the floor.  It is mildew resistant though.  There should be a warning to never wash it.",Mildew resistant but not very water resistant,"Size: 72"" W x 72"" HColor: White FabricVerified Purchase",,,,277713,
Eva,/gp/profile/amzn1.account.AFYAAYXEUROBXAEB4NVDYIBHYBGQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 27, 2020",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=11,5.0 out of 5 stars,"Cat resistant window curtain, white.I know this is a shower curtain but we use it in our apartment window and it works beautiffuly.We must keep white Venetian blinds in place, unbroken or our complex charges us to replace them. Cats tear up blinds.I bought this in white and white rose shower hooks. The cats dont climb it like they did curtains and its durable & cute.From outside you cant tell they aren't blinds until you get close.  Then they see we still have the blinds in place, just pulled all the way up. No more replacement fees.",Use it for cat resistant window curtain.,"Size: 72"" W x 72"" HColor: WhiteVerified Purchase",,,,16466,
Private,/gp/profile/amzn1.account.AFTSZXMQ36TVEEYIC4RW3FJTXO7A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 1, 2020",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=11,5.0 out of 5 stars,"I love these. I bought one for each shower, a stall shower and a full shower. I have to say the stall shower needs to be about 1/2 inch to 1 inch larger on each side. it would be perfect for me. It does fit the shower but i like a bit more security at the edge. They stay clean a long time and are very easy to clean. I either clean with a vinegar soap solution or through them in the wash with bleach. Either way-they are quite durable, a good thickness and look great. Packaged well, arrived on time. I would buy again, the larger one. The other one, I would by again if I purchased a bit larger outer curtain.",A M A Z I N G!,"Size: 36"" W x 72"" HColor: WhiteVerified Purchase",,,,1420610,
dougzed,/gp/profile/amzn1.account.AH5YXLUEFGENLCTGSHI5AG7MVXDA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 27, 2020",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=11,4.0 out of 5 stars,"Seems to be well made, but ""heavy duty"" is definitely a stretch.  We'll see how well it holds up.  I've noticed the standards for heavy duty ain't what they used to be.  The fabric in my heavy duty T-shirts is much thinner than it used to be.  And the plastic on this heavy duty shower curtain liner is much lighter weight than the old liner that it's replacing.  Had I known it was this light weight, I probably would not have ordered it, but not a big enough problem to send it back.  Maybe I'll be pleasantly surprised and new technology and new materials will demonstrate that this lighter weight plastic is indeed heavy duty.  And I'm one of those reviewers who will come back later on and update my review.","Decent quality, but definitely NOT heavy duty.","Size: 72"" W x 72"" HColor: FrostedVerified Purchase",,172,122,78950700,Public
Erin,/gp/profile/amzn1.account.AFOIO2VAMM575X3QHFK2EG5BS33A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 28, 2019",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=11,4.0 out of 5 stars,This curtain is very ok. I probably wouldn’t but it again but I also don’t dislike it enough to take it down and return it. Haha. The main things that I don’t care for are the size and strength of the magnets. They are too strong and prevent the liner from gliding when you pull it back. It also doesn’t have a weighted hem so it doesn’t lay as flat as my previous one.,Just ok,"Size: 72"" W x 72"" HColor: White FabricVerified Purchase",One person found this helpful,,,2571066,
Cookerdo,/gp/profile/amzn1.account.AF5XBUVHCNI6NMXCKNQB4GGYL5DQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 12, 2019",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=11,5.0 out of 5 stars,"This is a very nice heavy duty liner. I use them alone without a curtain. There is more light in the shower.However, this is not exactly clear. It does have a very slight frosting to it. The ones I buy at the home improvement store are perfectly clear and see thru.I was surprised to find the shelves empty at my local home improvement store... a sales person was not interested in checking to see if they had more in inventory, So ... to Amazon I went! And they wonder why the online buying is so popular!Thanks! Just what I wanted and fast shipping also!",Very Nice!,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",,,,771189,
lam,/gp/profile/amzn1.account.AEG2DBHQVUVTLW2F3PRBDFHLNPYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 28, 2019",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=11,5.0 out of 5 stars,In addition to all of the great reasons to like this THICK CLEAR liner - Here is a real simple design feature that sets this liner apart from  ALL others:  - there is an extra 2.5 inches of shower curtain on the left and on the right side BEYOND where the first and last grommets sit - which prevents water from slipping out of each side!!!  It is great to have an extra section AFTER the grommet which really makes all the difference.  The curtain itself is an excellent heavy weight clear plastic.  This one is a keeper.  ADDITIONAL REMARKS - I kept several in the cabinet and can change them out without having to place another order....I would not consider any other shower liner!!,this is the best shower curtain/liner we have ever used!!,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",,,,79018252,
Mr. Bosco,/gp/profile/amzn1.account.AH4BNOZUMBKHJJNAL6IJ236REUNA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 4, 2020",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=12,5.0 out of 5 stars,"I bought this to replace a fabric liner that would get soaked with water, sometimes transferring it to the shower curtain and causing water to pool on the floor. I wanted something that would shed water instead of absorb it.After a week I am very happy with this liner. First of all, it does indeed repel water even over the course of a long shower. Second, I was pleasantly surprised by the lack of an odor when I opened the package; it doesn't have the strong chemical smell of other plastic liners that I have had. And the weight is nice. It drapes pretty nicely off of the curtain rod--not stiff or resistant to folding.The little magnets on the corners are useless, but the liner clings to the inside of the tub quite well.I have no idea how it will wash up, but apart from that I think this is very good.","Nice weight, no smell, repels water","Size: 72"" W x 72"" HColor: FrostedVerified Purchase",,,,2386851,
Jaime,/gp/profile/amzn1.account.AFWBTMKJESJBZTDTBM4FLNOBLAQQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on July 3, 2020",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=12,2.0 out of 5 stars,"I keep a clean bathroom.  I often change out liners because I am really anxious about making sure I'm not standing in a petri dish.  However, I didn't expect to have to change this one out so quickly.  There were dark spots on the bottom of the curtain after two weeks. Maybe I'm doing something wrong with my cleaning process, but I don't think I am.  I scrubbed them and still, it came back quicker than expected.  So how are these resistant? Maybe I'm missing something.",mildew restistant? where?,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",One person found this helpful,,,18567,
Andrew A.,/gp/profile/amzn1.account.AHZZ2NC4QG23PQ6ESBMYF2DU45DQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 1, 2020",0,0,https://www.amazon.com/product-reviews/B07N5K5K2S/ref=zg_bs_home-garden_cr_12?ie=UTF8&refRID=NMKBVV9JCWSVR5H0M3AB&pageNumber=12,5.0 out of 5 stars,"We have fancy pants tiled walls in the bathroom that continue through the bath/shower. I found that a decorative or opaque shower curtain takes away from the appearance = less is more. We've always used clear shower curtains, and they look great until they don't. This liner is a higher quality - thicker, quality grommets, AND it seems to repel soap scum and mildew. Our experience has been that regular maintenance is required to keep clear curtains clear. It sounds weird but, this thing seems to clean itself. The description didn't mention that it was magical.",This Shower Curtain Is No Joke,"Size: 72"" W x 72"" HColor: ClearVerified Purchase",,,,11306644,
