author,author_profile_url,date_of_review,image_num,num_of_comments,pageURL,rating,review_content,title,verified,votes_helpful,,helpful_votes,total_review,ranking,visibility_status
Vicki S.,/gp/profile/amzn1.account.AHHNHZACHE2SU77PUMX6HEGI65AQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on August 30, 2018",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,5.0 out of 5 stars,"What a book for the senses!  After finishing it, I’m still so full of sights, smells, tastes, emotions; I think it will stay with me for a long, long time.  It’s a beautiful, incandescent story written with lyrical prose that weaves seamlessly from the past to the current time in which the story is set.  I was completely immersed in a marsh in North Carolina and didn’t want the story to end.  The ending...didn’t see it coming.  Just...wow.  The whole book is wow.",Feeds the senses,Verified Purchase,28 people found this helpful,,59,15,612335,Public
Nocturnal,/gp/profile/amzn1.account.AGKT6GW5RFZ4Y3KOSURSQ7UTR4VA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 15, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews,3.0 out of 5 stars,"It's just one of those kinds of books you read in one afternoon when it's pouring rain outside and you don't want to go and get wet, you stay inside in front of the heater and just read.  Doesn't raise any moral or thought provoking thoughts, it's just one of those stories that will dissipate rather fast from memory, like too may other books these days.",Not one of those deep books that makes you think,Verified Purchase,22 people found this helpful,,3375,1027,4662585,Public
Taylor,/gp/profile/amzn1.account.AH5LBV2UJEO7LJ6UJKXNFT4H3INA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 28, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,1.0 out of 5 stars,"I disliked everything about this novel....a small child is left to be in the bayou, while her father gets drunk and never comes home and she has to fend for herself........and her mother has left all the children to run away from her life......this is a truly disgusting book and I hope no one reads it......",This is a very dark novel about abuse from father and mother,Verified Purchase,33 people found this helpful,,33,5,1906,Public
LNS2038,/gp/profile/amzn1.account.AFZK7KCVUPQVZBY3RWMUF5SPZ67Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 3, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,3.0 out of 5 stars,"First, I notice a limited understanding of North Carolina geography..  There is no way someone living on the coast would go to Asheville for shopping.  That town is in the mountains.  There are much closer shopping destinations - e.g., Wilmington, Greenville, Raleigh, Durham, etc.Second, character development was weak. I cannot believe that none of the siblings would  be concerned about a very small child for that many years.  It's clear why they left but unimaginable that someone wouldn't have come back sooner.  And what about the town of Barkley Cove?  She may have been 'swamp trash' but she was white and that counted for something in those days.  'Saint' Tate was a puzzle, too.  As loving as he had been her whole life, why would he dump her when he went to Chapel Hill?!",Lovely Descriptions of Nature but .  . . .,Verified Purchase,19 people found this helpful,,30,42,12698672,Public
Boo's Mom,/gp/profile/amzn1.account.AHAQKN6KIVOZ56UL7GY7IT5FIYUA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on September 23, 2018",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"It is only once in a blue moon that a novel captures me as this one did.  For me to write a review is also a rarity.  From the first paragraph to the last I was completely immersed in the plot, characters, and motifs.  The author's lyric voice sings clearly in the words of Kya, the main character.  Both heart and gut wrenching, I am profoundly affected by this novel and was pleased that the author gave us the complete story.  For most novels, I do find that I read a book, finish it, and then a few days later have difficulty remembering what the book was about.  I know that this novel will always be with me in mind and spirit.  I have and will heartily recommend this novel to my friends, family, and anyone else who loves to read.  I would say that if you read no other book this year, read Where the Crawdads Sing.",A Rarity,Verified Purchase,26 people found this helpful,,40,19,2466098,Public
Renne Newman,/gp/profile/amzn1.account.AGZZKQPB45MWFKKDWZKLWHALOVIQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 11, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,2.0 out of 5 stars,"Where the Crawdads Sing was a major disappointment.  In terms of the story, there was much potential, but the characters were too stereotypical and two-dimensional.  As a lifetime resident of NC and specifically the NC coast, I was pleased with the focus on our wonderful flora and fauna. This was a fine nature guide. However, the author clearly did not research the people nor even geography of our wonderful state.  For example, when the term “lagoon” is used in eastern NC, the speaker is talking about a hog waste pond, not a natural body of water.  Why would someone drive to Asheville, an eight hour drive from the coast currently, to buy a bicycle even in the 1950’s when to get there you drive through major cities!  In the 1960’s, few women attended UNC Chapel Hill.  If the author had invested any time in learning about North Carolinians and our wonderful state, this book could have been excellent.  It clearly was not!",A Real Missed Opportunity,Verified Purchase,22 people found this helpful,,22,4,2664353,Public
MysteryBuff,/gp/profile/amzn1.account.AH3ZTKRG37HJ5VAKCWTERJIAQQOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 23, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,1.0 out of 5 stars,"Endless descriptions of surrounding landscape and not much else for pages and pages. The book jumps from her being 7 yrs old to her being in her early 20's and back again without making any sense or presentng any plot line. After getting through many chapters, not sure if it's worth going on. What a disappointment. A lot of hype without much substance.",Can't make any sense of this,Verified Purchase,25 people found this helpful,,252,58,11031121,Public
CaliDreaming,/gp/profile/amzn1.account.AGDS2DCVLYLBRI7ZIRWAVOYQ6B4A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 29, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,3.0 out of 5 stars,"The first third of this book was a gripping story of abandonment, loneliness and despair.  The prose was beautiful and the description of the marsh makes you appreciate it almost as much as the main character, Kya, does.  I was willing to suspend my disbelief at some of the unrealistic scenarios presented during this part of the book due to the strength of the author's description of Kya's desolate emotional world.  How does a six-year-old survive the harsh environment of the marsh on grits and mussels?  I reasoned that she could have picked up enough from her mother and Jody before they left.  Tate's fixation on Kya?  I suppose Tate's deep sense of loss after the death of his mother and sister could have created a strong sense of wanting to protect Kya.  And so on.But as the story went on, I became less and less willing to excuse the unrealistic plot lines as the story drifted less from a serious exploration of the effects of abandonment and loneliness to a sensational story that concentrated on very contrived plot twists.  For the first 100 pages or so, I had believed the book was a serious piece of fiction, but after I read more and more, it started to remind me of a Lifetime movie.  Lifetime movies are entertaining though, so I still read on with interest.It was about this time I realized how undeveloped the characters were.  The depictions of Jumpin' and Mabel in particular were bordering on stereotypical.  I kept reading and hoping there was some good reason for this mildly offensive characterization, but by the end, it is clear that these are throwaway black characters whose sole purpose is to make the white heroine look good.I give this book 3 stars based on the strength of the first 100 pages and its entertainment value.  However, if you're looking for something deeper and more meaningful, don't even bother.",Starts strong but becomes increasingly superficial and unrealistic,Verified Purchase,15 people found this helpful,,330,103,259917,Public
Riverlizzie Reviews,/gp/profile/amzn1.account.AEFM4CCAVULBQVK2F2UHZA3CQVFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 22, 2018",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,4.0 out of 5 stars,"The story of the wild child is not new, but it's done very well here with only a touch of implausibility. The murder mystery was very well done, and I loved that I was still undecided about the identity of the killer until the end.  Kya's comparison of the small-town prosecutor to the weaker marsh animals' antics to make themselves appear bigger, stronger, and more desirable was purely delicious. The marsh is the real star of this story, with plenty of beautiful, satisfying detail. The descriptions of Kya feeding the gulls made my heart ache with longing for that experience.Where the author fails pretty miserably is in trying to write dialogue in the vernacular. To do that well, a writer must pay close attention to consistency, which Ms. Owens does not. She has words and like sounds pronounced differently in the space of a single sentence, and more often than not, this reader was yanked right out of the story by the clumsy attempts at conveying an accent. Her rendering of the ""colored"" language was especially caricatured, to a painful degree. ""Gwine""? Really?  It's a shame that the enjoyment of growing to love this wild, solitary woman was interrupted by something so easily avoided.","Great nature detail, good story, ridiculous dialogue",Verified Purchase,18 people found this helpful,,588,396,197683,Public
Thomas Moody,/gp/profile/amzn1.account.AHZB2AFTCFH27H5KOG5RBWQYKUPA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 21, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,5.0 out of 5 stars,"Every so often a novel, written so profoundly and with such care and grace, will come along and capture you in an almost reverential way. Three recent works that have done this for me come quickly to mind; “Night” by Elie Wiesel, “The Prince of Tides” by Pat Conroy and perhaps my all-time favorite, “The Pacific” by Mark Helprin. All literary masterpieces and penned in their own unique vision of what literature should aspire to be, all three evoke in me a sense of import and sublimity not remotely approached in other works of this genre. And now we have first time novelist Delia Owens, who has also seemingly captured this essential essence of literary beauty with this superlative work “Where the Crawdads Sing.” Herein, she seductively integrates a myriad of topical issues into one cohesive narrative…1960’s southern class divisions, controversial social orders, Jim Crow racism and male violence against women. With these, then, Owens seamlessly weaves a dazzling drama portraying one young woman’s segregated life as she goes from young abandoned youth to beautiful and intelligent mid-twenties young woman. Not to be forgotten, she also spins a twisted and dramatic murder mystery, one that succinctly converges with our main protagonist’s life at the end.Catherine “Kya” Clark is the acknowledged “Swamp Girl,” abandoned by her mother at eight years old (due to untold beatings and abuse by Kya’s father) in 1952 and soon by her last remaining brother (all siblings have left for similar reasons) and her deadbeat father. Learning to survive on her own in the Outer Banks region of the North Carolina swamps, Kya becomes one with the swamp, spurning any real integration with local society, even fighting off attempts by truant officers to get her into school. As she grows older, and as she sees and ultimately meets a local boy Tate out on the intricate waterways, she learns that the yearnings she feels for him is the beginning of love. Tate, feeling the same, becomes her savior of sorts, teaching her to read and sharing her love of the wildlife area. Owens is magnificent here, touching the reader’s heart with Kya’s coming of age experiences while describing her and Tate’s budding relationship.Tate leaves, of course, going to college following high school, breaking Kya’s heart, before she ultimately becomes involved with local football hero Chase Andrews, one who appears at first to be somewhat honorable but maintains a suspicious side, nevertheless. And this is where the book’s plot explodes…Chase is exposed as the murder victim at the very beginning of the book and Kya’s relationship is, shall we say, considered very suspicious. Owens weaves an intricate plotline, taking the reader through a maze of twists and turns while never losing her literary touch.Without divulging much more, everything, of course, works out well for Kya. I would caution the reader, however, to pay careful attention right to the very end of this book…that is how well Owens has dispensed this mystery.A work that is so beautifully wrought and so profound that you’ll be thinking about it and contemplating its affect for days, “Where the Crawdads Sing” is an immensely powerful novel that will literally stop you with its literary appeal. From page one, the reader is taken in with Delia Owen’s grasp of the human condition and its assimilation with nature while touching your soul with a young woman’s coming of age, you’ll undoubtedly count this book, as I now have, as one of those almost “spiritual” works that has come your way.","“Way out yonder, where the crawdads sing…”",Verified Purchase,16 people found this helpful,,3170,403,21999,Public
Nurseadkins,/gp/profile/amzn1.account.AEQP4P24NY4XJ4O2OFHUD6PECQTQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 7, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,1.0 out of 5 stars,"We chose this book for our book club read, based on it having high reviews and being a top seller. This book could’ve been cut in half , in my opinion if the author would’ve left out all of the mind numbing details of the marsh and the birds and the wildlife. I literally kept skimming it and two of the women in my book club said they sped up the audible version just to get through it. It did pick up half way through when they go into the murder and trial. It’s also very unbelievable. A girl at a young age being abandoned in a Marsh never having any mayor issues or health concerns who grows up to be a scientist just isn’t believable. Also the names of the characters and the references of shopping in the nearby towns is not how it would’ve been in NC.  The names Tate and Chase should’ve been more like Willy and Joe, and the shopping area would’ve been Greenville or Raleigh. I wouldn’t recommend this book at all. I wasted a lot of my time on it.",I’m in the minority but I hated it until 50% in!,Verified Purchase,19 people found this helpful,,37,26,846149,Public
Sue Dudek,/gp/profile/amzn1.account.AHRETWC7CLPPTP3LNXPPROINTBCA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 18, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews,2.0 out of 5 stars,"I chose this book because it was on the best seller list and all the positive reviews. Well, they are wrong. The book is a bore. There are pages and pages of description of the marsh and the birds. If that's what you like, then you will like this. I don't. The story is secondhand to all the descriptions of the girl driving her boat in the marsh. As others have said, it is a ridiculous story. If you want to believe that a six year old raises herself in the marsh, learns to read,  writes scholarly novels, stands trial for murder and then lives happily ever after, then this is for you; no one else.",Over rated,Verified Purchase,21 people found this helpful,,90,26,2101999,Public
Kindle Customer,/gp/profile/amzn1.account.AGC2GFWTML22HSCKQTQJ2YMXKAXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on November 29, 2018",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,3.0 out of 5 stars,"I loved this poignant story, and the author's eloquent and poetic writing enticed me to re-read many sentences several times just to savor the images they inspired. This would be a five-star read if the characters were more complex and less predictable. Also, the author's attempt to capture the North Carolinian dialect was inconsistent and awkward; and, finally, the ending felt rushed. Despite any perceived short comings, I still would recommend this as a book-club selection.","Good story, simplistic character development",Verified Purchase,17 people found this helpful,,35,25,2981379,Public
mountain girl,/gp/profile/amzn1.account.AELIYYXR5TPMUZLKXBEQPOVGZHZA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 6, 2018",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,4.0 out of 5 stars,"I am almost finished with this book, and love it--EXCEPT it is driving me nutty with the errors. Coastal NC is about 400 miles from Asheville. Why would anyone there want to shop in Asheville, a beautiful mountain city, but--gosh! Going there to buy a tie! The author is from Thomasville, GA, but thinks linen suits are worn by men in the winter? I realize that these are little distractions, but they are so attention getting, to me, anyway, and take my mind away from the story.",Wonderful--But Geography is Bad,Verified Purchase,19 people found this helpful,,86,49,1729865,Public
LighthousesLover,/gp/profile/amzn1.account.AH4MEQCXYIEVLAGYGYWVW46QLSOA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 23, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,2.0 out of 5 stars,"I read this entire book only to verify whether I had correctly predicted “who dun nit.” (I had not.). SPOILER:  The concept of a girl living in the wild her entire life, never attending school, growing up to become a published author/artist was too far-fetched for my liking.",“Unrealistic” Fiction,Verified Purchase,23 people found this helpful,,62,52,2199155,Public
galpalsal,/gp/profile/amzn1.account.AEKMADVRTKMOKRN4CYWLVAOCLGCQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on January 31, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,3.0 out of 5 stars,"I feel badly for not liking this book, as so many others loved it.  I tried to suspend disbelief (which I have done with other books), but could not.  It was just too unrealistic.  Too romance novel.  Why did the author keep talking about how beautiful she was?  Who cares?  It was totally beside the point and gave it that chick-lit feel.  Her survival skills were apparently magical.  Her boat never breaks.  Turning out as a famous illustrator was so cliche as to make me wince.  I needed more realism to like it",Tried hard to suspend disbelief,Verified Purchase,18 people found this helpful,,81,24,3291613,Public
Susan Yates-Brown,/gp/profile/amzn1.account.AHY7SZZHJK5JJXR4J3WC6DMMCEVQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 13, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,2.0 out of 5 stars,"This book has so many glowing reviews, I hate to be such a party pooper, but....I really didn’t like it. The feral child story arc didn’t seem to mesh with the teen/adult psyche of Kya. Her observations and philosophical conclusions were far too sophisticated for someone so culturally and socially deprived. I couldn’t summon up enough benefit of the doubt to invest in her ”survival” triumph.The romance aspect of the story felt YA to me with wooden dialogue and bodice ripper intensity and I felt like there may be other directions this character could have been led toward that were more creative and interesting than hooking her up with either a decent or devil boyfriend.I was also very disappointed by the mystery storyline that wound through the entire book like a tease, and then landed on its head in the end.I could list more issues that were bothersome to me, but I’d be entering spoiler territory and again, I know that many people have and will enjoy this book. Having spent the time to read it, I wish I felt the same way.",Not My Favorite,Verified Purchase,17 people found this helpful,,116,35,472254,Public
Texas,/gp/profile/amzn1.account.AFZLKOOUCNP2JT6GXXI5W5C2QYSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 6, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,1.0 out of 5 stars,"I recently bought this book for a book club I joined, which makes me seriously consider dropping out. The tale is so ridiculous, you have to suspend belief to continue reading.  Her family leaves a small child with a violent, alcoholic father and never once comes back to check on her while she is growing up.  Does anyone seriously believe that?  That is just the beginning of the unending nonsense.  To think this is going to be made into a movie says it all about our time.  Don’t bother with this “debut” novel, it is a ridiculous book with an idiotic storyline.  Save your money and buy a classic.",Suspend belief,Verified Purchase,21 people found this helpful,,65,26,5800102,Public
Kaylan T.,/gp/profile/amzn1.account.AE27L2GDK2PNJC74X3YBJZNQP4BA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 5, 2019",1,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,5.0 out of 5 stars,"This is such a beautiful story of a young girl who is forced to rely only on herself to survive.  Of course, no one can endure this level of abandonment, isolation, and ridicule and come away unscathed.  Kya loves the Marsh and all of the living and non-living things within it.  It has been her home and her friend throughout the years.  And yet, there is something that Kya still longs for.  The desire for meaningful human contact is something we all experience, and Kya is no different. This is a story of resilience, survival, love, hate, and murder.  You will feel as though you are in the Marsh with Kya, seeing all the beauty of it through her eyes.  You will find yourself angry at the townspeople for their behavior, only to have your heart swell at the kindness shown by a few. Reading this book will definitely put some things in perspective, like the things that really matter in this life and how kindness and love is something we all need to thrive.",An amazing story!  Beautifully written!,Verified Purchase,16 people found this helpful,,19,12,5803403,Public
SoDak,/gp/profile/amzn1.account.AHC2EIJSXRG3EBZ2TZUDP5LNFPMQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 27, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,1.0 out of 5 stars,"This book reads like a Lifetime Movie. An extremely dysfunctional mother, yet all the blame is placed on the father. She walked off and never looked back once. Somehow she's the martyr. The entire book is nonsense. If you need a boring drama fix watch a Lifetime movie and call it good. Questionable Amazon ratings yet again!",Reads like a Lifetime movie,Verified Purchase,22 people found this helpful,,130,65,407447,Public
Steve Dossey,/gp/profile/amzn1.account.AHSLBXRIK6XP4O3JAIDIYW7DMVSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on June 28, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,2.0 out of 5 stars,"I saw a woman on the plane reading this book and the title interested me. I read a blurb on it and decided to order a used copy. By the way the blurb was pure hype. This book must have connected with adolescent girls. There is a story there but the writing is amateurish, cloying, and juvenile. Maybe this book was intended for juveniles and if so I guess its popularity would make sense. Frankly I am surprised this book was even published. It was also touted for its ""nature"" writing but frankly there is nothing special there. I guess the lesson here is to stay away from best sellers since the last three I have read were pretty banal.",I don't understand the popularity of this book,Verified Purchase,16 people found this helpful,,915,197,578428,Public
Eubie's mom,/gp/profile/amzn1.account.AGO6CHTAZ75JYXHDZAORGYJJF3JQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on March 24, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews,1.0 out of 5 stars,"I read this for my book club. To be honest, I was the only person who didn't like it. If you like Hallmark-type TV shows with a little science thrown in, go for it. I found it a waste of time; and worse, the plot twist at the end completely obliterated my feelings about one of the main characters.",Wooden writing, Annoying plot,Verified Purchase,24 people found this helpful,31,14,2779779,Public
Sharon D Betts,/gp/profile/amzn1.account.AE7GIVPJXLEZMJFJWJ7POBMHDAYQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on May 2, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,1.0 out of 5 stars,"As I read this book I was very disturbed. A child gets abandoned by her family, is treated horribly by adults in town and survives a rusty nail wound untreated. I started dreading picking up the book. After checking all the reviews I found I was not alone. I will not finish this book. I love fiction but this is too unrealistic.",I thought it was just me,Verified Purchase,21 people found this helpful,,35,27,3069683,Public
NJDrossos,/gp/profile/amzn1.account.AGCASJBF4FZFQJKGLSZDGPTHKTLA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 19, 2019",1,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"I love reading about the SE coastal region, and Owens takes me there.  I never thought another writer would capture its authenticity like Conroy, but she does.  There are so many little moments in this book that ring true to growing up in the south.  It breaks your heart and refreshes your spirit at the same time.  AND, there are some hilarious bits too.  I kept forcing myself to put it down so I could try to make it last.  I don't think I'm going to loan this one to anybody. It's a keeper to reread.  For more about books, follow my instagram @novels_with_narci","From start to finish, this novel is a delight for the senses and the soul.",Verified Purchase,16 people found this helpful,,30,49,1042171,Public
Linda L. Oliphant,/gp/profile/amzn1.account.AHBJE3SPKHLVQFW25XOAWQRWZA3Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on October 28, 2019",1,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,5.0 out of 5 stars,"I love the lush descriptions that flow much like the waters in and out of the marshlands.  Perhaps, it’s because I’ve been there...in those wetland waters of rivers and streams. There is a kind of silence heard. It resonates. It is both peaceful and a bit unsettling at the same time. It is its nature...I  can picture young Kya laying her hand “upon the breathing, wet earth, and the marsh became her mother.”I read how Kya first learns to survive and then cope all alone. She soon realizes that she is “swamp trash”. Yes, there are questions raised by other reviewers but I chose to accept the book at face value; to just accept all the buts, the what ifs, and the skepticism of how she could live much less survive in the marshy back waters alone. Once I had embraced that premise, Kya’s world opened up for me. I could see through her eyes, hear her thoughts, and feel her emotions, a life defined by rejections and believing people just don’t stay. The ending, I admit, I did not see coming. But, I think it ended the only way it could have.  The good, the bad, the ugly...and the beautiful.","The good, the bad, the ugly...and the beautiful.",Verified Purchase,11 people found this helpful,,476,288,17828,Public
Crystal,/gp/profile/amzn1.account.AFTJZYTSE5RVY2YMB4NMSSABVHHQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on February 22, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,1.0 out of 5 stars,It's a decent story of a woman who loved her surroundings.  But the book is De-pressing - start to finish!,"If you are looking for happy, keep looking",Verified Purchase,25 people found this helpful,,66,21,1255164,Public
Samuel 333,/gp/profile/amzn1.account.AFMAKEBU5ZIHCMCLLOS3KLC4YY6Q/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on April 14, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,1.0 out of 5 stars,"I barely made it through 75 pages of this tedious novel before tossing it into my ""Library Donations"" pile. Reading is like waiting for water to boil or paint to dry. It's just ghastly slow and uninteresting. A complete waste of money. I guess that's the lesson for today kids: don't buy books on the basis of reviews alone! I've learned my lesson--until next time.",Ugh!,Verified Purchase,21 people found this helpful,,692,109,88186,Public
Gracie,/gp/profile/amzn1.account.AFQLWEYTSAO6VPJ6FF3XAZI2D3TQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,"Reviewed in the United States on December 3, 2019",0,,https://www.amazon.com/Where-Crawdads-Sing-Delia-Owens-audiobook/product-reviews/B07FSXPMHY/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews,1.0 out of 5 stars,"Incredible!  The story line is something next to laughable, and an insult to readers' intelligence.  So, a child is abandoned individually by every member of the family and survives all by herself from the age of 6 . . .  She attends one day of school in her life, and after about a year or so of tutoring by another child miraculously develops the ability to not only write, but write to the degree she publishes credible scientific works by the age of 24.  Wow!!!",Really?,Verified Purchase,16 people found this helpful,,148,128,58893,Public
